budget_year,department,fund_code,account_type,account_category,amount
FY20,Public Library,2710,Expense,Personnel Services,562
FY20,Public Library,2710,Expense,Other Services and Charges,32000
FY20,Public Library,2710,Expense,Other Services and Charges,16000
FY20,Public Library,2710,Expense,Other Services and Charges,6000
FY20,Public Library,2710,Expense,Other Services and Charges,250000
FY20,Public Library,2710,Expense,Other Services and Charges,65000
FY20,Public Library,2710,Expense,Other Services and Charges,205000
FY20,Public Library,2711,Expense,Capital Outlays,365000
FY20,Public Library,2711,Revenue,Other Financing Sources,1750000
FY20,Public Library,2710,Expense,Supplies,4500
FY20,Public Library,2710,Expense,Personnel Services,133886
FY20,Public Library,2710,Expense,Personnel Services,128044
FY20,Public Library,2710,Expense,Personnel Services,20002
FY20,Public Library,2710,Expense,Personnel Services,22608
FY20,Public Library,2710,Expense,Personnel Services,4041
FY20,Public Library,2710,Expense,Personnel Services,30295
FY20,Public Library,2710,Expense,Personnel Services,817
FY20,Public Library,2710,Expense,Other Services and Charges,1000
FY20,Public Library,2710,Expense,Other Services and Charges,5315
FY20,Public Library,2710,Expense,Other Services and Charges,760
FY20,Public Library,2710,Expense,Other Services and Charges,2500
FY20,Public Library,2710,Expense,Other Services and Charges,300
FY20,Public Library,2710,Expense,Other Financing,-50000
FY20,Public Library,2710,Expense,Personnel Services,22000
FY20,Public Library,2710,Expense,Personnel Services,-17142
FY20,Public Library,2710,Expense,Personnel Services,2000
FY20,Public Library,2710,Expense,Other Services and Charges,91144
FY20,Public Library,2710,Expense,Other Services and Charges,26669
FY20,Public Library,2710,Expense,Other Services and Charges,104768
FY20,Public Library,2710,Expense,Other Services and Charges,9600
FY20,Public Library,2710,Expense,Other Services and Charges,10000
FY20,Public Library,2710,Expense,Other Services and Charges,12250
FY20,Public Library,2710,Expense,Other Services and Charges,47424
FY20,Public Library,2710,Expense,Other Services and Charges,232400
FY20,Public Library,2710,Revenue,Taxes,31657
FY20,Public Library,2710,Revenue,State Grants,120000
FY20,Public Library,2710,Revenue,Fines & Forfeitures,135000
FY20,Public Library,2710,Revenue,Charges for Services,100000
FY20,Public Library,2710,Revenue,Contribution from Local Units,365000
FY20,Public Library,2710,Expense,Capital Outlays,1436
FY20,Public Library,2710,Expense,Personnel Services,59880
FY20,Public Library,2710,Expense,Personnel Services,12151
FY20,Public Library,2710,Expense,Personnel Services,5505
FY20,Public Library,2710,Expense,Personnel Services,11304
FY20,Public Library,2710,Expense,Personnel Services,1812
FY20,Public Library,2710,Expense,Personnel Services,13548
FY20,Public Library,2710,Expense,Personnel Services,547
FY20,Public Library,2710,Expense,Other Services and Charges,54455
FY20,Public Library,2710,Expense,Other Services and Charges,91500
FY20,Public Library,2710,Expense,Other Services and Charges,500
FY20,Public Library,2710,Expense,Other Services and Charges,1170
FY20,Public Library,2710,Expense,Other Services and Charges,100
FY20,Public Library,2710,Expense,Personnel Services,115056
FY20,Public Library,2710,Expense,Personnel Services,139642
FY20,Public Library,2710,Expense,Personnel Services,19438
FY20,Public Library,2710,Expense,Personnel Services,16956
FY20,Public Library,2710,Expense,Personnel Services,3468
FY20,Public Library,2710,Expense,Personnel Services,26028
FY20,Public Library,2710,Expense,Personnel Services,1721
FY20,Public Library,2710,Expense,Other Services and Charges,1500
FY20,Public Library,2710,Expense,Other Services and Charges,430
FY20,Public Library,2710,Expense,Other Services and Charges,2350
FY20,Public Library,2710,Expense,Other Services and Charges,1550
FY20,Public Library,2710,Expense,Other Services and Charges,17000
FY20,Public Library,2710,Expense,Other Services and Charges,7500
FY20,Public Library,2710,Expense,Other Services and Charges,23500
FY20,Public Library,2710,Expense,Other Services and Charges,500
FY20,Public Library,2710,Expense,Personnel Services,261208
FY20,Public Library,2710,Expense,Personnel Services,69948
FY20,Public Library,2710,Expense,Personnel Services,25308
FY20,Public Library,2710,Expense,Personnel Services,45216
FY20,Public Library,2710,Expense,Personnel Services,7895
FY20,Public Library,2710,Expense,Personnel Services,59099
FY20,Public Library,2710,Expense,Personnel Services,468
FY20,Public Library,2710,Expense,Other Services and Charges,36350
FY20,Public Library,2710,Expense,Other Services and Charges,6655
FY20,Public Library,2710,Expense,Other Services and Charges,871
FY20,Public Library,2710,Expense,Other Services and Charges,1000
FY20,Public Library,2710,Expense,Supplies,16500
FY20,Public Library,2710,Expense,Capital Outlays,21420
FY20,Public Library,2710,Expense,Personnel Services,51492
FY20,Public Library,2710,Expense,Personnel Services,16128
FY20,Public Library,2710,Expense,Personnel Services,5160
FY20,Public Library,2710,Expense,Personnel Services,11304
FY20,Public Library,2710,Expense,Personnel Services,1560
FY20,Public Library,2710,Expense,Personnel Services,11652
FY20,Public Library,2710,Expense,Personnel Services,96
FY20,Public Library,2710,Expense,Other Services and Charges,2000
FY20,Public Library,2710,Expense,Other Services and Charges,9000
FY20,Public Library,2710,Expense,Other Services and Charges,5386
FY20,Public Library,2710,Expense,Other Services and Charges,10100
FY20,Public Library,7374,Expense,Other Services and Charges,11651
FY20,Public Library,2710,Expense,Personnel Services,546194
FY20,Public Library,2710,Expense,Personnel Services,41813
FY20,Public Library,2710,Expense,Personnel Services,67824
FY20,Public Library,2710,Expense,Personnel Services,16498
FY20,Public Library,2710,Expense,Personnel Services,123643
FY20,Public Library,2710,Expense,Personnel Services,777
FY20,Public Library,2710,Expense,Other Services and Charges,22250
FY20,Public Library,2710,Expense,Other Services and Charges,1500
FY20,Public Library,2710,Expense,Other Services and Charges,18775
FY20,Public Library,2710,Expense,Other Services and Charges,8000
FY20,Public Library,2710,Expense,Other Services and Charges,2730
FY20,Public Library,2710,Expense,Other Services and Charges,3900
FY20,Public Library,2710,Expense,Personnel Services,95305
FY20,Public Library,2710,Expense,Personnel Services,7262
FY20,Public Library,2710,Expense,Personnel Services,1036
FY20,Public Library,2710,Expense,Other Services and Charges,1500
FY20,Public Library,2710,Expense,Other Services and Charges,335
FY20,Public Library,2710,Expense,Other Services and Charges,3600
FY20,Public Library,2710,Expense,Other Services and Charges,1950
FY20,Public Library,2710,Expense,Other Services and Charges,16750
FY20,Public Library,2710,Expense,Other Services and Charges,12250
FY20,Public Library,2710,Expense,Other Services and Charges,31000
FY20,Public Library,2710,Expense,Other Services and Charges,250
FY20,Public Library,2710,Expense,Personnel Services,370964
FY20,Public Library,2710,Expense,Personnel Services,1000
FY20,Public Library,2710,Expense,Personnel Services,230542
FY20,Public Library,2710,Expense,Personnel Services,45969
FY20,Public Library,2710,Expense,Personnel Services,56520
FY20,Public Library,2710,Expense,Personnel Services,11186
FY20,Public Library,2710,Expense,Personnel Services,83941
FY20,Public Library,2710,Expense,Personnel Services,874
FY20,Public Library,2710,Expense,Other Services and Charges,7300
FY20,Public Library,2710,Expense,Other Services and Charges,11570
FY20,Public Library,2710,Expense,Other Services and Charges,3908
FY20,Public Library,2710,Expense,Other Services and Charges,1300
FY20,Public Library,2710,Expense,Personnel Services,73440
FY20,Public Library,2710,Expense,Personnel Services,84127
FY20,Public Library,2710,Expense,Personnel Services,12012
FY20,Public Library,2710,Expense,Personnel Services,11304
FY20,Public Library,2710,Expense,Personnel Services,2220
FY20,Public Library,2710,Expense,Personnel Services,16620
FY20,Public Library,2710,Expense,Personnel Services,696
FY20,Public Library,2710,Expense,Other Services and Charges,385
FY20,Public Library,2710,Expense,Other Services and Charges,1410
FY20,Public Library,2710,Expense,Other Services and Charges,1650
FY20,Public Library,2710,Expense,Other Services and Charges,9250
FY20,Public Library,2710,Expense,Other Services and Charges,2550
FY20,Public Library,2710,Expense,Other Services and Charges,16500
FY20,Public Library,2710,Expense,Other Services and Charges,250
FY20,Public Library,2710,Expense,Personnel Services,541762
FY20,Public Library,2710,Expense,Personnel Services,136417
FY20,Public Library,2710,Expense,Personnel Services,51831
FY20,Public Library,2710,Expense,Personnel Services,101736
FY20,Public Library,2710,Expense,Personnel Services,16358
FY20,Public Library,2710,Expense,Personnel Services,122607
FY20,Public Library,2710,Expense,Personnel Services,2808
FY20,Public Library,2710,Expense,Supplies,1540000
FY20,Public Library,2710,Expense,Capital Outlays,500
FY20,Public Library,2710,Expense,Other Services and Charges,36250
FY20,Public Library,2710,Expense,Other Services and Charges,5100
FY20,Public Library,2710,Expense,Other Services and Charges,805
FY20,Public Library,2710,Expense,Other Services and Charges,400
FY20,Public Library,2710,Expense,Capital Outlays,67000
FY20,Public Library,2710,Expense,Personnel Services,236296
FY20,Public Library,2710,Expense,Personnel Services,20616
FY20,Public Library,2710,Expense,Personnel Services,19655
FY20,Public Library,2710,Expense,Personnel Services,33912
FY20,Public Library,2710,Expense,Personnel Services,7131
FY20,Public Library,2710,Expense,Personnel Services,53470
FY20,Public Library,2710,Expense,Personnel Services,359
FY20,Public Library,2710,Expense,Other Services and Charges,1200
FY20,Public Library,2710,Expense,Other Services and Charges,6000
FY20,Public Library,2710,Expense,Personnel Services,35424
FY20,Public Library,2710,Expense,Personnel Services,68208
FY20,Public Library,2710,Expense,Personnel Services,7896
FY20,Public Library,2710,Expense,Personnel Services,5652
FY20,Public Library,2710,Expense,Personnel Services,1068
FY20,Public Library,2710,Expense,Personnel Services,8016
FY20,Public Library,2710,Expense,Personnel Services,612
FY20,Public Library,2710,Expense,Other Services and Charges,1300
FY20,Public Library,2710,Expense,Other Services and Charges,10000
FY20,Public Library,2710,Expense,Other Services and Charges,3500
FY20,Public Library,2710,Expense,Other Services and Charges,17500
FY20,Public Library,2710,Expense,Personnel Services,139983
FY20,Public Library,2710,Expense,Personnel Services,123494
FY20,Public Library,2710,Expense,Personnel Services,20114
FY20,Public Library,2710,Expense,Personnel Services,22608
FY20,Public Library,2710,Expense,Personnel Services,4226
FY20,Public Library,2710,Expense,Personnel Services,31667
FY20,Public Library,2710,Expense,Personnel Services,1717
FY20,Public Library,2710,Expense,Other Services and Charges,335
FY20,Public Library,2710,Expense,Other Services and Charges,1530
FY20,Public Library,2710,Expense,Other Services and Charges,1650
FY20,Public Library,2710,Expense,Other Services and Charges,18000
FY20,Public Library,2710,Expense,Other Services and Charges,6200
FY20,Public Library,2710,Expense,Other Services and Charges,23000
FY20,Public Library,2710,Expense,Other Services and Charges,250
FY20,Public Library,2710,Expense,Personnel Services,59958
FY20,Public Library,2710,Expense,Personnel Services,67030
FY20,Public Library,2710,Expense,Personnel Services,9694
FY20,Public Library,2710,Expense,Personnel Services,11304
FY20,Public Library,2710,Expense,Personnel Services,1814
FY20,Public Library,2710,Expense,Personnel Services,13565
FY20,Public Library,2710,Expense,Personnel Services,648
FY20,Public Library,2710,Expense,Other Services and Charges,1500
FY20,Public Library,2710,Expense,Other Services and Charges,315
FY20,Public Library,2710,Expense,Other Services and Charges,950
FY20,Public Library,2710,Expense,Other Services and Charges,9500
FY20,Public Library,2710,Expense,Other Services and Charges,2400
FY20,Public Library,2710,Expense,Other Services and Charges,16000
FY20,Public Library,2710,Expense,Other Services and Charges,250
FY20,Public Library,2710,Expense,Personnel Services,60113
FY20,Public Library,2710,Expense,Personnel Services,122364
FY20,Public Library,2710,Expense,Personnel Services,13928
FY20,Public Library,2710,Expense,Personnel Services,11304
FY20,Public Library,2710,Expense,Personnel Services,1819
FY20,Public Library,2710,Expense,Personnel Services,13601
FY20,Public Library,2710,Expense,Personnel Services,1590
FY20,Public Library,2710,Expense,Other Services and Charges,750
FY20,Public Library,2710,Expense,Other Services and Charges,335
FY20,Public Library,2710,Expense,Other Services and Charges,2900
FY20,Public Library,2710,Expense,Other Services and Charges,1450
FY20,Public Library,2710,Expense,Other Services and Charges,16500
FY20,Public Library,2710,Expense,Other Services and Charges,7000
FY20,Public Library,2710,Expense,Other Services and Charges,35500
FY20,Public Library,2710,Expense,Other Services and Charges,250
FY20,Public Library,2710,Expense,Personnel Services,166056
FY20,Public Library,2710,Expense,Personnel Services,393465
FY20,Public Library,2710,Expense,Personnel Services,42694
FY20,Public Library,2710,Expense,Personnel Services,33912
FY20,Public Library,2710,Expense,Personnel Services,5023
FY20,Public Library,2710,Expense,Personnel Services,37584
FY20,Public Library,2710,Expense,Personnel Services,9353
FY20,Public Library,2710,Expense,Other Services and Charges,26110
FY20,Public Library,2710,Expense,Other Services and Charges,2184
FY20,Public Library,2710,Expense,Other Services and Charges,440
FY20,Public Library,2710,Expense,Other Services and Charges,750
FY20,Fiscal Services,1010,Expense,Supplies,22575
FY20,Fiscal Services,1010,Expense,Supplies,1194
FY20,Fiscal Services,1010,Expense,Capital Outlays,10400
FY20,Fiscal Services,1010,Expense,Personnel Services,1115508
FY20,Fiscal Services,1010,Expense,Personnel Services,8000
FY20,Fiscal Services,1010,Expense,Personnel Services,85958
FY20,Fiscal Services,1010,Expense,Personnel Services,233244
FY20,Fiscal Services,1010,Expense,Personnel Services,95347
FY20,Fiscal Services,1010,Expense,Personnel Services,252438
FY20,Fiscal Services,1010,Expense,Personnel Services,1559
FY20,Fiscal Services,1010,Expense,Other Services and Charges,109249
FY20,Fiscal Services,1010,Expense,Other Services and Charges,2300
FY20,Fiscal Services,1010,Expense,Other Services and Charges,18846
FY20,Fiscal Services,1010,Expense,Other Services and Charges,5194
FY20,Fiscal Services,1010,Expense,Other Services and Charges,44117
FY20,Fiscal Services,1010,Expense,Other Services and Charges,11425
FY20,Fiscal Services,1010,Expense,Other Services and Charges,3953
FY20,Fiscal Services,1010,Expense,Other Services and Charges,8559
FY20,Fiscal Services,1010,Expense,Other Services and Charges,250
FY20,Fiscal Services,1010,Expense,Other Services and Charges,5410
FY20,Fiscal Services,1010,Expense,Other Services and Charges,31824
FY20,Fiscal Services,1010,Expense,Other Services and Charges,111290
FY20,Fiscal Services,1010,Expense,Other Services and Charges,59718
FY20,Fiscal Services,1010,Expense,Other Services and Charges,18572
FY20,Fiscal Services,1010,Expense,Other Services and Charges,72109
FY20,Fiscal Services,1010,Revenue,Other Revenues,600
FY20,Fiscal Services,1010,Revenue,Charges for Services,250
FY20,Fiscal Services,1010,Revenue,Charges for Services,15000
FY20,Fiscal Services,1010,Revenue,Charges for Services,15000
FY20,Fiscal Services,1010,Revenue,Charges for Services,500
FY20,Fiscal Services,1010,Expense,Supplies,34000
FY20,Fiscal Services,1010,Expense,Supplies,4150
FY20,Fiscal Services,1010,Expense,Capital Outlays,5000
FY20,Fiscal Services,1010,Expense,Capital Outlays,10000
FY20,Fiscal Services,1010,Expense,Personnel Services,1081666
FY20,Fiscal Services,1010,Expense,Personnel Services,5000
FY20,Fiscal Services,1010,Expense,Personnel Services,12240
FY20,Fiscal Services,1010,Expense,Personnel Services,13000
FY20,Fiscal Services,1010,Expense,Personnel Services,85098
FY20,Fiscal Services,1010,Expense,Personnel Services,264036
FY20,Fiscal Services,1010,Expense,Personnel Services,92453
FY20,Fiscal Services,1010,Expense,Personnel Services,244789
FY20,Fiscal Services,1010,Expense,Personnel Services,1992
FY20,Fiscal Services,1010,Expense,Other Services and Charges,216869
FY20,Fiscal Services,1010,Expense,Other Services and Charges,137000
FY20,Fiscal Services,1010,Expense,Other Services and Charges,5000
FY20,Fiscal Services,1010,Expense,Other Services and Charges,19591
FY20,Fiscal Services,1010,Expense,Other Services and Charges,600
FY20,Fiscal Services,1010,Expense,Other Services and Charges,600
FY20,Fiscal Services,1010,Expense,Other Services and Charges,70000
FY20,Fiscal Services,1010,Expense,Other Services and Charges,2500
FY20,Fiscal Services,1010,Expense,Other Services and Charges,20000
FY20,Fiscal Services,1010,Expense,Other Services and Charges,9000
FY20,Fiscal Services,1010,Expense,Other Services and Charges,1000
FY20,Fiscal Services,1010,Expense,Other Services and Charges,500
FY20,Fiscal Services,1010,Expense,Other Services and Charges,1550
FY20,Fiscal Services,1010,Expense,Other Services and Charges,750
FY20,Fiscal Services,1010,Expense,Other Services and Charges,2615
FY20,Fiscal Services,1010,Expense,Other Services and Charges,83468
FY20,Fiscal Services,1010,Expense,Other Services and Charges,10427
FY20,Fiscal Services,1010,Expense,Other Services and Charges,32324
FY20,Fiscal Services,1010,Expense,Other Services and Charges,108732
FY20,Fiscal Services,1010,Revenue,Taxes,95858883
FY20,Fiscal Services,1010,Revenue,Taxes,-8497044
FY20,Fiscal Services,1010,Revenue,Taxes,424180
FY20,Fiscal Services,4011,Revenue,Taxes,4516806
FY20,Fiscal Services,4011,Revenue,Taxes,-400274
FY20,Fiscal Services,4011,Revenue,Taxes,19965
FY20,Fiscal Services,4011,Revenue,State Grants,2720297
FY20,Fiscal Services,1010,Expense,Capital Outlays,2000
FY20,Fiscal Services,1010,Expense,Personnel Services,238497
FY20,Fiscal Services,1010,Expense,Personnel Services,18232
FY20,Fiscal Services,1010,Expense,Personnel Services,40800
FY20,Fiscal Services,1010,Expense,Personnel Services,20394
FY20,Fiscal Services,1010,Expense,Personnel Services,53983
FY20,Fiscal Services,1010,Expense,Personnel Services,324
FY20,Fiscal Services,1010,Expense,Other Services and Charges,273
FY20,Fiscal Services,1010,Expense,Other Services and Charges,22000
FY20,Fiscal Services,1010,Expense,Other Services and Charges,5000
FY20,Fiscal Services,1010,Expense,Other Services and Charges,1000
FY20,Fiscal Services,1010,Expense,Other Services and Charges,1970
FY20,Fiscal Services,1010,Expense,Other Services and Charges,17885
FY20,Fiscal Services,1010,Expense,Other Services and Charges,5364
FY20,Fiscal Services,1010,Expense,Other Services and Charges,325949
FY20,Fiscal Services,1010,Expense,Supplies,15000
FY20,Fiscal Services,1010,Expense,Supplies,500
FY20,Fiscal Services,1010,Expense,Personnel Services,380688
FY20,Fiscal Services,1010,Expense,Personnel Services,29100
FY20,Fiscal Services,1010,Expense,Personnel Services,62052
FY20,Fiscal Services,1010,Expense,Personnel Services,32556
FY20,Fiscal Services,1010,Expense,Personnel Services,86160
FY20,Fiscal Services,1010,Expense,Personnel Services,540
FY20,Fiscal Services,1010,Expense,Other Services and Charges,130000
FY20,Fiscal Services,1010,Expense,Other Services and Charges,10000
FY20,Fiscal Services,1010,Expense,Other Services and Charges,12891
FY20,Fiscal Services,1010,Expense,Other Services and Charges,672
FY20,Fiscal Services,1010,Expense,Other Services and Charges,150
FY20,Fiscal Services,1010,Expense,Other Services and Charges,50
FY20,Fiscal Services,1010,Expense,Other Services and Charges,5500
FY20,Fiscal Services,1010,Expense,Other Services and Charges,6000
FY20,Fiscal Services,1010,Expense,Other Services and Charges,3500
FY20,Fiscal Services,1010,Expense,Other Services and Charges,1859
FY20,Fiscal Services,1010,Expense,Other Services and Charges,21354
FY20,Fiscal Services,1010,Expense,Other Services and Charges,379
FY20,Fiscal Services,1010,Expense,Other Services and Charges,10889
FY20,Fiscal Services,1010,Expense,Other Services and Charges,80756
FY20,Fiscal Services,1010,Revenue,Other Revenues,1500
FY20,Fiscal Services,1010,Expense,Other Financing,17397944
FY20,Fiscal Services,1010,Expense,Other Financing,600000
FY20,Fiscal Services,1010,Expense,Other Financing,850000
FY20,Fiscal Services,1010,Expense,Debt Service,4400
FY20,Fiscal Services,1010,Expense,Other Financing,2818175
FY20,Fiscal Services,1010,Expense,Other Services and Charges,555224
FY20,Fiscal Services,1010,Expense,Other Services and Charges,5300
FY20,Fiscal Services,1010,Revenue,Charges for Services,3718049
FY20,Fiscal Services,1010,Revenue,State Grants,18779166
FY20,Fiscal Services,1010,Revenue,Charges for Services,55000
FY20,Fiscal Services,1010,Revenue,Charges for Services,6191252
FY20,Fiscal Services,1010,Revenue,Other Financing Sources,1700000
FY20,Fiscal Services,1010,Revenue,Other Financing Sources,753013
FY20,Fiscal Services,1010,Expense,Other Financing,1500000
FY20,Fiscal Services,1010,Expense,Other Services and Charges,150000
FY20,Fiscal Services,1010,Expense,Supplies,10000
FY20,Fiscal Services,1010,Expense,Other Financing,586354
FY20,Fiscal Services,1010,Expense,Personnel Services,502200
FY20,Fiscal Services,1010,Expense,Other Services and Charges,1838783
FY20,Fiscal Services,1010,Expense,Other Services and Charges,130000
FY20,Fiscal Services,1010,Expense,Other Services and Charges,900
FY20,Fiscal Services,1010,Expense,Other Services and Charges,63777
FY20,Fiscal Services,1010,Expense,Other Services and Charges,10366
FY20,Fiscal Services,1010,Expense,Other Services and Charges,178500
FY20,Fiscal Services,1010,Revenue,Taxes,18000
FY20,Fiscal Services,1010,Revenue,Other Revenues,7000
FY20,Fiscal Services,1010,Revenue,Other Revenues,2350
FY20,Fiscal Services,1010,Revenue,Licenses & Permits,2000000
FY20,Public Services,5910,Expense,Supplies,77200
FY20,Public Services,5910,Expense,Supplies,600
FY20,Public Services,5910,Expense,Capital Outlays,100000
FY20,Public Services,5910,Expense,Personnel Services,418030
FY20,Public Services,5910,Expense,Personnel Services,500
FY20,Public Services,5910,Expense,Personnel Services,13433
FY20,Public Services,5910,Expense,Personnel Services,31995
FY20,Public Services,5910,Expense,Personnel Services,106284
FY20,Public Services,5910,Expense,Personnel Services,35168
FY20,Public Services,5910,Expense,Personnel Services,93144
FY20,Public Services,5910,Expense,Personnel Services,581
FY20,Public Services,5910,Expense,Personnel Services,500
FY20,Public Services,5910,Expense,Other Services and Charges,309120
FY20,Public Services,5910,Expense,Other Services and Charges,10000
FY20,Public Services,5910,Expense,Other Services and Charges,5000
FY20,Public Services,5910,Expense,Other Services and Charges,5000
FY20,Public Services,5910,Expense,Other Services and Charges,1920
FY20,Public Services,5910,Expense,Other Services and Charges,336
FY20,Public Services,5910,Expense,Other Services and Charges,10000
FY20,Public Services,5910,Expense,Other Services and Charges,500
FY20,Public Services,5910,Expense,Other Services and Charges,1500000
FY20,Public Services,5910,Expense,Other Services and Charges,65000
FY20,Public Services,5910,Expense,Other Services and Charges,45000
FY20,Public Services,5910,Expense,Other Services and Charges,6646
FY20,Public Services,5910,Expense,Other Services and Charges,64632
FY20,Public Services,5910,Expense,Other Services and Charges,14197
FY20,Public Services,5910,Expense,Supplies,4000
FY20,Public Services,5910,Expense,Supplies,2000
FY20,Public Services,5910,Expense,Debt Service,5328464
FY20,Public Services,5910,Expense,Debt Service,15000
FY20,Public Services,5910,Expense,Capital Outlays,72000
FY20,Public Services,5910,Expense,Capital Outlays,3000
FY20,Public Services,5910,Expense,Capital Outlays,6000
FY20,Public Services,5910,Expense,Other Financing,16747000
FY20,Public Services,5910,Expense,Other Financing,-1414000
FY20,Public Services,5910,Expense,Personnel Services,604951
FY20,Public Services,5910,Expense,Personnel Services,500
FY20,Public Services,5910,Expense,Personnel Services,19089
FY20,Public Services,5910,Expense,Personnel Services,500
FY20,Public Services,5910,Expense,Personnel Services,46278
FY20,Public Services,5910,Expense,Personnel Services,120588
FY20,Public Services,5910,Expense,Personnel Services,51741
FY20,Public Services,5910,Expense,Personnel Services,136832
FY20,Public Services,5910,Expense,Personnel Services,828
FY20,Public Services,5910,Expense,Personnel Services,2500
FY20,Public Services,5910,Expense,Other Services and Charges,655400
FY20,Public Services,5910,Expense,Other Services and Charges,7438
FY20,Public Services,5910,Expense,Other Services and Charges,220923
FY20,Public Services,5910,Expense,Other Services and Charges,37500
FY20,Public Services,5910,Expense,Other Services and Charges,270491
FY20,Public Services,5910,Expense,Other Services and Charges,272638
FY20,Public Services,5910,Expense,Other Services and Charges,4000
FY20,Public Services,5910,Expense,Other Services and Charges,1500
FY20,Public Services,5910,Expense,Other Services and Charges,2500
FY20,Public Services,5910,Expense,Other Services and Charges,3000
FY20,Public Services,5910,Expense,Other Services and Charges,5000
FY20,Public Services,5910,Expense,Other Services and Charges,35900
FY20,Public Services,5910,Expense,Other Services and Charges,42500
FY20,Public Services,5910,Expense,Other Services and Charges,500
FY20,Public Services,5910,Expense,Other Services and Charges,51770
FY20,Public Services,5910,Expense,Other Services and Charges,5000
FY20,Public Services,5910,Expense,Other Services and Charges,6000
FY20,Public Services,5910,Expense,Other Services and Charges,50000
FY20,Public Services,5910,Expense,Other Services and Charges,20000
FY20,Public Services,5910,Expense,Other Services and Charges,155000
FY20,Public Services,5910,Expense,Other Services and Charges,7000
FY20,Public Services,5910,Expense,Other Services and Charges,6035
FY20,Public Services,5910,Expense,Other Services and Charges,15300
FY20,Public Services,5910,Expense,Other Services and Charges,3000
FY20,Public Services,5910,Expense,Other Services and Charges,28394
FY20,Public Services,5910,Expense,Other Services and Charges,827391
FY20,Public Services,5910,Revenue,Other Revenues,5000
FY20,Public Services,5910,Revenue,Licenses & Permits,5500
FY20,Public Services,5910,Revenue,Licenses & Permits,35000
FY20,Public Services,5910,Revenue,Fines & Forfeitures,1000000
FY20,Public Services,5910,Revenue,Charges for Services,80000
FY20,Public Services,5910,Revenue,Charges for Services,175000
FY20,Public Services,5910,Revenue,Charges for Services,30000
FY20,Public Services,5910,Revenue,Charges for Services,400000
FY20,Public Services,5910,Revenue,Charges for Services,40000
FY20,Public Services,5910,Revenue,Charges for Services,370000
FY20,Public Services,5910,Revenue,Charges for Services,20000
FY20,Public Services,5910,Revenue,Charges for Services,1000
FY20,Public Services,5910,Revenue,Charges for Services,39895795
FY20,Public Services,5910,Revenue,Charges for Services,4184252
FY20,Public Services,5910,Revenue,Charges for Services,85000
FY20,Public Services,5910,Revenue,Charges for Services,3731
FY20,Public Services,5910,Revenue,Other Financing Sources,2397570
FY20,Public Services,5910,Revenue,Other Financing Sources,134775
FY20,Public Services,5910,Revenue,Investment Income & Rentals,25000
FY20,Public Services,5910,Revenue,Investment Income & Rentals,535000
FY20,Public Services,5911,Expense,Capital Outlays,16747000
FY20,Public Services,5911,Revenue,Other Financing Sources,16747000
FY20,Public Services,5915,Expense,Capital Outlays,19790000
FY20,Public Services,5915,Revenue,Other Financing Sources,19790000
FY20,Public Services,5910,Expense,Supplies,566500
FY20,Public Services,5910,Expense,Supplies,12000
FY20,Public Services,5910,Expense,Capital Outlays,100000
FY20,Public Services,5910,Expense,Capital Outlays,5500
FY20,Public Services,5910,Expense,Personnel Services,1893369
FY20,Public Services,5910,Expense,Personnel Services,5000
FY20,Public Services,5910,Expense,Personnel Services,32000
FY20,Public Services,5910,Expense,Personnel Services,250000
FY20,Public Services,5910,Expense,Personnel Services,144796
FY20,Public Services,5910,Expense,Personnel Services,476832
FY20,Public Services,5910,Expense,Personnel Services,161900
FY20,Public Services,5910,Expense,Personnel Services,428469
FY20,Public Services,5910,Expense,Personnel Services,2585
FY20,Public Services,5910,Expense,Personnel Services,1236
FY20,Public Services,5910,Expense,Other Services and Charges,2500000
FY20,Public Services,5910,Expense,Other Services and Charges,74400
FY20,Public Services,5910,Expense,Other Services and Charges,250
FY20,Public Services,5910,Expense,Other Services and Charges,500
FY20,Public Services,5910,Expense,Other Services and Charges,20600
FY20,Public Services,5910,Expense,Other Services and Charges,5134
FY20,Public Services,5910,Expense,Other Services and Charges,5000
FY20,Public Services,5910,Expense,Other Services and Charges,20000
FY20,Public Services,5910,Expense,Other Services and Charges,35610
FY20,Public Services,5910,Expense,Other Services and Charges,913340
FY20,Public Services,5910,Expense,Other Services and Charges,600
FY20,Public Services,5910,Expense,Other Services and Charges,146560
FY20,Public Services,5910,Expense,Supplies,5400
FY20,Public Services,5910,Expense,Supplies,1500
FY20,Public Services,5910,Expense,Supplies,190
FY20,Public Services,5910,Expense,Capital Outlays,7500
FY20,Public Services,5910,Expense,Other Financing,20783
FY20,Public Services,5910,Expense,Personnel Services,752224
FY20,Public Services,5910,Expense,Personnel Services,1000
FY20,Public Services,5910,Expense,Personnel Services,25000
FY20,Public Services,5910,Expense,Personnel Services,3500
FY20,Public Services,5910,Expense,Personnel Services,57575
FY20,Public Services,5910,Expense,Personnel Services,154368
FY20,Public Services,5910,Expense,Personnel Services,62523
FY20,Public Services,5910,Expense,Personnel Services,165517
FY20,Public Services,5910,Expense,Personnel Services,1027
FY20,Public Services,5910,Expense,Other Services and Charges,104250
FY20,Public Services,5910,Expense,Other Services and Charges,5000
FY20,Public Services,5910,Expense,Other Services and Charges,1305
FY20,Public Services,5910,Expense,Other Services and Charges,100
FY20,Public Services,5910,Expense,Other Services and Charges,8000
