FundCode,FundDescription,OperatingUnit,OperatingUnitDescription,ProgramID,ProgramName,LineOfBusinessID,LOBName,Account,Account Description, FY2014 Adopted Budget , Amendments , FY2014 Amended Budget 
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3100101,AUDITOR EXECUTIVE LEADERSHIP,31001,City Auditors Office,51010001,SALARIES AND WAGES            ," 47,510 ", -   ," 47,510 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3100101,AUDITOR EXECUTIVE LEADERSHIP,31001,City Auditors Office,51070001,HEALTH AND WELFARE INSURANCE  ," 4,549 ", -   ," 4,549 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3100101,AUDITOR EXECUTIVE LEADERSHIP,31001,City Auditors Office,51070004,RETIREMENT PENSION CONTRIB    ," 3,807 ", -   ," 3,807 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3100110,AUDITOR BUSINESS SERVICES,31001,City Auditors Office,51000004,BUDGET-VACANCY DISCOUNT       ," (2,004)", -   ," (2,004)"
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3100110,AUDITOR BUSINESS SERVICES,31001,City Auditors Office,51010001,SALARIES AND WAGES            ," 92,261 ", -   ," 92,261 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3100110,AUDITOR BUSINESS SERVICES,31001,City Auditors Office,51070001,HEALTH AND WELFARE INSURANCE  ," 12,511 ", -   ," 12,511 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3100110,AUDITOR BUSINESS SERVICES,31001,City Auditors Office,51070004,RETIREMENT PENSION CONTRIB    ," 7,937 ", -   ," 7,937 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3100110,AUDITOR BUSINESS SERVICES,31001,City Auditors Office,51130004,CAR ALLOWANCE                 ," 3,000 ", -   ," 3,000 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3100110,AUDITOR BUSINESS SERVICES,31001,City Auditors Office,51510004,EMPLOYEE PARKING              ," 3,420 ", -   ," 3,420 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3100110,AUDITOR BUSINESS SERVICES,31001,City Auditors Office,52280004,CHARGEBACK-IT                 ," 38,671 ", -   ," 38,671 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3100110,AUDITOR BUSINESS SERVICES,31001,City Auditors Office,52280007,CHARGEBACK-RISK MANAGEMENT    , 59 , -   , 59 
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3100110,AUDITOR BUSINESS SERVICES,31001,City Auditors Office,52280013,CHARGEBACK-PRINT SHOP         , 31 , -   , 31 
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3100110,AUDITOR BUSINESS SERVICES,31001,City Auditors Office,52290010,CHARGEBACK-POSTAGE            , 210 , -   , 210 
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3100201,AUDIT SERVICES,31002,Audit Services,51000004,BUDGET-VACANCY DISCOUNT       ," (14,827)", -   ," (14,827)"
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3100201,AUDIT SERVICES,31002,Audit Services,51000013,BUDGET-SALARY RESERVE         ," 13,800 ", -   ," 13,800 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3100201,AUDIT SERVICES,31002,Audit Services,51010001,SALARIES AND WAGES            ," 685,606 ", -   ," 685,606 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3100201,AUDIT SERVICES,31002,Audit Services,51010004,PART TIME & TEMPORARY WAGES   ," 15,721 ", -   ," 15,721 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3100201,AUDIT SERVICES,31002,Audit Services,51070001,HEALTH AND WELFARE INSURANCE  ," 80,756 ", -   ," 80,756 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3100201,AUDIT SERVICES,31002,Audit Services,51070004,RETIREMENT PENSION CONTRIB    ," 55,724 ", -   ," 55,724 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3100201,AUDIT SERVICES,31002,Audit Services,52049001,EMPLOYEE TRAINING             ," 10,500 ", -   ," 10,500 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3100201,AUDIT SERVICES,31002,Audit Services,52130001,MEMBERSHIPS                   ," 6,690 ", -   ," 6,690 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3100201,AUDIT SERVICES,31002,Audit Services,52250001,ADVERTISING                   ," 1,000 ", -   ," 1,000 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3100201,AUDIT SERVICES,31002,Audit Services,52340016,MACHINERY AND EQUIPMENT MTCE  ," 2,200 ", -   ," 2,200 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3100201,AUDIT SERVICES,31002,Audit Services,52370002,EMPLOYEE TRAVEL REIMBURSEMENT ," 7,500 ", -   ," 7,500 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3100201,AUDIT SERVICES,31002,Audit Services,52890001,OTHER SERVICES AND CHARGES    , 500 , -   , 500 
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3100201,AUDIT SERVICES,31002,Audit Services,53010001,OFFICE SUPPLIES               ," 4,000 ", -   ," 4,000 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3100201,AUDIT SERVICES,31002,Audit Services,53010007,COMPUTER SUPPLIES             ," 5,000 ", -   ," 5,000 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3100201,AUDIT SERVICES,31002,Audit Services,53100001,EDUCATIONAL & TRAINING        , 750 , -   , 750 
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3100301,AUDITOR ETHICS ASSURANCE,31003,Ethics Assurance,51000004,BUDGET-VACANCY DISCOUNT       , (814), -   , (814)
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3100301,AUDITOR ETHICS ASSURANCE,31003,Ethics Assurance,51010001,SALARIES AND WAGES            ," 37,682 ", -   ," 37,682 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3100301,AUDITOR ETHICS ASSURANCE,31003,Ethics Assurance,51070001,HEALTH AND WELFARE INSURANCE  ," 4,550 ", -   ," 4,550 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3100301,AUDITOR ETHICS ASSURANCE,31003,Ethics Assurance,51070004,RETIREMENT PENSION CONTRIB    ," 3,034 ", -   ," 3,034 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300101,PUB WORKS EXECUTIVE LEADERSHIP,33001,Public Works Administration,51000004,BUDGET-VACANCY DISCOUNT       ," (3,313)", -   ," (3,313)"
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300101,PUB WORKS EXECUTIVE LEADERSHIP,33001,Public Works Administration,51010001,SALARIES AND WAGES            ," 151,371 ", -   ," 151,371 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300101,PUB WORKS EXECUTIVE LEADERSHIP,33001,Public Works Administration,51070001,HEALTH AND WELFARE INSURANCE  ," 10,805 ", -   ," 10,805 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300101,PUB WORKS EXECUTIVE LEADERSHIP,33001,Public Works Administration,51070004,RETIREMENT PENSION CONTRIB    ," 14,254 ", -   ," 14,254 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300101,PUB WORKS EXECUTIVE LEADERSHIP,33001,Public Works Administration,51130004,CAR ALLOWANCE                 ," 3,150 ", -   ," 3,150 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300101,PUB WORKS EXECUTIVE LEADERSHIP,33001,Public Works Administration,51510004,EMPLOYEE PARKING              ," 48,144 ", -   ," 48,144 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300101,PUB WORKS EXECUTIVE LEADERSHIP,33001,Public Works Administration,52049001,EMPLOYEE TRAINING             ," 1,500 ", -   ," 1,500 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300101,PUB WORKS EXECUTIVE LEADERSHIP,33001,Public Works Administration,52130001,MEMBERSHIPS                   ," 2,000 ", -   ," 2,000 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300101,PUB WORKS EXECUTIVE LEADERSHIP,33001,Public Works Administration,52370002,EMPLOYEE TRAVEL REIMBURSEMENT ," 4,006 ", -   ," 4,006 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300110,PUB WORKS BUSINESS SERVICES,33001,Public Works Administration,51000004,BUDGET-VACANCY DISCOUNT       ," (30,659)", -   ," (30,659)"
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300110,PUB WORKS BUSINESS SERVICES,33001,Public Works Administration,51010001,SALARIES AND WAGES            ," 1,402,762 ", -   ," 1,402,762 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300110,PUB WORKS BUSINESS SERVICES,33001,Public Works Administration,51010004,PART TIME & TEMPORARY WAGES   ," 65,150 ", -   ," 65,150 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300110,PUB WORKS BUSINESS SERVICES,33001,Public Works Administration,51010007,OVERTIME WAGES                ," 6,000 ", -   ," 6,000 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300110,PUB WORKS BUSINESS SERVICES,33001,Public Works Administration,51010022,SALARY ADJUSTMENTS            ," 28,915 ", -   ," 28,915 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300110,PUB WORKS BUSINESS SERVICES,33001,Public Works Administration,51070001,HEALTH AND WELFARE INSURANCE  ," 230,323 ", -   ," 230,323 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300110,PUB WORKS BUSINESS SERVICES,33001,Public Works Administration,51070004,RETIREMENT PENSION CONTRIB    ," 130,337 ", -   ," 130,337 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300110,PUB WORKS BUSINESS SERVICES,33001,Public Works Administration,52010028,MISCELLANEOUS SRVCS CONTRACTS ," 10,964 ", -   ," 10,964 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300110,PUB WORKS BUSINESS SERVICES,33001,Public Works Administration,52070004,"WATER, SEWER & REFUSE         "," 13,508 ", -   ," 13,508 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300110,PUB WORKS BUSINESS SERVICES,33001,Public Works Administration,52130001,MEMBERSHIPS                   , 600 , -   , 600 
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300110,PUB WORKS BUSINESS SERVICES,33001,Public Works Administration,52250001,ADVERTISING                   ," 5,000 ", -   ," 5,000 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300110,PUB WORKS BUSINESS SERVICES,33001,Public Works Administration,52280004,CHARGEBACK-IT                 ," 1,828,828 ", -   ," 1,828,828 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300110,PUB WORKS BUSINESS SERVICES,33001,Public Works Administration,52280007,CHARGEBACK-RISK MANAGEMENT    ," 1,047,599 ", -   ," 1,047,599 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300110,PUB WORKS BUSINESS SERVICES,33001,Public Works Administration,52280013,CHARGEBACK-PRINT SHOP         ," 28,750 ", -   ," 28,750 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300110,PUB WORKS BUSINESS SERVICES,33001,Public Works Administration,52280019,CHARGEBACK-VEHICLE MAINTENANCE," 3,725 ", -   ," 3,725 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300110,PUB WORKS BUSINESS SERVICES,33001,Public Works Administration,52280022,CHARGEBACK FUEL               ," 4,878 ", -   ," 4,878 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300110,PUB WORKS BUSINESS SERVICES,33001,Public Works Administration,52290010,CHARGEBACK-POSTAGE            ," 27,103 ", -   ," 27,103 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300110,PUB WORKS BUSINESS SERVICES,33001,Public Works Administration,52290016,CHARGEBACK-COLOR COPIES       , 250 , -   , 250 
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300110,PUB WORKS BUSINESS SERVICES,33001,Public Works Administration,52310001,PRINTING & BINDING            ," 1,200 ", -   ," 1,200 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300110,PUB WORKS BUSINESS SERVICES,33001,Public Works Administration,52310004,POSTAGE                       , 250 , -   , 250 
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300110,PUB WORKS BUSINESS SERVICES,33001,Public Works Administration,52340016,MACHINERY AND EQUIPMENT MTCE  ," 14,189 ", -   ," 14,189 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300110,PUB WORKS BUSINESS SERVICES,33001,Public Works Administration,52890001,OTHER SERVICES AND CHARGES    ," 4,152 ", -   ," 4,152 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300110,PUB WORKS BUSINESS SERVICES,33001,Public Works Administration,53010001,OFFICE SUPPLIES               ," 12,686 ", -   ," 12,686 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300110,PUB WORKS BUSINESS SERVICES,33001,Public Works Administration,53010007,COMPUTER SUPPLIES             ," 18,000 "," 1,536 "," 19,536 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300110,PUB WORKS BUSINESS SERVICES,33001,Public Works Administration,53010013,NON-CAPITAL OFFICE MACHINES   ," 16,700 ", -   ," 16,700 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300110,PUB WORKS BUSINESS SERVICES,33001,Public Works Administration,53010016,NON-CAPITAL FURNITURE & FIXTUR," 10,000 ", -   ," 10,000 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300110,PUB WORKS BUSINESS SERVICES,33001,Public Works Administration,53890004,CLOTHING & OTHER              ," 1,500 ", -   ," 1,500 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300110,PUB WORKS BUSINESS SERVICES,33001,Public Works Administration,54164010,EQUIPMENT                     ," 12,498 ", -   ," 12,498 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300301,STREETS,33003,Street & Drainage Maint,51000004,BUDGET-VACANCY DISCOUNT       ," (110,094)", -   ," (110,094)"
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300301,STREETS,33003,Street & Drainage Maint,51010001,SALARIES AND WAGES            ," 5,039,235 ", -   ," 5,039,235 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300301,STREETS,33003,Street & Drainage Maint,51010004,PART TIME & TEMPORARY WAGES   ," 78,916 ", -   ," 78,916 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300301,STREETS,33003,Street & Drainage Maint,51010007,OVERTIME WAGES                ," 70,000 ", -   ," 70,000 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300301,STREETS,33003,Street & Drainage Maint,51070001,HEALTH AND WELFARE INSURANCE  ," 1,262,514 ", -   ," 1,262,514 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300301,STREETS,33003,Street & Drainage Maint,51070004,RETIREMENT PENSION CONTRIB    ," 465,876 ", -   ," 465,876 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300301,STREETS,33003,Street & Drainage Maint,52010028,MISCELLANEOUS SRVCS CONTRACTS ," 19,600 ", -   ," 19,600 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300301,STREETS,33003,Street & Drainage Maint,52040058,PROFESSIONAL SVC-TEMP LABOR   ," 348,610 "," 9,956 "," 358,566 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300301,STREETS,33003,Street & Drainage Maint,52049001,EMPLOYEE TRAINING             ," 6,619 ", -   ," 6,619 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300301,STREETS,33003,Street & Drainage Maint,52070001,ELECTRICITY                   ," 73,200 ", 500 ," 73,700 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300301,STREETS,33003,Street & Drainage Maint,52070004,"WATER, SEWER & REFUSE         "," 28,398 ", -   ," 28,398 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300301,STREETS,33003,Street & Drainage Maint,52070007,NATURAL GAS                   ," 17,706 ", -   ," 17,706 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300301,STREETS,33003,Street & Drainage Maint,52070013,LANDFILL                      ," 75,000 ", -   ," 75,000 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300301,STREETS,33003,Street & Drainage Maint,52130001,MEMBERSHIPS                   ," 1,100 ", -   ," 1,100 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300301,STREETS,33003,Street & Drainage Maint,52280019,CHARGEBACK-VEHICLE MAINTENANCE," 709,069 ", -   ," 709,069 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300301,STREETS,33003,Street & Drainage Maint,52280022,CHARGEBACK FUEL               ," 448,217 ", -   ," 448,217 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300301,STREETS,33003,Street & Drainage Maint,52290016,CHARGEBACK-COLOR COPIES       , 250 , -   , 250 
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300301,STREETS,33003,Street & Drainage Maint,52340013,NONTARGET REPAIR LABOR        ," 15,907 ", -   ," 15,907 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300301,STREETS,33003,Street & Drainage Maint,52340016,MACHINERY AND EQUIPMENT MTCE  ," 9,800 ", -   ," 9,800 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300301,STREETS,33003,Street & Drainage Maint,52340034,OTHER REPAIRS AND MAINTENANCE ," 2,064 ", -   ," 2,064 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300301,STREETS,33003,Street & Drainage Maint,52370002,EMPLOYEE TRAVEL REIMBURSEMENT ," 11,072 ", -   ," 11,072 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300301,STREETS,33003,Street & Drainage Maint,52400007,OTHER EQUIPMENT RENTAL        ," 99,606 ", -   ," 99,606 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300301,STREETS,33003,Street & Drainage Maint,52890001,OTHER SERVICES AND CHARGES    ," 69,874 "," 1,632 "," 71,506 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300301,STREETS,33003,Street & Drainage Maint,53010001,OFFICE SUPPLIES               ," 15,250 ", 90 ," 15,340 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300301,STREETS,33003,Street & Drainage Maint,53010007,COMPUTER SUPPLIES             ," 10,000 ", -   ," 10,000 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300301,STREETS,33003,Street & Drainage Maint,53010013,NON-CAPITAL OFFICE MACHINES   ," 10,000 ", -   ," 10,000 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300301,STREETS,33003,Street & Drainage Maint,53010016,NON-CAPITAL FURNITURE & FIXTUR," 10,000 ", -   ," 10,000 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300301,STREETS,33003,Street & Drainage Maint,53040001,JANITOR SUPPLIES              ," 3,000 ", -   ," 3,000 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300301,STREETS,33003,Street & Drainage Maint,53040013,REPAIR & MAINTENANCE PARTS    ," 151,872 "," 609,196 "," 761,068 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300301,STREETS,33003,Street & Drainage Maint,53040019,NONTARGET REPAIR PARTS        ," 6,880 ", 558 ," 7,438 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300301,STREETS,33003,Street & Drainage Maint,53040022,GROUNDS IMPROVEMENT           ," 5,000 ", -   ," 5,000 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300301,STREETS,33003,Street & Drainage Maint,53040025,SMALL TOOLS & MINOR EQUIP     ," 47,594 ", 337 ," 47,931 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300301,STREETS,33003,Street & Drainage Maint,53040031,OTHER EQUIPMENT               ," 10,000 "," 1,753 "," 11,753 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300301,STREETS,33003,Street & Drainage Maint,53040035,SNOW AND ICE CONTROL MATERIALS," 120,000 ", -   ," 120,000 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300301,STREETS,33003,Street & Drainage Maint,53040036,ASPHALT ROAD MATERIALS        ," 699,104 "," 68,689 "," 767,793 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300301,STREETS,33003,Street & Drainage Maint,53040037,CONCRETE ROAD MATERIALS       ," 399,882 "," 2,107 "," 401,989 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300301,STREETS,33003,Street & Drainage Maint,53040038,RURAL ROAD MATERIALS          ," 120,076 "," 32,287 "," 152,363 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300301,STREETS,33003,Street & Drainage Maint,53100001,EDUCATIONAL & TRAINING        ," 3,000 ", -   ," 3,000 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300301,STREETS,33003,Street & Drainage Maint,53160022,RADIOS & OTHER EQUIP          ," 1,000 ", -   ," 1,000 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300301,STREETS,33003,Street & Drainage Maint,53890004,CLOTHING & OTHER              ," 79,730 ", -   ," 79,730 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300301,STREETS,33003,Street & Drainage Maint,53890007,PHOTOGRAPHIC SUPPLIES         ," 2,000 ", -   ," 2,000 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300301,STREETS,33003,Street & Drainage Maint,53890022,OTHER SUPPLIES                ," 41,716 ", -   ," 41,716 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300301,STREETS,33003,Street & Drainage Maint,59010007,TRANSFER TO FUND 039 CIP      , -   ," 8,000,000 "," 8,000,000 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,51000004,BUDGET-VACANCY DISCOUNT       ," (51,236)", -   ," (51,236)"
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,51010001,SALARIES AND WAGES            ," 2,344,049 ", -   ," 2,344,049 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,51010004,PART TIME & TEMPORARY WAGES   ," 15,000 ", -   ," 15,000 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,51010007,OVERTIME WAGES                ," 9,050 ", -   ," 9,050 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,51070001,HEALTH AND WELFARE INSURANCE  ," 530,026 ", -   ," 530,026 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,51070004,RETIREMENT PENSION CONTRIB    ," 217,751 ", -   ," 217,751 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,52040058,PROFESSIONAL SVC-TEMP LABOR   ," 5,000 ", -   ," 5,000 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,52049001,EMPLOYEE TRAINING             , 500 , -   , 500 
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,52070001,ELECTRICITY                   , -   , 500 , 500 
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,52070004,"WATER, SEWER & REFUSE         "," 2,000 ", -   ," 2,000 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,52070007,NATURAL GAS                   ," 16,500 ", -   ," 16,500 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,52130001,MEMBERSHIPS                   , 500 , -   , 500 
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,52280019,CHARGEBACK-VEHICLE MAINTENANCE," 112,494 ", -   ," 112,494 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,52280022,CHARGEBACK FUEL               ," 113,553 ", -   ," 113,553 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,52290016,CHARGEBACK-COLOR COPIES       , 100 , -   , 100 
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,52340013,NONTARGET REPAIR LABOR        ," 9,491 ", 766 ," 10,257 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,52340016,MACHINERY AND EQUIPMENT MTCE  ," 2,900 ", -   ," 2,900 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,52340019,BUILDING MAINTENANCE          ," 1,000 ", -   ," 1,000 "
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,52370002,EMPLOYEE TRAVEL REIMBURSEMENT , 500 , -   , 500 
001,GENERAL FUND                  ,0001,GENERAL OPERATIONS-UASN       ,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,52400007,OTHER EQUIPMENT RENTAL        ," 4,900 ", -   ," 4,900 "
