FundCode,FundDescription,OperatingUnit,OperatingUnitDescription,ProgramID,ProgramName,LineOfBusinessID,LOBName,Account,Account Description,FY2015 Budget
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5500413,CANAL/FIELD HORTICULTURE,55004,Parks Horticulture & Gardens,52070004,"WATER, SEWER & REFUSE",235000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5500413,CANAL/FIELD HORTICULTURE,55004,Parks Horticulture & Gardens,52890001,OTHER SERVICES AND CHARGES,86661
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5500413,CANAL/FIELD HORTICULTURE,55004,Parks Horticulture & Gardens,53040013,REPAIR & MAINTENANCE PARTS,18924
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5500413,CANAL/FIELD HORTICULTURE,55004,Parks Horticulture & Gardens,53130013,CHEMICALS,24200
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5500413,CANAL/FIELD HORTICULTURE,55004,Parks Horticulture & Gardens,53890022,OTHER SUPPLIES,2000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,1900202,CLERK RECORDS MANAGEMENT,19002,Official City Records,52370002,EMPLOYEE TRAVEL REIMBURSEMENT,2050
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,1900202,CLERK RECORDS MANAGEMENT,19002,Official City Records,52049001,EMPLOYEE TRAINING,650
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,1900204,CLERK BIDDING,19002,Official City Records,52370002,EMPLOYEE TRAVEL REIMBURSEMENT,1050
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,1900204,CLERK BIDDING,19002,Official City Records,52049001,EMPLOYEE TRAINING,450
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5500414,MARTIN NATURE PARK,55004,Parks Horticulture & Gardens,52070001,ELECTRICITY,9000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5500414,MARTIN NATURE PARK,55004,Parks Horticulture & Gardens,52070004,"WATER, SEWER & REFUSE",12950
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5500414,MARTIN NATURE PARK,55004,Parks Horticulture & Gardens,52280019,CHARGEBACK-VEHICLE MAINTENANCE,2426
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5500414,MARTIN NATURE PARK,55004,Parks Horticulture & Gardens,52340013,NONTARGET REPAIR LABOR,500
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5500414,MARTIN NATURE PARK,55004,Parks Horticulture & Gardens,52340016,MACHINERY AND EQUIPMENT MTCE,800
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5500414,MARTIN NATURE PARK,55004,Parks Horticulture & Gardens,52340034,OTHER REPAIRS AND MAINTENANCE,1000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,0400204,CM Office of Sustainability,04002,Policy & Executive Leadership,52370002,EMPLOYEE TRAVEL REIMBURSEMENT,2500
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,1900101,CLERK EXECUTIVE LEADERSHIP,19001,City Clerks Office,51000013,BUDGET-SALARY RESERVE,16185
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,2800101,FINANCE EXECUTIVE LEADERSHIP,28001,Finance Administration,52130004,SUBSCRIPTIONS,1500
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,4200624,POLICE CRIME PREVENT AND AWARE,42006,Police Operational,51010004,PART TIME & TEMPORARY WAGES,57408
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,4200624,POLICE CRIME PREVENT AND AWARE,42006,Police Operational,51040001,EMPLOYER'S FICA EXPENSE,4392
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5500414,MARTIN NATURE PARK,55004,Parks Horticulture & Gardens,51010004,PART TIME & TEMPORARY WAGES,30294
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5500413,CANAL/FIELD HORTICULTURE,55004,Parks Horticulture & Gardens,51070004,RETIREMENT PENSION CONTRIB,31146
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5500413,CANAL/FIELD HORTICULTURE,55004,Parks Horticulture & Gardens,51010001,SALARIES AND WAGES,515817
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5500413,CANAL/FIELD HORTICULTURE,55004,Parks Horticulture & Gardens,51070001,HEALTH AND WELFARE INSURANCE,124623
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5500413,CANAL/FIELD HORTICULTURE,55004,Parks Horticulture & Gardens,51000004,BUDGET-VACANCY DISCOUNT,-10941
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5500414,MARTIN NATURE PARK,55004,Parks Horticulture & Gardens,52280022,CHARGEBACK FUEL,3695
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5500414,MARTIN NATURE PARK,55004,Parks Horticulture & Gardens,52010040,SECURITY SYSTEMS,310
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5500410,WILL ROGERS GARDENS,55004,Parks Horticulture & Gardens,52049001,EMPLOYEE TRAINING,500
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5500413,CANAL/FIELD HORTICULTURE,55004,Parks Horticulture & Gardens,51010004,PART TIME & TEMPORARY WAGES,66805
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5500414,MARTIN NATURE PARK,55004,Parks Horticulture & Gardens,51070004,RETIREMENT PENSION CONTRIB,9891
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5500414,MARTIN NATURE PARK,55004,Parks Horticulture & Gardens,51010001,SALARIES AND WAGES,163791
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5500414,MARTIN NATURE PARK,55004,Parks Horticulture & Gardens,51070001,HEALTH AND WELFARE INSURANCE,38839
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5500414,MARTIN NATURE PARK,55004,Parks Horticulture & Gardens,51000004,BUDGET-VACANCY DISCOUNT,-3474
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5500414,MARTIN NATURE PARK,55004,Parks Horticulture & Gardens,53010001,OFFICE SUPPLIES,1500
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5500414,MARTIN NATURE PARK,55004,Parks Horticulture & Gardens,53040001,JANITOR SUPPLIES,2000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5500414,MARTIN NATURE PARK,55004,Parks Horticulture & Gardens,53040013,REPAIR & MAINTENANCE PARTS,750
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5500414,MARTIN NATURE PARK,55004,Parks Horticulture & Gardens,53040025,SMALL TOOLS & MINOR EQUIP,1500
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5500414,MARTIN NATURE PARK,55004,Parks Horticulture & Gardens,53890004,CLOTHING & OTHER,1500
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5500414,MARTIN NATURE PARK,55004,Parks Horticulture & Gardens,53890022,OTHER SUPPLIES,6500
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5500413,CANAL/FIELD HORTICULTURE,55004,Parks Horticulture & Gardens,52010040,SECURITY SYSTEMS,180000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5500413,CANAL/FIELD HORTICULTURE,55004,Parks Horticulture & Gardens,52340013,NONTARGET REPAIR LABOR,2000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5500413,CANAL/FIELD HORTICULTURE,55004,Parks Horticulture & Gardens,53010001,OFFICE SUPPLIES,1500
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5500413,CANAL/FIELD HORTICULTURE,55004,Parks Horticulture & Gardens,53040001,JANITOR SUPPLIES,3000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5500413,CANAL/FIELD HORTICULTURE,55004,Parks Horticulture & Gardens,53040019,NONTARGET REPAIR PARTS,500
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5500413,CANAL/FIELD HORTICULTURE,55004,Parks Horticulture & Gardens,53040025,SMALL TOOLS & MINOR EQUIP,5000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5500413,CANAL/FIELD HORTICULTURE,55004,Parks Horticulture & Gardens,53040031,OTHER EQUIPMENT,15000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5500413,CANAL/FIELD HORTICULTURE,55004,Parks Horticulture & Gardens,53100001,EDUCATIONAL & TRAINING,2000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5500413,CANAL/FIELD HORTICULTURE,55004,Parks Horticulture & Gardens,53890004,CLOTHING & OTHER,6000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5800101,EXECUTIVE LEADERSHIP,58001,Administration,52290010,CHARGEBACK-POSTAGE,71161
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5800501,ANIMAL CONTROL,58005,Animal Welfare,52290010,CHARGEBACK-POSTAGE,500
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5500101,PARKS EXECUTIVE LEADERSHIP,55001,Parks Administration,52290010,CHARGEBACK-POSTAGE,10215
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5500110,PARKS BUSINESS SERVICES,55001,Parks Administration,52290010,CHARGEBACK-POSTAGE,1135
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,4200621,POLICE PATROL,42006,Police Operational,53040007,FUEL,198170
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,4500110,FIRE BUSINESS SERVICES,45001,Fire Administration,52280007,CHARGEBACK-RISK MANAGEMENT,54886
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,4500110,FIRE BUSINESS SERVICES,45001,Fire Administration,52280007,CHARGEBACK-RISK MANAGEMENT,2219016
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,4200843,POLICE RECORDS MANAGEMENT,42008,Police Public Safety Support,52290010,CHARGEBACK-POSTAGE,7209
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,4500110,FIRE BUSINESS SERVICES,45001,Fire Administration,52290010,CHARGEBACK-POSTAGE,3539
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3500101,GEN SERVICES EXEC LEADERSHIP,35001,General Services Admin,52290010,CHARGEBACK-POSTAGE,250
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,2800110,FINANCE BUSINESS SERVICES,28001,Finance Administration,52290010,CHARGEBACK-POSTAGE,16602
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3100110,AUDITOR BUSINESS SERVICES,31001,City Auditors Office,52290010,CHARGEBACK-POSTAGE,210
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300110,PUB WORKS BUSINESS SERVICES,33001,Public Works Administration,52290010,CHARGEBACK-POSTAGE,27103
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300110,PUB WORKS BUSINESS SERVICES,33001,Public Works Administration,52290016,CHARGEBACK-COLOR COPIES,250
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300301,STREETS,33003,Street & Drainage Maint,52290016,CHARGEBACK-COLOR COPIES,250
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300302,TRAFFIC OPERATIONS,33003,Street & Drainage Maint,52290016,CHARGEBACK-COLOR COPIES,100
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,0100101,MAYOR,01001,Mayors Office,52290010,CHARGEBACK-POSTAGE,1193
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,0100201,CITY COUNCIL,01002,Council Support,52290010,CHARGEBACK-POSTAGE,2100
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,0400301,PUBLIC INFORMATION & MARKETING,04003,Public Information & Marketing,52290016,CHARGEBACK-COLOR COPIES,500
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,0400201,CITY MANAGERS OFFICE,04002,Policy & Executive Leadership,52290016,CHARGEBACK-COLOR COPIES,500
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,0400201,CITY MANAGERS OFFICE,04002,Policy & Executive Leadership,52290010,CHARGEBACK-POSTAGE,2566
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,0400301,PUBLIC INFORMATION & MARKETING,04003,Public Information & Marketing,52290010,CHARGEBACK-POSTAGE,2400
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,0700110,MUN COUN BUSINESS SERVICES,07001,Municipal Counselor Admin,52290010,CHARGEBACK-POSTAGE,6633
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,1000602,COURT CASE SUPPORT,10006,Court Services,52290010,CHARGEBACK-POSTAGE,79792
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,1600110,HR BUSINESS SERVICES,16001,Personnel Administration,52290010,CHARGEBACK-POSTAGE,12582
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,1900201,CLERK INFORMATION,19002,Official City Records,52290010,CHARGEBACK-POSTAGE,5167
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,2400110,PLANNING BUSINESS SERVICES,24001,Planning Admin,52290010,CHARGEBACK-POSTAGE,6500
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5500110,PARKS BUSINESS SERVICES,55001,Parks Administration,52049001,EMPLOYEE TRAINING,600
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5500517,PARKS AND GROUNDS MAINTENANCE,55005,Parks Grounds Management,52049001,EMPLOYEE TRAINING,11930
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,1900203,CLERK AGENDA MANAGEMENT,19002,Official City Records,52370002,EMPLOYEE TRAVEL REIMBURSEMENT,532
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,1900203,CLERK AGENDA MANAGEMENT,19002,Official City Records,52049001,EMPLOYEE TRAINING,100
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,4200733,POLICE SPECIAL INVESTIGATIONS,42007,Police Investigations,52049002,EMPLOYEE TUITION REIMBURSEMENT,15000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,0100101,MAYOR,01001,Mayors Office,52370002,EMPLOYEE TRAVEL REIMBURSEMENT,24000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,0100201,CITY COUNCIL,01002,Council Support,52049001,EMPLOYEE TRAINING,9197
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,0100201,CITY COUNCIL,01002,Council Support,52370002,EMPLOYEE TRAVEL REIMBURSEMENT,30960
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,0700101,MUN COUN EXEC LEADERSHIP,07001,Municipal Counselor Admin,52370002,EMPLOYEE TRAVEL REIMBURSEMENT,7614
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,0700101,MUN COUN EXEC LEADERSHIP,07001,Municipal Counselor Admin,52049001,EMPLOYEE TRAINING,8636
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3500101,GEN SERVICES EXEC LEADERSHIP,35001,General Services Admin,52049001,EMPLOYEE TRAINING,2500
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3500101,GEN SERVICES EXEC LEADERSHIP,35001,General Services Admin,52370002,EMPLOYEE TRAVEL REIMBURSEMENT,1500
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,0700202,MUN COUN PROSECUTION,07002,Criminal Justice,51010022,SALARY ADJUSTMENTS,14735
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,0700110,MUN COUN BUSINESS SERVICES,07001,Municipal Counselor Admin,51010022,SALARY ADJUSTMENTS,20077
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,2400507,PLANNING URBAN REDEV PLANNING,24005,Urban Redevelopment,52049001,EMPLOYEE TRAINING,3000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,2400507,PLANNING URBAN REDEV PLANNING,24005,Urban Redevelopment,52370002,EMPLOYEE TRAVEL REIMBURSEMENT,2000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,2400507,PLANNING URBAN REDEV PLANNING,24005,Urban Redevelopment,53890022,OTHER SUPPLIES,2000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,2400507,PLANNING URBAN REDEV PLANNING,24005,Urban Redevelopment,53010016,NON-CAPITAL FURNITURE & FIXTUR,3000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,2400507,PLANNING URBAN REDEV PLANNING,24005,Urban Redevelopment,52130001,MEMBERSHIPS,2000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,1600110,HR BUSINESS SERVICES,16001,Personnel Administration,52370002,EMPLOYEE TRAVEL REIMBURSEMENT,300
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,1600501,HR OCCUPATIONAL HEALTH,16005,Occupational Health,52049001,EMPLOYEE TRAINING,3900
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5800201,PERMITS,58002,Development Center,51510004,EMPLOYEE PARKING,10750
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5800202,PLAN REVIEW,58002,Development Center,51510004,EMPLOYEE PARKING,10750
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5800203,CONSTRUCTION INSPECTIONS,58002,Development Center,51510004,EMPLOYEE PARKING,21500
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5800302,CODE ADMINISTRATION,58003,Current Planning,51510004,EMPLOYEE PARKING,9108
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5800302,CODE ADMINISTRATION,58003,Current Planning,53010007,COMPUTER SUPPLIES,2000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5800302,CODE ADMINISTRATION,58003,Current Planning,52130001,MEMBERSHIPS,1000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5800302,CODE ADMINISTRATION,58003,Current Planning,53010016,NON-CAPITAL FURNITURE & FIXTUR,500
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5800302,CODE ADMINISTRATION,58003,Current Planning,53010013,NON-CAPITAL OFFICE MACHINES,430
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5800302,CODE ADMINISTRATION,58003,Current Planning,53010001,OFFICE SUPPLIES,3000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5800302,CODE ADMINISTRATION,58003,Current Planning,52890001,OTHER SERVICES AND CHARGES,1000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300901,CONSTR INSPECTION/QUALITY CTRL,33009,Field Services,53160008,SAFETY EQUIPMENT & SUPPLIES,1500
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300902,SURVEY,33009,Field Services,53160008,SAFETY EQUIPMENT & SUPPLIES,600
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300902,SURVEY,33009,Field Services,53040019,NONTARGET REPAIR PARTS,500
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300902,SURVEY,33009,Field Services,53890022,OTHER SUPPLIES,1250
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,9800005,NON-DEPARTMENTAL - TRANSFERS,98000,Non-Departmental - Operating,52050011,PAYMENTS TO OCEDT,2455000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5500206,PERFORMANCE SUPPORT,55002,Parks Civic Center,52340016,MACHINERY AND EQUIPMENT MTCE,5200
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5800101,EXECUTIVE LEADERSHIP,58001,Administration,51000013,BUDGET-SALARY RESERVE,41064
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,0400201,CITY MANAGERS OFFICE,04002,Policy & Executive Leadership,52550700,TRAINING/EDUCATION,9584
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,0400301,PUBLIC INFORMATION & MARKETING,04003,Public Information & Marketing,51130010,MILEAGE REIMBURSEMENT,150
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,1000402,COURT FACILITY OPERATIONS,10004,Court Operations,59010007,TRANSFER TO FUND 039 CIP,426725
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,2800401,PURCHASING,28004,Procurement Services,53100001,EDUCATIONAL & TRAINING,1000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,2800501,FINANCIAL PLANNING,28005,Finanacial Planning and Mgmt,52550700,TRAINING/EDUCATION,350
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,2800504,FIN REPORTING AND COMPLIANCE,28005,Finanacial Planning and Mgmt,52040046,PROFESSIONAL SERVICES-OTHER,24099
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300110,PUB WORKS BUSINESS SERVICES,33001,Public Works Administration,53010016,NON-CAPITAL FURNITURE & FIXTUR,21544
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,3300901,CONSTR INSPECTION/QUALITY CTRL,33009,Field Services,53040019,NONTARGET REPAIR PARTS,1500
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5500206,PERFORMANCE SUPPORT,55002,Parks Civic Center,53040031,OTHER EQUIPMENT,2000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5500206,PERFORMANCE SUPPORT,55002,Parks Civic Center,53160008,SAFETY EQUIPMENT & SUPPLIES,500
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5500206,PERFORMANCE SUPPORT,55002,Parks Civic Center,53890022,OTHER SUPPLIES,4000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5500206,PERFORMANCE SUPPORT,55002,Parks Civic Center,52890001,OTHER SERVICES AND CHARGES,1000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5800502,ANIMAL SHELTER,58005,Animal Welfare,51010004,PART TIME & TEMPORARY WAGES,37589
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,9800007,NON-DEPARTMENTAL - RISK MGMT,98000,Non-Departmental - Operating,51510032,OPEB EXPENSE,18815501
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,4200621,POLICE PATROL,42006,Police Operational,52340019,BUILDING MAINTENANCE,8000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,4200625,POLICE YOUTH SERVICES,42006,Police Operational,51010001,SALARIES AND WAGES,60514
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5800201,PERMITS,58002,Development Center,51070004,RETIREMENT PENSION CONTRIB,57837
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5800201,PERMITS,58002,Development Center,51010001,SALARIES AND WAGES,957877
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5800201,PERMITS,58002,Development Center,51070001,HEALTH AND WELFARE INSURANCE,227223
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5800201,PERMITS,58002,Development Center,51000004,BUDGET-VACANCY DISCOUNT,-20318
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5500410,WILL ROGERS GARDENS,55004,Parks Horticulture & Gardens,52280019,CHARGEBACK-VEHICLE MAINTENANCE,4468
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,0400204,CM Office of Sustainability,04002,Policy & Executive Leadership,53010001,OFFICE SUPPLIES,3547
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,0400204,CM Office of Sustainability,04002,Policy & Executive Leadership,52040046,PROFESSIONAL SERVICES-OTHER,53750
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,0400204,CM Office of Sustainability,04002,Policy & Executive Leadership,51070004,RETIREMENT PENSION CONTRIB,17429
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,0400204,CM Office of Sustainability,04002,Policy & Executive Leadership,51010001,SALARIES AND WAGES,288636
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,0400204,CM Office of Sustainability,04002,Policy & Executive Leadership,51070001,HEALTH AND WELFARE INSURANCE,46372
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,0400204,CM Office of Sustainability,04002,Policy & Executive Leadership,51000004,BUDGET-VACANCY DISCOUNT,-6121
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,0400204,CM Office of Sustainability,04002,Policy & Executive Leadership,51000013,BUDGET-SALARY RESERVE,21745
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,0400204,CM Office of Sustainability,04002,Policy & Executive Leadership,51510004,EMPLOYEE PARKING,2052
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5800302,CODE ADMINISTRATION,58003,Current Planning,51070004,RETIREMENT PENSION CONTRIB,45904
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5800302,CODE ADMINISTRATION,58003,Current Planning,51010001,SALARIES AND WAGES,760229
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5800302,CODE ADMINISTRATION,58003,Current Planning,51070001,HEALTH AND WELFARE INSURANCE,104337
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5800302,CODE ADMINISTRATION,58003,Current Planning,51000004,BUDGET-VACANCY DISCOUNT,-16122
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5800402,CODE INSPECTIONS,58004,Code Enforcement,51070004,RETIREMENT PENSION CONTRIB,117888
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5800402,CODE INSPECTIONS,58004,Code Enforcement,51010001,SALARIES AND WAGES,1952426
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5800402,CODE INSPECTIONS,58004,Code Enforcement,51070001,HEALTH AND WELFARE INSURANCE,376772
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5800402,CODE INSPECTIONS,58004,Code Enforcement,51000004,BUDGET-VACANCY DISCOUNT,-41406
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5800203,CONSTRUCTION INSPECTIONS,58002,Development Center,51070004,RETIREMENT PENSION CONTRIB,162412
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5800203,CONSTRUCTION INSPECTIONS,58002,Development Center,51010001,SALARIES AND WAGES,2689812
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5800203,CONSTRUCTION INSPECTIONS,58002,Development Center,51070001,HEALTH AND WELFARE INSURANCE,528641
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5800203,CONSTRUCTION INSPECTIONS,58002,Development Center,51000004,BUDGET-VACANCY DISCOUNT,-57048
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5800401,NUISANCE ABATEMENT,58004,Code Enforcement,51070004,RETIREMENT PENSION CONTRIB,30387
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5800401,NUISANCE ABATEMENT,58004,Code Enforcement,51010001,SALARIES AND WAGES,503228
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5800401,NUISANCE ABATEMENT,58004,Code Enforcement,51070001,HEALTH AND WELFARE INSURANCE,110134
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5800401,NUISANCE ABATEMENT,58004,Code Enforcement,51000004,BUDGET-VACANCY DISCOUNT,-10673
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5800501,ANIMAL CONTROL,58005,Animal Welfare,51070004,RETIREMENT PENSION CONTRIB,57917
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5800501,ANIMAL CONTROL,58005,Animal Welfare,51010001,SALARIES AND WAGES,959218
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5800501,ANIMAL CONTROL,58005,Animal Welfare,51070001,HEALTH AND WELFARE INSURANCE,231745
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,5800501,ANIMAL CONTROL,58005,Animal Welfare,51000004,BUDGET-VACANCY DISCOUNT,-20344
