budget_year,account_type,department,fund_code,account_category,amount
FY15-16,Expense,Finance,1010,,266063
FY15-16,Expense,Finance,2310,,20
FY15-16,Expense,Finance,1010,,1170
FY15-16,Expense,Finance,2413,,390
FY15-16,Expense,Finance,1700,,11000
FY15-16,Expense,Finance,1010,,527203
FY15-16,Expense,Finance,1760,,40
FY15-16,Expense,Finance,1760,,1777
FY15-16,Expense,Finance,1010,,1100
FY15-16,Expense,Finance,1700,,7510
FY15-16,Expense,Finance,2413,,10240
FY15-16,Expense,Finance,1010,,15082
FY15-16,Expense,Finance,1700,,183164
FY15-16,Expense,Finance,1700,,3000
FY15-16,Expense,Finance,1700,,3000
FY15-16,Expense,Finance,1010,,225238
FY15-16,Expense,Finance,2415,,70
FY15-16,Expense,Finance,2413,,18616
FY15-16,Expense,Finance,4550,,750
FY15-16,Expense,Finance,1010,,2000
FY15-16,Expense,Finance,1010,,680
FY15-16,Expense,Finance,1010,,156585
FY15-16,Expense,Finance,1010,,541550
FY15-16,Expense,Finance,1010,,73872
FY15-16,Expense,Finance,2413,,20703
FY15-16,Expense,Finance,2413,,17527
FY15-16,Expense,Finance,1010,,550
FY15-16,Expense,Finance,2413,,18448
FY15-16,Expense,Finance,2413,,12825
FY15-16,Expense,Finance,2413,,12185
FY15-16,Expense,Finance,1010,,160844
FY15-16,Expense,Finance,2413,,43180
FY15-16,Expense,Finance,2413,,21791
FY15-16,Expense,Finance,1010,,1360
FY15-16,Expense,Finance,1010,,37281
FY15-16,Expense,Finance,1010,,31561
FY15-16,Expense,Finance,1010,,21941
FY15-16,Expense,Finance,1010,,2770
FY15-16,Expense,Finance,1010,,273301
FY15-16,Expense,Finance,1010,,231366
FY15-16,Expense,Finance,1010,,2395
FY15-16,Expense,Finance,2413,,41023
FY15-16,Expense,Finance,2310,,1070
FY15-16,Expense,Finance,1010,,3510
FY15-16,Expense,Finance,1010,,3590
FY15-16,Expense,Finance,1700,,345448
FY15-16,Expense,Finance,1700,,123580
FY15-16,Expense,Finance,1700,,10000
FY15-16,Expense,Finance,1700,,1200
FY15-16,Expense,Finance,1700,,3500
FY15-16,Expense,Finance,1700,,174334
FY15-16,Expense,Finance,1700,,147587
FY15-16,Expense,Finance,1700,,680
FY15-16,Expense,Finance,1700,,102603
FY15-16,Expense,Finance,1700,,6000
FY15-16,Expense,Finance,1010,,557949
FY15-16,Expense,Finance,1010,,22000
FY15-16,Expense,Finance,1010,,1530
FY15-16,Expense,Finance,2413,,24038
FY15-16,Expense,Finance,1010,,84770
FY15-16,Expense,Finance,1010,,281580
FY15-16,Expense,Finance,1010,,1170
FY15-16,Expense,Finance,1010,,238375
FY15-16,Expense,Finance,1010,,165716
FY15-16,Expense,Finance,1010,,350000
FY15-16,Expense,Finance,2417,,44765
FY15-16,Expense,Finance,1010,,-150000
FY15-16,Expense,Finance,1010,,106100
FY15-16,Expense,Finance,1010,,22758
FY15-16,Expense,Finance,2413,,16711
FY15-16,Expense,Finance,2413,,56265
FY15-16,Expense,Finance,2413,,28395
FY15-16,Expense,Finance,1010,,104704
FY15-16,Expense,Finance,1610,,12041
FY15-16,Expense,Finance,1010,,31098
FY15-16,Expense,Finance,1610,,6077
FY15-16,Expense,Finance,1610,,3576
FY15-16,Expense,Finance,1010,,52841
FY15-16,Expense,Finance,1010,,44733
FY15-16,Expense,Finance,1610,,132627
FY15-16,Expense,Finance,1610,,700
FY15-16,Expense,Finance,1610,,5144
FY15-16,Expense,Finance,1010,,5600
FY15-16,Expense,Finance,1010,,6980
FY15-16,Expense,Finance,1010,,2940
FY15-16,Expense,Finance,1010,,6880
FY15-16,Expense,Finance,6587,,12143
FY15-16,Expense,Finance,1610,,56811
FY15-16,Expense,Finance,1010,,6100
FY15-16,Expense,Finance,1010,,3000
FY15-16,Expense,Finance,1010,,5000
FY15-16,Expense,Finance,1010,,1000
FY15-16,Expense,Finance,1010,,354599
FY15-16,Expense,Finance,1010,,105322
FY15-16,Expense,Finance,1010,,5340
FY15-16,Expense,Finance,1010,,11000
FY15-16,Expense,Finance,1010,,9500
FY15-16,Expense,Finance,1610,,1260
FY15-16,Expense,Finance,1010,,10000
FY15-16,Expense,Finance,1610,,24272
FY15-16,Expense,Finance,1010,,-1518476
FY15-16,Expense,Finance,1010,,3130
FY15-16,Expense,Finance,1010,,5280
FY15-16,Expense,Finance,6587,,14344
FY15-16,Expense,Finance,5130,,131100
FY15-16,Expense,Finance,1010,,1244188
FY15-16,Expense,Finance,1010,,1400
FY15-16,Expense,Finance,1010,,151497
FY15-16,Expense,Finance,1010,,1300
FY15-16,Expense,Finance,1010,,1500
FY15-16,Expense,Finance,1610,,28671
FY15-16,Expense,Finance,1010,,1510
FY15-16,Expense,Finance,1610,,16875
FY15-16,Expense,Finance,1010,,400
FY15-16,Expense,Finance,1010,,250000
FY15-16,Expense,Finance,1010,,290
FY15-16,Expense,Finance,3100,,5000
FY15-16,Expense,Finance,1010,,2500
FY15-16,Expense,Finance,1010,,178955
FY15-16,Expense,Finance,1010,,140
FY15-16,Expense,Finance,1010,,300000
FY15-16,Expense,Finance,6587,,8442
FY15-16,Expense,Finance,1010,,2600
FY15-16,Expense,Finance,1010,,70
FY15-16,Expense,Finance,1010,,4300
FY15-16,Expense,Finance,1010,,5000
FY15-16,Expense,Finance,6587,,28423
FY15-16,Expense,Finance,1010,,5000
FY15-16,Expense,Finance,1010,,1100000
FY15-16,Expense,Finance,1010,,16404
FY15-16,Expense,Finance,1010,,13887
FY15-16,Expense,Finance,1010,,9654
FY15-16,Expense,Finance,1010,,32504
FY15-16,Expense,Finance,1010,,2000
FY15-16,Expense,Finance,1010,,2000
FY15-16,Expense,Finance,1010,,2500
FY15-16,Expense,Finance,1010,,240
FY15-16,Expense,Finance,1010,,-25000
FY15-16,Expense,Finance,1010,,4210
FY15-16,Expense,Finance,2415,,9224
FY15-16,Expense,Finance,4200,,19347
FY15-16,Expense,Finance,4200,,9764
FY15-16,Expense,Finance,1010,,6000
FY15-16,Expense,Finance,4200,,8266
FY15-16,Expense,Finance,1010,,2900
FY15-16,Expense,Finance,1010,,6400
FY15-16,Expense,Finance,2415,,6413
FY15-16,Expense,Finance,1010,,500
FY15-16,Expense,Finance,1010,,7350
FY15-16,Expense,Finance,1010,,3310
FY15-16,Expense,Finance,1010,,740
FY15-16,Expense,Finance,1610,,13083
FY15-16,Expense,Finance,1610,,1050
FY15-16,Expense,Finance,1010,,1330
FY15-16,Expense,Finance,2415,,10896
FY15-16,Expense,Finance,1010,,1000
FY15-16,Expense,Finance,1010,,346295
FY15-16,Expense,Finance,2415,,21590
FY15-16,Expense,Finance,1610,,44046
FY15-16,Expense,Finance,1010,,1500
FY15-16,Expense,Finance,1010,,1400
FY15-16,Expense,Finance,1010,,4000
FY15-16,Expense,Finance,1010,,686183
FY15-16,Expense,Finance,4200,,5747
FY15-16,Expense,Finance,1010,,203807
FY15-16,Expense,Finance,1010,,293163
FY15-16,Expense,Finance,1610,,22229
FY15-16,Expense,Finance,1610,,18818
FY15-16,Expense,Finance,7100,,15000
FY15-16,Expense,Finance,7100,,130859
FY15-16,Expense,Finance,1010,,2971
FY15-16,Expense,Finance,1010,,5049
FY15-16,Expense,Finance,7100,,2600
FY15-16,Expense,Finance,1010,,4274
FY15-16,Expense,Finance,7100,,2200
FY15-16,Expense,Finance,7100,,8500
FY15-16,Expense,Finance,7100,,2000
FY15-16,Expense,Finance,7100,,1821621
FY15-16,Expense,Finance,7100,,45000
FY15-16,Expense,Finance,7100,,13000
FY15-16,Expense,Finance,7120,,25635
FY15-16,Expense,Finance,7100,,550
FY15-16,Expense,Finance,7100,,1500
FY15-16,Expense,Finance,7100,,680
FY15-16,Expense,Finance,7120,,12937
FY15-16,Expense,Finance,7100,,83000
FY15-16,Expense,Finance,7100,,71250
FY15-16,Expense,Finance,7100,,10000
FY15-16,Expense,Finance,7100,,150000
FY15-16,Expense,Finance,1010,,10005
FY15-16,Expense,Finance,7100,,3000
FY15-16,Expense,Finance,1010,,19475
FY15-16,Expense,Finance,7120,,2000
FY15-16,Expense,Finance,7100,,5000
FY15-16,Expense,Finance,7100,,110782
FY15-16,Expense,Finance,1010,,6800
FY15-16,Expense,Finance,7100,,1000
FY15-16,Expense,Finance,7100,,9000
FY15-16,Expense,Finance,1010,,38590
FY15-16,Expense,Finance,7100,,19000
FY15-16,Expense,Finance,1010,,10
FY15-16,Expense,Finance,7100,,77015
FY15-16,Expense,Finance,1150,,30
FY15-16,Expense,Finance,1010,,16487
FY15-16,Expense,Finance,7120,,1000
FY15-16,Expense,Finance,1010,,780
FY15-16,Expense,Finance,7120,,7613
FY15-16,Expense,Finance,1010,,11462
FY15-16,Expense,Finance,7100,,259297
FY15-16,Expense,Finance,7120,,2000
FY15-16,Expense,Finance,7120,,10951
FY15-16,Expense,Finance,1010,,708580
FY15-16,Expense,Finance,1010,,57321
FY15-16,Expense,Finance,1010,,228977
FY15-16,Expense,Finance,1010,,71892
FY15-16,Expense,Finance,1010,,36282
FY15-16,Expense,Finance,1010,,16749
FY15-16,Expense,Finance,1010,,28280
FY15-16,Expense,Finance,1010,,9360
FY15-16,Expense,Finance,1010,,36220
FY15-16,Expense,Finance,1010,,30715
FY15-16,Expense,Finance,1010,,33188
FY15-16,Expense,Finance,1010,,14179
FY15-16,Expense,Finance,1010,,45200
FY15-16,Expense,Finance,1010,,4650
FY15-16,Expense,Finance,1010,,134762
FY15-16,Expense,Finance,1010,,2822960
FY15-16,Expense,Finance,1010,,13480
FY15-16,Expense,Finance,1010,,2000
FY15-16,Expense,Finance,1010,,453712
FY15-16,Expense,Finance,1010,,9857
FY15-16,Expense,Finance,1010,,4500
FY15-16,Expense,Finance,1010,,12800
FY15-16,Expense,Finance,1010,,2340
FY15-16,Expense,Finance,1010,,21353
FY15-16,Expense,Finance,1010,,1170
FY15-16,Expense,Finance,1010,,193844
FY15-16,Expense,Finance,1750,,5100
FY15-16,Expense,Finance,1010,,600
FY15-16,Expense,Finance,1010,,445758
FY15-16,Expense,Finance,1010,,4530
FY15-16,Expense,Finance,1010,,174546
FY15-16,Expense,Finance,1010,,768
FY15-16,Expense,Finance,1010,,400
FY15-16,Expense,Finance,1010,,400
FY15-16,Expense,Finance,1010,,147769
FY15-16,Expense,Finance,1010,,2693
FY15-16,Expense,Finance,1010,,102727
FY15-16,Expense,Finance,1010,,335820
FY15-16,Expense,Finance,1750,,50800
FY15-16,Expense,Finance,1010,,1000
FY15-16,Expense,Finance,1010,,141604
FY15-16,Expense,Finance,1750,,5000
FY15-16,Expense,Finance,1750,,339774
FY15-16,Expense,Finance,1750,,267500
FY15-16,Expense,Finance,1750,,29278
FY15-16,Expense,Finance,1750,,982600
FY15-16,Expense,Finance,1010,,1000
FY15-16,Expense,Finance,1750,,140695
FY15-16,Expense,Finance,1750,,715200
FY15-16,Expense,Finance,1010,,35713
FY15-16,Expense,Finance,1010,,30194
FY15-16,Expense,Finance,1750,,4000
FY15-16,Expense,Finance,1010,,345865
FY15-16,Expense,Finance,1750,,30000
FY15-16,Expense,Police,1010,,2260
FY15-16,Expense,Police,1010,,8221878
FY15-16,Expense,Police,1010,,1600
FY15-16,Expense,Police,2159,,4674
FY15-16,Expense,Police,1010,,3843808
FY15-16,Expense,Police,1010,,980
FY15-16,Expense,Police,2172,,250
FY15-16,Expense,Police,1010,,136286
FY15-16,Expense,Police,1010,,178580
FY15-16,Expense,Police,1100,,1600000
FY15-16,Expense,Police,1010,,2122100
FY15-16,Expense,Police,1010,,3755
FY15-16,Expense,Police,2172,,7111
FY15-16,Expense,Police,1010,,850000
FY15-16,Expense,Police,1010,,18590
FY15-16,Expense,Police,1010,,1600
FY15-16,Expense,Police,1010,,104378
FY15-16,Expense,Police,2411,,23232
FY15-16,Expense,Police,1010,,29223
FY15-16,Expense,Police,1010,,68779
FY15-16,Expense,Police,1010,,24739
FY15-16,Expense,Police,1010,,3060
FY15-16,Expense,Police,1100,,4198011
FY15-16,Expense,Police,1010,,691562
FY15-16,Expense,Police,1010,,97352
FY15-16,Expense,Police,1010,,563339
FY15-16,Expense,Police,1010,,17199
FY15-16,Expense,Police,1010,,2500
FY15-16,Expense,Police,1010,,40479
FY15-16,Expense,Police,1010,,57905
FY15-16,Expense,Police,2411,,680
FY15-16,Expense,Police,1150,,300
FY15-16,Expense,Police,1010,,9960
FY15-16,Expense,Police,1010,,21196
FY15-16,Expense,Police,1150,,8020
FY15-16,Expense,Police,2411,,13627
FY15-16,Expense,Police,1010,,2863874
FY15-16,Expense,Police,1010,,162420
FY15-16,Expense,Police,1010,,58226
FY15-16,Expense,Police,1150,,4056
FY15-16,Expense,Police,1010,,327473
FY15-16,Expense,Police,2159,,680
FY15-16,Expense,Police,2159,,4619
FY15-16,Expense,Police,1010,,3370
FY15-16,Expense,Police,2411,,870
FY15-16,Expense,Police,2252,,462392
FY15-16,Expense,Police,1010,,153350
FY15-16,Expense,Police,1010,,56920
FY15-16,Expense,Police,1010,,4542612
FY15-16,Expense,Police,1010,,83626
FY15-16,Expense,Police,1010,,795000
FY15-16,Expense,Police,1010,,187782
FY15-16,Expense,Police,1010,,64777
FY15-16,Expense,Police,2159,,170
FY15-16,Expense,Police,1010,,33824
FY15-16,Expense,Police,1010,,36241
FY15-16,Expense,Police,1010,,24667
FY15-16,Expense,Police,1010,,36241
FY15-16,Expense,Police,1010,,28634
FY15-16,Expense,Police,1010,,96174
FY15-16,Expense,Police,1010,,15090
FY15-16,Expense,Police,1010,,800
FY15-16,Expense,Police,1010,,19907
FY15-16,Expense,Police,1010,,38767
FY15-16,Expense,Police,1010,,24667
FY15-16,Expense,Police,1010,,77391
FY15-16,Expense,Police,1010,,38767
FY15-16,Expense,Police,1010,,77391
FY15-16,Expense,Police,1010,,800
FY15-16,Expense,Police,1010,,1120
FY15-16,Expense,Police,1010,,67022
FY15-16,Expense,Police,1010,,131377
FY15-16,Expense,Police,1010,,310300
FY15-16,Expense,Police,1010,,440531
FY15-16,Expense,Police,1010,,118224
FY15-16,Expense,Police,1010,,26510
FY15-16,Expense,Police,1010,,35000
FY15-16,Expense,Police,1010,,216490
FY15-16,Expense,Police,1010,,276718
FY15-16,Expense,Police,1010,,307503
FY15-16,Expense,Police,1010,,662634
FY15-16,Expense,Police,1010,,40110
FY15-16,Expense,Police,1010,,82190
FY15-16,Expense,Police,1010,,31508
FY15-16,Expense,Police,1010,,44681
FY15-16,Expense,Police,1010,,28460
FY15-16,Expense,Police,1010,,33454
FY15-16,Expense,Police,1010,,15901
FY15-16,Expense,Police,1010,,1960
FY15-16,Expense,Police,1010,,211206
FY15-16,Expense,Police,1010,,355163
FY15-16,Expense,Police,1010,,299847
FY15-16,Expense,Police,1010,,940737
FY15-16,Expense,Police,1010,,8800
FY15-16,Expense,Police,1010,,44681
FY15-16,Expense,Police,1010,,5040
FY15-16,Expense,Police,1010,,1300
FY15-16,Expense,Police,1010,,9358
FY15-16,Expense,Police,1010,,155187
FY15-16,Expense,Police,1010,,28460
FY15-16,Expense,Police,1010,,139653
FY15-16,Expense,Police,1010,,800
FY15-16,Expense,Police,1010,,58929
FY15-16,Expense,Police,1010,,58053
FY15-16,Expense,Police,1010,,91333
FY15-16,Expense,Police,1010,,5600
FY15-16,Expense,Police,1010,,1300
FY15-16,Expense,Police,1010,,29436
FY15-16,Expense,Police,1010,,170
FY15-16,Expense,Police,1010,,800
FY15-16,Expense,Police,1010,,41813
FY15-16,Expense,Police,1010,,125840
FY15-16,Expense,Police,1010,,7359
FY15-16,Expense,Police,1010,,13461
FY15-16,Expense,Police,1010,,89290
FY15-16,Expense,Police,1010,,800
FY15-16,Expense,Police,1010,,24940
FY15-16,Expense,Police,1010,,41813
FY15-16,Expense,Police,1010,,496035
FY15-16,Expense,Police,1010,,89290
FY15-16,Expense,Police,1010,,62848
FY15-16,Expense,Police,1010,,4150
FY15-16,Expense,Police,1010,,77391
FY15-16,Expense,Police,1010,,96528
FY15-16,Expense,Police,1010,,2500
FY15-16,Expense,Police,1010,,41813
FY15-16,Expense,Police,1010,,191269
FY15-16,Expense,Police,1010,,49240
FY15-16,Expense,Police,1010,,-1180241
FY15-16,Expense,Police,1010,,800
FY15-16,Expense,Police,1010,,9185
FY15-16,Expense,Police,1010,,24667
FY15-16,Expense,Police,1010,,44681
FY15-16,Expense,Police,1010,,36241
FY15-16,Expense,Police,1010,,56811
FY15-16,Expense,Police,1010,,81717
FY15-16,Expense,Police,1010,,35930
FY15-16,Expense,Police,1010,,51682
FY15-16,Expense,Police,1010,,120970
FY15-16,Expense,Police,1010,,42229
FY15-16,Expense,Police,1010,,61050
FY15-16,Expense,Police,1010,,1960
FY15-16,Expense,Police,1010,,800
FY15-16,Expense,Police,1010,,4800
FY15-16,Expense,Police,1010,,89290
FY15-16,Expense,Police,1010,,28460
FY15-16,Expense,Police,1010,,-20660
FY15-16,Expense,Police,1010,,480710
FY15-16,Expense,Police,1010,,800
FY15-16,Expense,Police,1010,,251287
FY15-16,Expense,Police,1010,,6379
FY15-16,Expense,Police,1010,,38930
FY15-16,Expense,Police,1010,,9185
FY15-16,Expense,Police,1010,,1300
FY15-16,Expense,Police,1010,,4800
FY15-16,Expense,Police,2995,,10000
FY15-16,Expense,Police,1010,,20313
FY15-16,Expense,Police,1010,,24667
FY15-16,Expense,Police,1010,,225109
FY15-16,Expense,Police,1010,,6379
FY15-16,Expense,Police,1010,,36241
FY15-16,Expense,Police,1010,,77391
FY15-16,Expense,Police,1010,,500
FY15-16,Expense,Police,1010,,8030
FY15-16,Expense,Police,1010,,44634
FY15-16,Expense,Police,1010,,153218
FY15-16,Expense,Police,1010,,1300
FY15-16,Expense,Police,1010,,865
FY15-16,Expense,Police,1010,,650
FY15-16,Expense,Police,1010,,51259
FY15-16,Expense,Police,1010,,60549
FY15-16,Expense,Police,1010,,35635
FY15-16,Expense,Police,1010,,119977
FY15-16,Expense,Police,1010,,960
FY15-16,Expense,Police,1010,,40781
FY15-16,Expense,Police,1010,,78513
FY15-16,Expense,Police,1010,,25901
FY15-16,Expense,Police,1010,,133402
FY15-16,Expense,Police,1010,,40000
FY15-16,Expense,Police,1010,,5510
FY15-16,Expense,Police,1010,,500
FY15-16,Expense,Police,1010,,4250
FY15-16,Expense,Police,1010,,7850
FY15-16,Expense,Police,1010,,34591
FY15-16,Expense,Police,1010,,36241
FY15-16,Expense,Police,1010,,112936
FY15-16,Expense,Police,1010,,650
FY15-16,Expense,Police,1010,,43114
FY15-16,Expense,Police,1010,,81260
FY15-16,Expense,Police,1010,,38767
FY15-16,Expense,Police,1010,,17457
FY15-16,Expense,Police,1010,,264333
FY15-16,Expense,Police,1010,,80809
FY15-16,Expense,Police,1010,,10274
FY15-16,Expense,Police,1010,,38053
FY15-16,Expense,Police,1010,,14779
FY15-16,Expense,Police,1010,,24667
FY15-16,Expense,Police,1010,,1494
FY15-16,Expense,Police,1010,,1058
FY15-16,Expense,Police,1010,,5510
FY15-16,Expense,Police,1010,,2500
FY15-16,Expense,Police,1010,,34524
FY15-16,Expense,Police,1010,,24001
FY15-16,Expense,Police,1010,,6430
FY15-16,Expense,Police,1010,,77391
FY15-16,Expense,Police,1010,,183017
FY15-16,Expense,Police,1010,,83626
FY15-16,Expense,Police,1010,,109602
FY15-16,Expense,Police,1010,,99039
FY15-16,Expense,Police,1010,,318932
FY15-16,Expense,Police,1010,,579230
FY15-16,Expense,Police,1010,,184623
FY15-16,Expense,Police,1010,,256275
FY15-16,Expense,Police,1010,,127470
FY15-16,Expense,Police,1010,,54459
FY15-16,Expense,Police,1010,,92786
FY15-16,Expense,Police,1010,,202272
FY15-16,Expense,Police,1010,,39751
FY15-16,Expense,Police,1010,,8420
FY15-16,Expense,Police,1010,,7432
FY15-16,Expense,Police,1010,,5600
FY15-16,Expense,Police,1010,,634604
FY15-16,Expense,Police,1010,,124569
FY15-16,Expense,Police,1010,,120010
FY15-16,Expense,Police,1010,,4420
FY15-16,Expense,Police,1010,,775000
FY15-16,Expense,Police,1010,,56920
FY15-16,Expense,Police,1010,,15118
FY15-16,Expense,Police,1010,,297176
FY15-16,Expense,Police,2252,,3200
FY15-16,Expense,Police,1010,,16074
FY15-16,Expense,Police,1010,,1300
FY15-16,Expense,Police,1010,,214404
FY15-16,Expense,Police,1010,,81685
FY15-16,Expense,Police,1010,,7359
FY15-16,Expense,Police,1010,,390824
FY15-16,Expense,Police,1010,,37860
FY15-16,Expense,Police,1010,,217178
FY15-16,Expense,Police,2252,,13127
FY15-16,Expense,Police,2252,,146684
FY15-16,Expense,Police,1010,,16074
FY15-16,Expense,Police,1010,,32913
FY15-16,Expense,Police,1010,,333249
FY15-16,Expense,Police,1010,,650
FY15-16,Expense,Police,1010,,650
FY15-16,Expense,Police,2252,,313237
FY15-16,Expense,Police,1010,,6698
FY15-16,Expense,Police,1010,,271245
FY15-16,Expense,Police,1010,,45554
FY15-16,Expense,Police,2252,,25818
FY15-16,Expense,Police,2252,,171573
FY15-16,Expense,Police,1010,,178580
FY15-16,Expense,Police,1010,,134585
FY15-16,Expense,Police,1010,,15750
FY15-16,Expense,Police,2252,,99840
FY15-16,Expense,Police,1010,,64329
FY15-16,Expense,Police,1010,,8700
FY15-16,Expense,Police,1010,,1600
FY15-16,Expense,Police,1010,,64504
FY15-16,Expense,Police,1010,,4616
FY15-16,Expense,Police,1010,,17663
FY15-16,Expense,Police,1010,,2400
FY15-16,Expense,Police,1010,,29223
FY15-16,Expense,Police,1010,,17199
FY15-16,Expense,Police,1010,,40268
FY15-16,Expense,Police,1010,,5904
FY15-16,Expense,Police,1010,,5668
FY15-16,Expense,Police,1010,,650
FY15-16,Expense,Police,1010,,10598
FY15-16,Expense,Police,1010,,22833
FY15-16,Expense,Police,1010,,71635
FY15-16,Expense,Police,1010,,24739
FY15-16,Expense,Police,1010,,29223
FY15-16,Expense,Police,1010,,57905
FY15-16,Expense,Police,1010,,45980
FY15-16,Expense,Police,1010,,24739
FY15-16,Expense,Police,1010,,800
FY15-16,Expense,Police,1010,,33545
FY15-16,Expense,Police,1010,,800
FY15-16,Expense,Police,1010,,41813
FY15-16,Expense,Police,1010,,78126
FY15-16,Expense,Police,1010,,57905
FY15-16,Expense,Police,1010,,17199
FY15-16,Expense,Police,1010,,66139
FY15-16,Expense,Police,1010,,89290
FY15-16,Expense,Police,1010,,28460
FY15-16,Expense,Police,1010,,154807
FY15-16,Expense,Police,1010,,48676
FY15-16,Expense,Police,1010,,15000
FY15-16,Expense,Police,1010,,22000
FY15-16,Expense,Police,1010,,96609
FY15-16,Expense,Police,1010,,165000
FY15-16,Expense,Police,1010,,14350
FY15-16,Expense,Police,1010,,40110
FY15-16,Expense,Police,1010,,650
FY15-16,Expense,Police,1010,,2000
FY15-16,Expense,Police,1010,,2000
FY15-16,Expense,Police,1010,,800
FY15-16,Expense,Police,1010,,41275
FY15-16,Expense,Police,1010,,9600
FY15-16,Expense,Police,1010,,14936
FY15-16,Expense,Police,1010,,48756
FY15-16,Expense,Police,1010,,7850
FY15-16,Expense,Police,1010,,1300
FY15-16,Expense,Police,1010,,58929
FY15-16,Expense,Police,1010,,15000
FY15-16,Expense,Police,1010,,4000
FY15-16,Expense,Police,1010,,15000
FY15-16,Expense,Police,1010,,68477
FY15-16,Expense,Police,1010,,2760
FY15-16,Expense,Police,1010,,40000
FY15-16,Expense,Police,1010,,125840
FY15-16,Expense,Police,1010,,10000
FY15-16,Expense,Police,1010,,28695
FY15-16,Expense,Police,1010,,29014
FY15-16,Expense,Police,1010,,2520
FY15-16,Expense,Police,1010,,145794
FY15-16,Expense,Police,1010,,5358
FY15-16,Expense,Police,1010,,103277
FY15-16,Expense,Police,1010,,31508
FY15-16,Expense,Police,1010,,800
FY15-16,Expense,Police,1010,,97683
FY15-16,Expense,Police,1010,,86803
FY15-16,Expense,Police,1010,,178930
FY15-16,Expense,Police,1010,,28460
FY15-16,Expense,Police,1010,,7359
FY15-16,Expense,Police,1010,,301202
FY15-16,Expense,Police,1010,,561374
FY15-16,Expense,Police,1010,,51634
FY15-16,Expense,Police,1010,,89290
FY15-16,Expense,Police,1010,,3534
FY15-16,Expense,Police,1010,,28460
FY15-16,Expense,Police,1010,,41813
FY15-16,Expense,Police,1010,,1766
FY15-16,Expense,Police,1010,,41813
FY15-16,Expense,Police,1010,,5299
FY15-16,Expense,Police,1010,,9358
FY15-16,Expense,Police,1010,,49298
FY15-16,Expense,Police,1010,,13461
FY15-16,Expense,Police,1010,,127530
FY15-16,Expense,Police,1010,,89290
FY15-16,Expense,Police,1010,,32919
FY15-16,Expense,Police,1010,,45347
FY15-16,Expense,Police,1010,,5600
FY15-16,Expense,Police,1010,,15901
FY15-16,Expense,Police,1010,,41734
FY15-16,Expense,Police,1010,,800
FY15-16,Expense,Police,1010,,1300
FY15-16,Expense,Police,1010,,800
FY15-16,Expense,Police,1010,,262883
FY15-16,Expense,Police,1010,,16880
FY15-16,Expense,Police,1010,,6698
FY15-16,Expense,Police,1010,,835070
FY15-16,Expense,Police,1010,,17928
FY15-16,Expense,Police,1010,,46679
FY15-16,Expense,Police,1010,,48363
FY15-16,Expense,Police,1010,,272335
FY15-16,Expense,Police,1010,,39895
FY15-16,Expense,Police,1010,,34927
FY15-16,Expense,Police,2252,,136594
FY15-16,Expense,Police,1010,,4800
FY15-16,Expense,Police,1010,,226642
FY15-16,Expense,Police,2252,,116386
FY15-16,Expense,Police,1010,,236042
FY15-16,Expense,Police,1010,,2400
FY15-16,Expense,Police,2252,,20485
FY15-16,Expense,Police,1010,,32919
FY15-16,Expense,Police,1010,,121931
FY15-16,Expense,Police,1010,,5103
FY15-16,Expense,Police,2411,,25901
FY15-16,Expense,Police,2411,,38053
FY15-16,Expense,Police,1010,,110535
FY15-16,Expense,Police,1010,,10374
FY15-16,Expense,Police,1010,,800
FY15-16,Expense,Police,1010,,75235
FY15-16,Expense,Police,2411,,81260
FY15-16,Expense,Police,1010,,103277
FY15-16,Expense,Police,2252,,79217
FY15-16,Expense,Police,2411,,800
FY15-16,Expense,Police,2411,,40691
FY15-16,Expense,Police,1010,,7840
FY15-16,Expense,Police,1010,,71122
FY15-16,Expense,Police,1010,,16368
FY15-16,Expense,Police,1010,,17627
FY15-16,Expense,Police,1010,,154263
FY15-16,Expense,Police,1010,,223135
FY15-16,Expense,Police,1010,,104491
FY15-16,Expense,Police,1010,,249023
FY15-16,Expense,Police,1010,,4370
FY15-16,Expense,Police,1010,,135060
FY15-16,Expense,Police,1010,,116373
FY15-16,Expense,Police,1010,,48363
FY15-16,Expense,Police,2252,,650
FY15-16,Expense,Police,2411,,16460
FY15-16,Expense,Police,1010,,650
FY15-16,Expense,Police,1010,,1300
FY15-16,Expense,Police,1010,,14922
FY15-16,Expense,Police,1010,,483983
FY15-16,Expense,Police,1010,,51634
FY15-16,Expense,Police,2252,,2400
FY15-16,Expense,Police,2252,,248537
FY15-16,Expense,Police,2252,,11127
FY15-16,Expense,Police,1010,,9185
FY15-16,Expense,Police,1010,,2400
FY15-16,Expense,Police,1010,,6353
FY15-16,Expense,Police,1010,,650
FY15-16,Expense,Police,1010,,186614
FY15-16,Expense,Police,1010,,13396
FY15-16,Expense,Police,1010,,91161
FY15-16,Expense,Police,1010,,11496
FY15-16,Expense,Police,1010,,83646
FY15-16,Expense,Police,1010,,154782
FY15-16,Expense,Police,1010,,162520
FY15-16,Expense,Police,2252,,15538
FY15-16,Expense,Police,2252,,69406
FY15-16,Expense,Police,1010,,1300
FY15-16,Expense,Police,2252,,10716
FY15-16,Expense,Police,1010,,4000
FY15-16,Expense,Police,1010,,1600
FY15-16,Expense,Police,2252,,148213
FY15-16,Expense,Police,1010,,10598
FY15-16,Expense,Police,1010,,35426
