budget_year,department,fund_code,account_type,account_category,amount
FY17,Treasury,1010,Expense,Personal Services,4175
FY17,Treasury,1010,Expense,Other Services and Charges,100
FY17,Treasury,1010,Expense,Other Services and Charges,500
FY17,Treasury,1010,Expense,Supplies,100
FY17,Treasury,1010,Expense,Personal Services,12293
FY17,Treasury,1010,Expense,Other Services and Charges,59500
FY17,Treasury,1010,Expense,Supplies,3000
FY17,Treasury,1010,Expense,Other Services and Charges,7500
FY17,Treasury,1010,Expense,Other Services and Charges,500
FY17,Treasury,1010,Expense,Personal Services,34649
FY17,Treasury,1010,Expense,Personal Services,2651
FY17,Treasury,1010,Expense,Other Services and Charges,6000
FY17,Fiscal Services,1010,Revenue,Other Revenues,7000
FY17,Fiscal Services,1010,Expense,Personal Services,7000
FY17,Fiscal Services,1010,Expense,Other Services and Charges,1537548
FY17,Fiscal Services,1010,Revenue,Other Revenues,2350
FY17,Fiscal Services,1010,Expense,Other Services and Charges,9806
FY17,Fiscal Services,1010,Expense,Other Services and Charges,800
FY17,Fiscal Services,1010,Expense,Other Services and Charges,189000
FY17,Fiscal Services,1010,Expense,Supplies,10000
FY17,Fiscal Services,1010,Expense,Other Financing,433508
FY17,Fiscal Services,1010,Expense,Other Services and Charges,62777
FY17,Fiscal Services,1010,Revenue,Taxes,25000
FY17,Fiscal Services,1010,Revenue,Licenses & Permits,2684656
FY17,Fiscal Services,2300,Revenue,Investment Income & Rentals,194488
FY17,Fiscal Services,2300,Revenue,Other Financing Sources,55950
FY17,Fiscal Services,2300,Expense,Other Financing,2476645
FY17,Community Services,5080,Revenue,Other Revenues,278355
FY17,Community Services,5080,Expense,Other Services and Charges,275000
FY17,Community Services,5080,Expense,Other Services and Charges,26500
FY17,Community Services,5080,Revenue,Other Revenues,118150
FY17,Community Services,5080,Expense,Other Services and Charges,97000
FY17,Police,1010,Expense,Other Services and Charges,1400
FY17,Police,1010,Expense,Personal Services,34900
FY17,Police,1010,Expense,Other Services and Charges,31572
FY17,Police,1010,Expense,Supplies,1000
FY17,Police,1010,Expense,Personal Services,46836
FY17,Police,1010,Expense,Personal Services,198532
FY17,Police,1010,Expense,Personal Services,4520
FY17,Police,1010,Expense,Personal Services,30733
FY17,Police,1010,Expense,Personal Services,275
FY17,Police,1010,Expense,Other Services and Charges,10000
FY17,Police,1010,Expense,Other Services and Charges,13549
FY17,Police,1010,Expense,Other Services and Charges,5471
FY17,Facilities & Fleet Management,6610,Expense,Supplies,1538721
FY17,Facilities & Fleet Management,6610,Expense,Other Services and Charges,35000
FY17,Facilities & Fleet Management,6610,Expense,Supplies,10000
FY17,Facilities & Fleet Management,6610,Expense,Other Services and Charges,10000
FY17,Facilities & Fleet Management,6610,Expense,Other Services and Charges,2000
FY17,Public Library,2710,Expense,Personal Services,161340
FY17,Public Library,2710,Expense,Personal Services,35465
FY17,Public Library,2710,Expense,Other Services and Charges,22000
FY17,Public Library,2710,Expense,Capital Outlays,1660
FY17,Public Library,2710,Expense,Other Services and Charges,2155
FY17,Public Library,2710,Expense,Supplies,1500
FY17,Public Library,2710,Expense,Personal Services,35100
FY17,Public Library,2710,Expense,Other Services and Charges,85
FY17,Public Library,2710,Expense,Personal Services,302268
FY17,Public Library,2710,Expense,Personal Services,9196
FY17,Public Library,2710,Expense,Capital Outlays,1465
FY17,Public Library,2710,Expense,Personal Services,38286
FY17,Public Library,2710,Expense,Personal Services,-1187
FY17,Public Services,2260,Expense,Personal Services,807374
FY17,Public Services,2260,Expense,Other Services and Charges,375070
FY17,Public Services,2260,Expense,Other Services and Charges,53150
FY17,Public Services,2260,Expense,Personal Services,189693
FY17,Public Services,2260,Expense,Other Financing,55950
FY17,Public Services,2260,Revenue,Charges for Services,15000
FY17,Public Services,2260,Expense,Other Services and Charges,94568
FY17,Public Services,2260,Expense,Personal Services,1119
FY17,Public Services,2260,Expense,Personal Services,188209
FY17,Public Services,2260,Expense,Other Services and Charges,39579
FY17,Public Services,2260,Revenue,Charges for Services,80000
FY17,Public Services,2260,Revenue,Charges for Services,5000
FY17,Public Services,2260,Expense,Other Services and Charges,3100
FY17,Public Services,2260,Expense,Other Services and Charges,1550
FY17,Public Services,2260,Expense,Other Services and Charges,500
FY17,Public Services,2260,Expense,Supplies,15000
FY17,Public Services,2260,Expense,Personal Services,97285
FY17,Public Services,2260,Expense,Personal Services,73000
FY17,Public Services,2260,Expense,Other Services and Charges,28032
FY17,Public Services,2260,Expense,Personal Services,67348
FY17,Public Services,2260,Expense,Other Services and Charges,1100
FY17,Public Services,2260,Expense,Other Services and Charges,3800
FY17,Public Services,2260,Expense,Other Services and Charges,200
FY17,Public Services,2260,Expense,Other Services and Charges,17515
FY17,Public Services,2260,Expense,Other Services and Charges,945393
FY17,Public Services,2260,Revenue,Charges for Services,4478348
FY17,Public Services,2260,Expense,Other Services and Charges,250
FY17,Public Services,2260,Expense,Other Financing,147207
FY17,Public Services,2260,Expense,Other Services and Charges,1641000
FY17,Public Services,2260,Revenue,Charges for Services,500
FY17,Public Services,2260,Expense,Other Financing,229
FY17,Public Services,2260,Revenue,Charges for Services,3500
FY17,Public Services,2260,Expense,Other Services and Charges,802
FY17,Public Library,2710,Expense,Personal Services,35100
FY17,Public Library,2710,Expense,Personal Services,19604
FY17,Public Library,2710,Expense,Personal Services,45671
FY17,Public Library,2710,Expense,Personal Services,359
FY17,Public Library,2710,Expense,Personal Services,10970
FY17,Public Library,2710,Expense,Other Services and Charges,400
FY17,Public Library,2710,Expense,Other Services and Charges,6095
FY17,Public Library,2710,Expense,Personal Services,63803
FY17,Public Library,2710,Expense,Capital Outlays,825
FY17,Public Library,2710,Expense,Personal Services,192462
FY17,Public Library,2710,Expense,Other Services and Charges,26500
FY17,Public Library,2710,Expense,Other Services and Charges,503
FY17,Public Services,2260,Expense,Personal Services,975
FY17,Public Services,2260,Expense,Supplies,5000
FY17,Public Services,2260,Expense,Other Services and Charges,1329
FY17,Public Services,2260,Expense,Personal Services,1536
FY17,Public Services,2260,Expense,Personal Services,18
FY17,Public Services,2260,Expense,Other Financing,4107
FY17,Public Services,2260,Revenue,Charges for Services,75000
FY17,Public Services,2260,Expense,Other Services and Charges,989
FY17,Public Services,2260,Expense,Other Services and Charges,5000
FY17,Public Services,2260,Expense,Personal Services,12743
FY17,Public Services,2260,Expense,Other Services and Charges,4846
FY17,Public Services,2260,Expense,Personal Services,3073
FY17,Public Services,2260,Expense,Other Services and Charges,688
FY17,Public Services,2260,Expense,Other Services and Charges,75784
FY17,Public Services,2260,Expense,Personal Services,2994
FY17,Public Services,2260,Expense,Other Services and Charges,24632
FY17,Public Services,2260,Revenue,Charges for Services,200
FY17,Public Services,2260,Expense,Other Services and Charges,3709
FY17,Public Services,2260,Expense,Other Services and Charges,100
FY17,Public Services,2260,Expense,Personal Services,5988
FY17,Public Services,2260,Expense,Other Services and Charges,310000
FY17,Public Services,2260,Expense,Personal Services,73
FY17,Public Services,2260,Expense,Personal Services,2164
FY17,Public Services,2260,Expense,Supplies,1000
FY17,Public Services,2260,Expense,Personal Services,25487
FY17,Public Services,2260,Expense,Other Services and Charges,100
FY17,Public Services,2260,Expense,Other Services and Charges,800
FY17,Public Services,2260,Expense,Personal Services,3071
FY17,Public Services,2260,Expense,Other Financing,9001
FY17,Public Services,2260,Expense,Other Services and Charges,100
FY17,Public Services,2260,Expense,Other Services and Charges,2474
FY17,Public Services,2260,Expense,Personal Services,300
FY17,Public Services,2260,Expense,Other Services and Charges,3322
FY17,Public Services,2260,Expense,Personal Services,6147
FY17,Public Services,2260,Expense,Personal Services,1500
FY17,Public Services,2260,Expense,Personal Services,1000
FY17,Public Services,2260,Expense,Other Services and Charges,1000
FY17,Public Services,2260,Expense,Other Services and Charges,4325
FY17,Public Services,2260,Expense,Other Services and Charges,9004
FY17,Public Library,2710,Expense,Personal Services,340746
FY17,Public Library,2710,Expense,Personal Services,58500
FY17,Public Library,2710,Expense,Other Services and Charges,2500
FY17,Public Library,2710,Expense,Other Services and Charges,9130
FY17,Public Library,2710,Expense,Personal Services,80859
FY17,Public Library,2710,Expense,Other Services and Charges,6000
FY17,Public Library,2710,Expense,Personal Services,714
FY17,Public Library,2710,Expense,Other Services and Charges,2000
FY17,Public Library,2710,Expense,Capital Outlays,2000
FY17,Public Library,2710,Expense,Personal Services,39012
FY17,Public Library,2710,Expense,Personal Services,169218
FY17,Public Library,2710,Expense,Capital Outlays,2800
FY17,Public Library,2710,Expense,Personal Services,2000
FY17,Public Library,2710,Expense,Personal Services,19423
FY17,Public Library,2710,Expense,Other Services and Charges,2069
FY17,Public Services,2260,Expense,Personal Services,11000
FY17,Public Services,2260,Expense,Other Services and Charges,9895
FY17,Public Services,2260,Expense,Personal Services,19525
FY17,Public Services,2260,Expense,Other Services and Charges,12053
FY17,Public Services,2260,Expense,Other Services and Charges,303136
FY17,Public Services,2260,Revenue,Charges for Services,145000
FY17,Public Services,2260,Expense,Supplies,2550
FY17,Public Services,2260,Expense,Personal Services,162040
FY17,Public Services,2260,Expense,Personal Services,12000
FY17,Public Services,2260,Expense,Personal Services,3000
FY17,Public Services,2260,Expense,Personal Services,14385
FY17,Public Services,2260,Expense,Other Services and Charges,13287
FY17,Public Services,2260,Expense,Personal Services,38071
FY17,Public Services,2260,Revenue,Charges for Services,8000
FY17,Public Services,2260,Expense,Other Services and Charges,14104
FY17,Public Services,2260,Expense,Personal Services,39953
FY17,Public Services,2260,Revenue,Charges for Services,710000
FY17,Public Services,2260,Expense,Other Financing,34101
FY17,Public Services,2260,Expense,Other Services and Charges,42798
FY17,Public Services,2260,Expense,Other Services and Charges,50
FY17,Public Services,2260,Expense,Personal Services,339
FY17,Public Services,2260,Expense,Other Services and Charges,159000
FY17,Public Services,2260,Expense,Other Services and Charges,39863
FY17,Public Services,2260,Expense,Other Services and Charges,53774
FY17,Public Services,2260,Expense,Other Services and Charges,600
FY17,Public Services,2260,Expense,Other Services and Charges,1650
FY17,Public Services,2260,Expense,Personal Services,139352
FY17,Public Services,2260,Expense,Personal Services,50000
FY17,Public Services,2260,Expense,Other Services and Charges,901444
FY17,Public Services,2260,Expense,Other Services and Charges,5000
FY17,Public Services,2260,Expense,Personal Services,71467
FY17,Public Services,2260,Expense,Personal Services,593110
FY17,Public Services,2260,Expense,Personal Services,6000
FY17,Public Services,2260,Expense,Personal Services,1049
FY17,Public Services,2260,Expense,Personal Services,136946
FY17,Public Services,2260,Expense,Other Services and Charges,3500
FY17,Public Services,2260,Expense,Other Services and Charges,1000
FY17,Public Services,2260,Expense,Other Services and Charges,29685
FY17,Public Services,2260,Revenue,Charges for Services,1500
FY17,Public Services,2260,Expense,Personal Services,1000
FY17,Public Services,2260,Expense,Supplies,10000
FY17,Public Services,2260,Expense,Other Services and Charges,95208
FY17,Public Services,2260,Expense,Other Financing,69908
FY17,Public Services,2260,Expense,Other Services and Charges,575000
FY17,Public Services,2260,Expense,Personal Services,49733
FY17,Public Services,2260,Expense,Other Services and Charges,31467
FY17,Public Library,2710,Expense,Personal Services,130467
FY17,Public Library,2710,Expense,Personal Services,18920
FY17,Public Library,2710,Expense,Personal Services,116849
FY17,Public Library,2710,Expense,Capital Outlays,150
FY17,Public Library,2710,Expense,Personal Services,679
FY17,Public Library,2710,Expense,Other Services and Charges,235
FY17,Public Library,2710,Expense,Other Services and Charges,4184
FY17,Public Library,2710,Expense,Other Services and Charges,300
FY17,Public Library,2710,Expense,Personal Services,7437
FY17,Public Library,2710,Expense,Personal Services,23400
FY17,Public Library,2710,Expense,Other Services and Charges,2000
FY17,Public Library,2710,Expense,Personal Services,30960
FY17,Public Library,2710,Expense,Supplies,4500
FY17,Public Services,2260,Expense,Personal Services,61466
FY17,Public Services,2260,Expense,Personal Services,20880
FY17,Public Services,2260,Expense,Other Services and Charges,57866
FY17,Public Services,2260,Expense,Other Financing,44546
FY17,Public Services,2260,Expense,Other Services and Charges,1000
FY17,Public Services,2260,Expense,Other Services and Charges,100
FY17,Public Services,2260,Expense,Other Services and Charges,60000
FY17,Public Services,2260,Expense,Other Services and Charges,358847
FY17,Public Services,2260,Expense,Personal Services,240944
FY17,Public Services,2260,Expense,Other Services and Charges,11874
FY17,Public Services,2260,Expense,Other Services and Charges,15945
FY17,Public Services,2260,Expense,Personal Services,56610
FY17,Public Services,2260,Expense,Personal Services,448
FY17,Public Services,2260,Expense,Personal Services,25000
FY17,Public Services,2260,Expense,Other Services and Charges,13907
FY17,Public Services,2260,Expense,Personal Services,4000
FY17,Public Services,2260,Expense,Other Services and Charges,3508
FY17,Public Services,2260,Expense,Personal Services,3000
FY17,Public Services,2260,Expense,Other Services and Charges,100
FY17,Public Services,2260,Expense,Personal Services,29032
FY17,Adminitrative Services,6110,Expense,Supplies,500
FY17,Adminitrative Services,6110,Expense,Other Services and Charges,1000
FY17,Adminitrative Services,6110,Expense,Other Financing,-100000
FY17,Adminitrative Services,6110,Expense,Other Services and Charges,5000
FY17,Adminitrative Services,6110,Expense,Other Services and Charges,6000
FY17,Adminitrative Services,6110,Expense,Personal Services,971
FY17,Adminitrative Services,6110,Expense,Other Services and Charges,11156
FY17,Adminitrative Services,6110,Expense,Other Services and Charges,103470
FY17,Adminitrative Services,6110,Expense,Other Services and Charges,541
FY17,Adminitrative Services,6110,Expense,Other Services and Charges,102489
FY17,Adminitrative Services,6110,Expense,Capital Outlays,2500
FY17,Adminitrative Services,6110,Revenue,Charges for Services,1504653
FY17,Adminitrative Services,6110,Expense,Personal Services,164542
FY17,Adminitrative Services,6110,Expense,Other Services and Charges,2000
FY17,Adminitrative Services,6110,Expense,Personal Services,84386
FY17,Adminitrative Services,6110,Expense,Personal Services,700327
FY17,Adminitrative Services,6110,Expense,Personal Services,53804
FY17,Adminitrative Services,6110,Expense,Other Services and Charges,11690
FY17,Adminitrative Services,6110,Expense,Other Services and Charges,5000
FY17,Adminitrative Services,6110,Expense,Other Services and Charges,54168
FY17,Adminitrative Services,6110,Expense,Supplies,9000
FY17,Adminitrative Services,6110,Expense,Other Services and Charges,2000
FY17,Adminitrative Services,6110,Expense,Other Financing,69232
FY17,Adminitrative Services,6110,Expense,Other Services and Charges,1000
FY17,Adminitrative Services,6110,Expense,Personal Services,3000
FY17,Adminitrative Services,6110,Expense,Personal Services,159811
FY17,Attorney's Office,1010,Expense,Personal Services,42431
FY17,Attorney's Office,1010,Expense,Other Services and Charges,500
FY17,Attorney's Office,1010,Expense,Other Services and Charges,1000
FY17,Attorney's Office,1010,Expense,Other Services and Charges,3000
FY17,Attorney's Office,1010,Expense,Other Services and Charges,2300
FY17,Attorney's Office,1010,Expense,Other Services and Charges,500
FY17,Attorney's Office,1010,Expense,Personal Services,26939
FY17,Attorney's Office,1010,Expense,Personal Services,488
FY17,Attorney's Office,1010,Expense,Other Services and Charges,12000
FY17,Attorney's Office,1010,Revenue,Charges for Services,4500
FY17,Attorney's Office,1010,Expense,Other Services and Charges,480
FY17,Attorney's Office,1010,Expense,Supplies,18000
FY17,Attorney's Office,1010,Expense,Personal Services,352142
FY17,Attorney's Office,1010,Expense,Personal Services,61466
FY17,Attorney's Office,1010,Expense,Capital Outlays,2000
FY17,Attorney's Office,1010,Expense,Personal Services,82736
FY17,Attorney's Office,1010,Expense,Other Services and Charges,2000
FY17,Attorney's Office,1010,Expense,Other Services and Charges,3000
FY17,Attorney's Office,1010,Expense,Supplies,250
FY17,Fire,1010,Expense,Personal Services,445447
FY17,Fire,1010,Expense,Other Services and Charges,36815
FY17,Fire,1010,Expense,Other Services and Charges,42022
FY17,Fire,1010,Expense,Other Financing,444840
FY17,Fire,1010,Expense,Personal Services,220000
FY17,Fire,1010,Expense,Other Services and Charges,14382
FY17,Fire,1010,Expense,Personal Services,14210
FY17,Fire,1010,Expense,Other Services and Charges,110314
FY17,Fire,1010,Expense,Debt Service,100618
FY17,Fire,1010,Expense,Other Services and Charges,28892
FY17,Fire,1010,Expense,Supplies,154607
FY17,Fire,1010,Expense,Personal Services,294350
FY17,Fire,1010,Expense,Debt Service,7644
FY17,Fire,1010,Expense,Other Services and Charges,426
FY17,Fire,1010,Revenue,Charges for Services,35700
FY17,Fire,1010,Expense,Personal Services,54750
FY17,Fire,1010,Expense,Personal Services,423620
FY17,Fire,1010,Expense,Capital Outlays,122609
FY17,Fire,1010,Expense,Personal Services,2126717
FY17,Fire,1010,Expense,Personal Services,12333685
FY17,Fire,1010,Expense,Personal Services,174190
FY17,Fire,1010,Expense,Personal Services,3204603
FY17,Fire,1010,Expense,Personal Services,18743
FY17,Fire,1010,Expense,Personal Services,2814720
FY17,Fiscal Services,1010,Revenue,Other Financing Sources,3001400
FY17,Fiscal Services,1010,Revenue,Other Financing Sources,252000
FY17,Fiscal Services,1010,Revenue,Other Financing Sources,5350477
FY17,Fiscal Services,1010,Revenue,State Grants,17519755
FY17,Fiscal Services,1010,Revenue,Charges for Services,55000
FY17,Public Services,2260,Expense,Other Financing,2431
FY17,Public Services,2260,Expense,Other Services and Charges,6391
FY17,Public Services,2260,Expense,Personal Services,2500
FY17,Public Services,2260,Expense,Personal Services,3609
FY17,Public Services,2260,Expense,Supplies,2500
FY17,Public Services,2260,Expense,Other Services and Charges,1303
FY17,Public Services,2260,Expense,Personal Services,10344
FY17,Public Services,2260,Expense,Personal Services,156
FY17,Public Services,2260,Expense,Personal Services,44025
FY17,Public Services,2260,Expense,Other Services and Charges,1347
FY17,Public Services,2260,Expense,Personal Services,12293
FY17,Public Services,2260,Expense,Other Services and Charges,495
FY17,Public Services,2260,Expense,Personal Services,650
FY17,Public Services,2260,Expense,Other Services and Charges,664
FY17,Public Services,2260,Expense,Personal Services,5305
FY17,Comptroller,1010,Expense,Other Services and Charges,1908
FY17,Comptroller,1010,Expense,Personal Services,81455
FY17,Comptroller,1010,Expense,Personal Services,19138
FY17,Comptroller,1010,Expense,Other Services and Charges,10000
FY17,Comptroller,1010,Expense,Personal Services,113
FY17,Comptroller,1010,Expense,Personal Services,12293
FY17,Comptroller,1010,Expense,Other Services and Charges,400
FY17,Comptroller,1010,Expense,Personal Services,9815
FY17,Comptroller,1010,Expense,Personal Services,6231
FY17,Comptroller,1010,Expense,Other Services and Charges,500
FY17,Technology & Change Management,6800,Expense,Other Services and Charges,992073
FY17,Technology & Change Management,6800,Expense,Other Services and Charges,1552466
FY17,Design & Development,1010,Expense,Personal Services,252
FY17,Design & Development,1010,Expense,Other Services and Charges,90000
FY17,Design & Development,1010,Expense,Personal Services,21937
FY17,Design & Development,1010,Expense,Personal Services,13927
FY17,Design & Development,1010,Expense,Other Services and Charges,45000
FY17,Design & Development,1010,Expense,Personal Services,28274
FY17,Design & Development,1010,Expense,Personal Services,182055
FY17,Design & Development,1010,Expense,Personal Services,42774
FY17,Community Services,4010,Revenue,Other Financing Sources,45000
FY17,Community Services,2080,Expense,Personal Services,100558
FY17,Community Services,2080,Expense,Other Services and Charges,300
FY17,Community Services,2080,Expense,Other Services and Charges,2000
FY17,Community Services,2080,Expense,Capital Outlays,62000
FY17,Community Services,2080,Expense,Other Services and Charges,30600
FY17,Community Services,2080,Expense,Other Services and Charges,3600
FY17,Community Services,2080,Expense,Other Services and Charges,3446
FY17,Community Services,4010,Expense,Capital Outlays,45000
FY17,Community Services,2080,Expense,Other Financing,123467
FY17,Community Services,2080,Expense,Other Services and Charges,8000
FY17,Community Services,2080,Expense,Other Services and Charges,500
FY17,Community Services,2080,Expense,Other Services and Charges,2976
FY17,Community Services,2080,Expense,Personal Services,44221
FY17,Community Services,2080,Expense,Other Financing,-250000
FY17,Community Services,2080,Expense,Other Services and Charges,131000
FY17,Community Services,2080,Expense,Other Services and Charges,2400
FY17,Community Services,2080,Expense,Supplies,3500
FY17,Community Services,2080,Expense,Supplies,102000
FY17,Community Services,2080,Expense,Other Services and Charges,246494
FY17,Community Services,2080,Expense,Other Services and Charges,452700
FY17,Community Services,2080,Expense,Personal Services,95990
FY17,Community Services,2080,Expense,Personal Services,6175
FY17,Community Services,2080,Revenue,Other Revenues,50000
FY17,Community Services,2080,Expense,Other Services and Charges,1500
FY17,Community Services,2080,Expense,Other Services and Charges,362043
FY17,Community Services,2080,Expense,Personal Services,49229
FY17,Community Services,2080,Expense,Other Services and Charges,245252
FY17,Community Services,2080,Expense,Personal Services,148000
FY17,Community Services,2080,Expense,Other Services and Charges,97500
FY17,Community Services,2080,Expense,Other Services and Charges,110000
FY17,Community Services,2080,Revenue,Charges for Services,500
FY17,Community Services,2080,Expense,Other Services and Charges,172649
FY17,Community Services,2080,Expense,Other Services and Charges,23000
FY17,Community Services,2080,Expense,Personal Services,1000
FY17,Community Services,2080,Expense,Personal Services,500
FY17,Community Services,2080,Expense,Other Services and Charges,1125
FY17,Community Services,2080,Expense,Personal Services,20000
FY17,Community Services,2080,Expense,Personal Services,408553
FY17,Community Services,2080,Revenue,Charges for Services,52000
FY17,Engineering,6220,Expense,Personal Services,21009
FY17,Engineering,6220,Expense,Personal Services,173
FY17,Engineering,6220,Expense,Personal Services,124893
FY17,Engineering,6220,Expense,Personal Services,29344
FY17,Engineering,6220,Expense,Personal Services,9555
FY17,Engineering,6220,Expense,Personal Services,15049
FY17,Engineering,6220,Revenue,Charges for Services,386000
FY17,Enterprise Services,1010,Expense,Personal Services,298134
FY17,Enterprise Services,1010,Expense,Other Services and Charges,8200
FY17,Enterprise Services,1010,Expense,Personal Services,414
FY17,Enterprise Services,1010,Expense,Other Services and Charges,18000
FY17,Enterprise Services,1010,Expense,Other Services and Charges,6392
FY17,Enterprise Services,1010,Expense,Personal Services,35924
FY17,Enterprise Services,1010,Expense,Personal Services,500
FY17,Enterprise Services,1010,Expense,Personal Services,22845
FY17,Enterprise Services,1010,Expense,Supplies,17000
FY17,Enterprise Services,1010,Expense,Personal Services,102648
FY17,Enterprise Services,1010,Expense,Personal Services,70047
FY17,Enterprise Services,1010,Expense,Other Services and Charges,12000
FY17,Enterprise Services,1010,Expense,Other Services and Charges,13472
FY17,Enterprise Services,1010,Expense,Other Services and Charges,103110
FY17,Retirement Activities,7371,Revenue,Charges for Services,5743594
FY17,Retirement Activities,7372,Revenue,Charges for Services,4367648
FY17,Retirement Activities,7371,Expense,Other Services and Charges,6404288
FY17,Retirement Activities,7371,Revenue,Investment Income & Rentals,425496
FY17,Retirement Activities,7372,Expense,Other Services and Charges,2277024
FY17,Retirement Activities,7372,Revenue,Charges for Services,157126
FY17,Retirement Activities,7373,Revenue,Charges for Services,149461
FY17,Retirement Activities,7373,Revenue,Charges for Services,3094531
FY17,Retirement Activities,7371,Revenue,Charges for Services,429221
FY17,Retirement Activities,7372,Revenue,Investment Income & Rentals,1257289
FY17,Retirement Activities,7373,Revenue,Investment Income & Rentals,725336
FY17,Retirement Activities,7373,Expense,Other Services and Charges,2431401
FY17,Enterprise Services,5900,Expense,Other Financing,2201742
FY17,Executive Office,1010,Expense,Personal Services,19404
FY17,Executive Office,1010,Expense,Personal Services,114
FY17,Executive Office,1010,Expense,Other Services and Charges,1000
FY17,Executive Office,1010,Expense,Personal Services,9951
FY17,Executive Office,1010,Expense,Personal Services,82588
FY17,Executive Office,1010,Expense,Other Services and Charges,2000
FY17,Executive Office,1010,Expense,Other Services and Charges,1000
FY17,Executive Office,1010,Expense,Personal Services,12293
FY17,Executive Office,1010,Expense,Personal Services,6318
FY17,Executive Office,1010,Expense,Other Services and Charges,6000
FY17,Executive Office,1010,Expense,Supplies,150
FY17,Enterprise Services,5140,Expense,Personal Services,11857
FY17,Enterprise Services,5140,Expense,Personal Services,18525
FY17,Enterprise Services,5140,Revenue,Charges for Services,17000
FY17,Enterprise Services,5140,Revenue,Charges for Services,500000
FY17,Enterprise Services,5140,Expense,Supplies,25000
FY17,Enterprise Services,5140,Expense,Other Services and Charges,42320
FY17,Enterprise Services,5140,Revenue,Charges for Services,1448303
FY17,Enterprise Services,5140,Expense,Personal Services,153744
FY17,Enterprise Services,5140,Expense,Other Services and Charges,7000
FY17,Enterprise Services,5140,Revenue,Charges for Services,583000
FY17,Enterprise Services,5140,Expense,Personal Services,250
FY17,Enterprise Services,5140,Expense,Personal Services,36123
FY17,Enterprise Services,5140,Expense,Other Services and Charges,70000
FY17,Enterprise Services,5140,Expense,Personal Services,1000
FY17,Enterprise Services,5140,Expense,Personal Services,41182
FY17,Enterprise Services,5140,Expense,Other Services and Charges,5000
FY17,Enterprise Services,5140,Expense,Personal Services,213
FY17,Facilities & Fleet Management,6310,Expense,Personal Services,1731
FY17,Facilities & Fleet Management,6310,Expense,Other Services and Charges,72500
FY17,Facilities & Fleet Management,6310,Expense,Other Services and Charges,5000
FY17,Facilities & Fleet Management,6310,Revenue,Investment Income & Rentals,195975
FY17,Facilities & Fleet Management,6310,Expense,Supplies,9270
FY17,Facilities & Fleet Management,6310,Expense,Other Services and Charges,5525
FY17,Facilities & Fleet Management,6310,Expense,Other Services and Charges,9400
FY17,Facilities & Fleet Management,6310,Expense,Other Services and Charges,500
FY17,Facilities & Fleet Management,6310,Expense,Personal Services,2123
FY17,Facilities & Fleet Management,6310,Expense,Personal Services,214
FY17,Facilities & Fleet Management,6310,Expense,Other Services and Charges,3160
FY17,Facilities & Fleet Management,6310,Expense,Other Financing,-1952
FY17,Facilities & Fleet Management,6310,Expense,Personal Services,4140
FY17,Facilities & Fleet Management,6310,Expense,Personal Services,17620
FY17,Facilities & Fleet Management,6310,Revenue,Charges for Services,85064
FY17,Facilities & Fleet Management,6310,Expense,Personal Services,3934
FY17,Facilities & Fleet Management,6310,Expense,Personal Services,5000
FY17,Facilities & Fleet Management,6310,Expense,Other Services and Charges,55700
FY17,Treasury,1010,Revenue,Charges for Services,6000
FY17,Fiscal Services,1010,Expense,Other Financing,-3500000
FY17,Technology & Change Management,6800,Expense,Personal Services,98981
FY17,Technology & Change Management,6800,Expense,Other Services and Charges,569723
FY17,Technology & Change Management,6800,Expense,Personal Services,11927
FY17,Technology & Change Management,6800,Expense,Other Services and Charges,805375
FY17,Technology & Change Management,6800,Expense,Personal Services,23256
FY17,Technology & Change Management,6800,Expense,Supplies,3000
FY17,Technology & Change Management,6800,Expense,Personal Services,7572
FY17,Technology & Change Management,6800,Revenue,Charges for Services,5727502
FY17,Technology & Change Management,6800,Expense,Personal Services,137
FY17,Technology & Change Management,6800,Expense,Personal Services,12293
FY17,Community Services,5840,Expense,Other Services and Charges,226
FY17,Community Services,5840,Expense,Other Services and Charges,9500
FY17,Community Services,5840,Expense,Other Services and Charges,4079
FY17,Community Services,5840,Expense,Other Services and Charges,1296
FY17,Community Services,5840,Expense,Other Services and Charges,68500
FY17,Community Services,5840,Expense,Other Services and Charges,600
FY17,Community Services,5840,Expense,Supplies,3750
FY17,Community Services,5840,Expense,Other Services and Charges,6000
FY17,Community Services,5840,Expense,Other Services and Charges,5094
FY17,Community Services,5840,Revenue,Investment Income & Rentals,6000
FY17,Community Services,5840,Revenue,Charges for Services,7750
FY17,Community Services,5840,Expense,Other Services and Charges,3864
FY17,Community Services,5840,Expense,Other Services and Charges,575
FY17,Community Services,5840,Expense,Other Services and Charges,2994
FY17,Community Services,5840,Expense,Other Services and Charges,800
FY17,Community Services,5840,Expense,Other Services and Charges,375
FY17,Community Services,5840,Expense,Other Services and Charges,6000
FY17,Community Services,5840,Expense,Personal Services,2543
FY17,Community Services,5840,Expense,Other Services and Charges,42
FY17,Community Services,5840,Expense,Other Financing,36814
FY17,Community Services,5840,Revenue,Charges for Services,344588
FY17,Community Services,5840,Expense,Personal Services,67120
FY17,Community Services,5840,Expense,Personal Services,5134
FY17,Community Services,5840,Expense,Other Services and Charges,25000
FY17,Community Services,5840,Expense,Other Services and Charges,1500
FY17,Design & Development,2490,Expense,Personal Services,38310
FY17,Design & Development,2490,Expense,Personal Services,163055
