budget_year,department,account_type,fund_code,account_category,amount
FY17-18,Transportation,Expense,7760,Internal Services & Work Orders,317.0
FY17-18,Police,Expense,1010,Internal Services & Work Orders,364.0
FY17-18,Planning & Building,Expense,2415,Internal Services & Work Orders,317.0
FY17-18,Parks & Recreation,Expense,1820,Internal Services & Work Orders,319.0
FY17-18,Human Services,Expense,1780,Contract Services,320.0
FY17-18,City Attorney,Expense,1610,Internal Services & Work Orders,320.0
FY17-18,Police,Expense,2411,Internal Services & Work Orders,320.0
FY17-18,Transportation,Expense,2416,Travel & Education,320.0
FY17-18,Transportation,Expense,7760,Internal Services & Work Orders,320.0
FY17-18,Parks & Recreation,Expense,1010,Internal Services & Work Orders,320.0
FY17-18,Police,Expense,1010,Internal Services & Work Orders,321.0
FY17-18,Police,Expense,1010,Internal Services & Work Orders,321.0
FY17-18,Public Works,Expense,7760,Travel & Education,321.0
FY17-18,Human Services,Expense,1010,Internal Services & Work Orders,324.0
FY17-18,Information Technology,Expense,1010,Internal Services & Work Orders,321.0
FY17-18,Parks & Recreation,Expense,1820,Internal Services & Work Orders,321.0
FY17-18,Fire,Expense,2123,Internal Services & Work Orders,322.0
FY17-18,Information Technology,Expense,1010,Internal Services & Work Orders,322.0
FY17-18,City Administrator,Expense,1010,Internal Services & Work Orders,323.0
FY17-18,Transportation,Expense,7760,Internal Services & Work Orders,323.0
FY17-18,Information Technology,Expense,1010,Internal Services & Work Orders,323.0
FY17-18,Human Services,Expense,1010,Internal Services & Work Orders,323.0
FY17-18,Information Technology,Expense,4200,Internal Services & Work Orders,324.0
FY17-18,Information Technology,Expense,7760,Internal Services & Work Orders,324.0
FY17-18,Human Services,Expense,7760,Internal Services & Work Orders,324.0
FY17-18,Planning & Building,Expense,2415,Internal Services & Work Orders,324.0
FY17-18,Planning & Building,Expense,2415,Internal Services & Work Orders,324.0
FY17-18,Economic & Workforce Development,Expense,1710,Internal Services & Work Orders,324.0
FY17-18,Economic & Workforce Development,Expense,2108,Internal Services & Work Orders,324.0
FY17-18,Public Library,Expense,2241,Travel & Education,325.0
FY17-18,Finance,Expense,1610,Internal Services & Work Orders,325.0
FY17-18,Police,Expense,1010,Services & Supplies,325.0
FY17-18,Police,Expense,1010,Allowances & Premiums,325.0
FY17-18,Police,Expense,2252,Allowances & Premiums,325.0
FY17-18,Fire,Expense,1010,Internal Services & Work Orders,325.0
FY17-18,Police,Expense,1010,Internal Services & Work Orders,326.0
FY17-18,Parks & Recreation,Expense,1820,Civilian Salaries,326.0
FY17-18,Human Services,Expense,1010,Internal Services & Work Orders,326.0
FY17-18,Housing & Community Development,Expense,1610,Internal Services & Work Orders,326.0
FY17-18,Police,Expense,2113,Internal Services & Work Orders,327.0
FY17-18,Public Works,Expense,2990,Internal Services & Work Orders,327.0
FY17-18,Human Services,Expense,7760,Internal Services & Work Orders,327.0
FY17-18,City Attorney,Expense,7100,Internal Services & Work Orders,329.0
FY17-18,Human Resources Management,Expense,1010,Internal Services & Work Orders,329.0
FY17-18,Public Works,Expense,5321,Internal Services & Work Orders,329.0
FY17-18,Transportation,Expense,1010,Allowances & Premiums,329.0
FY17-18,Housing & Community Development,Expense,1885,Internal Services & Work Orders,329.0
FY17-18,Human Resources Management,Expense,1010,Travel & Education,330.0
FY17-18,Police,Expense,1010,Internal Services & Work Orders,330.0
FY17-18,Fire,Expense,1010,Contract Services,330.0
FY17-18,Parks & Recreation,Expense,7999,Travel & Education,330.0
FY17-18,Parks & Recreation,Expense,1820,Travel & Education,330.0
FY17-18,Parks & Recreation,Expense,1010,Services & Supplies,330.0
FY17-18,Human Services,Expense,7760,Services & Supplies,330.0
FY17-18,Human Services,Expense,7760,Services & Supplies,330.0
FY17-18,Human Services,Expense,1010,Allowances & Premiums,330.0
FY17-18,Human Services,Expense,1010,Internal Services & Work Orders,330.0
FY17-18,City Council,Expense,1010,Services & Supplies,330.0
FY17-18,City Council,Expense,1010,Travel & Education,330.0
FY17-18,Fire,Expense,1010,Internal Services & Work Orders,331.0
FY17-18,Public Works,Expense,2310,Internal Services & Work Orders,331.0
FY17-18,Parks & Recreation,Expense,1010,Internal Services & Work Orders,331.0
FY17-18,Economic & Workforce Development,Expense,1010,Internal Services & Work Orders,332.0
FY17-18,City Administrator,Expense,5671,Internal Services & Work Orders,333.0
FY17-18,Finance,Expense,4550,Internal Services & Work Orders,333.0
FY17-18,Housing & Community Development,Expense,2109,Internal Services & Work Orders,333.0
FY17-18,Parks & Recreation,Expense,1010,Internal Services & Work Orders,334.0
FY17-18,Parks & Recreation,Expense,1820,Civilian Retirement,335.0
FY17-18,Public Library,Expense,1010,Internal Services & Work Orders,335.0
FY17-18,Public Library,Expense,1010,Internal Services & Work Orders,335.0
FY17-18,Public Works,Expense,3100,Internal Services & Work Orders,336.0
FY17-18,Parks & Recreation,Expense,1820,Services & Supplies,336.0
FY17-18,Information Technology,Expense,1010,Internal Services & Work Orders,337.0
FY17-18,Information Technology,Expense,1010,Internal Services & Work Orders,337.0
FY17-18,Information Technology,Expense,4200,Internal Services & Work Orders,337.0
FY17-18,Human Services,Expense,2108,Internal Services & Work Orders,337.0
FY17-18,Economic & Workforce Development,Expense,5671,Internal Services & Work Orders,337.0
FY17-18,Human Resources Management,Expense,1010,Internal Services & Work Orders,338.0
FY17-18,Police,Expense,4200,Internal Services & Work Orders,338.0
FY17-18,Police,Expense,1010,Internal Services & Work Orders,338.0
FY17-18,City Attorney,Expense,3100,Allowances & Premiums,339.0
FY17-18,Human Services,Expense,1010,Contract Services,339.0
FY17-18,Economic & Workforce Development,Expense,1610,Internal Services & Work Orders,339.0
FY17-18,Public Library,Expense,2241,Services & Supplies,340.0
FY17-18,City Administrator,Expense,1010,Internal Services & Work Orders,340.0
FY17-18,Human Resources Management,Expense,1010,Internal Services & Work Orders,340.0
FY17-18,Finance,Expense,1610,Internal Services & Work Orders,340.0
FY17-18,Police,Expense,1010,Internal Services & Work Orders,340.0
FY17-18,Public Works,Expense,3100,Internal Services & Work Orders,340.0
FY17-18,Public Works,Expense,3100,Internal Services & Work Orders,340.0
FY17-18,Public Works,Expense,4450,Internal Services & Work Orders,340.0
FY17-18,Information Technology,Expense,1010,Internal Services & Work Orders,340.0
FY17-18,Human Services,Expense,1010,Internal Services & Work Orders,340.0
FY17-18,Human Services,Expense,1010,Internal Services & Work Orders,340.0
FY17-18,Economic & Workforce Development,Expense,1010,Internal Services & Work Orders,340.0
FY17-18,Parks & Recreation,Expense,1820,Internal Services & Work Orders,341.0
FY17-18,Economic & Workforce Development,Expense,1770,Internal Services & Work Orders,341.0
FY17-18,Housing & Community Development,Expense,2108,Internal Services & Work Orders,341.0
FY17-18,Public Works,Expense,7760,Internal Services & Work Orders,343.0
FY17-18,Transportation,Expense,3100,Internal Services & Work Orders,343.0
FY17-18,Parks & Recreation,Expense,1820,Internal Services & Work Orders,343.0
FY17-18,Police,Expense,1010,Internal Services & Work Orders,344.0
FY17-18,Public Works,Expense,7760,Internal Services & Work Orders,344.0
FY17-18,Police,Expense,2113,Internal Services & Work Orders,345.0
FY17-18,Public Library,Expense,2241,Services & Supplies,346.0
FY17-18,Parks & Recreation,Expense,1820,Internal Services & Work Orders,346.0
FY17-18,Police,Expense,1010,Internal Services & Work Orders,348.0
FY17-18,Police,Expense,1010,Internal Services & Work Orders,348.0
FY17-18,Parks & Recreation,Expense,1010,Internal Services & Work Orders,348.0
FY17-18,Human Services,Expense,2103,Overhead Allocations,349.0
FY17-18,Transportation,Expense,2211,Travel & Education,350.0
FY17-18,Human Services,Expense,2128,Travel & Education,350.0
FY17-18,City Clerk,Expense,1010,Travel & Education,350.0
FY17-18,City Clerk,Expense,1760,Services & Supplies,350.0
FY17-18,Finance,Expense,1010,Travel & Education,350.0
FY17-18,Finance,Expense,1010,Travel & Education,350.0
FY17-18,Finance,Expense,1700,Internal Services & Work Orders,350.0
FY17-18,Police,Expense,1010,Travel & Education,350.0
FY17-18,Police,Expense,1010,Internal Services & Work Orders,350.0
FY17-18,Police,Expense,1010,Internal Services & Work Orders,350.0
FY17-18,Police,Expense,1010,Internal Services & Work Orders,350.0
FY17-18,Transportation,Expense,2415,Internal Services & Work Orders,350.0
FY17-18,Transportation,Expense,2215,Travel & Education,350.0
FY17-18,Parks & Recreation,Expense,1010,Internal Services & Work Orders,350.0
FY17-18,Parks & Recreation,Expense,1820,Civilian Fringe Benefits,350.0
FY17-18,Parks & Recreation,Expense,1010,Services & Supplies,350.0
FY17-18,Parks & Recreation,Expense,1010,Services & Supplies,350.0
FY17-18,Public Library,Expense,1010,Internal Services & Work Orders,350.0
FY17-18,City Council,Expense,1010,Contract Services,350.0
FY17-18,City Administrator,Expense,1610,Allowances & Premiums,351.0
FY17-18,City Administrator,Expense,1870,Allowances & Premiums,351.0
FY17-18,Transportation,Expense,7760,Internal Services & Work Orders,352.0
FY17-18,Planning & Building,Expense,2415,Internal Services & Work Orders,352.0
FY17-18,Police,Expense,1010,Internal Services & Work Orders,353.0
FY17-18,Information Technology,Expense,7760,Internal Services & Work Orders,353.0
FY17-18,Parks & Recreation,Expense,1010,Internal Services & Work Orders,353.0
FY17-18,City Clerk,Expense,1010,Internal Services & Work Orders,354.0
FY17-18,Finance,Expense,1010,Internal Services & Work Orders,354.0
FY17-18,Fire,Expense,3100,Internal Services & Work Orders,354.0
FY17-18,Public Works,Expense,7760,Internal Services & Work Orders,354.0
FY17-18,Parks & Recreation,Expense,3200,Internal Services & Work Orders,354.0
FY17-18,Parks & Recreation,Expense,1010,Internal Services & Work Orders,354.0
FY17-18,Human Resources Management,Expense,1010,Internal Services & Work Orders,355.0
FY17-18,Public Works,Expense,3100,Internal Services & Work Orders,355.0
FY17-18,Public Works,Expense,5321,Internal Services & Work Orders,355.0
FY17-18,Public Works,Expense,5321,Internal Services & Work Orders,355.0
FY17-18,Transportation,Expense,7760,Internal Services & Work Orders,355.0
FY17-18,Parks & Recreation,Expense,1820,Civilian Retirement,355.0
FY17-18,Parks & Recreation,Expense,1010,Internal Services & Work Orders,355.0
FY17-18,Parks & Recreation,Expense,1820,Internal Services & Work Orders,355.0
FY17-18,Housing & Community Development,Expense,1870,Internal Services & Work Orders,355.0
FY17-18,Parks & Recreation,Expense,1010,Internal Services & Work Orders,356.0
FY17-18,Human Services,Expense,1010,Internal Services & Work Orders,356.0
FY17-18,Human Resources Management,Expense,1010,Contract Services,357.0
FY17-18,Police,Expense,1010,Internal Services & Work Orders,357.0
FY17-18,Transportation,Expense,2416,Internal Services & Work Orders,357.0
FY17-18,Human Services,Expense,1010,Internal Services & Work Orders,357.0
FY17-18,Human Services,Expense,2128,Internal Services & Work Orders,357.0
FY17-18,Public Works,Expense,7760,Internal Services & Work Orders,358.0
FY17-18,Parks & Recreation,Expense,1010,Internal Services & Work Orders,358.0
FY17-18,Human Services,Expense,2128,Civilian Retirement,358.0
FY17-18,Planning & Building,Expense,2415,Internal Services & Work Orders,358.0
FY17-18,City Attorney,Expense,2415,Internal Services & Work Orders,359.0
FY17-18,City Administrator,Expense,1010,Internal Services & Work Orders,362.0
FY17-18,Police,Expense,2113,Internal Services & Work Orders,359.0
FY17-18,Public Works,Expense,7760,Internal Services & Work Orders,359.0
FY17-18,Human Resources Management,Expense,1010,Travel & Education,360.0
FY17-18,Police,Expense,1010,Contract Services,360.0
FY17-18,Parks & Recreation,Expense,1010,Services & Supplies,360.0
FY17-18,Parks & Recreation,Expense,1010,Services & Supplies,360.0
FY17-18,Parks & Recreation,Expense,1820,Services & Supplies,360.0
FY17-18,Planning & Building,Expense,2415,Internal Services & Work Orders,360.0
FY17-18,Public Works,Expense,7760,Internal Services & Work Orders,361.0
FY17-18,Parks & Recreation,Expense,1010,Internal Services & Work Orders,361.0
FY17-18,Parks & Recreation,Expense,1010,Internal Services & Work Orders,361.0
FY17-18,Parks & Recreation,Expense,1010,Internal Services & Work Orders,361.0
FY17-18,City Administrator,Expense,1010,Internal Services & Work Orders,363.0
FY17-18,Public Works,Expense,7760,Internal Services & Work Orders,363.0
FY17-18,Transportation,Expense,2211,Internal Services & Work Orders,363.0
FY17-18,Transportation,Expense,7760,Internal Services & Work Orders,363.0
FY17-18,Parks & Recreation,Expense,1820,Services & Supplies,363.0
FY17-18,Finance,Expense,1010,Internal Services & Work Orders,364.0
FY17-18,Police,Expense,1010,Internal Services & Work Orders,364.0
FY17-18,Police,Expense,1010,Internal Services & Work Orders,364.0
FY17-18,Police,Expense,1010,Internal Services & Work Orders,364.0
FY17-18,Police,Expense,1010,Internal Services & Work Orders,364.0
FY17-18,Police,Expense,1010,Internal Services & Work Orders,364.0
FY17-18,Police,Expense,1010,Internal Services & Work Orders,364.0
FY17-18,Police,Expense,2113,Internal Services & Work Orders,364.0
FY17-18,Police,Expense,1010,Internal Services & Work Orders,364.0
FY17-18,Police,Expense,1010,Internal Services & Work Orders,364.0
FY17-18,Police,Expense,1010,Internal Services & Work Orders,364.0
FY17-18,Police,Expense,1010,Internal Services & Work Orders,364.0
FY17-18,Police,Expense,1010,Internal Services & Work Orders,364.0
FY17-18,Police,Expense,1010,Internal Services & Work Orders,365.0
FY17-18,Police,Expense,1010,Travel & Education,365.0
FY17-18,Transportation,Expense,7760,Internal Services & Work Orders,365.0
FY17-18,Finance,Expense,2108,Internal Services & Work Orders,366.0
FY17-18,Police,Expense,1010,Internal Services & Work Orders,366.0
FY17-18,Human Services,Expense,2128,Internal Services & Work Orders,366.0
FY17-18,Parks & Recreation,Expense,1820,Internal Services & Work Orders,367.0
FY17-18,Police,Expense,2113,Internal Services & Work Orders,368.0
FY17-18,Parks & Recreation,Expense,1820,Civilian Retirement,368.0
FY17-18,Police,Expense,2113,Allowances & Premiums,370.0
FY17-18,Police,Expense,2113,Allowances & Premiums,370.0
FY17-18,Transportation,Expense,2230,Internal Services & Work Orders,370.0
FY17-18,Parks & Recreation,Expense,1820,Internal Services & Work Orders,370.0
FY17-18,Parks & Recreation,Expense,1820,Civilian Salaries,370.0
FY17-18,Human Services,Expense,1010,Travel & Education,370.0
FY17-18,Planning & Building,Expense,2415,Civilian Overtime,370.0
FY17-18,City Attorney,Expense,1610,Internal Services & Work Orders,371.0
FY17-18,Police,Expense,2411,Internal Services & Work Orders,371.0
FY17-18,Parks & Recreation,Expense,1010,Internal Services & Work Orders,371.0
FY17-18,Fire,Expense,2123,Internal Services & Work Orders,372.0
FY17-18,Transportation,Expense,1750,Internal Services & Work Orders,372.0
FY17-18,Human Services,Expense,2128,Civilian Retirement,372.0
FY17-18,Fire,Expense,2123,Internal Services & Work Orders,373.0
FY17-18,Information Technology,Expense,1010,Internal Services & Work Orders,373.0
FY17-18,Information Technology,Expense,1010,Internal Services & Work Orders,373.0
FY17-18,Transportation,Expense,7760,Internal Services & Work Orders,374.0
FY17-18,Public Library,Expense,1010,Internal Services & Work Orders,374.0
FY17-18,Human Services,Expense,1010,Internal Services & Work Orders,374.0
FY17-18,Police,Expense,1010,Internal Services & Work Orders,375.0
FY17-18,Information Technology,Expense,4200,Internal Services & Work Orders,375.0
FY17-18,Information Technology,Expense,7760,Internal Services & Work Orders,375.0
FY17-18,Parks & Recreation,Expense,1010,Services & Supplies,375.0
FY17-18,Parks & Recreation,Expense,1010,Services & Supplies,375.0
FY17-18,Planning & Building,Expense,2415,Internal Services & Work Orders,375.0
FY17-18,Economic & Workforce Development,Expense,1710,Internal Services & Work Orders,375.0
FY17-18,Economic & Workforce Development,Expense,2108,Internal Services & Work Orders,375.0
FY17-18,Police,Expense,1010,Internal Services & Work Orders,376.0
FY17-18,Economic & Workforce Development,Expense,2195,Civilian Salaries,376.0
FY17-18,Parks & Recreation,Expense,1820,Internal Services & Work Orders,377.0
FY17-18,City Attorney,Expense,3100,Internal Services & Work Orders,378.0
FY17-18,Police,Expense,1010,Internal Services & Work Orders,378.0
FY17-18,Human Services,Expense,2152,Internal Services & Work Orders,378.0
FY17-18,Police,Expense,2113,Internal Services & Work Orders,379.0
FY17-18,Housing & Community Development,Expense,1610,Internal Services & Work Orders,379.0
FY17-18,City Clerk,Expense,1010,Travel & Education,380.0
FY17-18,City Attorney,Expense,1010,Travel & Education,380.0
FY17-18,City Attorney,Expense,1010,Travel & Education,380.0
FY17-18,Finance,Expense,4550,Travel & Education,380.0
FY17-18,Police,Expense,1010,Travel & Education,380.0
FY17-18,Parks & Recreation,Expense,1010,Services & Supplies,380.0
FY17-18,Parks & Recreation,Expense,1010,Internal Services & Work Orders,380.0
FY17-18,Public Library,Expense,1010,Internal Services & Work Orders,380.0
FY17-18,Human Services,Expense,1010,Services & Supplies,380.0
FY17-18,Human Services,Expense,2103,Overhead Allocations,380.0
FY17-18,Police,Expense,1010,Internal Services & Work Orders,382.0
FY17-18,Public Works,Expense,5321,Internal Services & Work Orders,382.0
FY17-18,Parks & Recreation,Expense,1010,Internal Services & Work Orders,383.0
FY17-18,Human Resources Management,Expense,7130,Internal Services & Work Orders,384.0
FY17-18,Planning & Building,Expense,2415,Internal Services & Work Orders,384.0
FY17-18,Police,Expense,1010,Internal Services & Work Orders,385.0
FY17-18,Public Library,Expense,1010,Internal Services & Work Orders,385.0
FY17-18,Planning & Building,Expense,2415,Internal Services & Work Orders,385.0
FY17-18,Economic & Workforce Development,Expense,1010,Internal Services & Work Orders,385.0
FY17-18,City Administrator,Expense,5671,Internal Services & Work Orders,386.0
FY17-18,City Attorney,Expense,1010,Internal Services & Work Orders,386.0
FY17-18,Human Resources Management,Expense,1610,Internal Services & Work Orders,386.0
FY17-18,Police,Expense,2411,Internal Services & Work Orders,386.0
FY17-18,Finance,Expense,1010,Internal Services & Work Orders,387.0
FY17-18,Parks & Recreation,Expense,1010,Internal Services & Work Orders,387.0
FY17-18,Human Services,Expense,1010,Internal Services & Work Orders,388.0
FY17-18,Housing & Community Development,Expense,1610,Internal Services & Work Orders,388.0
FY17-18,Police,Expense,1010,Internal Services & Work Orders,389.0
FY17-18,Police,Expense,1010,Internal Services & Work Orders,389.0
FY17-18,Police,Expense,1010,Internal Services & Work Orders,389.0
FY17-18,Public Works,Expense,1710,Internal Services & Work Orders,389.0
FY17-18,Public Library,Expense,2241,Services & Supplies,390.0
FY17-18,Human Resources Management,Expense,1010,Travel & Education,390.0
FY17-18,Human Resources Management,Expense,1010,Travel & Education,390.0
FY17-18,Finance,Expense,1010,Services & Supplies,390.0
FY17-18,Transportation,Expense,2212,Internal Services & Work Orders,390.0
FY17-18,Human Services,Expense,2160,Services & Supplies,390.0
FY17-18,Information Technology,Expense,1010,Internal Services & Work Orders,391.0
FY17-18,Information Technology,Expense,1010,Internal Services & Work Orders,391.0
FY17-18,Information Technology,Expense,4200,Internal Services & Work Orders,391.0
FY17-18,Finance,Expense,2413,Internal Services & Work Orders,392.0
FY17-18,Public Library,Expense,1010,Internal Services & Work Orders,392.0
FY17-18,Human Services,Expense,2103,Contract Services,393.0
FY17-18,Fire,Expense,1010,Internal Services & Work Orders,393.0
FY17-18,Public Works,Expense,1720,Internal Services & Work Orders,393.0
FY17-18,Public Works,Expense,4400,Internal Services & Work Orders,393.0
FY17-18,Transportation,Expense,3100,Internal Services & Work Orders,393.0
FY17-18,Information Technology,Expense,1010,Internal Services & Work Orders,393.0
FY17-18,Planning & Building,Expense,2415,Internal Services & Work Orders,393.0
FY17-18,Economic & Workforce Development,Expense,1610,Internal Services & Work Orders,393.0
FY17-18,City Clerk,Expense,1010,Internal Services & Work Orders,394.0
FY17-18,Human Resources Management,Expense,1010,Internal Services & Work Orders,394.0
FY17-18,Finance,Expense,1610,Internal Services & Work Orders,394.0
FY17-18,Police,Expense,1010,Internal Services & Work Orders,394.0
FY17-18,Public Works,Expense,3100,Internal Services & Work Orders,394.0
FY17-18,Public Works,Expense,4450,Internal Services & Work Orders,394.0
FY17-18,Parks & Recreation,Expense,1820,Civilian Salaries,394.0
FY17-18,Economic & Workforce Development,Expense,1010,Internal Services & Work Orders,394.0
FY17-18,Finance,Expense,2310,Internal Services & Work Orders,395.0
FY17-18,Public Library,Expense,1010,Internal Services & Work Orders,396.0
FY17-18,Parks & Recreation,Expense,1820,Internal Services & Work Orders,397.0
FY17-18,Parks & Recreation,Expense,1820,Services & Supplies,398.0
FY17-18,Parks & Recreation,Expense,1010,Internal Services & Work Orders,398.0
FY17-18,Housing & Community Development,Expense,1610,Internal Services & Work Orders,398.0
FY17-18,City Attorney,Expense,2415,Internal Services & Work Orders,399.0
FY17-18,Finance,Expense,1010,Services & Supplies,399.0
FY17-18,Police,Expense,1010,Internal Services & Work Orders,399.0
FY17-18,Parks & Recreation,Expense,1010,Internal Services & Work Orders,399.0
FY17-18,Parks & Recreation,Expense,1010,Internal Services & Work Orders,399.0
FY17-18,Transportation,Expense,2230,Services & Supplies,400.0
FY17-18,Transportation,Expense,2211,Services & Supplies,400.0
FY17-18,City Clerk,Expense,1760,Travel & Education,400.0
FY17-18,Human Resources Management,Expense,1010,Travel & Education,400.0
FY17-18,City Auditor,Expense,1010,Services & Supplies,400.0
FY17-18,Finance,Expense,1010,Travel & Education,400.0
FY17-18,Finance,Expense,1010,Services & Supplies,400.0
FY17-18,Finance,Expense,1010,Services & Supplies,400.0
FY17-18,Finance,Expense,1010,Services & Supplies,400.0
FY17-18,Police,Expense,1010,Services & Supplies,400.0
FY17-18,Police,Expense,2252,Allowances & Premiums,400.0
FY17-18,Fire,Expense,1720,Travel & Education,400.0
FY17-18,Transportation,Expense,7760,Internal Services & Work Orders,400.0
FY17-18,Transportation,Expense,7760,Services & Supplies,400.0
FY17-18,Transportation,Expense,2230,Services & Supplies,400.0
FY17-18,Parks & Recreation,Expense,1820,Services & Supplies,400.0
FY17-18,Planning & Building,Expense,2415,Travel & Education,400.0
FY17-18,City Council,Expense,1010,Services & Supplies,400.0
FY17-18,City Council,Expense,1010,Travel & Education,400.0
FY17-18,Police,Expense,2416,Contract Services,401.0
FY17-18,Public Works,Expense,4400,Internal Services & Work Orders,401.0
FY17-18,Parks & Recreation,Expense,1010,Internal Services & Work Orders,401.0
FY17-18,Parks & Recreation,Expense,1010,Internal Services & Work Orders,402.0
FY17-18,Human Resources Management,Expense,1150,Internal Services & Work Orders,403.0
FY17-18,Parks & Recreation,Expense,1010,Internal Services & Work Orders,403.0
FY17-18,Human Services,Expense,2195,Internal Services & Work Orders,403.0
FY17-18,Housing & Community Development,Expense,1610,Internal Services & Work Orders,403.0
FY17-18,Finance,Expense,1010,Internal Services & Work Orders,404.0
FY17-18,Parks & Recreation,Expense,1010,Internal Services & Work Orders,405.0
FY17-18,Human Services,Expense,2128,Internal Services & Work Orders,405.0
FY17-18,Police,Expense,1010,Internal Services & Work Orders,406.0
FY17-18,Police,Expense,1010,Internal Services & Work Orders,406.0
FY17-18,Police,Expense,1010,Internal Services & Work Orders,406.0
FY17-18,Parks & Recreation,Expense,1010,Internal Services & Work Orders,408.0
FY17-18,Parks & Recreation,Expense,1010,Internal Services & Work Orders,408.0
FY17-18,Public Library,Expense,1010,Civilian Salaries,409.0
FY17-18,Information Technology,Expense,7760,Internal Services & Work Orders,409.0
FY17-18,Parks & Recreation,Expense,1010,Services & Supplies,409.0
FY17-18,City Administrator,Expense,2252,Allowances & Premiums,410.0
FY17-18,City Clerk,Expense,1010,Internal Services & Work Orders,410.0
FY17-18,Finance,Expense,1010,Internal Services & Work Orders,410.0
FY17-18,Public Works,Expense,7760,Internal Services & Work Orders,410.0
FY17-18,Parks & Recreation,Expense,3200,Internal Services & Work Orders,410.0
FY17-18,Parks & Recreation,Expense,1010,Internal Services & Work Orders,410.0
FY17-18,Human Services,Expense,1010,Services & Supplies,410.0
FY17-18,Human Services,Expense,1010,Services & Supplies,410.0
FY17-18,Human Services,Expense,1010,Services & Supplies,410.0
FY17-18,Human Services,Expense,1010,Services & Supplies,410.0
FY17-18,Transportation,Expense,2415,Internal Services & Work Orders,411.0
FY17-18,Parks & Recreation,Expense,1820,Internal Services & Work Orders,411.0
FY17-18,Housing & Community Development,Expense,1870,Internal Services & Work Orders,411.0
FY17-18,Parks & Recreation,Expense,1010,Internal Services & Work Orders,412.0
FY17-18,City Attorney,Expense,2415,Allowances & Premiums,413.0
FY17-18,Police,Expense,1010,Internal Services & Work Orders,413.0
FY17-18,Police,Expense,2159,Internal Services & Work Orders,413.0
FY17-18,Fire,Expense,2412,Internal Services & Work Orders,413.0
FY17-18,Information Technology,Expense,1010,Internal Services & Work Orders,413.0
FY17-18,Information Technology,Expense,3100,Internal Services & Work Orders,413.0
FY17-18,Parks & Recreation,Expense,1820,Internal Services & Work Orders,413.0
FY17-18,Parks & Recreation,Expense,1820,Internal Services & Work Orders,413.0
FY17-18,Planning & Building,Expense,2415,Internal Services & Work Orders,413.0
FY17-18,Housing & Community Development,Expense,2108,Internal Services & Work Orders,413.0
FY17-18,Human Services,Expense,1010,Internal Services & Work Orders,414.0
FY17-18,Planning & Building,Expense,2415,Internal Services & Work Orders,414.0
FY17-18,Fire,Expense,1010,Internal Services & Work Orders,415.0
FY17-18,Public Works,Expense,5321,Contract Services,415.0
FY17-18,Public Works,Expense,7760,Internal Services & Work Orders,415.0
FY17-18,Parks & Recreation,Expense,1010,Internal Services & Work Orders,415.0
FY17-18,Parks & Recreation,Expense,1010,Services & Supplies,415.0
FY17-18,City Attorney,Expense,2415,Internal Services & Work Orders,416.0
FY17-18,Transportation,Expense,2216,Internal Services & Work Orders,416.0
FY17-18,Parks & Recreation,Expense,1820,Civilian Retirement,416.0
FY17-18,Human Services,Expense,1010,Civilian Salaries,417.0
FY17-18,Human Services,Expense,1010,Civilian Salaries,417.0
FY17-18,Planning & Building,Expense,2415,Internal Services & Work Orders,417.0
FY17-18,Public Works,Expense,4400,Internal Services & Work Orders,418.0
FY17-18,Parks & Recreation,Expense,1010,Internal Services & Work Orders,418.0
FY17-18,Parks & Recreation,Expense,1010,Services & Supplies,418.0
FY17-18,Parks & Recreation,Expense,1010,Internal Services & Work Orders,418.0
FY17-18,Parks & Recreation,Expense,1010,Internal Services & Work Orders,418.0
FY17-18,Economic & Workforce Development,Expense,1610,Internal Services & Work Orders,418.0
FY17-18,Transportation,Expense,2415,Internal Services & Work Orders,419.0
FY17-18,City Administrator,Expense,1010,Services & Supplies,420.0
FY17-18,City Clerk,Expense,1610,Allowances & Premiums,420.0
FY17-18,Finance,Expense,4550,Allowances & Premiums,420.0
FY17-18,Finance,Expense,2413,Allowances & Premiums,420.0
FY17-18,Police,Expense,1010,Internal Services & Work Orders,420.0
FY17-18,Police,Expense,1010,Travel & Education,420.0
FY17-18,Police,Expense,1010,Internal Services & Work Orders,420.0
FY17-18,Police,Expense,1010,Internal Services & Work Orders,420.0
FY17-18,Police,Expense,1010,Internal Services & Work Orders,420.0
FY17-18,Police,Expense,1010,Internal Services & Work Orders,420.0
FY17-18,Police,Expense,2411,Internal Services & Work Orders,420.0
FY17-18,Police,Expense,1010,Internal Services & Work Orders,420.0
FY17-18,Police,Expense,1010,Internal Services & Work Orders,420.0
FY17-18,Police,Expense,1010,Internal Services & Work Orders,420.0
FY17-18,Police,Expense,1010,Internal Services & Work Orders,420.0
FY17-18,Public Works,Expense,3100,Allowances & Premiums,420.0
FY17-18,Public Works,Expense,3100,Allowances & Premiums,420.0
FY17-18,Transportation,Expense,2211,Allowances & Premiums,420.0
FY17-18,Transportation,Expense,2211,Allowances & Premiums,420.0
FY17-18,Transportation,Expense,7760,Travel & Education,420.0
FY17-18,Transportation,Expense,7760,Allowances & Premiums,420.0
FY17-18,Transportation,Expense,2230,Travel & Education,420.0
FY17-18,Public Library,Expense,1010,Internal Services & Work Orders,420.0
FY17-18,Human Services,Expense,1010,Allowances & Premiums,420.0
FY17-18,Housing & Community Development,Expense,2108,Allowances & Premiums,420.0
