budget_year,department,fund_code,account_type,account_category,amount
FY19,Economic Development,5140,Expense,Supplies,10000
FY19,Economic Development,5140,Expense,Other Services and Charges,1500000
FY19,Economic Development,5141,Expense,Capital Outlays,1550000
FY19,Economic Development,5141,Expense,Capital Outlays,200000
FY19,Economic Development,5141,Expense,Capital Outlays,500000
FY19,Economic Development,5141,Expense,Capital Outlays,3500000
FY19,Economic Development,5141,Expense,Other Financing,1071200
FY19,Engineering,6220,Expense,Personnel Services,1039414
FY19,Engineering,6220,Expense,Personnel Services,9000
FY19,Engineering,6220,Expense,Personnel Services,10000
FY19,Engineering,6220,Expense,Personnel Services,82945
FY19,Engineering,6220,Expense,Personnel Services,190800
FY19,Engineering,6220,Expense,Personnel Services,128484
FY19,Engineering,6220,Expense,Personnel Services,236343
FY19,Engineering,6220,Expense,Personnel Services,2424
FY19,Engineering,6220,Expense,Supplies,98197
FY19,Engineering,6220,Expense,Supplies,1500
FY19,Engineering,6220,Expense,Other Services and Charges,304583
FY19,Engineering,6220,Expense,Other Services and Charges,1500
FY19,Engineering,6220,Expense,Other Services and Charges,55549
FY19,Engineering,6220,Expense,Other Services and Charges,17000
FY19,Engineering,6220,Expense,Other Services and Charges,3000
FY19,Engineering,6220,Expense,Other Services and Charges,1500
FY19,Engineering,6220,Expense,Other Services and Charges,170713
FY19,Engineering,6220,Expense,Other Services and Charges,1500
FY19,Engineering,6220,Expense,Other Services and Charges,19500
FY19,Engineering,6220,Expense,Other Services and Charges,675
FY19,Engineering,6220,Expense,Other Services and Charges,4497
FY19,Engineering,6220,Expense,Other Services and Charges,19742
FY19,Engineering,6220,Expense,Other Services and Charges,168490
FY19,Engineering,6220,Expense,Other Services and Charges,43218
FY19,Engineering,6220,Expense,Other Services and Charges,30333
FY19,Engineering,6220,Expense,Other Services and Charges,69155
FY19,Engineering,6220,Expense,Other Services and Charges,169906
FY19,Engineering,6220,Expense,Other Financing,432452
FY19,Engineering,6220,Expense,Personnel Services,87778
FY19,Engineering,6220,Expense,Personnel Services,6710
FY19,Engineering,6220,Expense,Personnel Services,13680
FY19,Engineering,6220,Expense,Personnel Services,10848
FY19,Engineering,6220,Expense,Personnel Services,19940
FY19,Engineering,6220,Expense,Personnel Services,132
FY19,Engineering,6220,Expense,Other Financing,1988
FY19,Engineering,6220,Expense,Personnel Services,1596375
FY19,Engineering,6220,Expense,Personnel Services,25100
FY19,Engineering,6220,Expense,Personnel Services,122147
FY19,Engineering,6220,Expense,Personnel Services,309600
FY19,Engineering,6220,Expense,Personnel Services,197097
FY19,Engineering,6220,Expense,Personnel Services,362427
FY19,Engineering,6220,Expense,Personnel Services,2220
FY19,Engineering,2460,Expense,Personnel Services,195036
FY19,Engineering,2460,Expense,Personnel Services,5000
FY19,Engineering,2460,Expense,Personnel Services,15308
FY19,Engineering,2460,Expense,Personnel Services,48528
FY19,Engineering,2460,Expense,Personnel Services,24092
FY19,Engineering,2460,Expense,Personnel Services,44272
FY19,Engineering,2460,Expense,Personnel Services,276
FY19,Engineering,2460,Expense,Supplies,7600
FY19,Engineering,2460,Expense,Other Services and Charges,1810000
FY19,Engineering,2460,Expense,Other Services and Charges,200
FY19,Engineering,2460,Expense,Other Services and Charges,40152
FY19,Engineering,2460,Expense,Other Services and Charges,2300
FY19,Engineering,2460,Expense,Other Services and Charges,1500
FY19,Engineering,2460,Expense,Other Services and Charges,2400
FY19,Engineering,2460,Expense,Other Services and Charges,3500
FY19,Engineering,2460,Expense,Other Services and Charges,7810
FY19,Engineering,2460,Expense,Other Services and Charges,16467
FY19,Engineering,2460,Expense,Other Services and Charges,979
FY19,Engineering,2460,Expense,Other Services and Charges,58924
FY19,Engineering,2460,Expense,Other Financing,30457
FY19,Engineering,2460,Expense,Other Financing,64883
FY19,Engineering,4010,Expense,Capital Outlays,9800000
FY19,Engineering,4050,Expense,Capital Outlays,203000
FY19,Executive Office,6110,Expense,Personnel Services,820186
FY19,Executive Office,6110,Expense,Personnel Services,3000
FY19,Executive Office,6110,Expense,Personnel Services,62988
FY19,Executive Office,6110,Expense,Personnel Services,201600
FY19,Executive Office,6110,Expense,Personnel Services,101416
FY19,Executive Office,6110,Expense,Personnel Services,186528
FY19,Executive Office,6110,Expense,Personnel Services,1109
FY19,Executive Office,6110,Expense,Supplies,6071
FY19,Executive Office,6110,Expense,Supplies,250
FY19,Executive Office,6110,Expense,Other Services and Charges,70000
FY19,Executive Office,6110,Expense,Other Services and Charges,15220
FY19,Executive Office,6110,Expense,Other Services and Charges,541
FY19,Executive Office,6110,Expense,Other Services and Charges,500
FY19,Executive Office,6110,Expense,Other Services and Charges,500
FY19,Executive Office,6110,Expense,Other Services and Charges,500
FY19,Executive Office,6110,Expense,Other Services and Charges,500
FY19,Executive Office,6110,Expense,Other Services and Charges,250
FY19,Executive Office,6110,Expense,Other Services and Charges,250
FY19,Executive Office,6110,Expense,Other Services and Charges,6800
FY19,Executive Office,6110,Expense,Other Services and Charges,54524
FY19,Executive Office,6110,Expense,Other Services and Charges,11880
FY19,Executive Office,6110,Expense,Other Services and Charges,93706
FY19,Executive Office,6110,Expense,Capital Outlays,2800
FY19,Executive Office,6110,Expense,Other Financing,86084
FY19,Executive Office,6110,Expense,Other Services and Charges,157555
FY19,Executive Office,1010,Expense,Personnel Services,270181
FY19,Executive Office,1010,Expense,Personnel Services,20733
FY19,Executive Office,1010,Expense,Personnel Services,115200
FY19,Executive Office,1010,Expense,Personnel Services,33714
FY19,Executive Office,1010,Expense,Personnel Services,61945
FY19,Executive Office,1010,Expense,Personnel Services,385
FY19,Executive Office,1010,Expense,Supplies,300
FY19,Executive Office,1010,Expense,Other Services and Charges,5000
FY19,Executive Office,1010,Expense,Other Services and Charges,500
FY19,Executive Office,1010,Expense,Other Services and Charges,12000
FY19,Executive Office,1010,Expense,Other Services and Charges,300
FY19,Executive Office,1010,Expense,Other Services and Charges,14937
FY19,Executive Office,1010,Expense,Personnel Services,249672
FY19,Executive Office,1010,Expense,Personnel Services,19092
FY19,Executive Office,1010,Expense,Personnel Services,28800
FY19,Executive Office,1010,Expense,Personnel Services,30888
FY19,Executive Office,1010,Expense,Personnel Services,56808
FY19,Executive Office,1010,Expense,Personnel Services,348
FY19,Executive Office,1010,Expense,Personnel Services,8400
FY19,Executive Office,1010,Expense,Supplies,200
FY19,Executive Office,1010,Expense,Other Services and Charges,5000
FY19,Executive Office,1010,Expense,Other Services and Charges,2000
FY19,Executive Office,1010,Expense,Other Services and Charges,2500
FY19,Executive Office,4011,Expense,Debt Service,2056390
FY19,Executive Office,4011,Expense,Debt Service,1339963
FY19,Executive Office,4011,Expense,Other Financing,2364369
FY19,Executive Office,4011,Expense,Other Financing,64490
FY19,Executive Office,4011,Expense,Other Financing,7338690
FY19,Executive Office,1010,Expense,Personnel Services,221539
FY19,Executive Office,1010,Expense,Personnel Services,16954
FY19,Executive Office,1010,Expense,Personnel Services,31680
FY19,Executive Office,1010,Expense,Personnel Services,27622
FY19,Executive Office,1010,Expense,Personnel Services,50790
FY19,Executive Office,1010,Expense,Personnel Services,300
FY19,Executive Office,1010,Expense,Supplies,200
FY19,Executive Office,1010,Expense,Other Services and Charges,5000
FY19,Executive Office,1010,Expense,Other Services and Charges,10000
FY19,Executive Office,1010,Expense,Other Services and Charges,4000
FY19,Executive Office,1010,Expense,Other Services and Charges,1000
FY19,Executive Office,1010,Expense,Other Services and Charges,1000000
FY19,Executive Office,1010,Expense,Other Services and Charges,33000
FY19,Executive Office,1010,Expense,Other Services and Charges,75000
FY19,Executive Office,1010,Expense,Other Services and Charges,50000
FY19,Executive Office,1010,Expense,Personnel Services,541798
FY19,Executive Office,1010,Expense,Personnel Services,30120
FY19,Executive Office,1010,Expense,Personnel Services,43743
FY19,Executive Office,1010,Expense,Personnel Services,100800
FY19,Executive Office,1010,Expense,Personnel Services,67170
FY19,Executive Office,1010,Expense,Personnel Services,123491
FY19,Executive Office,1010,Expense,Personnel Services,745
FY19,Executive Office,1010,Expense,Supplies,500
FY19,Executive Office,1010,Expense,Other Services and Charges,47000
FY19,Executive Office,1010,Expense,Other Services and Charges,60000
FY19,Executive Office,1010,Expense,Other Services and Charges,17000
FY19,Executive Office,1010,Expense,Other Services and Charges,2000
FY19,Executive Office,1010,Expense,Other Services and Charges,32000
FY19,Executive Office,1010,Expense,Other Services and Charges,5000
FY19,Executive Office,1010,Expense,Other Services and Charges,2500
FY19,Executive Office,1010,Expense,Other Services and Charges,500
FY19,Executive Office,1010,Expense,Other Services and Charges,34888
FY19,Executive Office,1010,Expense,Capital Outlays,40000
FY19,Executive Office,1010,Expense,Capital Outlays,10500
FY19,Executive Office,1010,Expense,Supplies,13000
FY19,Executive Office,1010,Expense,Other Services and Charges,21774
FY19,Executive Office,1010,Expense,Other Services and Charges,5000
FY19,Executive Office,1010,Expense,Other Services and Charges,6000
FY19,Executive Office,1010,Expense,Other Services and Charges,500
FY19,Executive Office,1010,Expense,Other Services and Charges,200
FY19,Executive Office,1010,Expense,Other Services and Charges,10000
FY19,Executive Office,1010,Expense,Other Services and Charges,250
FY19,Executive Office,1010,Expense,Other Services and Charges,7500
FY19,Executive Office,1010,Expense,Other Services and Charges,169281
FY19,Executive Office,1010,Expense,Other Services and Charges,1560
FY19,Executive Office,1010,Expense,Other Services and Charges,43736
FY19,Executive Office,1010,Expense,Other Services and Charges,50089
FY19,Executive Office,1010,Expense,Capital Outlays,5000
FY19,Executive Office,1010,Expense,Capital Outlays,4500
FY19,Executive Office,4011,Expense,Other Services and Charges,166706
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,589517
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,18000
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,46473
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,109800
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,72851
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,133953
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,799
FY19,Facilities & Fleet Management,6310,Expense,Supplies,22000
FY19,Facilities & Fleet Management,6310,Expense,Supplies,1500
FY19,Facilities & Fleet Management,6310,Expense,Supplies,1500
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,7500
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,20000
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,1400
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,26078
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,10100
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,1250
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,5000
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,5000
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,3000
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,4400
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,5100
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,13260
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,186183
FY19,Facilities & Fleet Management,6310,Expense,Capital Outlays,5000
FY19,Facilities & Fleet Management,6310,Expense,Capital Outlays,30000
FY19,Facilities & Fleet Management,6310,Expense,Capital Outlays,20000
FY19,Facilities & Fleet Management,6310,Expense,Capital Outlays,5000
FY19,Facilities & Fleet Management,6310,Expense,Other Financing,266779
FY19,Facilities & Fleet Management,6310,Expense,Other Financing,-51243
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,14678
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,1127
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,4320
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,1817
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,3336
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,24
FY19,Facilities & Fleet Management,6310,Expense,Supplies,11000
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,3500
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,55000
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,9800
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,88606
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,6180
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,14678
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,1127
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,4320
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,1817
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,3336
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,24
FY19,Facilities & Fleet Management,6310,Expense,Supplies,5000
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,3440
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,37000
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,11340
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,31548
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,17220
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,1320
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,4320
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,2124
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,3912
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,24
FY19,Facilities & Fleet Management,6310,Expense,Supplies,5200
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,6742
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,14455
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,160000
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,460
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,127503
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,17728
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,137808
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,8000
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,11160
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,34560
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,17016
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,31272
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,204
FY19,Facilities & Fleet Management,6310,Expense,Supplies,59000
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,2333
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,24100
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,380000
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,740
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,110000
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,220000
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,1018
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,25245
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,2900
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,222
FY19,Facilities & Fleet Management,6310,Expense,Supplies,2500
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,142274
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,14420
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,4895
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,380
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,1440
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,606
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,1116
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,12
FY19,Facilities & Fleet Management,6310,Expense,Supplies,8500
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,22000
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,30500
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,35887
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,83819
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,4895
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,380
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,1440
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,606
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,1116
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,12
FY19,Facilities & Fleet Management,6310,Expense,Supplies,3800
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,740
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,17200
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,7500
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,6974
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,4895
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,380
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,1440
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,606
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,1116
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,12
FY19,Facilities & Fleet Management,6310,Expense,Supplies,550
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,6189
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,74640
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,300
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,5712
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,18720
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,9216
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,16944
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,108
FY19,Facilities & Fleet Management,6310,Expense,Supplies,38000
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,12600
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,313000
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,28300
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,270000
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,38934
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,62315
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,800
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,4772
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,15840
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,7698
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,14148
FY19,Facilities & Fleet Management,6310,Expense,Personnel Services,96
FY19,Facilities & Fleet Management,6310,Expense,Supplies,44000
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,13652
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,20500
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,75000
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,69630
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,270000
FY19,Facilities & Fleet Management,6310,Expense,Other Services and Charges,4496
FY19,Facilities & Fleet Management,6311,Expense,Capital Outlays,239200
FY19,Facilities & Fleet Management,6311,Expense,Capital Outlays,157550
FY19,Facilities & Fleet Management,6311,Expense,Capital Outlays,330625
FY19,Facilities & Fleet Management,6311,Expense,Capital Outlays,463007
FY19,Facilities & Fleet Management,6311,Expense,Capital Outlays,1358304
FY19,Facilities & Fleet Management,6311,Expense,Capital Outlays,345270
FY19,Facilities & Fleet Management,6311,Expense,Capital Outlays,231655
FY19,Facilities & Fleet Management,4010,Expense,Capital Outlays,2836392
FY19,Facilities & Fleet Management,6610,Expense,Personnel Services,427447
FY19,Facilities & Fleet Management,6610,Expense,Personnel Services,32696
FY19,Facilities & Fleet Management,6610,Expense,Personnel Services,81000
FY19,Facilities & Fleet Management,6610,Expense,Personnel Services,52848
FY19,Facilities & Fleet Management,6610,Expense,Personnel Services,97158
FY19,Facilities & Fleet Management,6610,Expense,Personnel Services,588
FY19,Facilities & Fleet Management,6610,Expense,Supplies,5500
FY19,Facilities & Fleet Management,6610,Expense,Other Services and Charges,30000
FY19,Facilities & Fleet Management,6610,Expense,Other Services and Charges,10000
FY19,Facilities & Fleet Management,6610,Expense,Other Services and Charges,1268
FY19,Facilities & Fleet Management,6610,Expense,Other Services and Charges,76079
FY19,Facilities & Fleet Management,6610,Expense,Other Services and Charges,2300
FY19,Facilities & Fleet Management,6610,Expense,Other Services and Charges,5000
FY19,Facilities & Fleet Management,6610,Expense,Other Services and Charges,7000
FY19,Facilities & Fleet Management,6610,Expense,Other Services and Charges,4600
FY19,Facilities & Fleet Management,6610,Expense,Other Services and Charges,25875
FY19,Facilities & Fleet Management,6610,Expense,Other Services and Charges,398183
FY19,Facilities & Fleet Management,6610,Expense,Other Services and Charges,1213
FY19,Facilities & Fleet Management,6610,Expense,Other Services and Charges,8240
FY19,Facilities & Fleet Management,6610,Expense,Other Services and Charges,115904
FY19,Facilities & Fleet Management,6610,Expense,Capital Outlays,15000
FY19,Facilities & Fleet Management,6610,Expense,Capital Outlays,50000
FY19,Facilities & Fleet Management,6610,Expense,Debt Service,8292
FY19,Facilities & Fleet Management,6610,Expense,Other Financing,356110
FY19,Facilities & Fleet Management,6610,Expense,Other Financing,-78092
FY19,Facilities & Fleet Management,6610,Expense,Supplies,1711052
FY19,Facilities & Fleet Management,6610,Expense,Personnel Services,228716
FY19,Facilities & Fleet Management,6610,Expense,Personnel Services,17485
FY19,Facilities & Fleet Management,6610,Expense,Personnel Services,64800
FY19,Facilities & Fleet Management,6610,Expense,Personnel Services,28244
FY19,Facilities & Fleet Management,6610,Expense,Personnel Services,51921
FY19,Facilities & Fleet Management,6610,Expense,Personnel Services,307
FY19,Facilities & Fleet Management,6610,Expense,Personnel Services,1280959
FY19,Facilities & Fleet Management,6610,Expense,Personnel Services,80000
FY19,Facilities & Fleet Management,6610,Expense,Personnel Services,104906
FY19,Facilities & Fleet Management,6610,Expense,Personnel Services,316800
FY19,Facilities & Fleet Management,6610,Expense,Personnel Services,158155
FY19,Facilities & Fleet Management,6610,Expense,Personnel Services,290794
FY19,Facilities & Fleet Management,6610,Expense,Personnel Services,1774
FY19,Facilities & Fleet Management,6610,Expense,Personnel Services,10000
FY19,Facilities & Fleet Management,6610,Expense,Supplies,1595000
FY19,Facilities & Fleet Management,6610,Expense,Other Services and Charges,200000
FY19,Facilities & Fleet Management,6610,Expense,Capital Outlays,50000
FY19,Facilities & Fleet Management,6610,Expense,Capital Outlays,10000
FY19,Facilities & Fleet Management,6610,Expense,Capital Outlays,15000
FY19,Facilities & Fleet Management,6611,Expense,Capital Outlays,4642074
FY19,Facilities & Fleet Management,2320,Expense,Personnel Services,86606
FY19,Facilities & Fleet Management,2320,Expense,Personnel Services,2500
FY19,Facilities & Fleet Management,2320,Expense,Personnel Services,2500
FY19,Facilities & Fleet Management,2320,Expense,Personnel Services,6623
FY19,Facilities & Fleet Management,2320,Expense,Personnel Services,18720
FY19,Facilities & Fleet Management,2320,Expense,Personnel Services,10710
FY19,Facilities & Fleet Management,2320,Expense,Personnel Services,19688
FY19,Facilities & Fleet Management,2320,Expense,Personnel Services,120
FY19,Facilities & Fleet Management,2320,Expense,Supplies,2000
FY19,Facilities & Fleet Management,2320,Expense,Other Services and Charges,367104
FY19,Facilities & Fleet Management,2320,Expense,Other Services and Charges,3601
FY19,Facilities & Fleet Management,2320,Expense,Other Services and Charges,525
FY19,Facilities & Fleet Management,2320,Expense,Other Services and Charges,6426
FY19,Facilities & Fleet Management,2320,Expense,Other Services and Charges,12250
FY19,Facilities & Fleet Management,2320,Expense,Other Services and Charges,20815
FY19,Facilities & Fleet Management,2320,Expense,Other Services and Charges,25000
FY19,Facilities & Fleet Management,2320,Expense,Other Services and Charges,5831
FY19,Facilities & Fleet Management,2320,Expense,Other Services and Charges,1749
FY19,Facilities & Fleet Management,2320,Expense,Other Services and Charges,7474
FY19,Facilities & Fleet Management,2320,Expense,Other Services and Charges,696
FY19,Facilities & Fleet Management,2320,Expense,Other Services and Charges,7429
FY19,Facilities & Fleet Management,2320,Expense,Capital Outlays,5000
FY19,Facilities & Fleet Management,2320,Expense,Capital Outlays,10000
FY19,Facilities & Fleet Management,2320,Expense,Other Financing,13066
FY19,Facilities & Fleet Management,2320,Expense,Other Financing,154980
FY19,Fire,1010,Expense,Personnel Services,1215829
FY19,Fire,1010,Expense,Personnel Services,5177
FY19,Fire,1010,Expense,Personnel Services,15000
FY19,Fire,1010,Expense,Personnel Services,77375
FY19,Fire,1010,Expense,Personnel Services,52621
FY19,Fire,1010,Expense,Personnel Services,216000
FY19,Fire,1010,Expense,Personnel Services,201747
FY19,Fire,1010,Expense,Personnel Services,305868
FY19,Fire,1010,Expense,Personnel Services,1817
FY19,Fire,1010,Expense,Supplies,30009
FY19,Fire,1010,Expense,Supplies,2733
FY19,Fire,1010,Expense,Other Services and Charges,302482
FY19,Fire,1010,Expense,Other Services and Charges,12032
FY19,Fire,1010,Expense,Other Services and Charges,393416
FY19,Fire,1010,Expense,Other Services and Charges,61264
FY19,Fire,1010,Expense,Other Services and Charges,921
FY19,Fire,1010,Expense,Other Services and Charges,10200
FY19,Fire,1010,Expense,Other Services and Charges,1093
FY19,Fire,1010,Expense,Other Services and Charges,27575
FY19,Fire,1010,Expense,Other Services and Charges,2733
FY19,Fire,1010,Expense,Other Services and Charges,4354
FY19,Fire,1010,Expense,Other Services and Charges,24047
FY19,Fire,1010,Expense,Other Services and Charges,9792
FY19,Fire,1010,Expense,Other Services and Charges,81978
FY19,Fire,1010,Expense,Other Services and Charges,76513
FY19,Fire,1010,Expense,Other Services and Charges,13117
FY19,Fire,1010,Expense,Other Services and Charges,344310
FY19,Fire,1010,Expense,Other Services and Charges,670655
FY19,Fire,1010,Expense,Other Services and Charges,52294
FY19,Fire,1010,Expense,Other Services and Charges,14040
FY19,Fire,1010,Expense,Other Services and Charges,517008
FY19,Fire,1010,Expense,Capital Outlays,73917
FY19,Fire,1010,Expense,Capital Outlays,340482
FY19,Fire,1010,Expense,Other Financing,80000
FY19,Fire,1010,Expense,Personnel Services,12716957
FY19,Fire,1010,Expense,Personnel Services,307743
FY19,Fire,1010,Expense,Personnel Services,481595
FY19,Fire,1010,Expense,Personnel Services,705575
FY19,Fire,1010,Expense,Personnel Services,196533
FY19,Fire,1010,Expense,Personnel Services,2476800
FY19,Fire,1010,Expense,Personnel Services,2708114
FY19,Fire,1010,Expense,Personnel Services,3482590
FY19,Fire,1010,Expense,Personnel Services,19642
FY19,Fire,1010,Expense,Personnel Services,58750
FY19,Fire,1010,Expense,Personnel Services,12000
FY19,Fire,1010,Expense,Supplies,181070
FY19,Fire,1010,Expense,Other Services and Charges,2500
FY19,Fire,1010,Expense,Other Services and Charges,68240
FY19,Fire,1010,Expense,Other Services and Charges,540
FY19,Fire,1010,Expense,Other Services and Charges,30059
FY19,Fire,1010,Expense,Other Services and Charges,115790
FY19,Fire,1010,Expense,Other Services and Charges,41139
FY19,Fire,1010,Expense,Capital Outlays,167256
FY19,Fire,1010,Expense,Debt Service,50000
FY19,Fire,1010,Expense,Debt Service,2472
FY19,Fire,1010,Expense,Personnel Services,335232
FY19,Fire,1010,Expense,Personnel Services,10150
FY19,Fire,1010,Expense,Personnel Services,13000
FY19,Fire,1010,Expense,Personnel Services,5236
FY19,Fire,1010,Expense,Personnel Services,57600
FY19,Fire,1010,Expense,Personnel Services,68540
FY19,Fire,1010,Expense,Personnel Services,88317
FY19,Fire,1010,Expense,Personnel Services,504
FY19,Fire,1010,Expense,Supplies,3200
FY19,Fire,1010,Expense,Other Services and Charges,3900
FY19,Fire,1010,Expense,Other Services and Charges,1380
FY19,Fire,1010,Expense,Other Services and Charges,11101
