budget_year,department,account_type,fund_code,account_category,amount
FY21-22,Finance,Expense,1870,Internal Services & Work Orders,128
FY21-22,Finance,Expense,1870,Internal Services & Work Orders,173
FY21-22,Finance,Expense,1870,Internal Services & Work Orders,151
FY21-22,Finance,Expense,1870,Internal Services & Work Orders,163
FY21-22,Finance,Expense,1870,Internal Services & Work Orders,62
FY21-22,Finance,Expense,2211,Civilian Salaries,37499
FY21-22,Finance,Expense,2211,Civilian Salaries,11137
FY21-22,Finance,Expense,2211,Civilian Retirement,22226
FY21-22,Finance,Expense,2211,Civilian Fringe Benefits,15796
FY21-22,Finance,Expense,2211,Internal Services & Work Orders,1613
FY21-22,Finance,Expense,2211,Internal Services & Work Orders,3464
FY21-22,Finance,Expense,2211,Internal Services & Work Orders,135
FY21-22,Finance,Expense,2211,Internal Services & Work Orders,182
FY21-22,Finance,Expense,2211,Internal Services & Work Orders,160
FY21-22,Finance,Expense,2211,Internal Services & Work Orders,172
FY21-22,Finance,Expense,2211,Internal Services & Work Orders,66
FY21-22,Finance,Expense,2241,Contract Services,14000
FY21-22,Finance,Expense,2243,Contract Services,8000
FY21-22,Finance,Expense,2244,Contract Services,8500
FY21-22,Finance,Expense,2250,Contract Services,9500
FY21-22,Finance,Expense,2252,Contract Services,14000
FY21-22,Finance,Expense,2310,Contract Services,16000
FY21-22,Finance,Expense,2412,Contract Services,9500
FY21-22,Finance,Expense,2412,Contract Services,9500
FY21-22,Finance,Expense,2413,Civilian Salaries,31088
FY21-22,Finance,Expense,2413,Civilian Salaries,9234
FY21-22,Finance,Expense,2413,Civilian Retirement,18427
FY21-22,Finance,Expense,2413,Civilian Fringe Benefits,13096
FY21-22,Finance,Expense,2413,Internal Services & Work Orders,1338
FY21-22,Finance,Expense,2413,Internal Services & Work Orders,2872
FY21-22,Finance,Expense,2413,Internal Services & Work Orders,112
FY21-22,Finance,Expense,2413,Internal Services & Work Orders,151
FY21-22,Finance,Expense,2413,Internal Services & Work Orders,132
FY21-22,Finance,Expense,2413,Internal Services & Work Orders,143
FY21-22,Finance,Expense,2413,Internal Services & Work Orders,55
FY21-22,Finance,Expense,2415,Civilian Salaries,133014
FY21-22,Finance,Expense,2415,Civilian Salaries,39508
FY21-22,Finance,Expense,2415,Civilian Retirement,78842
FY21-22,Finance,Expense,2415,Civilian Fringe Benefits,56034
FY21-22,Finance,Expense,2415, Allowances & Premiums,840
FY21-22,Finance,Expense,2415,Internal Services & Work Orders,5721
FY21-22,Finance,Expense,2415,Internal Services & Work Orders,12285
FY21-22,Finance,Expense,2415,Internal Services & Work Orders,479
FY21-22,Finance,Expense,2415,Internal Services & Work Orders,645
FY21-22,Finance,Expense,2415,Internal Services & Work Orders,565
FY21-22,Finance,Expense,2415,Internal Services & Work Orders,610
FY21-22,Finance,Expense,2415,Internal Services & Work Orders,232
FY21-22,Finance,Expense,4200,Civilian Salaries,28423
FY21-22,Finance,Expense,4200,Civilian Salaries,8442
FY21-22,Finance,Expense,4200,Civilian Retirement,16847
FY21-22,Finance,Expense,4200,Civilian Fringe Benefits,11975
FY21-22,Finance,Expense,4200,Internal Services & Work Orders,1223
FY21-22,Finance,Expense,4200,Internal Services & Work Orders,2626
FY21-22,Finance,Expense,4200,Internal Services & Work Orders,103
FY21-22,Finance,Expense,4200,Internal Services & Work Orders,138
FY21-22,Finance,Expense,4200,Internal Services & Work Orders,121
FY21-22,Finance,Expense,4200,Internal Services & Work Orders,131
FY21-22,Finance,Expense,4200,Internal Services & Work Orders,50
FY21-22,Finance,Expense,5130,Contract Services,0
FY21-22,Finance,Expense,1010,Civilian Salaries,621233
FY21-22,Finance,Expense,1010,Civilian Salaries,184515
FY21-22,Finance,Expense,1010,Civilian Overtime,1465
FY21-22,Finance,Expense,1010,Civilian Retirement,370466
FY21-22,Finance,Expense,1010,Civilian Fringe Benefits,261705
FY21-22,Finance,Expense,1010, Allowances & Premiums,3360
FY21-22,Finance,Expense,1010, Allowances & Premiums,4894
FY21-22,Finance,Expense,1010,Services & Supplies,6500
FY21-22,Finance,Expense,1010,Services & Supplies,500
FY21-22,Finance,Expense,1010,Services & Supplies,8000
FY21-22,Finance,Expense,1010,Services & Supplies,8000
FY21-22,Finance,Expense,1010,Contract Services,1000
FY21-22,Finance,Expense,1010,Contract Services,1500
FY21-22,Finance,Expense,1010,Contract Services,70500
FY21-22,Finance,Expense,1010,Travel & Education,0
FY21-22,Finance,Expense,1010,Travel & Education,0
FY21-22,Finance,Expense,1010,Travel & Education,0
FY21-22,Finance,Expense,1010,Travel & Education,900
FY21-22,Finance,Expense,1010,Travel & Education,0
FY21-22,Finance,Expense,1010,Travel & Education,1200
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,26719
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,57374
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,2234
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,3008
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,2636
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,2848
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,1083
FY21-22,Finance,Expense,1010, Misc. Personnel Adjustments,-90022
FY21-22,Finance,Expense,1010,Civilian Salaries,380193
FY21-22,Finance,Expense,1010,Civilian Salaries,112925
FY21-22,Finance,Expense,1010,Civilian Overtime,33850
FY21-22,Finance,Expense,1010,Civilian Retirement,228725
FY21-22,Finance,Expense,1010,Civilian Fringe Benefits,160167
FY21-22,Finance,Expense,1010, Allowances & Premiums,7373
FY21-22,Finance,Expense,1010,Services & Supplies,6000
FY21-22,Finance,Expense,1010,Services & Supplies,4000
FY21-22,Finance,Expense,1010,Services & Supplies,0
FY21-22,Finance,Expense,1010,Contract Services,549950
FY21-22,Finance,Expense,1010,Travel & Education,0
FY21-22,Finance,Expense,1010,Travel & Education,0
FY21-22,Finance,Expense,1010,Travel & Education,0
FY21-22,Finance,Expense,1010,Travel & Education,0
FY21-22,Finance,Expense,1010,Travel & Education,0
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,17644
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,38884
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,1516
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,2041
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,1789
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,1932
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,735
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,0
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,0
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,0
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,0
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,0
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,0
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,0
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,0
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,0
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,0
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,0
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,0
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,0
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,0
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,0
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,0
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,0
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,0
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,0
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,0
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,0
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,0
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,0
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,0
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,0
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,0
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,0
FY21-22,Finance,Expense,1010, Misc. Personnel Adjustments,-32132
FY21-22,Finance,Expense,1010,Civilian Salaries,320908
FY21-22,Finance,Expense,1010,Civilian Salaries,95315
FY21-22,Finance,Expense,1010,Civilian Overtime,4383
FY21-22,Finance,Expense,1010,Civilian Retirement,190750
FY21-22,Finance,Expense,1010,Civilian Fringe Benefits,135187
FY21-22,Finance,Expense,1010, Allowances & Premiums,1170
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,16266
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,34929
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,1360
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,1832
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,1605
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,1734
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,659
FY21-22,Finance,Expense,1150,Civilian Salaries,19914
FY21-22,Finance,Expense,1150,Civilian Salaries,5915
FY21-22,Finance,Expense,1150,Civilian Retirement,11804
FY21-22,Finance,Expense,1150,Civilian Fringe Benefits,8391
FY21-22,Finance,Expense,1150,Internal Services & Work Orders,857
FY21-22,Finance,Expense,1150,Internal Services & Work Orders,1840
FY21-22,Finance,Expense,1150,Internal Services & Work Orders,72
FY21-22,Finance,Expense,1150,Internal Services & Work Orders,97
FY21-22,Finance,Expense,1150,Internal Services & Work Orders,85
FY21-22,Finance,Expense,1150,Internal Services & Work Orders,92
FY21-22,Finance,Expense,1150,Internal Services & Work Orders,35
FY21-22,Finance,Expense,1610,Civilian Salaries,73255
FY21-22,Finance,Expense,1610,Civilian Salaries,21758
FY21-22,Finance,Expense,1610,Civilian Retirement,44093
FY21-22,Finance,Expense,1610,Civilian Fringe Benefits,30858
FY21-22,Finance,Expense,1610, Allowances & Premiums,840
FY21-22,Finance,Expense,1610, Allowances & Premiums,1471
FY21-22,Finance,Expense,1610,Contract Services,26742
FY21-22,Finance,Expense,1610,Internal Services & Work Orders,3151
FY21-22,Finance,Expense,1610,Internal Services & Work Orders,6766
FY21-22,Finance,Expense,1610,Internal Services & Work Orders,264
FY21-22,Finance,Expense,1610,Internal Services & Work Orders,355
FY21-22,Finance,Expense,1610,Internal Services & Work Orders,311
FY21-22,Finance,Expense,1610,Internal Services & Work Orders,336
FY21-22,Finance,Expense,1610,Internal Services & Work Orders,128
FY21-22,Finance,Expense,1610,Civilian Salaries,110620
FY21-22,Finance,Expense,1610,Civilian Salaries,32856
FY21-22,Finance,Expense,1610,Civilian Retirement,65569
FY21-22,Finance,Expense,1610,Civilian Fringe Benefits,46604
FY21-22,Finance,Expense,1610,Contract Services,0
FY21-22,Finance,Expense,1610,Internal Services & Work Orders,4758
FY21-22,Finance,Expense,1610,Internal Services & Work Orders,10217
FY21-22,Finance,Expense,1610,Internal Services & Work Orders,398
FY21-22,Finance,Expense,1610,Internal Services & Work Orders,536
FY21-22,Finance,Expense,1610,Internal Services & Work Orders,470
FY21-22,Finance,Expense,1610,Internal Services & Work Orders,507
FY21-22,Finance,Expense,1610,Internal Services & Work Orders,193
FY21-22,Finance,Expense,1870,Civilian Salaries,33830
FY21-22,Finance,Expense,1870,Civilian Salaries,10048
FY21-22,Finance,Expense,1870,Civilian Retirement,20052
FY21-22,Finance,Expense,1870,Civilian Fringe Benefits,14251
FY21-22,Finance,Expense,1870,Internal Services & Work Orders,1455
FY21-22,Finance,Expense,1870,Internal Services & Work Orders,3125
FY21-22,Finance,Expense,1870,Internal Services & Work Orders,122
FY21-22,Finance,Expense,1870,Internal Services & Work Orders,164
FY21-22,Finance,Expense,1870,Internal Services & Work Orders,144
FY21-22,Finance,Expense,1870,Internal Services & Work Orders,156
FY21-22,Finance,Expense,1870,Internal Services & Work Orders,59
FY21-22,Finance,Expense,1870,Civilian Salaries,28642
FY21-22,Finance,Expense,1870,Civilian Salaries,8507
FY21-22,Finance,Expense,1870,Civilian Retirement,16977
FY21-22,Finance,Expense,1870,Civilian Fringe Benefits,12066
FY21-22,Finance,Expense,1870,Internal Services & Work Orders,1232
FY21-22,Finance,Expense,1870,Internal Services & Work Orders,2646
FY21-22,Finance,Expense,1870,Internal Services & Work Orders,103
FY21-22,Finance,Expense,1870,Internal Services & Work Orders,139
FY21-22,Finance,Expense,1870,Internal Services & Work Orders,122
FY21-22,Finance,Expense,1870,Internal Services & Work Orders,132
FY21-22,Finance,Expense,1870,Internal Services & Work Orders,50
FY21-22,Finance,Expense,2108,Internal Services & Work Orders,0
FY21-22,Finance,Expense,2108,Internal Services & Work Orders,0
FY21-22,Finance,Expense,2108,Internal Services & Work Orders,0
FY21-22,Finance,Expense,2108,Internal Services & Work Orders,0
FY21-22,Finance,Expense,2108,Internal Services & Work Orders,0
FY21-22,Finance,Expense,2108,Internal Services & Work Orders,0
FY21-22,Finance,Expense,2108,Internal Services & Work Orders,0
FY21-22,Finance,Expense,2108,Contract Services,0
FY21-22,Finance,Expense,2195,Civilian Salaries,10811
FY21-22,Finance,Expense,2195,Civilian Salaries,3211
FY21-22,Finance,Expense,2195,Civilian Retirement,6488
FY21-22,Finance,Expense,2195,Civilian Fringe Benefits,4555
FY21-22,Finance,Expense,2195, Allowances & Premiums,175
FY21-22,Finance,Expense,2195,Internal Services & Work Orders,106
FY21-22,Finance,Expense,2195,Civilian Salaries,14656
FY21-22,Finance,Expense,2195,Civilian Salaries,4353
FY21-22,Finance,Expense,2195,Civilian Retirement,8802
FY21-22,Finance,Expense,2195,Civilian Fringe Benefits,6175
FY21-22,Finance,Expense,2195, Allowances & Premiums,248
FY21-22,Finance,Expense,2195,Internal Services & Work Orders,151
FY21-22,Finance,Expense,2195,Civilian Salaries,15333
FY21-22,Finance,Expense,2195,Civilian Salaries,4554
FY21-22,Finance,Expense,2195,Civilian Retirement,9203
FY21-22,Finance,Expense,2195,Civilian Fringe Benefits,6459
FY21-22,Finance,Expense,2195, Allowances & Premiums,248
FY21-22,Finance,Expense,2195,Internal Services & Work Orders,151
FY21-22,Finance,Expense,2252,Contract Services,28200
FY21-22,Finance,Expense,2413,Civilian Salaries,27880
FY21-22,Finance,Expense,2413,Civilian Salaries,8281
FY21-22,Finance,Expense,2413,Civilian Retirement,16525
FY21-22,Finance,Expense,2413,Civilian Fringe Benefits,11745
FY21-22,Finance,Expense,2413,Internal Services & Work Orders,1200
FY21-22,Finance,Expense,2413,Internal Services & Work Orders,2575
FY21-22,Finance,Expense,2413,Internal Services & Work Orders,101
FY21-22,Finance,Expense,2413,Internal Services & Work Orders,135
FY21-22,Finance,Expense,2413,Internal Services & Work Orders,119
FY21-22,Finance,Expense,2413,Internal Services & Work Orders,128
FY21-22,Finance,Expense,2413,Internal Services & Work Orders,49
FY21-22,Finance,Expense,2415,Civilian Salaries,102504
FY21-22,Finance,Expense,2415,Civilian Salaries,30445
FY21-22,Finance,Expense,2415,Civilian Retirement,62239
FY21-22,Finance,Expense,2415,Civilian Fringe Benefits,43181
FY21-22,Finance,Expense,2415, Allowances & Premiums,3243
FY21-22,Finance,Expense,2415,Internal Services & Work Orders,4409
FY21-22,Finance,Expense,2415,Internal Services & Work Orders,9467
FY21-22,Finance,Expense,2415,Internal Services & Work Orders,369
FY21-22,Finance,Expense,2415,Internal Services & Work Orders,497
FY21-22,Finance,Expense,2415,Internal Services & Work Orders,435
FY21-22,Finance,Expense,2415,Internal Services & Work Orders,470
FY21-22,Finance,Expense,2415,Internal Services & Work Orders,179
FY21-22,Finance,Expense,2415,Civilian Salaries,66600
FY21-22,Finance,Expense,2415,Civilian Salaries,19782
FY21-22,Finance,Expense,2415,Civilian Retirement,40793
FY21-22,Finance,Expense,2415,Civilian Fringe Benefits,28059
FY21-22,Finance,Expense,2415, Allowances & Premiums,2879
FY21-22,Finance,Expense,2415,Internal Services & Work Orders,2865
FY21-22,Finance,Expense,2415,Internal Services & Work Orders,6151
FY21-22,Finance,Expense,2415,Internal Services & Work Orders,240
FY21-22,Finance,Expense,2415,Internal Services & Work Orders,323
FY21-22,Finance,Expense,2415,Internal Services & Work Orders,283
FY21-22,Finance,Expense,2415,Internal Services & Work Orders,306
FY21-22,Finance,Expense,2415,Internal Services & Work Orders,117
FY21-22,Finance,Expense,3100,Civilian Salaries,19914
FY21-22,Finance,Expense,3100,Civilian Salaries,5915
FY21-22,Finance,Expense,3100,Civilian Retirement,11804
FY21-22,Finance,Expense,3100,Civilian Fringe Benefits,8391
FY21-22,Finance,Expense,3100,Internal Services & Work Orders,857
FY21-22,Finance,Expense,3100,Internal Services & Work Orders,1840
FY21-22,Finance,Expense,3100,Internal Services & Work Orders,72
FY21-22,Finance,Expense,3100,Internal Services & Work Orders,97
FY21-22,Finance,Expense,3100,Internal Services & Work Orders,85
FY21-22,Finance,Expense,3100,Internal Services & Work Orders,92
FY21-22,Finance,Expense,3100,Internal Services & Work Orders,35
FY21-22,Finance,Expense,4500,Civilian Salaries,25000
FY21-22,Finance,Expense,4500,Civilian Salaries,7426
FY21-22,Finance,Expense,4500,Civilian Retirement,15560
FY21-22,Finance,Expense,4500,Civilian Fringe Benefits,10530
FY21-22,Finance,Expense,4500, Allowances & Premiums,1621
FY21-22,Finance,Expense,4500,Internal Services & Work Orders,1076
FY21-22,Finance,Expense,4500,Internal Services & Work Orders,2309
FY21-22,Finance,Expense,4500,Internal Services & Work Orders,90
FY21-22,Finance,Expense,4500,Internal Services & Work Orders,122
FY21-22,Finance,Expense,4500,Internal Services & Work Orders,107
FY21-22,Finance,Expense,4500,Internal Services & Work Orders,115
FY21-22,Finance,Expense,4500,Internal Services & Work Orders,44
FY21-22,Finance,Expense,4500,Civilian Salaries,117614
FY21-22,Finance,Expense,4500,Civilian Salaries,34933
FY21-22,Finance,Expense,4500,Civilian Overtime,2565
FY21-22,Finance,Expense,4500,Civilian Retirement,69714
FY21-22,Finance,Expense,4500,Civilian Fringe Benefits,49549
FY21-22,Finance,Expense,4500, Misc. Personnel Adjustments,3012
FY21-22,Finance,Expense,4500,Services & Supplies,3000
FY21-22,Finance,Expense,4500,Services & Supplies,52000
FY21-22,Finance,Expense,4500,Services & Supplies,5000
FY21-22,Finance,Expense,4500,Contract Services,0
FY21-22,Finance,Expense,4500,Contract Services,0
FY21-22,Finance,Expense,4500,Contract Services,0
FY21-22,Finance,Expense,4500,Internal Services & Work Orders,5059
FY21-22,Finance,Expense,4500,Internal Services & Work Orders,10863
FY21-22,Finance,Expense,4500,Internal Services & Work Orders,423
FY21-22,Finance,Expense,4500,Internal Services & Work Orders,570
FY21-22,Finance,Expense,4500,Internal Services & Work Orders,499
FY21-22,Finance,Expense,4500,Internal Services & Work Orders,540
FY21-22,Finance,Expense,4500,Internal Services & Work Orders,7080
FY21-22,Finance,Expense,4500,Internal Services & Work Orders,205
FY21-22,Finance,Revenue,4500,Internal Service Funds,1277681
FY21-22,Finance,Expense,4550,Civilian Salaries,65276
FY21-22,Finance,Expense,4550,Civilian Salaries,19388
FY21-22,Finance,Expense,4550,Civilian Retirement,40626
FY21-22,Finance,Expense,4550,Civilian Fringe Benefits,27499
FY21-22,Finance,Expense,4550, Allowances & Premiums,4234
FY21-22,Finance,Expense,4550,Internal Services & Work Orders,2808
FY21-22,Finance,Expense,4550,Internal Services & Work Orders,6029
FY21-22,Finance,Expense,4550,Internal Services & Work Orders,235
FY21-22,Finance,Expense,4550,Internal Services & Work Orders,317
FY21-22,Finance,Expense,4550,Internal Services & Work Orders,277
FY21-22,Finance,Expense,4550,Internal Services & Work Orders,300
FY21-22,Finance,Expense,4550,Internal Services & Work Orders,114
FY21-22,Finance,Expense,4550,Civilian Salaries,29728
FY21-22,Finance,Expense,4550,Civilian Salaries,8829
FY21-22,Finance,Expense,4550,Civilian Retirement,17620
FY21-22,Finance,Expense,4550,Civilian Fringe Benefits,12521
FY21-22,Finance,Expense,4550,Internal Services & Work Orders,1279
FY21-22,Finance,Expense,4550,Internal Services & Work Orders,2746
FY21-22,Finance,Expense,4550,Internal Services & Work Orders,107
FY21-22,Finance,Expense,4550,Internal Services & Work Orders,144
FY21-22,Finance,Expense,4550,Internal Services & Work Orders,127
FY21-22,Finance,Expense,4550,Internal Services & Work Orders,137
FY21-22,Finance,Expense,4550,Internal Services & Work Orders,52
FY21-22,Finance,Expense,4550,Civilian Salaries,560135
FY21-22,Finance,Expense,4550,Civilian Salaries,166370
FY21-22,Finance,Expense,4550,Civilian Overtime,701
FY21-22,Finance,Expense,4550,Civilian Retirement,332011
FY21-22,Finance,Expense,4550,Civilian Fringe Benefits,235963
FY21-22,Finance,Expense,4550,Services & Supplies,4000
FY21-22,Finance,Expense,4550,Services & Supplies,0
FY21-22,Finance,Expense,4550,Services & Supplies,6000
FY21-22,Finance,Expense,4550,Services & Supplies,0
FY21-22,Finance,Expense,4550,Services & Supplies,0
FY21-22,Finance,Expense,4550,Services & Supplies,0
FY21-22,Finance,Expense,4550,Services & Supplies,1500
FY21-22,Finance,Expense,4550,Services & Supplies,0
FY21-22,Finance,Expense,4550,Contract Services,0
FY21-22,Finance,Expense,4550,Contract Services,0
FY21-22,Finance,Expense,4550,Travel & Education,0
FY21-22,Finance,Expense,4550,Travel & Education,0
FY21-22,Finance,Expense,4550,Travel & Education,0
FY21-22,Finance,Expense,4550,Travel & Education,0
FY21-22,Finance,Expense,4550,Travel & Education,0
FY21-22,Finance,Expense,4550,Travel & Education,900
FY21-22,Finance,Expense,4550,Travel & Education,1000
FY21-22,Finance,Expense,4550,Travel & Education,0
FY21-22,Finance,Expense,4550,Internal Services & Work Orders,24091
FY21-22,Finance,Expense,4550,Internal Services & Work Orders,51731
FY21-22,Finance,Expense,4550,Internal Services & Work Orders,2014
FY21-22,Finance,Expense,4550,Internal Services & Work Orders,2713
FY21-22,Finance,Expense,4550,Internal Services & Work Orders,2377
FY21-22,Finance,Expense,4550,Internal Services & Work Orders,2568
FY21-22,Finance,Expense,4550,Internal Services & Work Orders,976
FY21-22,Finance,Revenue,4550,Internal Service Funds,1681538
FY21-22,Finance,Expense,4550,Civilian Salaries,32047
FY21-22,Finance,Expense,4550,Civilian Salaries,9519
FY21-22,Finance,Expense,4550,Civilian Retirement,18996
FY21-22,Finance,Expense,4550,Civilian Fringe Benefits,13501
FY21-22,Finance,Expense,4550,Internal Services & Work Orders,1379
FY21-22,Finance,Expense,4550,Internal Services & Work Orders,2960
FY21-22,Finance,Expense,4550,Internal Services & Work Orders,116
FY21-22,Finance,Expense,4550,Internal Services & Work Orders,156
FY21-22,Finance,Expense,4550,Internal Services & Work Orders,136
FY21-22,Finance,Expense,4550,Internal Services & Work Orders,147
FY21-22,Finance,Expense,4550,Internal Services & Work Orders,56
FY21-22,Finance,Expense,1010, Misc. Personnel Adjustments,-62210
FY21-22,Finance,Expense,1010,Civilian Salaries,836605
FY21-22,Finance,Expense,1010,Civilian Salaries,248485
FY21-22,Finance,Expense,1010,Civilian Retirement,496287
FY21-22,Finance,Expense,1010,Civilian Fringe Benefits,352434
FY21-22,Finance,Expense,1010, Allowances & Premiums,1764
FY21-22,Finance,Expense,1010, Allowances & Premiums,878
FY21-22,Finance,Expense,1010,Services & Supplies,4080
FY21-22,Finance,Expense,1010,Services & Supplies,390
FY21-22,Finance,Expense,1010,Services & Supplies,120
FY21-22,Finance,Expense,1010,Services & Supplies,39130
FY21-22,Finance,Expense,1010,Contract Services,200000
FY21-22,Finance,Expense,1010,Contract Services,85230
FY21-22,Finance,Expense,1010,Contract Services,33130
FY21-22,Finance,Expense,1010,Contract Services,29190
FY21-22,Finance,Expense,1010,Contract Services,740
FY21-22,Finance,Expense,1010,Contract Services,32530
FY21-22,Finance,Expense,1010,Contract Services,18863
FY21-22,Finance,Expense,1010,Contract Services,44000
FY21-22,Finance,Expense,1010,Travel & Education,500
FY21-22,Finance,Expense,1010,Travel & Education,950
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,38891
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,83513
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,3252
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,4379
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,3837
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,4145
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,36000
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,391
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,1576
FY21-22,Finance,Revenue,1010,Service Charges,7195
FY21-22,Finance,Expense,1010,Civilian Salaries,41948
FY21-22,Finance,Expense,1010,Civilian Salaries,12459
FY21-22,Finance,Expense,1010,Civilian Retirement,24864
FY21-22,Finance,Expense,1010,Civilian Fringe Benefits,17670
FY21-22,Finance,Expense,1010,Contract Services,100476
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,1805
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,3875
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,151
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,204
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,178
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,193
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,74
FY21-22,Finance,Expense,1010,Contract Services,100000
FY21-22,Finance,Expense,1010,Civilian Salaries,67657
FY21-22,Finance,Expense,1010,Civilian Salaries,20096
FY21-22,Finance,Expense,1010,Civilian Retirement,40103
FY21-22,Finance,Expense,1010,Civilian Fringe Benefits,28503
FY21-22,Finance,Expense,1010, Allowances & Premiums,683
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,2910
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,6249
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,244
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,328
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,288
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,311
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,118
FY21-22,Finance,Expense,1010, Misc. Personnel Adjustments,-76072
FY21-22,Finance,Expense,1010,Civilian Salaries,1098353
FY21-22,Finance,Expense,1010,Civilian Salaries,326238
FY21-22,Finance,Expense,1010,Civilian Retirement,656385
FY21-22,Finance,Expense,1010,Civilian Fringe Benefits,462718
FY21-22,Finance,Expense,1010, Allowances & Premiums,11700
FY21-22,Finance,Expense,1010, Allowances & Premiums,2048
FY21-22,Finance,Expense,1010,Services & Supplies,2000
FY21-22,Finance,Expense,1010,Services & Supplies,30128
FY21-22,Finance,Expense,1010,Services & Supplies,1100
FY21-22,Finance,Expense,1010,Contract Services,32000
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,52477
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,112687
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,4388
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,5908
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,5177
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,5592
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,2126
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,0
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,0
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,0
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,0
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,0
FY21-22,Finance,Expense,1010,Internal Services & Work Orders,0
FY21-22,Finance,Expense,1010,Civilian Salaries,16024
FY21-22,Finance,Expense,1010,Civilian Salaries,4759
FY21-22,Finance,Expense,1010,Civilian Retirement,9498
FY21-22,Finance,Expense,1010,Civilian Fringe Benefits,6751
