budget_year,department,fund_code,account_type,account_category,amount
FY18,Engineering,2460,Expense,Other Services and Charges,7621
FY18,Engineering,2460,Expense,Other Services and Charges,14725
FY18,Engineering,2460,Expense,Other Services and Charges,683
FY18,Engineering,2460,Expense,Other Services and Charges,56569
FY18,Engineering,2460,Revenue,Other Revenues,3000
FY18,Engineering,2460,Revenue,Other Revenues,50000
FY18,Engineering,2460,Revenue,Licenses & Permits,4000
FY18,Engineering,2460,Revenue,Licenses & Permits,7500
FY18,Engineering,2460,Revenue,Licenses & Permits,25000
FY18,Engineering,2460,Revenue,Charges for Services,6500
FY18,Engineering,2460,Revenue,Other Financing Sources,2083588
FY18,Engineering,6220,Expense,Supplies,102197
FY18,Engineering,6220,Expense,Supplies,1500
FY18,Engineering,6220,Expense,Other Financing,329310
FY18,Engineering,6220,Expense,Personal Services,1064978
FY18,Engineering,6220,Expense,Personal Services,9000
FY18,Engineering,6220,Expense,Personal Services,10000
FY18,Engineering,6220,Expense,Personal Services,82925
FY18,Engineering,6220,Expense,Personal Services,167126
FY18,Engineering,6220,Expense,Personal Services,133220
FY18,Engineering,6220,Expense,Personal Services,260198
FY18,Engineering,6220,Expense,Personal Services,1481
FY18,Engineering,6220,Expense,Other Services and Charges,273417
FY18,Engineering,6220,Expense,Other Services and Charges,1500
FY18,Engineering,6220,Expense,Other Services and Charges,45502
FY18,Engineering,6220,Expense,Other Services and Charges,17000
FY18,Engineering,6220,Expense,Other Services and Charges,1500
FY18,Engineering,6220,Expense,Other Services and Charges,170713
FY18,Engineering,6220,Expense,Other Services and Charges,1500
FY18,Engineering,6220,Expense,Other Services and Charges,19500
FY18,Engineering,6220,Expense,Other Services and Charges,675
FY18,Engineering,6220,Expense,Other Services and Charges,5123
FY18,Engineering,6220,Expense,Other Services and Charges,19094
FY18,Engineering,6220,Expense,Other Services and Charges,162902
FY18,Engineering,6220,Expense,Other Services and Charges,42237
FY18,Engineering,6220,Expense,Other Services and Charges,27125
FY18,Engineering,6220,Expense,Other Services and Charges,70723
FY18,Engineering,6220,Expense,Other Services and Charges,164127
FY18,Engineering,6220,Revenue,Charges for Services,7500
FY18,Engineering,4010,Expense,Capital Outlays,400000
FY18,Engineering,4010,Revenue,Other Financing Sources,400000
FY18,Engineering,6220,Expense,Other Financing,1961
FY18,Engineering,6220,Expense,Personal Services,25071
FY18,Engineering,6220,Expense,Personal Services,1918
FY18,Engineering,6220,Expense,Personal Services,6167
FY18,Engineering,6220,Expense,Personal Services,3133
FY18,Engineering,6220,Expense,Personal Services,6119
FY18,Engineering,6220,Expense,Personal Services,35
FY18,Engineering,6220,Revenue,Licenses & Permits,8500
FY18,Engineering,6220,Revenue,Licenses & Permits,80000
FY18,Engineering,6220,Revenue,Licenses & Permits,8000
FY18,Engineering,6220,Expense,Personal Services,1450644
FY18,Engineering,6220,Expense,Personal Services,25100
FY18,Engineering,6220,Expense,Personal Services,112894
FY18,Engineering,6220,Expense,Personal Services,253464
FY18,Engineering,6220,Expense,Personal Services,181277
FY18,Engineering,6220,Expense,Personal Services,354058
FY18,Engineering,6220,Expense,Personal Services,2967
FY18,Engineering,6220,Revenue,Charges for Services,5428743
FY18,Engineering,6220,Expense,Personal Services,85094
FY18,Engineering,6220,Expense,Personal Services,6510
FY18,Engineering,6220,Expense,Personal Services,11717
FY18,Engineering,6220,Expense,Personal Services,10634
FY18,Engineering,6220,Expense,Personal Services,20769
FY18,Engineering,6220,Expense,Personal Services,118
FY18,Engineering,6220,Revenue,Charges for Services,279561
FY18,Clerk's Office,1010,Expense,Personal Services,55191
FY18,Clerk's Office,1010,Expense,Personal Services,500
FY18,Clerk's Office,1010,Expense,Personal Services,4260
FY18,Clerk's Office,1010,Expense,Personal Services,12334
FY18,Clerk's Office,1010,Expense,Personal Services,6897
FY18,Clerk's Office,1010,Expense,Personal Services,13471
FY18,Clerk's Office,1010,Expense,Personal Services,77
FY18,Clerk's Office,1010,Expense,Other Services and Charges,42000
FY18,Clerk's Office,1010,Expense,Other Services and Charges,433
FY18,Clerk's Office,1010,Expense,Supplies,16000
FY18,Clerk's Office,1010,Expense,Supplies,200
FY18,Clerk's Office,1010,Expense,Capital Outlays,5000
FY18,Clerk's Office,1010,Expense,Personal Services,107746
FY18,Clerk's Office,1010,Expense,Personal Services,500
FY18,Clerk's Office,1010,Expense,Personal Services,8281
FY18,Clerk's Office,1010,Expense,Personal Services,24668
FY18,Clerk's Office,1010,Expense,Personal Services,13464
FY18,Clerk's Office,1010,Expense,Personal Services,26297
FY18,Clerk's Office,1010,Expense,Personal Services,150
FY18,Clerk's Office,1010,Expense,Other Services and Charges,500
FY18,Clerk's Office,1010,Expense,Other Services and Charges,500
FY18,Clerk's Office,1010,Expense,Other Services and Charges,2757
FY18,Clerk's Office,1010,Expense,Other Services and Charges,140076
FY18,Clerk's Office,1010,Revenue,Charges for Services,2000
FY18,Clerk's Office,1010,Expense,Supplies,5000
FY18,Clerk's Office,1010,Expense,Personal Services,108328
FY18,Clerk's Office,1010,Expense,Personal Services,500
FY18,Clerk's Office,1010,Expense,Personal Services,8325
FY18,Clerk's Office,1010,Expense,Personal Services,24668
FY18,Clerk's Office,1010,Expense,Personal Services,13537
FY18,Clerk's Office,1010,Expense,Personal Services,26440
FY18,Clerk's Office,1010,Expense,Personal Services,151
FY18,Clerk's Office,1010,Expense,Other Services and Charges,5000
FY18,Clerk's Office,1010,Expense,Other Services and Charges,866
FY18,Clerk's Office,1010,Revenue,Licenses & Permits,185000
FY18,Clerk's Office,1010,Expense,Supplies,18100
FY18,Clerk's Office,1010,Expense,Supplies,300
FY18,Clerk's Office,1010,Expense,Personal Services,320551
FY18,Clerk's Office,1010,Expense,Personal Services,2000
FY18,Clerk's Office,1010,Expense,Personal Services,24675
FY18,Clerk's Office,1010,Expense,Personal Services,49336
FY18,Clerk's Office,1010,Expense,Personal Services,40173
FY18,Clerk's Office,1010,Expense,Personal Services,78463
FY18,Clerk's Office,1010,Expense,Personal Services,447
FY18,Clerk's Office,1010,Expense,Other Services and Charges,11865
FY18,Clerk's Office,1010,Expense,Other Services and Charges,1200
FY18,Clerk's Office,1010,Expense,Other Services and Charges,600
FY18,Clerk's Office,1010,Expense,Other Services and Charges,5000
FY18,Clerk's Office,1010,Expense,Other Services and Charges,6000
FY18,Clerk's Office,1010,Expense,Other Services and Charges,1000
FY18,Clerk's Office,1010,Expense,Other Services and Charges,1500
FY18,Clerk's Office,1010,Expense,Other Services and Charges,600
FY18,Clerk's Office,1010,Expense,Other Services and Charges,500
FY18,Clerk's Office,1010,Expense,Other Services and Charges,7907
FY18,Clerk's Office,1010,Expense,Other Services and Charges,83514
FY18,Clerk's Office,1010,Expense,Other Services and Charges,25110
FY18,Clerk's Office,1010,Expense,Other Services and Charges,9500
FY18,Clerk's Office,1010,Expense,Other Services and Charges,52648
FY18,Clerk's Office,1010,Revenue,Charges for Services,2500
FY18,Clerk's Office,1010,Expense,Supplies,500
FY18,Clerk's Office,1010,Expense,Other Services and Charges,2500
FY18,Clerk's Office,1010,Expense,Other Services and Charges,500
FY18,Clerk's Office,1010,Revenue,Charges for Services,85000
FY18,Clerk's Office,1010,Expense,Personal Services,96520
FY18,Clerk's Office,1010,Expense,Personal Services,7384
FY18,Clerk's Office,1010,Expense,Personal Services,24668
FY18,Clerk's Office,1010,Expense,Personal Services,12061
FY18,Clerk's Office,1010,Expense,Personal Services,23558
FY18,Clerk's Office,1010,Expense,Personal Services,134
FY18,Clerk's Office,1010,Expense,Other Services and Charges,866
FY18,Clerk's Office,1010,Revenue,Other Revenues,100000
FY18,Clerk's Office,1010,Expense,Supplies,36250
FY18,Clerk's Office,1010,Expense,Personal Services,40000
FY18,Clerk's Office,1010,Expense,Personal Services,15000
FY18,Clerk's Office,1010,Expense,Personal Services,4208
FY18,Clerk's Office,1010,Expense,Personal Services,200000
FY18,Clerk's Office,1010,Expense,Other Services and Charges,13500
FY18,Clerk's Office,1010,Expense,Other Services and Charges,1500
FY18,Clerk's Office,1010,Expense,Other Services and Charges,25000
FY18,Clerk's Office,1010,Expense,Other Services and Charges,2000
FY18,Clerk's Office,1010,Expense,Other Services and Charges,1000
FY18,Clerk's Office,1010,Expense,Other Services and Charges,9500
FY18,Clerk's Office,1010,Expense,Other Services and Charges,6000
FY18,Clerk's Office,1010,Expense,Other Services and Charges,58671
FY18,Clerk's Office,1010,Expense,Other Services and Charges,7000
FY18,District Court,7400,Expense,Supplies,85594
FY18,District Court,7400,Expense,Supplies,2100
FY18,District Court,7400,Expense,Supplies,5745
FY18,District Court,7400,Expense,Capital Outlays,37792
FY18,District Court,7400,Expense,Other Financing,345643
FY18,District Court,7400,Expense,Other Financing,-420868
FY18,District Court,7400,Expense,Personal Services,4487976
FY18,District Court,7400,Expense,Personal Services,3300
FY18,District Court,7400,Expense,Personal Services,106285
FY18,District Court,7400,Expense,Personal Services,38000
FY18,District Court,7400,Expense,Personal Services,351461
FY18,District Court,7400,Expense,Personal Services,999054
FY18,District Court,7400,Expense,Personal Services,561088
FY18,District Court,7400,Expense,Personal Services,1095882
FY18,District Court,7400,Expense,Personal Services,10267
FY18,District Court,7400,Expense,Other Services and Charges,431182
FY18,District Court,7400,Expense,Other Services and Charges,5992
FY18,District Court,7400,Expense,Other Services and Charges,1795544
FY18,District Court,7400,Expense,Other Services and Charges,276
FY18,District Court,7400,Expense,Other Services and Charges,98258
FY18,District Court,7400,Expense,Other Services and Charges,22875
FY18,District Court,7400,Expense,Other Services and Charges,61810
FY18,District Court,7400,Expense,Other Services and Charges,24352
FY18,District Court,7400,Expense,Other Services and Charges,12000
FY18,District Court,7400,Expense,Other Services and Charges,4683
FY18,District Court,7400,Expense,Other Services and Charges,1624
FY18,District Court,7400,Expense,Other Services and Charges,5935
FY18,District Court,7400,Expense,Other Services and Charges,484
FY18,District Court,7400,Expense,Other Services and Charges,1352
FY18,District Court,7400,Expense,Other Services and Charges,1082
FY18,District Court,7400,Expense,Other Services and Charges,100796
FY18,District Court,7400,Expense,Other Services and Charges,11156
FY18,District Court,7400,Expense,Other Services and Charges,70069
FY18,District Court,7400,Expense,Other Services and Charges,2990755
FY18,District Court,7400,Expense,Other Services and Charges,67679
FY18,District Court,7400,Expense,Other Services and Charges,190837
FY18,District Court,7400,Revenue,State Grants,50000
FY18,District Court,7400,Revenue,State Grants,4000
FY18,District Court,7400,Revenue,State Grants,274344
FY18,District Court,7400,Revenue,Charges for Services,6340000
FY18,District Court,7400,Revenue,Charges for Services,150000
FY18,District Court,7400,Revenue,Charges for Services,425000
FY18,District Court,7400,Revenue,Charges for Services,8100
FY18,District Court,7400,Revenue,Other Financing Sources,5110000
FY18,District Court,7400,Revenue,Other Financing Sources,1451994
FY18,Public Library,2710,Expense,Supplies,47000
FY18,Public Library,2710,Expense,Other Financing,170000
FY18,Public Library,2710,Expense,Personal Services,247442
FY18,Public Library,2710,Expense,Personal Services,119190
FY18,Public Library,2710,Expense,Personal Services,28047
FY18,Public Library,2710,Expense,Personal Services,54625
FY18,Public Library,2710,Expense,Personal Services,11234
FY18,Public Library,2710,Expense,Personal Services,60846
FY18,Public Library,2710,Expense,Personal Services,513
FY18,Public Library,2710,Expense,Other Services and Charges,59000
FY18,Public Library,2710,Expense,Other Services and Charges,20000
FY18,Public Library,2710,Expense,Other Services and Charges,15500
FY18,Public Library,2710,Expense,Other Services and Charges,5000
FY18,Public Library,2710,Expense,Other Services and Charges,255000
FY18,Public Library,2710,Expense,Other Services and Charges,65000
FY18,Public Library,2710,Expense,Other Services and Charges,185000
FY18,Public Library,2710,Expense,Other Services and Charges,10000
FY18,Public Library,2710,Expense,Supplies,4500
FY18,Public Library,2710,Expense,Personal Services,123245
FY18,Public Library,2710,Expense,Personal Services,110177
FY18,Public Library,2710,Expense,Personal Services,17857
FY18,Public Library,2710,Expense,Personal Services,21850
FY18,Public Library,2710,Expense,Personal Services,5595
FY18,Public Library,2710,Expense,Personal Services,30306
FY18,Public Library,2710,Expense,Personal Services,327
FY18,Public Library,2710,Expense,Other Services and Charges,4546
FY18,Public Library,2710,Expense,Other Services and Charges,230
FY18,Public Library,2710,Expense,Other Services and Charges,2000
FY18,Public Library,2710,Expense,Other Services and Charges,150
FY18,Public Library,2710,Expense,Other Financing,333854
FY18,Public Library,2710,Expense,Other Financing,-61394
FY18,Public Library,2710,Expense,Personal Services,22000
FY18,Public Library,2710,Expense,Personal Services,-6452
FY18,Public Library,2710,Expense,Personal Services,-16654
FY18,Public Library,2710,Expense,Personal Services,-19187
FY18,Public Library,2710,Expense,Personal Services,-15461
FY18,Public Library,2710,Expense,Personal Services,3000
FY18,Public Library,2710,Expense,Other Services and Charges,21000
FY18,Public Library,2710,Expense,Other Services and Charges,24129
FY18,Public Library,2710,Expense,Other Services and Charges,84715
FY18,Public Library,2710,Expense,Other Services and Charges,7500
FY18,Public Library,2710,Expense,Other Services and Charges,2000
FY18,Public Library,2710,Expense,Other Services and Charges,9250
FY18,Public Library,2710,Expense,Other Services and Charges,14000
FY18,Public Library,2710,Expense,Other Services and Charges,35956
FY18,Public Library,2710,Expense,Other Services and Charges,2400
FY18,Public Library,2710,Revenue,Taxes,211537
FY18,Public Library,2710,Revenue,State Grants,120000
FY18,Public Library,2710,Revenue,Fines & Forfeitures,200000
FY18,Public Library,2710,Revenue,Charges for Services,125000
FY18,Public Library,2710,Revenue,Contribution from Local Units,370000
FY18,Public Library,2710,Expense,Capital Outlays,2140
FY18,Public Library,2710,Expense,Personal Services,54697
FY18,Public Library,2710,Expense,Personal Services,4184
FY18,Public Library,2710,Expense,Personal Services,10925
FY18,Public Library,2710,Expense,Personal Services,2483
FY18,Public Library,2710,Expense,Personal Services,13450
FY18,Public Library,2710,Expense,Personal Services,77
FY18,Public Library,2710,Expense,Other Services and Charges,41500
FY18,Public Library,2710,Expense,Other Services and Charges,96170
FY18,Public Library,2710,Expense,Other Services and Charges,2320
FY18,Public Library,2710,Expense,Other Services and Charges,150
FY18,Public Library,2710,Expense,Personal Services,109518
FY18,Public Library,2710,Expense,Personal Services,117141
FY18,Public Library,2710,Expense,Personal Services,17339
FY18,Public Library,2710,Expense,Personal Services,16388
FY18,Public Library,2710,Expense,Personal Services,4972
FY18,Public Library,2710,Expense,Personal Services,26931
FY18,Public Library,2710,Expense,Personal Services,1547
FY18,Public Library,2710,Expense,Other Services and Charges,1950
FY18,Public Library,2710,Expense,Other Services and Charges,315
FY18,Public Library,2710,Expense,Other Services and Charges,1950
FY18,Public Library,2710,Expense,Other Services and Charges,1100
FY18,Public Library,2710,Expense,Other Services and Charges,20500
FY18,Public Library,2710,Expense,Other Services and Charges,7000
FY18,Public Library,2710,Expense,Other Services and Charges,22250
FY18,Public Library,2710,Expense,Other Services and Charges,250
FY18,Public Library,2710,Expense,Capital Outlays,1400
FY18,Public Library,2710,Expense,Personal Services,260461
FY18,Public Library,2710,Expense,Personal Services,87924
FY18,Public Library,2710,Expense,Personal Services,26651
FY18,Public Library,2710,Expense,Personal Services,43700
FY18,Public Library,2710,Expense,Personal Services,11825
FY18,Public Library,2710,Expense,Personal Services,64047
FY18,Public Library,2710,Expense,Personal Services,488
FY18,Public Library,2710,Expense,Other Services and Charges,21500
FY18,Public Library,2710,Expense,Other Services and Charges,6000
FY18,Public Library,2710,Expense,Other Services and Charges,606
FY18,Public Library,2710,Expense,Other Services and Charges,300
FY18,Public Library,2710,Expense,Supplies,20500
FY18,Public Library,2710,Expense,Personal Services,49008
FY18,Public Library,2710,Expense,Personal Services,15348
FY18,Public Library,2710,Expense,Personal Services,4923
FY18,Public Library,2710,Expense,Personal Services,10925
FY18,Public Library,2710,Expense,Personal Services,2225
FY18,Public Library,2710,Expense,Personal Services,12051
FY18,Public Library,2710,Expense,Personal Services,90
FY18,Public Library,2710,Expense,Other Services and Charges,7750
FY18,Public Library,2710,Expense,Other Services and Charges,9000
FY18,Public Library,2710,Expense,Other Services and Charges,7950
FY18,Public Library,2710,Expense,Other Services and Charges,1400
FY18,Public Library,2710,Expense,Other Services and Charges,3000
FY18,Public Library,2710,Expense,Other Services and Charges,435
FY18,Public Library,2710,Expense,Other Services and Charges,1600
FY18,Public Library,7374,Expense,Other Services and Charges,53032
FY18,Public Library,2710,Expense,Personal Services,508855
FY18,Public Library,2710,Expense,Personal Services,38927
FY18,Public Library,2710,Expense,Personal Services,65550
FY18,Public Library,2710,Expense,Personal Services,23102
FY18,Public Library,2710,Expense,Personal Services,125127
FY18,Public Library,2710,Expense,Personal Services,712
FY18,Public Library,2710,Expense,Other Services and Charges,40000
FY18,Public Library,2710,Expense,Other Services and Charges,11315
FY18,Public Library,2710,Expense,Other Services and Charges,8200
FY18,Public Library,2710,Expense,Other Services and Charges,2685
FY18,Public Library,2710,Expense,Other Services and Charges,2300
FY18,Public Library,2710,Expense,Personal Services,67157
FY18,Public Library,2710,Expense,Personal Services,5138
FY18,Public Library,2710,Expense,Personal Services,94
FY18,Public Library,2710,Expense,Other Services and Charges,1500
FY18,Public Library,2710,Expense,Other Services and Charges,215
FY18,Public Library,2710,Expense,Other Services and Charges,3500
FY18,Public Library,2710,Expense,Other Services and Charges,1300
FY18,Public Library,2710,Expense,Other Services and Charges,16250
FY18,Public Library,2710,Expense,Other Services and Charges,15000
FY18,Public Library,2710,Expense,Other Services and Charges,27500
FY18,Public Library,2710,Expense,Other Services and Charges,100
FY18,Public Library,2710,Expense,Capital Outlays,1200
FY18,Public Library,2710,Expense,Personal Services,348282
FY18,Public Library,2710,Expense,Personal Services,2000
FY18,Public Library,2710,Expense,Personal Services,198041
FY18,Public Library,2710,Expense,Personal Services,41794
FY18,Public Library,2710,Expense,Personal Services,54625
FY18,Public Library,2710,Expense,Personal Services,15812
FY18,Public Library,2710,Expense,Personal Services,85643
FY18,Public Library,2710,Expense,Personal Services,765
FY18,Public Library,2710,Expense,Other Services and Charges,9500
FY18,Public Library,2710,Expense,Other Services and Charges,11420
FY18,Public Library,2710,Expense,Other Services and Charges,2758
FY18,Public Library,2710,Expense,Other Services and Charges,2000
FY18,Public Library,2710,Expense,Personal Services,62255
FY18,Public Library,2710,Expense,Personal Services,57097
FY18,Public Library,2710,Expense,Personal Services,9130
FY18,Public Library,2710,Expense,Personal Services,10925
FY18,Public Library,2710,Expense,Personal Services,2826
FY18,Public Library,2710,Expense,Personal Services,15309
FY18,Public Library,2710,Expense,Personal Services,580
FY18,Public Library,2710,Expense,Other Services and Charges,1200
FY18,Public Library,2710,Expense,Other Services and Charges,305
FY18,Public Library,2710,Expense,Other Services and Charges,1000
FY18,Public Library,2710,Expense,Other Services and Charges,1250
FY18,Public Library,2710,Expense,Other Services and Charges,10000
FY18,Public Library,2710,Expense,Other Services and Charges,3100
FY18,Public Library,2710,Expense,Other Services and Charges,15500
FY18,Public Library,2710,Expense,Other Services and Charges,250
FY18,Public Library,2710,Expense,Capital Outlays,500
FY18,Public Library,2710,Expense,Capital Outlays,7000
FY18,Public Library,2710,Expense,Personal Services,482593
FY18,Public Library,2710,Expense,Personal Services,135636
FY18,Public Library,2710,Expense,Personal Services,47294
FY18,Public Library,2710,Expense,Personal Services,87400
FY18,Public Library,2710,Expense,Personal Services,21910
FY18,Public Library,2710,Expense,Personal Services,118670
FY18,Public Library,2710,Expense,Personal Services,2515
FY18,Public Library,2710,Expense,Other Services and Charges,9000
FY18,Public Library,2710,Expense,Other Services and Charges,5980
FY18,Public Library,2710,Expense,Other Services and Charges,220
FY18,Public Library,2710,Expense,Other Services and Charges,700
FY18,Public Library,2710,Expense,Supplies,1186000
FY18,Public Library,2710,Expense,Capital Outlays,60000
FY18,Public Library,2710,Expense,Personal Services,222883
FY18,Public Library,2710,Expense,Personal Services,19505
FY18,Public Library,2710,Expense,Personal Services,18543
FY18,Public Library,2710,Expense,Personal Services,32775
FY18,Public Library,2710,Expense,Personal Services,10119
FY18,Public Library,2710,Expense,Personal Services,54807
FY18,Public Library,2710,Expense,Personal Services,339
FY18,Public Library,2710,Expense,Other Services and Charges,2400
FY18,Public Library,2710,Expense,Other Services and Charges,6000
FY18,Public Library,2710,Expense,Capital Outlays,100
FY18,Public Library,2710,Expense,Personal Services,33719
FY18,Public Library,2710,Expense,Personal Services,64035
FY18,Public Library,2710,Expense,Personal Services,7478
FY18,Public Library,2710,Expense,Personal Services,5462
FY18,Public Library,2710,Expense,Personal Services,1531
FY18,Public Library,2710,Expense,Personal Services,8291
FY18,Public Library,2710,Expense,Personal Services,544
FY18,Public Library,2710,Expense,Other Services and Charges,115
FY18,Public Library,2710,Expense,Other Services and Charges,1650
FY18,Public Library,2710,Expense,Other Services and Charges,11000
FY18,Public Library,2710,Expense,Other Services and Charges,3750
FY18,Public Library,2710,Expense,Other Services and Charges,15500
FY18,Public Library,2710,Expense,Other Services and Charges,200
FY18,Public Library,2710,Expense,Capital Outlays,3550
FY18,Public Library,2710,Expense,Personal Services,143237
FY18,Public Library,2710,Expense,Personal Services,123310
FY18,Public Library,2710,Expense,Personal Services,20391
FY18,Public Library,2710,Expense,Personal Services,21850
FY18,Public Library,2710,Expense,Personal Services,6503
FY18,Public Library,2710,Expense,Personal Services,35222
FY18,Public Library,2710,Expense,Personal Services,1584
FY18,Public Library,2710,Expense,Other Services and Charges,115
FY18,Public Library,2710,Expense,Other Services and Charges,1650
FY18,Public Library,2710,Expense,Other Services and Charges,1250
FY18,Public Library,2710,Expense,Other Services and Charges,19000
FY18,Public Library,2710,Expense,Other Services and Charges,4500
FY18,Public Library,2710,Expense,Other Services and Charges,21200
FY18,Public Library,2710,Expense,Other Services and Charges,250
FY18,Public Library,2711,Expense,Debt Service,750
FY18,Public Library,2711,Expense,Capital Outlays,745860
FY18,Public Library,2711,Expense,Other Financing,2184000
FY18,Public Library,2711,Revenue,Taxes,10000
FY18,Public Library,2711,Revenue,Other Financing Sources,632809
FY18,Public Library,2711,Revenue,Other Financing Sources,170000
FY18,Public Library,2710,Expense,Personal Services,69900
FY18,Public Library,2710,Expense,Personal Services,79178
FY18,Public Library,2710,Expense,Personal Services,11404
FY18,Public Library,2710,Expense,Personal Services,10925
FY18,Public Library,2710,Expense,Personal Services,3173
FY18,Public Library,2710,Expense,Personal Services,17188
FY18,Public Library,2710,Expense,Personal Services,621
FY18,Public Library,2710,Expense,Other Services and Charges,295
FY18,Public Library,2710,Expense,Other Services and Charges,115
FY18,Public Library,2710,Expense,Other Services and Charges,900
FY18,Public Library,2710,Expense,Other Services and Charges,11000
FY18,Public Library,2710,Expense,Other Services and Charges,2400
FY18,Public Library,2710,Expense,Other Services and Charges,14500
FY18,Public Library,2710,Expense,Other Services and Charges,250
FY18,Public Library,2710,Expense,Capital Outlays,700
FY18,Public Library,2710,Expense,Personal Services,66560
FY18,Public Library,2710,Expense,Personal Services,100321
FY18,Public Library,2710,Expense,Personal Services,12766
FY18,Public Library,2710,Expense,Personal Services,10925
FY18,Public Library,2710,Expense,Personal Services,3022
FY18,Public Library,2710,Expense,Personal Services,16367
FY18,Public Library,2710,Expense,Personal Services,1447
FY18,Public Library,2710,Expense,Other Services and Charges,3000
FY18,Public Library,2710,Expense,Other Services and Charges,215
FY18,Public Library,2710,Expense,Other Services and Charges,3500
FY18,Public Library,2710,Expense,Other Services and Charges,1100
FY18,Public Library,2710,Expense,Other Services and Charges,17000
FY18,Public Library,2710,Expense,Other Services and Charges,8500
FY18,Public Library,2710,Expense,Other Services and Charges,30000
FY18,Public Library,2710,Expense,Other Services and Charges,300
FY18,Public Library,2710,Expense,Personal Services,159292
FY18,Public Library,2710,Expense,Personal Services,428944
FY18,Public Library,2710,Expense,Personal Services,45000
FY18,Public Library,2710,Expense,Personal Services,32775
FY18,Public Library,2710,Expense,Personal Services,7232
FY18,Public Library,2710,Expense,Personal Services,39170
FY18,Public Library,2710,Expense,Personal Services,10134
FY18,Public Library,2710,Expense,Other Services and Charges,22000
FY18,Public Library,2710,Expense,Other Services and Charges,4030
FY18,Public Library,2710,Expense,Other Services and Charges,115
FY18,Public Library,2710,Expense,Other Services and Charges,700
FY18,Fiscal Services,1010,Expense,Supplies,17500
FY18,Fiscal Services,1010,Expense,Supplies,1084
FY18,Fiscal Services,1010,Expense,Capital Outlays,10100
FY18,Fiscal Services,1010,Expense,Personal Services,1086155
FY18,Fiscal Services,1010,Expense,Personal Services,83091
FY18,Fiscal Services,1010,Expense,Personal Services,186860
FY18,Fiscal Services,1010,Expense,Personal Services,135857
FY18,Fiscal Services,1010,Expense,Personal Services,265347
FY18,Fiscal Services,1010,Expense,Personal Services,1511
FY18,Fiscal Services,1010,Expense,Other Services and Charges,124790
FY18,Fiscal Services,1010,Expense,Other Services and Charges,2300
FY18,Fiscal Services,1010,Expense,Other Services and Charges,15956
FY18,Fiscal Services,1010,Expense,Other Services and Charges,4884
FY18,Fiscal Services,1010,Expense,Other Services and Charges,42016
FY18,Fiscal Services,1010,Expense,Other Services and Charges,11425
FY18,Fiscal Services,1010,Expense,Other Services and Charges,3743
FY18,Fiscal Services,1010,Expense,Other Services and Charges,8393
FY18,Fiscal Services,1010,Expense,Other Services and Charges,250
FY18,Fiscal Services,1010,Expense,Other Services and Charges,4247
FY18,Fiscal Services,1010,Expense,Other Services and Charges,25920
FY18,Fiscal Services,1010,Expense,Other Services and Charges,101359
FY18,Fiscal Services,1010,Expense,Other Services and Charges,44175
FY18,Fiscal Services,1010,Expense,Other Services and Charges,12867
FY18,Fiscal Services,1010,Expense,Other Services and Charges,69280
FY18,Fiscal Services,1010,Revenue,Other Revenues,600
FY18,Fiscal Services,1010,Revenue,Charges for Services,250
FY18,Fiscal Services,1010,Revenue,Charges for Services,15000
FY18,Fiscal Services,1010,Revenue,Charges for Services,15000
FY18,Fiscal Services,2300,Expense,Other Financing,1671628
FY18,Fiscal Services,2300,Revenue,Investment Income & Rentals,20200
FY18,Fiscal Services,1010,Expense,Supplies,65000
FY18,Fiscal Services,1010,Expense,Supplies,4150
FY18,Fiscal Services,1010,Expense,Capital Outlays,50000
FY18,Fiscal Services,1010,Expense,Capital Outlays,15000
FY18,Fiscal Services,1010,Expense,Capital Outlays,12000
FY18,Fiscal Services,1010,Expense,Personal Services,975258
FY18,Fiscal Services,1010,Expense,Personal Services,56000
FY18,Fiscal Services,1010,Expense,Personal Services,78891
FY18,Fiscal Services,1010,Expense,Personal Services,199194
FY18,Fiscal Services,1010,Expense,Personal Services,121975
FY18,Fiscal Services,1010,Expense,Personal Services,238235
FY18,Fiscal Services,1010,Expense,Personal Services,3478
FY18,Fiscal Services,1010,Expense,Other Services and Charges,201068
FY18,Fiscal Services,1010,Expense,Other Services and Charges,121000
FY18,Fiscal Services,1010,Expense,Other Services and Charges,127122
FY18,Fiscal Services,1010,Expense,Other Services and Charges,15471
FY18,Fiscal Services,1010,Expense,Other Services and Charges,600
FY18,Fiscal Services,1010,Expense,Other Services and Charges,600
FY18,Fiscal Services,1010,Expense,Other Services and Charges,66000
FY18,Fiscal Services,1010,Expense,Other Services and Charges,2500
FY18,Fiscal Services,1010,Expense,Other Services and Charges,20000
FY18,Fiscal Services,1010,Expense,Other Services and Charges,9000
FY18,Fiscal Services,1010,Expense,Other Services and Charges,1000
FY18,Fiscal Services,1010,Expense,Other Services and Charges,500
FY18,Fiscal Services,1010,Expense,Other Services and Charges,1550
FY18,Fiscal Services,1010,Expense,Other Services and Charges,750
FY18,Fiscal Services,1010,Expense,Other Services and Charges,2450
FY18,Fiscal Services,1010,Expense,Other Services and Charges,80992
FY18,Fiscal Services,1010,Expense,Other Services and Charges,1550
FY18,Fiscal Services,1010,Expense,Other Services and Charges,20940
FY18,Fiscal Services,1010,Expense,Other Services and Charges,39350
FY18,Fiscal Services,1010,Revenue,Taxes,87380216
FY18,Fiscal Services,1010,Revenue,Taxes,-6864164
