budget_year,account_type,department,fund_code,account_category,amount
FY16-17,Expense,Housing & Community Development,1870,,71168
FY16-17,Expense,Housing & Community Development,1870,,55237
FY16-17,Expense,Housing & Community Development,1870,,52728
FY16-17,Expense,Housing & Community Development,1870,,81508
FY16-17,Expense,Housing & Community Development,1870,,9634
FY16-17,Expense,Housing & Community Development,1870,,23114
FY16-17,Expense,Housing & Community Development,1870,,177522
FY16-17,Expense,Housing & Community Development,1870,,680
FY16-17,Expense,Housing & Community Development,1870,,22064
FY16-17,Expense,Housing & Community Development,1870,,34107
FY16-17,Expense,Housing & Community Development,1885,,1428
FY16-17,Expense,Housing & Community Development,1885,,680
FY16-17,Expense,Housing & Community Development,1885,,1470
FY16-17,Expense,Housing & Community Development,1885,,96720
FY16-17,Expense,Housing & Community Development,1885,,5911
FY16-17,Expense,Housing & Community Development,1885,,199868
FY16-17,Expense,Housing & Community Development,1885,,27110
FY16-17,Expense,Housing & Community Development,1885,,-205
FY16-17,Expense,Housing & Community Development,1885,,62190
FY16-17,Expense,Housing & Community Development,1885,,3801
FY16-17,Expense,Housing & Community Development,1885,,25722
FY16-17,Expense,Housing & Community Development,1885,,59363
FY16-17,Expense,Housing & Community Development,1885,,3627
FY16-17,Expense,Housing & Community Development,1885,,17432
FY16-17,Expense,Housing & Community Development,1885,,91769
FY16-17,Expense,Housing & Community Development,1885,,5608
FY16-17,Expense,Housing & Community Development,1885,,56022
FY16-17,Expense,Housing & Community Development,1885,,12216
FY16-17,Expense,Housing & Community Development,1885,,16640
FY16-17,Expense,Housing & Community Development,2105,,102090
FY16-17,Expense,Housing & Community Development,2105,,31766
FY16-17,Expense,Housing & Community Development,2105,,179550
FY16-17,Expense,Housing & Community Development,2105,,46873
FY16-17,Expense,Housing & Community Development,2105,,10000
FY16-17,Expense,Housing & Community Development,2105,,3211
FY16-17,Expense,Housing & Community Development,2105,,30322
FY16-17,Expense,Housing & Community Development,2105,,20000
FY16-17,Expense,Housing & Community Development,2105,,-473215
FY16-17,Expense,Housing & Community Development,2105,,49403
FY16-17,Expense,Housing & Community Development,2107,,52778
FY16-17,Expense,Housing & Community Development,2107,,2060000
FY16-17,Expense,Housing & Community Development,2107,,6222
FY16-17,Expense,Housing & Community Development,2108,,136099
FY16-17,Expense,Housing & Community Development,2108,,9385
FY16-17,Expense,Housing & Community Development,2108,,43600
FY16-17,Expense,Housing & Community Development,2108,,12949
FY16-17,Expense,Housing & Community Development,2108,,13566
FY16-17,Expense,Housing & Community Development,2108,,21099
FY16-17,Expense,Housing & Community Development,2108,,20018
FY16-17,Expense,Housing & Community Development,2108,,192427
FY16-17,Expense,Housing & Community Development,2108,,422208
FY16-17,Expense,Housing & Community Development,2108,,4200
FY16-17,Expense,Housing & Community Development,2108,,1082
FY16-17,Expense,Housing & Community Development,2108,,559
FY16-17,Expense,Housing & Community Development,2108,,629
FY16-17,Expense,Housing & Community Development,2108,,204312
FY16-17,Expense,Housing & Community Development,2108,,285
FY16-17,Expense,Housing & Community Development,2108,,12425
FY16-17,Expense,Housing & Community Development,2108,,131372
FY16-17,Expense,Housing & Community Development,2108,,193853
FY16-17,Expense,Housing & Community Development,2108,,4024
FY16-17,Expense,Housing & Community Development,2108,,125403
FY16-17,Expense,Housing & Community Development,2108,,16216
FY16-17,Expense,Housing & Community Development,2108,,198732
FY16-17,Expense,Housing & Community Development,2108,,997761
FY16-17,Expense,Housing & Community Development,2108,,108784
FY16-17,Expense,Housing & Community Development,2108,,410600
FY16-17,Expense,Housing & Community Development,2108,,18850
FY16-17,Expense,Housing & Community Development,2108,,29140
FY16-17,Expense,Housing & Community Development,2108,,1399
FY16-17,Expense,Housing & Community Development,2108,,63465
FY16-17,Expense,Housing & Community Development,2108,,30712
FY16-17,Expense,Housing & Community Development,2108,,19747
FY16-17,Expense,Housing & Community Development,2108,,6425
FY16-17,Expense,Housing & Community Development,2108,,1360
FY16-17,Expense,Housing & Community Development,2108,,89243
FY16-17,Expense,Housing & Community Development,2108,,420
FY16-17,Expense,Housing & Community Development,2108,,138794
FY16-17,Expense,Housing & Community Development,2108,,136535
FY16-17,Expense,Housing & Community Development,2108,,85188
FY16-17,Expense,Housing & Community Development,2108,,131688
FY16-17,Expense,Housing & Community Development,2108,,308
FY16-17,Expense,Housing & Community Development,2108,,286813
FY16-17,Expense,Housing & Community Development,2108,,13993
FY16-17,Expense,Housing & Community Development,2108,,508307
FY16-17,Expense,Housing & Community Development,2108,,28170
FY16-17,Expense,Housing & Community Development,2108,,14551
FY16-17,Expense,Housing & Community Development,2108,,158162
FY16-17,Expense,Housing & Community Development,2108,,4156
FY16-17,Expense,Housing & Community Development,2108,,233386
FY16-17,Expense,Housing & Community Development,2108,,245978
FY16-17,Expense,Housing & Community Development,2108,,12803
FY16-17,Expense,Housing & Community Development,2108,,706977
FY16-17,Expense,Housing & Community Development,2108,,3150
FY16-17,Expense,Housing & Community Development,2108,,4354
FY16-17,Expense,Housing & Community Development,2108,,4200
FY16-17,Expense,Housing & Community Development,2108,,150975
FY16-17,Expense,Housing & Community Development,2108,,6771
FY16-17,Expense,Housing & Community Development,2108,,3370
FY16-17,Expense,Housing & Community Development,2108,,19596
FY16-17,Expense,Housing & Community Development,2108,,21600
FY16-17,Expense,Housing & Community Development,2108,,92832
FY16-17,Expense,Housing & Community Development,2108,,159200
FY16-17,Expense,Housing & Community Development,2109,,67698
FY16-17,Expense,Housing & Community Development,2109,,1357509
FY16-17,Expense,Housing & Community Development,2109,,102706
FY16-17,Expense,Housing & Community Development,2109,,15263
FY16-17,Expense,Housing & Community Development,2109,,38425
FY16-17,Expense,Housing & Community Development,2109,,2264
FY16-17,Expense,Housing & Community Development,2109,,1130
FY16-17,Expense,Housing & Community Development,2109,,31957
FY16-17,Expense,Housing & Community Development,2109,,24868
FY16-17,Expense,Housing & Community Development,2109,,23594
FY16-17,Expense,Housing & Community Development,2109,,1750
FY16-17,Expense,Housing & Community Development,2109,,24707
FY16-17,Expense,Housing & Community Development,2109,,10717
FY16-17,Expense,Housing & Community Development,2109,,11227
FY16-17,Expense,Housing & Community Development,2109,,1050
FY16-17,Expense,Housing & Community Development,2109,,1050
FY16-17,Expense,Housing & Community Development,2109,,30505
FY16-17,Expense,Housing & Community Development,2109,,49701
FY16-17,Expense,Housing & Community Development,2109,,16567
FY16-17,Expense,Housing & Community Development,2109,,580
FY16-17,Expense,Housing & Community Development,2109,,17461
FY16-17,Expense,Housing & Community Development,2109,,15990
FY16-17,Expense,Housing & Community Development,2109,,51388
FY16-17,Expense,Housing & Community Development,2109,,1050
FY16-17,Expense,Housing & Community Development,2109,,36457
FY16-17,Expense,Housing & Community Development,2109,,23750
FY16-17,Expense,Housing & Community Development,2109,,79404
FY16-17,Expense,Housing & Community Development,2109,,36080
FY16-17,Expense,Housing & Community Development,2109,,23584
FY16-17,Expense,Housing & Community Development,2109,,47156
FY16-17,Expense,Housing & Community Development,2109,,2555
FY16-17,Expense,Housing & Community Development,2413,,47876
FY16-17,Expense,Housing & Community Development,2413,,23168
FY16-17,Expense,Housing & Community Development,2413,,14220
FY16-17,Expense,Housing & Community Development,2413,,1055
FY16-17,Expense,Housing & Community Development,2413,,21982
FY16-17,Expense,Housing & Community Development,2413,,49747
FY16-17,Expense,Housing & Community Development,2413,,2500
FY16-17,Expense,Housing & Community Development,2413,,1290
FY16-17,Expense,Housing & Community Development,2413,,764933
FY16-17,Expense,Housing & Community Development,2413,,370163
FY16-17,Expense,Housing & Community Development,2413,,2500
FY16-17,Expense,Housing & Community Development,2413,,1000
FY16-17,Expense,Housing & Community Development,2413,,2600
FY16-17,Expense,Housing & Community Development,2413,,3000
FY16-17,Expense,Housing & Community Development,2413,,1000
FY16-17,Expense,Housing & Community Development,2413,,100
FY16-17,Expense,Housing & Community Development,2413,,630
FY16-17,Expense,Housing & Community Development,2413,,227199
FY16-17,Expense,Housing & Community Development,2413,,18033
FY16-17,Expense,Housing & Community Development,2413,,189
FY16-17,Expense,Housing & Community Development,2413,,800
FY16-17,Expense,Housing & Community Development,2413,,5000
FY16-17,Expense,Housing & Community Development,2413,,5000
FY16-17,Expense,Housing & Community Development,2413,,6000
FY16-17,Expense,Housing & Community Development,2413,,11666
FY16-17,Expense,Housing & Community Development,2413,,13000
FY16-17,Expense,Housing & Community Development,2413,,7000
FY16-17,Expense,Housing & Community Development,2413,,3000
FY16-17,Expense,Housing & Community Development,2413,,52292
FY16-17,Expense,Housing & Community Development,2413,,866
FY16-17,Expense,Housing & Community Development,2413,,39278
FY16-17,Expense,Housing & Community Development,2413,,5000
FY16-17,Expense,Housing & Community Development,2413,,-250000
FY16-17,Expense,Housing & Community Development,2413,,1170
FY16-17,Expense,Housing & Community Development,2413,,19007
FY16-17,Expense,Housing & Community Development,2413,,351215
FY16-17,Expense,Housing & Community Development,2413,,10000
FY16-17,Expense,Housing & Community Development,2413,,800
FY16-17,Expense,Housing & Community Development,2413,,7000
FY16-17,Expense,Housing & Community Development,2413,,5000
FY16-17,Expense,Housing & Community Development,2413,,20898
FY16-17,Expense,Housing & Community Development,2415,,1419
FY16-17,Expense,Housing & Community Development,2415,,40
FY16-17,Expense,Housing & Community Development,2415,,263
FY16-17,Expense,Housing & Community Development,2826,,89492
FY16-17,Expense,Housing & Community Development,2826,,207000
FY16-17,Expense,Human Resources,1010,,8130
FY16-17,Expense,Human Resources,1010,,28818
FY16-17,Expense,Human Resources,1010,,1600
FY16-17,Expense,Human Resources,1010,,2480
FY16-17,Expense,Human Resources,1010,,4150
FY16-17,Expense,Human Resources,1010,,750
FY16-17,Expense,Human Resources,1010,,180
FY16-17,Expense,Human Resources,1010,,200
FY16-17,Expense,Human Resources,1010,,330
FY16-17,Expense,Human Resources,1010,,43080
FY16-17,Expense,Human Resources,1010,,1313
FY16-17,Expense,Human Resources,1010,,71097
FY16-17,Expense,Human Resources,1010,,231664
FY16-17,Expense,Human Resources,1010,,59552
FY16-17,Expense,Human Resources,1010,,18260
FY16-17,Expense,Human Resources,1010,,2340
FY16-17,Expense,Human Resources,1010,,76313
FY16-17,Expense,Human Resources,1010,,11850
FY16-17,Expense,Human Resources,1010,,47390
FY16-17,Expense,Human Resources,1010,,700
FY16-17,Expense,Human Resources,1010,,357
FY16-17,Expense,Human Resources,1010,,2000
FY16-17,Expense,Human Resources,1010,,750
FY16-17,Expense,Human Resources,1010,,8840
FY16-17,Expense,Human Resources,1010,,5106
FY16-17,Expense,Human Resources,1010,,3663
FY16-17,Expense,Human Resources,1010,,4200
FY16-17,Expense,Human Resources,1010,,112105
FY16-17,Expense,Human Resources,1010,,300
FY16-17,Expense,Human Resources,1010,,1750
FY16-17,Expense,Human Resources,1010,,390
FY16-17,Expense,Human Resources,1010,,37460
FY16-17,Expense,Human Resources,1010,,1222
FY16-17,Expense,Human Resources,1010,,34405
FY16-17,Expense,Human Resources,1010,,527855
FY16-17,Expense,Human Resources,1010,,67550
FY16-17,Expense,Human Resources,1010,,106367
FY16-17,Expense,Human Resources,1010,,2200
FY16-17,Expense,Human Resources,1010,,80
FY16-17,Expense,Human Resources,1010,,2200
FY16-17,Expense,Human Resources,1010,,1940
FY16-17,Expense,Human Resources,1010,,200
FY16-17,Expense,Human Resources,1010,,200
FY16-17,Expense,Human Resources,1010,,1030
FY16-17,Expense,Human Resources,1010,,250
FY16-17,Expense,Human Resources,1010,,1149649
FY16-17,Expense,Human Resources,1010,,341464
FY16-17,Expense,Human Resources,1010,,32644
FY16-17,Expense,Human Resources,1010,,166207
FY16-17,Expense,Human Resources,1010,,2814
FY16-17,Expense,Human Resources,1010,,2340
FY16-17,Expense,Human Resources,1010,,20063
FY16-17,Expense,Human Resources,1010,,49366
FY16-17,Expense,Human Resources,1010,,17688
FY16-17,Expense,Human Resources,1010,,80430
FY16-17,Expense,Human Resources,1010,,2310
FY16-17,Expense,Human Resources,1010,,15000
FY16-17,Expense,Human Resources,1010,,1230
FY16-17,Expense,Human Resources,1010,,3000
FY16-17,Expense,Human Resources,1010,,162176
FY16-17,Expense,Human Resources,1010,,740
FY16-17,Expense,Human Resources,1010,,322509
FY16-17,Expense,Human Resources,1010,,21117
FY16-17,Expense,Human Resources,1010,,1170
FY16-17,Expense,Human Resources,1010,,16465
FY16-17,Expense,Human Resources,1010,,27343
FY16-17,Expense,Human Resources,1010,,630
FY16-17,Expense,Human Resources,1010,,430
FY16-17,Expense,Human Resources,1010,,170
FY16-17,Expense,Human Resources,1010,,1150
FY16-17,Expense,Human Resources,1010,,470
FY16-17,Expense,Human Resources,1010,,15900
FY16-17,Expense,Human Resources,1010,,5000
FY16-17,Expense,Human Resources,1010,,3750
FY16-17,Expense,Human Resources,1010,,390
FY16-17,Expense,Human Resources,1010,,180
FY16-17,Expense,Human Resources,1010,,200
FY16-17,Expense,Human Resources,1010,,480
FY16-17,Expense,Human Resources,1010,,556333
FY16-17,Expense,Human Resources,1010,,55435
FY16-17,Expense,Human Resources,1010,,32689
FY16-17,Expense,Human Resources,1010,,2860
FY16-17,Expense,Human Resources,1010,,6200
FY16-17,Expense,Human Resources,1010,,6500
FY16-17,Expense,Human Resources,1010,,2200
FY16-17,Expense,Human Resources,1010,,250
FY16-17,Expense,Human Resources,1010,,200
FY16-17,Expense,Human Resources,1010,,1250
FY16-17,Expense,Human Resources,1010,,750
FY16-17,Expense,Human Resources,1010,,1567
FY16-17,Expense,Human Resources,1010,,1489
FY16-17,Expense,Human Resources,1010,,68808
FY16-17,Expense,Human Resources,1010,,26826
FY16-17,Expense,Human Resources,1010,,31015
FY16-17,Expense,Human Resources,1010,,25453
FY16-17,Expense,Human Resources,1010,,180
FY16-17,Expense,Human Resources,1010,,500
FY16-17,Expense,Human Resources,1010,,220
FY16-17,Expense,Human Resources,1010,,200
FY16-17,Expense,Human Resources,1010,,500
FY16-17,Expense,Human Resources,1010,,250
FY16-17,Expense,Human Resources,1010,,400
FY16-17,Expense,Human Resources,1010,,3560
FY16-17,Expense,Human Resources,1010,,7317
FY16-17,Expense,Human Resources,1010,,15120
FY16-17,Expense,Human Resources,1010,,6942
FY16-17,Expense,Human Resources,1010,,333
FY16-17,Expense,Human Resources,1010,,4491
FY16-17,Expense,Human Resources,1010,,75000
FY16-17,Expense,Human Resources,1100,,4950
FY16-17,Expense,Human Resources,1150,,63042
FY16-17,Expense,Human Resources,1150,,102064
FY16-17,Expense,Human Resources,1150,,26953
FY16-17,Expense,Human Resources,1150,,1250
FY16-17,Expense,Human Resources,1150,,700
FY16-17,Expense,Human Resources,1150,,2380
FY16-17,Expense,Human Resources,1150,,330
FY16-17,Expense,Human Resources,1150,,102713
FY16-17,Expense,Human Resources,1150,,95218
FY16-17,Expense,Human Resources,1150,,96839
FY16-17,Expense,Human Resources,1150,,3250
FY16-17,Expense,Human Resources,1150,,3300
FY16-17,Expense,Human Resources,1150,,62645
FY16-17,Expense,Human Resources,1150,,13451
FY16-17,Expense,Human Resources,1150,,18022
FY16-17,Expense,Human Resources,1150,,2990
FY16-17,Expense,Human Resources,1150,,1000
FY16-17,Expense,Human Resources,1150,,14176
FY16-17,Expense,Human Resources,1150,,97455
FY16-17,Expense,Human Resources,1150,,90344
FY16-17,Expense,Human Resources,1150,,500
FY16-17,Expense,Human Resources,1150,,800
FY16-17,Expense,Human Resources,1150,,77280
FY16-17,Expense,Human Resources,1150,,100
FY16-17,Expense,Human Resources,1150,,4649
FY16-17,Expense,Human Resources,1150,,4678
FY16-17,Expense,Human Resources,1150,,29295
FY16-17,Expense,Human Resources,1150,,196764
FY16-17,Expense,Human Resources,1150,,710
FY16-17,Expense,Human Resources,1150,,1220
FY16-17,Expense,Human Resources,1150,,1000
FY16-17,Expense,Human Resources,1150,,4157
FY16-17,Expense,Human Resources,1150,,4337
FY16-17,Expense,Human Resources,1150,,3780
FY16-17,Expense,Human Resources,1150,,1500
FY16-17,Expense,Human Resources,1150,,250
FY16-17,Expense,Human Resources,1150,,1270
FY16-17,Expense,Human Resources,1150,,646
FY16-17,Expense,Human Resources,1150,,3000
FY16-17,Expense,Human Resources,1150,,212254
FY16-17,Expense,Human Resources,1150,,210913
FY16-17,Expense,Human Resources,1150,,966
FY16-17,Expense,Human Resources,1150,,1780
FY16-17,Expense,Human Resources,1150,,500
FY16-17,Expense,Human Resources,1150,,8701
FY16-17,Expense,Human Resources,1150,,58443
FY16-17,Expense,Human Resources,1150,,13819
FY16-17,Expense,Human Resources,1150,,300
FY16-17,Expense,Human Resources,1150,,1850
FY16-17,Expense,Human Resources,1150,,150
FY16-17,Expense,Human Resources,1150,,111352
FY16-17,Expense,Human Resources,1610,,12285
FY16-17,Expense,Human Resources,1610,,5641
FY16-17,Expense,Human Resources,1610,,330
FY16-17,Expense,Human Resources,1610,,3649
FY16-17,Expense,Human Resources,1610,,271
FY16-17,Expense,Human Resources,1610,,5945
FY16-17,Expense,Human Resources,1610,,3675
FY16-17,Expense,Human Resources,1610,,9045
FY16-17,Expense,Human Resources,1610,,2687
FY16-17,Expense,Human Resources,1610,,4377
FY16-17,Expense,Human Resources,1610,,4153
FY16-17,Expense,Human Resources,1610,,40
FY16-17,Expense,Human Resources,4100,,69300
FY16-17,Expense,Human Resources,4100,,5521
FY16-17,Expense,Human Resources,4400,,19800
FY16-17,Expense,Human Resources,7130,,3783
FY16-17,Expense,Human Resources,7130,,18181
FY16-17,Expense,Human Resources,7130,,20000
FY16-17,Expense,Human Resources,7130,,420
FY16-17,Expense,Human Resources,7130,,5587
FY16-17,Expense,Human Resources,7130,,15000
FY16-17,Expense,Human Resources,7130,,50000
FY16-17,Expense,Human Resources,7130,,37572
FY16-17,Expense,Human Resources,7130,,6164
FY16-17,Expense,Human Resources,7130,,1500
FY16-17,Expense,Human Resources,7130,,281
FY16-17,Expense,Human Resources,7130,,828
FY16-17,Expense,Human Resources,7130,,17250
FY16-17,Expense,Human Resources,7130,,1500
FY16-17,Expense,Human Resources,7130,,500
FY16-17,Expense,Human Resources,7130,,1000
FY16-17,Expense,Human Resources,7130,,254
FY16-17,Expense,Human Resources,7130,,5848
FY16-17,Expense,Human Resources,7130,,5301
FY16-17,Expense,Human Resources,7130,,2000
FY16-17,Expense,Human Resources,7130,,2000
FY16-17,Expense,Human Resources,7130,,4000
FY16-17,Expense,Human Resources,7130,,11546
FY16-17,Expense,Human Resources,7130,,420
FY16-17,Expense,Human Resources,7130,,3429
FY16-17,Expense,Human Resources,7130,,2000
FY16-17,Expense,Human Resources,7130,,3000
FY16-17,Expense,Human Resources,7130,,120
FY16-17,Expense,Human Resources,7130,,11159
FY16-17,Expense,Human Resources,7130,,7000
FY16-17,Expense,Human Resources,7130,,12737
FY16-17,Expense,Human Resources,7130,,4000
FY16-17,Expense,Human Services,1010,,3176
FY16-17,Expense,Human Services,1010,,12824
FY16-17,Expense,Human Services,1010,,20894
FY16-17,Expense,Human Services,1010,,33177
FY16-17,Expense,Human Services,1010,,7933
FY16-17,Expense,Human Services,1010,,1000
FY16-17,Expense,Human Services,1010,,900
FY16-17,Expense,Human Services,1010,,1700
FY16-17,Expense,Human Services,1010,,2260
FY16-17,Expense,Human Services,1010,,10000
FY16-17,Expense,Human Services,1010,,4440
FY16-17,Expense,Human Services,1010,,1000
FY16-17,Expense,Human Services,1010,,30000
FY16-17,Expense,Human Services,1010,,1040
FY16-17,Expense,Human Services,1010,,830
FY16-17,Expense,Human Services,1010,,1713
FY16-17,Expense,Human Services,1010,,6100
FY16-17,Expense,Human Services,1010,,884613
FY16-17,Expense,Human Services,1010,,13625
FY16-17,Expense,Human Services,2128,,15138
FY16-17,Expense,Human Services,1010,,12769
FY16-17,Expense,Human Services,1010,,14667
FY16-17,Expense,Human Services,1010,,105008
FY16-17,Expense,Human Services,1010,,9659
FY16-17,Expense,Human Services,1010,,107071
FY16-17,Expense,Human Services,1010,,43177
FY16-17,Expense,Human Services,1010,,36201
FY16-17,Expense,Human Services,1010,,38777
FY16-17,Expense,Human Services,1010,,58979
FY16-17,Expense,Human Services,1010,,19825
FY16-17,Expense,Human Services,1010,,1950
FY16-17,Expense,Human Services,1010,,1660
FY16-17,Expense,Human Services,1010,,1700
FY16-17,Expense,Human Services,1010,,2830
FY16-17,Expense,Human Services,1010,,2120
FY16-17,Expense,Human Services,1010,,3540
FY16-17,Expense,Human Services,1010,,250
FY16-17,Expense,Human Services,1010,,4370
FY16-17,Expense,Human Services,1010,,10000
FY16-17,Expense,Human Services,1010,,10000
FY16-17,Expense,Human Services,1010,,30
FY16-17,Expense,Human Services,1010,,560
FY16-17,Expense,Human Services,1010,,930
FY16-17,Expense,Human Services,1010,,740
FY16-17,Expense,Human Services,1010,,120
FY16-17,Expense,Human Services,1010,,236
FY16-17,Expense,Human Services,1010,,330
FY16-17,Expense,Human Services,1010,,8361
FY16-17,Expense,Human Services,1010,,5174
FY16-17,Expense,Human Services,1010,,31067
FY16-17,Expense,Human Services,1010,,4909
FY16-17,Expense,Human Services,1010,,29476
FY16-17,Expense,Human Services,1010,,2830
FY16-17,Expense,Human Services,1010,,1000
FY16-17,Expense,Human Services,1010,,330
FY16-17,Expense,Human Services,1010,,150
FY16-17,Expense,Human Services,1010,,5800
FY16-17,Expense,Human Services,1010,,3890
FY16-17,Expense,Human Services,1010,,870
FY16-17,Expense,Human Services,1010,,910
FY16-17,Expense,Human Services,1010,,730
FY16-17,Expense,Human Services,1010,,97262
FY16-17,Expense,Human Services,2128,,1684
FY16-17,Expense,Human Services,1010,,952
FY16-17,Expense,Human Services,1010,,72260
FY16-17,Expense,Human Services,1010,,130554
FY16-17,Expense,Human Services,1010,,63177
FY16-17,Expense,Human Services,1010,,620
FY16-17,Expense,Human Services,1010,,3520
FY16-17,Expense,Human Services,1010,,10
FY16-17,Expense,Human Services,1010,,900
FY16-17,Expense,Human Services,1010,,720
FY16-17,Expense,Human Services,1010,,260
FY16-17,Expense,Human Services,1010,,590
FY16-17,Expense,Human Services,1010,,250
FY16-17,Expense,Human Services,1010,,200
FY16-17,Expense,Human Services,1010,,1300
FY16-17,Expense,Human Services,1010,,780
FY16-17,Expense,Human Services,1010,,100
FY16-17,Expense,Human Services,1010,,26520
FY16-17,Expense,Human Services,1010,,518542
FY16-17,Expense,Human Services,1010,,989
FY16-17,Expense,Human Services,1010,,1593
FY16-17,Expense,Human Services,1010,,2878
FY16-17,Expense,Human Services,1010,,-1205600
FY16-17,Expense,Human Services,1010,,44873
FY16-17,Expense,Human Services,1010,,67929
FY16-17,Expense,Human Services,1010,,13328
FY16-17,Expense,Human Services,1010,,110674
FY16-17,Expense,Human Services,1010,,10691
FY16-17,Expense,Human Services,1010,,55960
FY16-17,Expense,Human Services,1010,,49160
FY16-17,Expense,Human Services,1010,,2180
FY16-17,Expense,Human Services,1010,,2210
FY16-17,Expense,Human Services,1010,,2747
FY16-17,Expense,Human Services,1010,,590
FY16-17,Expense,Human Services,1010,,2830
FY16-17,Expense,Human Services,1010,,200
FY16-17,Expense,Human Services,1010,,870
FY16-17,Expense,Human Services,2128,,150000
FY16-17,Expense,Human Services,1010,,780
FY16-17,Expense,Human Services,1010,,18534
FY16-17,Expense,Human Services,2128,,2956
FY16-17,Expense,Human Services,1010,,506678
FY16-17,Expense,Human Services,1010,,1170
FY16-17,Expense,Human Services,1010,,31800
FY16-17,Expense,Human Services,1010,,59944
FY16-17,Expense,Human Services,1010,,2180
FY16-17,Expense,Human Services,1010,,2190
FY16-17,Expense,Human Services,1010,,2190
FY16-17,Expense,Human Services,1010,,540
FY16-17,Expense,Human Services,1010,,200
FY16-17,Expense,Human Services,1010,,1160
FY16-17,Expense,Human Services,1010,,800
FY16-17,Expense,Human Services,1010,,560
FY16-17,Expense,Human Services,1010,,1000
FY16-17,Expense,Human Services,1010,,11338
FY16-17,Expense,Human Services,1010,,1415
FY16-17,Expense,Human Services,1010,,1414
FY16-17,Expense,Human Services,1010,,228703
FY16-17,Expense,Human Services,1010,,30310
FY16-17,Expense,Human Services,1010,,150822
FY16-17,Expense,Human Services,1010,,245673
FY16-17,Expense,Human Services,1010,,21715
FY16-17,Expense,Human Services,1010,,4200
FY16-17,Expense,Human Services,1010,,21462
FY16-17,Expense,Human Services,1010,,5132
FY16-17,Expense,Human Services,1010,,19068
FY16-17,Expense,Human Services,1010,,9002
FY16-17,Expense,Human Services,1010,,34967
FY16-17,Expense,Human Services,1010,,22760
FY16-17,Expense,Human Services,1010,,2120
FY16-17,Expense,Human Services,1010,,1450
FY16-17,Expense,Human Services,1010,,830
FY16-17,Expense,Human Services,1010,,19911
FY16-17,Expense,Human Services,1010,,18254
FY16-17,Expense,Human Services,1010,,232639
FY16-17,Expense,Human Services,1010,,13916
FY16-17,Expense,Human Services,1010,,121879
FY16-17,Expense,Human Services,1010,,64200
FY16-17,Expense,Human Services,1010,,380
FY16-17,Expense,Human Services,1010,,51814
FY16-17,Expense,Human Services,1010,,1660
FY16-17,Expense,Human Services,1010,,540
FY16-17,Expense,Human Services,1010,,330
FY16-17,Expense,Human Services,1010,,1550
FY16-17,Expense,Human Services,1010,,1450
FY16-17,Expense,Human Services,1010,,390901
FY16-17,Expense,Human Services,1010,,930
FY16-17,Expense,Human Services,1010,,381
FY16-17,Expense,Human Services,1010,,2377
FY16-17,Expense,Human Services,1010,,17276
FY16-17,Expense,Human Services,1010,,20603
FY16-17,Expense,Human Services,1010,,56250
FY16-17,Expense,Human Services,2128,,100000
FY16-17,Expense,Human Services,1010,,-511
FY16-17,Expense,Human Services,1010,,15680
FY16-17,Expense,Human Services,1010,,52791
FY16-17,Expense,Human Services,1010,,24239
FY16-17,Expense,Human Services,1010,,15680
FY16-17,Expense,Human Services,1010,,1164
FY16-17,Expense,Human Services,1010,,52791
FY16-17,Expense,Human Services,1010,,25547
FY16-17,Expense,Human Services,1010,,25547
FY16-17,Expense,Human Services,1010,,24239
FY16-17,Expense,Human Services,1010,,1164
FY16-17,Expense,Human Services,1010,,11057
FY16-17,Expense,Human Services,1010,,3284
FY16-17,Expense,Human Services,1010,,5351
FY16-17,Expense,Human Services,1010,,235231
FY16-17,Expense,Human Services,1010,,5077
FY16-17,Expense,Human Services,1010,,110000
FY16-17,Expense,Human Services,1010,,190000
FY16-17,Expense,Human Services,1010,,80000
FY16-17,Expense,Human Services,1010,,175000
FY16-17,Expense,Human Services,1010,,27353
FY16-17,Expense,Human Services,1010,,63674
FY16-17,Expense,Human Services,1010,,131583
FY16-17,Expense,Human Services,1010,,39081
FY16-17,Expense,Human Services,1010,,60414
FY16-17,Expense,Human Services,1010,,100000
FY16-17,Expense,Human Services,1010,,52239
FY16-17,Expense,Human Services,1010,,3485
FY16-17,Expense,Human Services,1010,,8700
FY16-17,Expense,Human Services,1010,,6102
FY16-17,Expense,Human Services,1010,,2026
FY16-17,Expense,Human Services,1010,,1799
FY16-17,Expense,Human Services,1010,,918
FY16-17,Expense,Human Services,1010,,31130
FY16-17,Expense,Human Services,1010,,41420
FY16-17,Expense,Human Services,1010,,6780
FY16-17,Expense,Human Services,1010,,425
FY16-17,Expense,Human Services,1010,,650
FY16-17,Expense,Human Services,1010,,500
FY16-17,Expense,Human Services,1010,,1000
FY16-17,Expense,Human Services,1010,,610
FY16-17,Expense,Human Services,1010,,806
FY16-17,Expense,Human Services,1010,,866
FY16-17,Expense,Human Services,1010,,17394
FY16-17,Expense,Human Services,1010,,28339
FY16-17,Expense,Human Services,1010,,500
FY16-17,Expense,Human Services,1010,,370
FY16-17,Expense,Human Services,1010,,1440
FY16-17,Expense,Human Services,1010,,26889
FY16-17,Expense,Human Services,1010,,58563
FY16-17,Expense,Human Services,1010,,3330
FY16-17,Expense,Human Services,1010,,6900
FY16-17,Expense,Human Services,1010,,2362
FY16-17,Expense,Human Services,1010,,1284
FY16-17,Expense,Human Services,1010,,1600
