FundCode,FundDescription,OperatingUnit,OperatingUnitDescription,Agency,Agency Name,ProgramID,ProgramName,LineOfBusinessID,LOBName,Account,Character Class,Class Description,Account Description,Operating or Non,FY2017 Budget
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,190,City Clerk,1900202,CLERK RECORDS MANAGEMENT,19002,Official City Records,53010001,53,Supplies,OFFICE SUPPLIES,Operating,1263
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,190,City Clerk,1900203,CLERK AGENDA MANAGEMENT,19002,Official City Records,51000004,51,Personal Services,BUDGET-VACANCY DISCOUNT,Operating,-4042
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,190,City Clerk,1900203,CLERK AGENDA MANAGEMENT,19002,Official City Records,51010001,51,Personal Services,SALARIES AND WAGES,Operating,152300
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,190,City Clerk,1900203,CLERK AGENDA MANAGEMENT,19002,Official City Records,51070001,51,Personal Services,HEALTH AND WELFARE INSURANCE,Operating,22702
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,190,City Clerk,1900203,CLERK AGENDA MANAGEMENT,19002,Official City Records,51070004,51,Personal Services,RETIREMENT PENSION CONTRIB,Operating,9351
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,190,City Clerk,1900203,CLERK AGENDA MANAGEMENT,19002,Official City Records,51130004,51,Personal Services,CAR ALLOWANCE,Operating,300
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,190,City Clerk,1900203,CLERK AGENDA MANAGEMENT,19002,Official City Records,51510004,51,Personal Services,EMPLOYEE PARKING,Operating,1844
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,190,City Clerk,1900203,CLERK AGENDA MANAGEMENT,19002,Official City Records,52049001,52,Other Services,EMPLOYEE TRAINING,Operating,675
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,190,City Clerk,1900203,CLERK AGENDA MANAGEMENT,19002,Official City Records,52130001,52,Other Services,MEMBERSHIPS,Operating,230
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,190,City Clerk,1900203,CLERK AGENDA MANAGEMENT,19002,Official City Records,52340016,52,Other Services,MACHINERY AND EQUIPMENT MTCE,Operating,558
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,190,City Clerk,1900203,CLERK AGENDA MANAGEMENT,19002,Official City Records,52370002,52,Other Services,EMPLOYEE TRAVEL REIMBURSEMENT,Operating,1707
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,190,City Clerk,1900203,CLERK AGENDA MANAGEMENT,19002,Official City Records,52400007,52,Other Services,OTHER EQUIPMENT RENTAL,Operating,3500
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,190,City Clerk,1900203,CLERK AGENDA MANAGEMENT,19002,Official City Records,53010001,53,Supplies,OFFICE SUPPLIES,Operating,1263
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,190,City Clerk,1900204,CLERK BIDDING,19002,Official City Records,51000004,51,Personal Services,BUDGET-VACANCY DISCOUNT,Operating,-1949
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,190,City Clerk,1900204,CLERK BIDDING,19002,Official City Records,51010001,51,Personal Services,SALARIES AND WAGES,Operating,73591
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,190,City Clerk,1900204,CLERK BIDDING,19002,Official City Records,51070001,51,Personal Services,HEALTH AND WELFARE INSURANCE,Operating,15224
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,190,City Clerk,1900204,CLERK BIDDING,19002,Official City Records,51070004,51,Personal Services,RETIREMENT PENSION CONTRIB,Operating,4375
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,190,City Clerk,1900204,CLERK BIDDING,19002,Official City Records,51130004,51,Personal Services,CAR ALLOWANCE,Operating,120
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,190,City Clerk,1900204,CLERK BIDDING,19002,Official City Records,51510004,51,Personal Services,EMPLOYEE PARKING,Operating,1294
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,190,City Clerk,1900204,CLERK BIDDING,19002,Official City Records,52049001,52,Other Services,EMPLOYEE TRAINING,Operating,450
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,190,City Clerk,1900204,CLERK BIDDING,19002,Official City Records,52370002,52,Other Services,EMPLOYEE TRAVEL REIMBURSEMENT,Operating,1050
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,190,City Clerk,1900204,CLERK BIDDING,19002,Official City Records,53010001,53,Supplies,OFFICE SUPPLIES,Operating,1263
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,190,City Clerk,1900205,CLERK ELECTION,19002,Official City Records,51510004,51,Personal Services,EMPLOYEE PARKING,Operating,212
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400101,PLANNING EXECUTIVE LEADERSHIP,24001,Planning Admin,51000004,51,Personal Services,BUDGET-VACANCY DISCOUNT,Operating,-10380
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400101,PLANNING EXECUTIVE LEADERSHIP,24001,Planning Admin,51010001,51,Personal Services,SALARIES AND WAGES,Operating,391581
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400101,PLANNING EXECUTIVE LEADERSHIP,24001,Planning Admin,51070001,51,Personal Services,HEALTH AND WELFARE INSURANCE,Operating,46743
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400101,PLANNING EXECUTIVE LEADERSHIP,24001,Planning Admin,51070004,51,Personal Services,RETIREMENT PENSION CONTRIB,Operating,23657
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400101,PLANNING EXECUTIVE LEADERSHIP,24001,Planning Admin,51130004,51,Personal Services,CAR ALLOWANCE,Operating,3500
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400101,PLANNING EXECUTIVE LEADERSHIP,24001,Planning Admin,51510004,51,Personal Services,EMPLOYEE PARKING,Operating,11763
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400101,PLANNING EXECUTIVE LEADERSHIP,24001,Planning Admin,52040046,52,Other Services,PROFESSIONAL SERVICES-OTHER,Operating,2500
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400101,PLANNING EXECUTIVE LEADERSHIP,24001,Planning Admin,52049001,52,Other Services,EMPLOYEE TRAINING,Operating,7825
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400101,PLANNING EXECUTIVE LEADERSHIP,24001,Planning Admin,52130001,52,Other Services,MEMBERSHIPS,Operating,8200
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400101,PLANNING EXECUTIVE LEADERSHIP,24001,Planning Admin,52280004,52,Other Services,CHARGEBACK-IT,Operating,311034
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400101,PLANNING EXECUTIVE LEADERSHIP,24001,Planning Admin,52280007,52,Other Services,CHARGEBACK-RISK MANAGEMENT,Operating,27950
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400101,PLANNING EXECUTIVE LEADERSHIP,24001,Planning Admin,52280010,52,Other Services,CHARGEBACK-POSTAGE,Operating,6500
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400101,PLANNING EXECUTIVE LEADERSHIP,24001,Planning Admin,52280013,52,Other Services,CHARGEBACK-PRINT SHOP,Operating,22668
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400101,PLANNING EXECUTIVE LEADERSHIP,24001,Planning Admin,52370002,52,Other Services,EMPLOYEE TRAVEL REIMBURSEMENT,Operating,7025
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400101,PLANNING EXECUTIVE LEADERSHIP,24001,Planning Admin,52890001,52,Other Services,OTHER SERVICES AND CHARGES,Operating,8500
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400101,PLANNING EXECUTIVE LEADERSHIP,24001,Planning Admin,53010001,53,Supplies,OFFICE SUPPLIES,Operating,7275
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400101,PLANNING EXECUTIVE LEADERSHIP,24001,Planning Admin,53010007,53,Supplies,COMPUTER SUPPLIES,Operating,2000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400101,PLANNING EXECUTIVE LEADERSHIP,24001,Planning Admin,53010016,53,Supplies,NON-CAPITAL FURNITURE & FIXTUR,Operating,3000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400101,PLANNING EXECUTIVE LEADERSHIP,24001,Planning Admin,53070009,53,Supplies,FOOD,Operating,817
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400111,ARTS AND CULTURAL AFFAIRS,24001,Planning Admin,51000004,51,Personal Services,BUDGET-VACANCY DISCOUNT,Operating,-3344
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400111,ARTS AND CULTURAL AFFAIRS,24001,Planning Admin,51010001,51,Personal Services,SALARIES AND WAGES,Operating,126423
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400111,ARTS AND CULTURAL AFFAIRS,24001,Planning Admin,51070001,51,Personal Services,HEALTH AND WELFARE INSURANCE,Operating,20033
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400111,ARTS AND CULTURAL AFFAIRS,24001,Planning Admin,51070004,51,Personal Services,RETIREMENT PENSION CONTRIB,Operating,7340
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400111,ARTS AND CULTURAL AFFAIRS,24001,Planning Admin,51510004,51,Personal Services,EMPLOYEE PARKING,Operating,1440
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400111,ARTS AND CULTURAL AFFAIRS,24001,Planning Admin,52130001,52,Other Services,MEMBERSHIPS,Operating,100
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400112,Office of Sustainability,24001,Planning Admin,51000004,51,Personal Services,BUDGET-VACANCY DISCOUNT,Operating,-3541
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400112,Office of Sustainability,24001,Planning Admin,51010001,51,Personal Services,SALARIES AND WAGES,Operating,133837
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400112,Office of Sustainability,24001,Planning Admin,51070001,51,Personal Services,HEALTH AND WELFARE INSURANCE,Operating,26710
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400112,Office of Sustainability,24001,Planning Admin,51070004,51,Personal Services,RETIREMENT PENSION CONTRIB,Operating,7771
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400112,Office of Sustainability,24001,Planning Admin,52040046,52,Other Services,PROFESSIONAL SERVICES-OTHER,Operating,7500
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400112,Office of Sustainability,24001,Planning Admin,52130001,52,Other Services,MEMBERSHIPS,Operating,2700
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400206,PLANNING COMMUNITY SERVICES,24002,Community Development,51000004,51,Personal Services,BUDGET-VACANCY DISCOUNT,Operating,-1601
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400206,PLANNING COMMUNITY SERVICES,24002,Community Development,51010001,51,Personal Services,SALARIES AND WAGES,Operating,60518
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400206,PLANNING COMMUNITY SERVICES,24002,Community Development,51070001,51,Personal Services,HEALTH AND WELFARE INSURANCE,Operating,13355
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400206,PLANNING COMMUNITY SERVICES,24002,Community Development,51070004,51,Personal Services,RETIREMENT PENSION CONTRIB,Operating,3514
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400206,PLANNING COMMUNITY SERVICES,24002,Community Development,51510004,51,Personal Services,EMPLOYEE PARKING,Operating,960
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400206,PLANNING COMMUNITY SERVICES,24002,Community Development,52010001,52,Other Services,MANAGEMENT CONTRACT,Operating,121000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400206,PLANNING COMMUNITY SERVICES,24002,Community Development,52010010,52,Other Services,FACILITY SERVICES CONTRACT,Operating,190000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400207,NEIGHBORHOOD REVITALIZATION,24002,Community Development,52550295,52,Other Services,NEIGHBORHOOD IMPRV,Operating,190000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400304,COMPREHENSIVE PLANNING,24003,Urban Design And Planning,51000004,51,Personal Services,BUDGET-VACANCY DISCOUNT,Operating,-5569
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400304,COMPREHENSIVE PLANNING,24003,Urban Design And Planning,51010001,51,Personal Services,SALARIES AND WAGES,Operating,210194
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400304,COMPREHENSIVE PLANNING,24003,Urban Design And Planning,51070001,51,Personal Services,HEALTH AND WELFARE INSURANCE,Operating,39398
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400304,COMPREHENSIVE PLANNING,24003,Urban Design And Planning,51070004,51,Personal Services,RETIREMENT PENSION CONTRIB,Operating,12545
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400304,COMPREHENSIVE PLANNING,24003,Urban Design And Planning,51510004,51,Personal Services,EMPLOYEE PARKING,Operating,2016
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400308,URBAN REDEVELOPMENT,24003,Urban Design And Planning,51000004,51,Personal Services,BUDGET-VACANCY DISCOUNT,Operating,-16459
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400308,URBAN REDEVELOPMENT,24003,Urban Design And Planning,51010001,51,Personal Services,SALARIES AND WAGES,Operating,621030
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400308,URBAN REDEVELOPMENT,24003,Urban Design And Planning,51070001,51,Personal Services,HEALTH AND WELFARE INSURANCE,Operating,109509
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400308,URBAN REDEVELOPMENT,24003,Urban Design And Planning,51070004,51,Personal Services,RETIREMENT PENSION CONTRIB,Operating,37412
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400308,URBAN REDEVELOPMENT,24003,Urban Design And Planning,51510004,51,Personal Services,EMPLOYEE PARKING,Operating,6144
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400308,URBAN REDEVELOPMENT,24003,Urban Design And Planning,52049001,52,Other Services,EMPLOYEE TRAINING,Operating,7000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400308,URBAN REDEVELOPMENT,24003,Urban Design And Planning,52130001,52,Other Services,MEMBERSHIPS,Operating,1000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400308,URBAN REDEVELOPMENT,24003,Urban Design And Planning,52550589,52,Other Services,ECONOMIC DEVELOPEM,Operating,176000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400308,URBAN REDEVELOPMENT,24003,Urban Design And Planning,53010001,53,Supplies,OFFICE SUPPLIES,Operating,1000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400601,URBAN DESIGN & COMM APPEARANCE,24006,CURRENT PLAN & URBAN DESIGN,51000004,51,Personal Services,BUDGET-VACANCY DISCOUNT,Operating,-12789
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400601,URBAN DESIGN & COMM APPEARANCE,24006,CURRENT PLAN & URBAN DESIGN,51010001,51,Personal Services,SALARIES AND WAGES,Operating,483489
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400601,URBAN DESIGN & COMM APPEARANCE,24006,CURRENT PLAN & URBAN DESIGN,51070001,51,Personal Services,HEALTH AND WELFARE INSURANCE,Operating,84138
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400601,URBAN DESIGN & COMM APPEARANCE,24006,CURRENT PLAN & URBAN DESIGN,51070004,51,Personal Services,RETIREMENT PENSION CONTRIB,Operating,28070
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400601,URBAN DESIGN & COMM APPEARANCE,24006,CURRENT PLAN & URBAN DESIGN,51510004,51,Personal Services,EMPLOYEE PARKING,Operating,4224
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400601,URBAN DESIGN & COMM APPEARANCE,24006,CURRENT PLAN & URBAN DESIGN,52049001,52,Other Services,EMPLOYEE TRAINING,Operating,6000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400601,URBAN DESIGN & COMM APPEARANCE,24006,CURRENT PLAN & URBAN DESIGN,52130001,52,Other Services,MEMBERSHIPS,Operating,3000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400601,URBAN DESIGN & COMM APPEARANCE,24006,CURRENT PLAN & URBAN DESIGN,53010001,53,Supplies,OFFICE SUPPLIES,Operating,1000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400602,CURRENT PLANNING,24006,CURRENT PLAN & URBAN DESIGN,51000004,51,Personal Services,BUDGET-VACANCY DISCOUNT,Operating,-6026
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400602,CURRENT PLANNING,24006,CURRENT PLAN & URBAN DESIGN,51010001,51,Personal Services,SALARIES AND WAGES,Operating,227821
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400602,CURRENT PLANNING,24006,CURRENT PLAN & URBAN DESIGN,51070001,51,Personal Services,HEALTH AND WELFARE INSURANCE,Operating,37393
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400602,CURRENT PLANNING,24006,CURRENT PLAN & URBAN DESIGN,51070004,51,Personal Services,RETIREMENT PENSION CONTRIB,Operating,13228
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,240,Planning,2400602,CURRENT PLANNING,24006,CURRENT PLAN & URBAN DESIGN,51510004,51,Personal Services,EMPLOYEE PARKING,Operating,2496
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,280,Finance,2800101,FINANCE EXECUTIVE LEADERSHIP,28001,Finance Administration,51000004,51,Personal Services,BUDGET-VACANCY DISCOUNT,Operating,-7571
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,280,Finance,2800101,FINANCE EXECUTIVE LEADERSHIP,28001,Finance Administration,51010001,51,Personal Services,SALARIES AND WAGES,Operating,286091
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,280,Finance,2800101,FINANCE EXECUTIVE LEADERSHIP,28001,Finance Administration,51070001,51,Personal Services,HEALTH AND WELFARE INSURANCE,Operating,33388
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,280,Finance,2800101,FINANCE EXECUTIVE LEADERSHIP,28001,Finance Administration,51070004,51,Personal Services,RETIREMENT PENSION CONTRIB,Operating,16755
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,280,Finance,2800101,FINANCE EXECUTIVE LEADERSHIP,28001,Finance Administration,51510004,51,Personal Services,EMPLOYEE PARKING,Operating,1440
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,280,Finance,2800101,FINANCE EXECUTIVE LEADERSHIP,28001,Finance Administration,52049001,52,Other Services,EMPLOYEE TRAINING,Operating,26992
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,280,Finance,2800101,FINANCE EXECUTIVE LEADERSHIP,28001,Finance Administration,52130001,52,Other Services,MEMBERSHIPS,Operating,7500
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,280,Finance,2800101,FINANCE EXECUTIVE LEADERSHIP,28001,Finance Administration,52130004,52,Other Services,SUBSCRIPTIONS,Operating,1500
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,280,Finance,2800101,FINANCE EXECUTIVE LEADERSHIP,28001,Finance Administration,52280004,52,Other Services,CHARGEBACK-IT,Operating,491567
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,280,Finance,2800101,FINANCE EXECUTIVE LEADERSHIP,28001,Finance Administration,52280007,52,Other Services,CHARGEBACK-RISK MANAGEMENT,Operating,270788
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,280,Finance,2800101,FINANCE EXECUTIVE LEADERSHIP,28001,Finance Administration,52280013,52,Other Services,CHARGEBACK-PRINT SHOP,Operating,4034
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,280,Finance,2800101,FINANCE EXECUTIVE LEADERSHIP,28001,Finance Administration,52290010,52,Other Services,CHARGEBACK-POSTAGE,Operating,16602
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,280,Finance,2800101,FINANCE EXECUTIVE LEADERSHIP,28001,Finance Administration,52340034,52,Other Services,OTHER REPAIRS AND MAINTENANCE,Operating,1500
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,280,Finance,2800101,FINANCE EXECUTIVE LEADERSHIP,28001,Finance Administration,52890001,52,Other Services,OTHER SERVICES AND CHARGES,Operating,2700
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,280,Finance,2800101,FINANCE EXECUTIVE LEADERSHIP,28001,Finance Administration,53010001,53,Supplies,OFFICE SUPPLIES,Operating,3183
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,280,Finance,2800101,FINANCE EXECUTIVE LEADERSHIP,28001,Finance Administration,53010007,53,Supplies,COMPUTER SUPPLIES,Operating,9138
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,280,Finance,2800101,FINANCE EXECUTIVE LEADERSHIP,28001,Finance Administration,53010013,53,Supplies,NON-CAPITAL OFFICE MACHINES,Operating,7667
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,280,Finance,2800101,FINANCE EXECUTIVE LEADERSHIP,28001,Finance Administration,53010016,53,Supplies,NON-CAPITAL FURNITURE & FIXTUR,Operating,12646
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,280,Finance,2800101,FINANCE EXECUTIVE LEADERSHIP,28001,Finance Administration,53890022,53,Supplies,OTHER SUPPLIES,Operating,6802
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,280,Finance,2800201,MANAGEMENT & BUDGET,28002,Office Of Management & Budget,51000004,51,Personal Services,BUDGET-VACANCY DISCOUNT,Operating,-13631
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,280,Finance,2800201,MANAGEMENT & BUDGET,28002,Office Of Management & Budget,51010001,51,Personal Services,SALARIES AND WAGES,Operating,515026
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,280,Finance,2800201,MANAGEMENT & BUDGET,28002,Office Of Management & Budget,51070001,51,Personal Services,HEALTH AND WELFARE INSURANCE,Operating,93480
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,280,Finance,2800201,MANAGEMENT & BUDGET,28002,Office Of Management & Budget,51070004,51,Personal Services,RETIREMENT PENSION CONTRIB,Operating,30214
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,280,Finance,2800201,MANAGEMENT & BUDGET,28002,Office Of Management & Budget,51510004,51,Personal Services,EMPLOYEE PARKING,Operating,7392
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,280,Finance,2800201,MANAGEMENT & BUDGET,28002,Office Of Management & Budget,52040046,52,Other Services,PROFESSIONAL SERVICES-OTHER,Operating,400
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,280,Finance,2800201,MANAGEMENT & BUDGET,28002,Office Of Management & Budget,52049001,52,Other Services,EMPLOYEE TRAINING,Operating,3000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,280,Finance,2800201,MANAGEMENT & BUDGET,28002,Office Of Management & Budget,52130001,52,Other Services,MEMBERSHIPS,Operating,800
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,280,Finance,2800201,MANAGEMENT & BUDGET,28002,Office Of Management & Budget,52250001,52,Other Services,ADVERTISING,Operating,500
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,280,Finance,2800201,MANAGEMENT & BUDGET,28002,Office Of Management & Budget,52310001,52,Other Services,PRINTING & BINDING,Operating,1000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,280,Finance,2800201,MANAGEMENT & BUDGET,28002,Office Of Management & Budget,52550700,52,Other Services,TRAINING/EDUCATION,Operating,350
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,280,Finance,2800201,MANAGEMENT & BUDGET,28002,Office Of Management & Budget,52890001,52,Other Services,OTHER SERVICES AND CHARGES,Operating,5281
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,280,Finance,2800201,MANAGEMENT & BUDGET,28002,Office Of Management & Budget,53010001,53,Supplies,OFFICE SUPPLIES,Operating,2000
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,280,Finance,2800201,MANAGEMENT & BUDGET,28002,Office Of Management & Budget,53010007,53,Supplies,COMPUTER SUPPLIES,Operating,8243
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,280,Finance,2800202,PERFORMANCE MANAGEMENT,28002,Office Of Management & Budget,51000004,51,Personal Services,BUDGET-VACANCY DISCOUNT,Operating,-6972
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,280,Finance,2800202,PERFORMANCE MANAGEMENT,28002,Office Of Management & Budget,51010001,51,Personal Services,SALARIES AND WAGES,Operating,263434
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,280,Finance,2800202,PERFORMANCE MANAGEMENT,28002,Office Of Management & Budget,51070001,51,Personal Services,HEALTH AND WELFARE INSURANCE,Operating,46748
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,280,Finance,2800202,PERFORMANCE MANAGEMENT,28002,Office Of Management & Budget,51070004,51,Personal Services,RETIREMENT PENSION CONTRIB,Operating,15428
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,280,Finance,2800202,PERFORMANCE MANAGEMENT,28002,Office Of Management & Budget,51510004,51,Personal Services,EMPLOYEE PARKING,Operating,3648
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,280,Finance,2800211,DEBT MANAGEMENT,28002,Office Of Management & Budget,51000004,51,Personal Services,BUDGET-VACANCY DISCOUNT,Operating,-4846
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,280,Finance,2800211,DEBT MANAGEMENT,28002,Office Of Management & Budget,51010001,51,Personal Services,SALARIES AND WAGES,Operating,183181
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,280,Finance,2800211,DEBT MANAGEMENT,28002,Office Of Management & Budget,51070001,51,Personal Services,HEALTH AND WELFARE INSURANCE,Operating,26709
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,280,Finance,2800211,DEBT MANAGEMENT,28002,Office Of Management & Budget,51070004,51,Personal Services,RETIREMENT PENSION CONTRIB,Operating,10646
001,GENERAL FUND,0001,GENERAL OPERATIONS-UASN,280,Finance,2800211,DEBT MANAGEMENT,28002,Office Of Management & Budget,51510004,51,Personal Services,EMPLOYEE PARKING,Operating,960
