budget_year,department,account_type,fund_code,account_category,amount
FY20-21,Housing and Community Development Department,Expense,2108,Civilian Fringe Benefits,9768
FY20-21,Housing and Community Development Department,Expense,2108,Civilian Fringe Benefits,45304
FY20-21,Housing and Community Development Department,Expense,2108,Civilian Fringe Benefits,16095
FY20-21,Housing and Community Development Department,Expense,2108,Civilian Fringe Benefits,168701
FY20-21,Housing and Community Development Department,Expense,2108,Civilian Fringe Benefits,1160
FY20-21,Housing and Community Development Department,Expense,2108,Civilian Fringe Benefits,15452
FY20-21,Housing and Community Development Department,Expense,2108,Civilian Fringe Benefits,32816
FY20-21,Housing and Community Development Department,Expense,2108,Civilian Fringe Benefits,30625
FY20-21,Housing and Community Development Department,Expense,2108,Civilian Fringe Benefits,211978
FY20-21,Housing and Community Development Department,Expense,2109,Civilian Fringe Benefits,29921
FY20-21,Housing and Community Development Department,Expense,2109,Civilian Fringe Benefits,7832
FY20-21,Housing and Community Development Department,Expense,2109,Civilian Fringe Benefits,26894
FY20-21,Housing and Community Development Department,Expense,2109,Civilian Fringe Benefits,13284
FY20-21,Human Services Department,Expense,2120,Civilian Fringe Benefits,13545
FY20-21,Human Services Department,Expense,2120,Civilian Fringe Benefits,15004
FY20-21,Human Services Department,Expense,2120,Civilian Fringe Benefits,2219
FY20-21,Fire Department,Expense,2123,Civilian Fringe Benefits,68933
FY20-21,Fire Department,Expense,2123,Civilian Fringe Benefits,39645
FY20-21,Fire Department,Expense,2124,Civilian Fringe Benefits,9863
FY20-21,Fire Department,Expense,2124,Civilian Fringe Benefits,29599
FY20-21,Housing and Community Development Department,Expense,2124,Civilian Fringe Benefits,49224
FY20-21,Housing and Community Development Department,Expense,2124,Civilian Fringe Benefits,49224
FY20-21,Human Services Department,Expense,2128,Civilian Fringe Benefits,67042
FY20-21,Human Services Department,Expense,2128,Civilian Fringe Benefits,179922
FY20-21,Human Services Department,Expense,2128,Civilian Fringe Benefits,29509
FY20-21,Human Services Department,Expense,2128,Civilian Fringe Benefits,45433
FY20-21,Human Services Department,Expense,2128,Civilian Fringe Benefits,11910
FY20-21,Human Services Department,Expense,2128,Civilian Fringe Benefits,10627
FY20-21,Human Services Department,Expense,2128,Civilian Fringe Benefits,10627
FY20-21,Human Services Department,Expense,2128,Civilian Fringe Benefits,779811
FY20-21,Human Services Department,Expense,2128,Civilian Fringe Benefits,15260
FY20-21,Human Services Department,Expense,2128,Civilian Fringe Benefits,312209
FY20-21,Human Services Department,Expense,2128,Civilian Fringe Benefits,13007
FY20-21,Human Services Department,Expense,2128,Civilian Fringe Benefits,424642
FY20-21,Human Services Department,Expense,2128,Civilian Fringe Benefits,162756
FY20-21,Human Services Department,Expense,2128,Civilian Fringe Benefits,121735
FY20-21,Human Services Department,Expense,2128,Civilian Fringe Benefits,211449
FY20-21,Human Services Department,Expense,2128,Civilian Fringe Benefits,149661
FY20-21,Human Services Department,Expense,2128,Civilian Fringe Benefits,42396
FY20-21,Human Services Department,Expense,2128,Civilian Fringe Benefits,22716
FY20-21,Human Services Department,Expense,2128,Civilian Fringe Benefits,54937
FY20-21,Human Services Department,Expense,2138,Civilian Fringe Benefits,148951
FY20-21,Human Services Department,Expense,2138,Civilian Fringe Benefits,10854
FY20-21,Human Services Department,Expense,2138,Civilian Fringe Benefits,22045
FY20-21,Oakland Public Library Department,Expense,2148,Civilian Fringe Benefits,11261
FY20-21,Oakland Public Library Department,Expense,2148,Civilian Fringe Benefits,658
FY20-21,Human Services Department,Expense,2152,Civilian Fringe Benefits,17664
FY20-21,Human Services Department,Expense,2152,Civilian Fringe Benefits,5380
FY20-21,Oakland Public Works Department,Expense,2159,Civilian Fringe Benefits,30625
FY20-21,Human Services Department,Expense,2159,Civilian Fringe Benefits,5708
FY20-21,Human Services Department,Expense,2159,Civilian Fringe Benefits,25717
FY20-21,Human Services Department,Expense,2159,Civilian Fringe Benefits,21043
FY20-21,Human Services Department,Expense,2159,Civilian Fringe Benefits,53655
FY20-21,Economic and Workforce Development Department,Expense,2159,Civilian Fringe Benefits,27400
FY20-21,Fire Department,Expense,2160,Civilian Fringe Benefits,3171
FY20-21,Fire Department,Expense,2160,Civilian Fringe Benefits,14500
FY20-21,Fire Department,Expense,2160,Civilian Fringe Benefits,2189
FY20-21,Fire Department,Expense,2160,Civilian Fringe Benefits,62804
FY20-21,Human Services Department,Expense,2160,Civilian Fringe Benefits,1900
FY20-21,Human Services Department,Expense,2160,Civilian Fringe Benefits,4357
FY20-21,Oakland Public Library Department,Expense,2163,Civilian Fringe Benefits,865
FY20-21,Department of Transportation,Expense,2166,Civilian Fringe Benefits,26493
FY20-21,Police Department,Expense,2172,Civilian Fringe Benefits,49328
FY20-21,Fire Department,Expense,2190,Civilian Fringe Benefits,834
FY20-21,Finance Department,Expense,2195,Civilian Fringe Benefits,7075
FY20-21,Finance Department,Expense,2195,Civilian Fringe Benefits,7075
FY20-21,Finance Department,Expense,2195,Civilian Fringe Benefits,4969
FY20-21,Economic and Workforce Development Department,Expense,2195,Civilian Fringe Benefits,2750
FY20-21,Economic and Workforce Development Department,Expense,2195,Civilian Fringe Benefits,2750
FY20-21,Economic and Workforce Development Department,Expense,2195,Civilian Fringe Benefits,3665
FY20-21,Economic and Workforce Development Department,Expense,2195,Civilian Fringe Benefits,572
FY20-21,Economic and Workforce Development Department,Expense,2195,Civilian Fringe Benefits,572
FY20-21,Economic and Workforce Development Department,Expense,2195,Civilian Fringe Benefits,572
FY20-21,Economic and Workforce Development Department,Expense,2195,Civilian Fringe Benefits,34696
FY20-21,Economic and Workforce Development Department,Expense,2195,Civilian Fringe Benefits,1262
FY20-21,Economic and Workforce Development Department,Expense,2195,Civilian Fringe Benefits,632
FY20-21,Economic and Workforce Development Department,Expense,2195,Civilian Fringe Benefits,1262
FY20-21,Economic and Workforce Development Department,Expense,2195,Civilian Fringe Benefits,15362
FY20-21,Economic and Workforce Development Department,Expense,2195,Civilian Fringe Benefits,1262
FY20-21,Economic and Workforce Development Department,Expense,2195,Civilian Fringe Benefits,24973
FY20-21,Economic and Workforce Development Department,Expense,2195,Civilian Fringe Benefits,12721
FY20-21,Economic and Workforce Development Department,Expense,2195,Civilian Fringe Benefits,20193
FY20-21,City Attorney,Expense,2211,Civilian Fringe Benefits,7614
FY20-21,Finance Department,Expense,2211,Civilian Fringe Benefits,16269
FY20-21,Department of Transportation,Expense,2211,Civilian Fringe Benefits,3012
FY20-21,Department of Transportation,Expense,2211,Civilian Fringe Benefits,17215
FY20-21,Department of Transportation,Expense,2211,Civilian Fringe Benefits,67943
FY20-21,Department of Transportation,Expense,2211,Civilian Fringe Benefits,3824
FY20-21,Department of Transportation,Expense,2211,Civilian Fringe Benefits,34505
FY20-21,Department of Transportation,Expense,2211,Civilian Fringe Benefits,21125
FY20-21,Department of Transportation,Expense,2211,Civilian Fringe Benefits,89687
FY20-21,Department of Transportation,Expense,2211,Civilian Fringe Benefits,7072
FY20-21,Department of Transportation,Expense,2211,Civilian Fringe Benefits,6476
FY20-21,Department of Transportation,Expense,2211,Civilian Fringe Benefits,49281
FY20-21,Department of Transportation,Expense,2211,Civilian Fringe Benefits,6901
FY20-21,Department of Transportation,Expense,2211,Civilian Fringe Benefits,40840
FY20-21,Department of Transportation,Expense,2211,Civilian Fringe Benefits,15515
FY20-21,Department of Transportation,Expense,2211,Civilian Fringe Benefits,3938
FY20-21,Department of Transportation,Expense,2211,Civilian Fringe Benefits,32309
FY20-21,Department of Transportation,Expense,2211,Civilian Fringe Benefits,24444
FY20-21,Department of Transportation,Expense,2211,Civilian Fringe Benefits,20264
FY20-21,Department of Transportation,Expense,2211,Civilian Fringe Benefits,11344
FY20-21,Department of Transportation,Expense,2211,Civilian Fringe Benefits,21957
FY20-21,Department of Transportation,Expense,2211,Civilian Fringe Benefits,61005
FY20-21,Department of Transportation,Expense,2211,Civilian Fringe Benefits,30628
FY20-21,Department of Transportation,Expense,2211,Civilian Fringe Benefits,27754
FY20-21,Department of Transportation,Expense,2211,Civilian Fringe Benefits,17036
FY20-21,Department of Transportation,Expense,2211,Civilian Fringe Benefits,26820
FY20-21,Department of Transportation,Expense,2211,Civilian Fringe Benefits,34506
FY20-21,Department of Transportation,Expense,2211,Civilian Fringe Benefits,38721
FY20-21,Department of Transportation,Expense,2211,Civilian Fringe Benefits,29066
FY20-21,Department of Transportation,Expense,2211,Civilian Fringe Benefits,8539
FY20-21,Department of Transportation,Expense,2211,Civilian Fringe Benefits,25066
FY20-21,Department of Transportation,Expense,2212,Civilian Fringe Benefits,2459
FY20-21,Department of Transportation,Expense,2212,Civilian Fringe Benefits,29330
FY20-21,Department of Transportation,Expense,2212,Civilian Fringe Benefits,21820
FY20-21,Department of Transportation,Expense,2212,Civilian Fringe Benefits,57740
FY20-21,Department of Transportation,Expense,2212,Civilian Fringe Benefits,39381
FY20-21,Human Services Department,Expense,2213,Civilian Fringe Benefits,46806
FY20-21,Human Services Department,Expense,2213,Civilian Fringe Benefits,13002
FY20-21,Department of Transportation,Expense,2215,Civilian Fringe Benefits,21813
FY20-21,Department of Transportation,Expense,2215,Civilian Fringe Benefits,21313
FY20-21,Department of Transportation,Expense,2215,Civilian Fringe Benefits,22051
FY20-21,Department of Transportation,Expense,2215,Civilian Fringe Benefits,40309
FY20-21,Department of Transportation,Expense,2215,Civilian Fringe Benefits,35472
FY20-21,Mayor,Expense,2216,Civilian Fringe Benefits,37097
FY20-21,Police Department,Expense,2216,Civilian Fringe Benefits,11072
FY20-21,Police Department,Expense,2216,Civilian Fringe Benefits,22513
FY20-21,Oakland Public Works Department,Expense,2216,Civilian Fringe Benefits,128670
FY20-21,Human Services Department,Expense,2216,Civilian Fringe Benefits,63363
FY20-21,Human Services Department,Expense,2216,Civilian Fringe Benefits,13002
FY20-21,Department of Transportation,Expense,2216,Civilian Fringe Benefits,10818
FY20-21,Department of Transportation,Expense,2216,Civilian Fringe Benefits,12875
FY20-21,Department of Transportation,Expense,2216,Civilian Fringe Benefits,8946
FY20-21,Department of Transportation,Expense,2216,Civilian Fringe Benefits,105891
FY20-21,Department of Transportation,Expense,2216,Civilian Fringe Benefits,35442
FY20-21,Department of Transportation,Expense,2216,Civilian Fringe Benefits,53878
FY20-21,Department of Transportation,Expense,2216,Civilian Fringe Benefits,128466
FY20-21,Department of Transportation,Expense,2216,Civilian Fringe Benefits,58499
FY20-21,Department of Transportation,Expense,2216,Civilian Fringe Benefits,25066
FY20-21,Department of Transportation,Expense,2216,Civilian Fringe Benefits,11806
FY20-21,Department of Transportation,Expense,2216,Civilian Fringe Benefits,111699
FY20-21,Department of Transportation,Expense,2216,Civilian Fringe Benefits,72694
FY20-21,Department of Transportation,Expense,2216,Civilian Fringe Benefits,68284
FY20-21,Department of Transportation,Expense,2216,Civilian Fringe Benefits,85692
FY20-21,Department of Transportation,Expense,2216,Civilian Fringe Benefits,34073
FY20-21,Department of Transportation,Expense,2216,Civilian Fringe Benefits,37755
FY20-21,Department of Transportation,Expense,2216,Civilian Fringe Benefits,3261
FY20-21,Department of Transportation,Expense,2216,Civilian Fringe Benefits,60262
FY20-21,Department of Transportation,Expense,2216,Civilian Fringe Benefits,45663
FY20-21,Department of Transportation,Expense,2216,Civilian Fringe Benefits,178556
FY20-21,Department of Transportation,Expense,2216,Civilian Fringe Benefits,49364
FY20-21,City Administrator,Expense,2230,Civilian Fringe Benefits,19680
FY20-21,Department of Transportation,Expense,2230,Civilian Fringe Benefits,46730
FY20-21,Department of Transportation,Expense,2230,Civilian Fringe Benefits,9715
FY20-21,Department of Transportation,Expense,2230,Civilian Fringe Benefits,223619
FY20-21,Department of Transportation,Expense,2230,Civilian Fringe Benefits,152916
FY20-21,Department of Transportation,Expense,2230,Civilian Fringe Benefits,21313
FY20-21,Department of Transportation,Expense,2230,Civilian Fringe Benefits,11806
FY20-21,Department of Transportation,Expense,2230,Civilian Fringe Benefits,55287
FY20-21,Department of Transportation,Expense,2230,Civilian Fringe Benefits,366240
FY20-21,Department of Transportation,Expense,2230,Civilian Fringe Benefits,41424
FY20-21,Department of Transportation,Expense,2230,Civilian Fringe Benefits,19815
FY20-21,Department of Transportation,Expense,2232,Civilian Fringe Benefits,36479
FY20-21,Department of Transportation,Expense,2232,Civilian Fringe Benefits,29436
FY20-21,Department of Transportation,Expense,2232,Civilian Fringe Benefits,382017
FY20-21,Information Technology Department,Expense,2241,Civilian Fringe Benefits,35962
FY20-21,Oakland Public Library Department,Expense,2241,Civilian Fringe Benefits,41115
FY20-21,Oakland Public Library Department,Expense,2241,Civilian Fringe Benefits,1151
FY20-21,Oakland Public Library Department,Expense,2241,Civilian Fringe Benefits,37642
FY20-21,Oakland Public Library Department,Expense,2241,Civilian Fringe Benefits,60731
FY20-21,Oakland Public Library Department,Expense,2241,Civilian Fringe Benefits,91647
FY20-21,Oakland Public Library Department,Expense,2241,Civilian Fringe Benefits,16986
FY20-21,Oakland Public Library Department,Expense,2241,Civilian Fringe Benefits,81067
FY20-21,Oakland Public Library Department,Expense,2241,Civilian Fringe Benefits,14604
FY20-21,Oakland Public Library Department,Expense,2241,Civilian Fringe Benefits,55417
FY20-21,Oakland Public Library Department,Expense,2241,Civilian Fringe Benefits,42343
FY20-21,Oakland Public Library Department,Expense,2241,Civilian Fringe Benefits,4544
FY20-21,Oakland Public Library Department,Expense,2241,Civilian Fringe Benefits,158338
FY20-21,Oakland Public Library Department,Expense,2241,Civilian Fringe Benefits,28985
FY20-21,Oakland Public Library Department,Expense,2241,Civilian Fringe Benefits,56885
FY20-21,Oakland Public Library Department,Expense,2241,Civilian Fringe Benefits,63291
FY20-21,Oakland Public Library Department,Expense,2241,Civilian Fringe Benefits,51391
FY20-21,Oakland Public Library Department,Expense,2241,Civilian Fringe Benefits,118560
FY20-21,Oakland Public Library Department,Expense,2241,Civilian Fringe Benefits,59261
FY20-21,Oakland Public Library Department,Expense,2241,Civilian Fringe Benefits,126652
FY20-21,Oakland Public Library Department,Expense,2241,Civilian Fringe Benefits,126084
FY20-21,Oakland Public Library Department,Expense,2241,Civilian Fringe Benefits,31643
FY20-21,Oakland Public Library Department,Expense,2241,Civilian Fringe Benefits,11934
FY20-21,Oakland Public Library Department,Expense,2241,Civilian Fringe Benefits,29036
FY20-21,Oakland Public Library Department,Expense,2241,Civilian Fringe Benefits,102769
FY20-21,Oakland Public Library Department,Expense,2241,Civilian Fringe Benefits,74078
FY20-21,Oakland Public Library Department,Expense,2241,Civilian Fringe Benefits,76999
FY20-21,Oakland Public Library Department,Expense,2241,Civilian Fringe Benefits,27533
FY20-21,Oakland Public Library Department,Expense,2241,Civilian Fringe Benefits,133980
FY20-21,Oakland Public Library Department,Expense,2241,Civilian Fringe Benefits,21408
FY20-21,Oakland Public Library Department,Expense,2241,Civilian Fringe Benefits,43953
FY20-21,Oakland Public Library Department,Expense,2241,Civilian Fringe Benefits,4775
FY20-21,Oakland Public Library Department,Expense,2241,Civilian Fringe Benefits,107113
FY20-21,Oakland Public Library Department,Expense,2241,Civilian Fringe Benefits,9204
FY20-21,Oakland Public Library Department,Expense,2241,Civilian Fringe Benefits,12343
FY20-21,Oakland Public Library Department,Expense,2241,Civilian Fringe Benefits,61200
FY20-21,Oakland Public Library Department,Expense,2241,Civilian Fringe Benefits,135832
FY20-21,Oakland Public Works Department,Expense,2243,Civilian Fringe Benefits,27244
FY20-21,Information Technology Department,Expense,2243,Civilian Fringe Benefits,35962
FY20-21,Oakland Public Library Department,Expense,2243,Civilian Fringe Benefits,49186
FY20-21,Oakland Public Library Department,Expense,2243,Civilian Fringe Benefits,48847
FY20-21,Oakland Public Library Department,Expense,2243,Civilian Fringe Benefits,37358
FY20-21,Oakland Public Library Department,Expense,2243,Civilian Fringe Benefits,41614
FY20-21,Oakland Public Library Department,Expense,2243,Civilian Fringe Benefits,26873
FY20-21,Oakland Public Library Department,Expense,2243,Civilian Fringe Benefits,18777
FY20-21,Oakland Public Library Department,Expense,2243,Civilian Fringe Benefits,28985
FY20-21,Oakland Public Library Department,Expense,2243,Civilian Fringe Benefits,32371
FY20-21,Oakland Public Library Department,Expense,2243,Civilian Fringe Benefits,12200
FY20-21,Oakland Public Library Department,Expense,2243,Civilian Fringe Benefits,52900
FY20-21,Oakland Public Library Department,Expense,2243,Civilian Fringe Benefits,14095
FY20-21,Oakland Public Library Department,Expense,2243,Civilian Fringe Benefits,41614
FY20-21,Oakland Public Library Department,Expense,2243,Civilian Fringe Benefits,34509
FY20-21,Oakland Public Library Department,Expense,2243,Civilian Fringe Benefits,29786
FY20-21,Oakland Public Library Department,Expense,2243,Civilian Fringe Benefits,136548
FY20-21,Oakland Public Library Department,Expense,2243,Civilian Fringe Benefits,36558
FY20-21,Oakland Public Library Department,Expense,2243,Civilian Fringe Benefits,60433
FY20-21,Oakland Public Library Department,Expense,2243,Civilian Fringe Benefits,46971
FY20-21,Oakland Public Library Department,Expense,2243,Civilian Fringe Benefits,22523
FY20-21,Oakland Public Library Department,Expense,2243,Civilian Fringe Benefits,79171
FY20-21,Oakland Public Library Department,Expense,2243,Civilian Fringe Benefits,27508
FY20-21,Oakland Public Library Department,Expense,2243,Civilian Fringe Benefits,41614
FY20-21,Oakland Public Library Department,Expense,2243,Civilian Fringe Benefits,26873
FY20-21,Oakland Public Library Department,Expense,2243,Civilian Fringe Benefits,39533
FY20-21,Oakland Public Library Department,Expense,2243,Civilian Fringe Benefits,57294
FY20-21,Oakland Public Library Department,Expense,2243,Civilian Fringe Benefits,44918
FY20-21,Oakland Public Library Department,Expense,2243,Civilian Fringe Benefits,11199
FY20-21,Oakland Public Library Department,Expense,2243,Civilian Fringe Benefits,24524
FY20-21,Oakland Public Library Department,Expense,2243,Civilian Fringe Benefits,9306
FY20-21,Oakland Public Library Department,Expense,2243,Civilian Fringe Benefits,27508
FY20-21,Oakland Public Library Department,Expense,2243,Civilian Fringe Benefits,54701
FY20-21,Oakland Public Library Department,Expense,2243,Civilian Fringe Benefits,53018
FY20-21,Oakland Public Library Department,Expense,2243,Civilian Fringe Benefits,11199
FY20-21,Oakland Public Library Department,Expense,2243,Civilian Fringe Benefits,68375
FY20-21,Oakland Public Library Department,Expense,2243,Civilian Fringe Benefits,91265
FY20-21,Oakland Public Library Department,Expense,2243,Civilian Fringe Benefits,85617
FY20-21,Oakland Public Library Department,Expense,2243,Civilian Fringe Benefits,58199
FY20-21,Oakland Public Library Department,Expense,2243,Civilian Fringe Benefits,50511
FY20-21,Oakland Public Library Department,Expense,2243,Civilian Fringe Benefits,26873
FY20-21,Oakland Public Library Department,Expense,2243,Civilian Fringe Benefits,27400
FY20-21,Oakland Public Library Department,Expense,2243,Civilian Fringe Benefits,30924
FY20-21,Oakland Public Library Department,Expense,2243,Civilian Fringe Benefits,24524
FY20-21,Oakland Public Library Department,Expense,2243,Civilian Fringe Benefits,11199
FY20-21,Oakland Public Library Department,Expense,2243,Civilian Fringe Benefits,52640
FY20-21,Oakland Public Library Department,Expense,2243,Civilian Fringe Benefits,12408
FY20-21,Oakland Public Library Department,Expense,2243,Civilian Fringe Benefits,36517
FY20-21,Oakland Public Library Department,Expense,2243,Civilian Fringe Benefits,50198
FY20-21,Oakland Public Library Department,Expense,2243,Civilian Fringe Benefits,73417
FY20-21,Oakland Public Library Department,Expense,2243,Civilian Fringe Benefits,27508
FY20-21,Fire Department,Expense,2250,Civilian Fringe Benefits,44408
FY20-21,Fire Department,Expense,2250,Civilian Fringe Benefits,3731
FY20-21,Fire Department,Expense,2250,Civilian Fringe Benefits,218339
FY20-21,City Administrator,Expense,2252,Civilian Fringe Benefits,23658
FY20-21,Police Department,Expense,2252,Civilian Fringe Benefits,89560
FY20-21,Department of Violence Prevention,Expense,2252,Civilian Fringe Benefits,30625
FY20-21,Human Services Department,Expense,2252,Civilian Fringe Benefits,1707
FY20-21,Human Services Department,Expense,2252,Civilian Fringe Benefits,2656
FY20-21,Human Services Department,Expense,2252,Civilian Fringe Benefits,15102
FY20-21,Human Services Department,Expense,2252,Civilian Fringe Benefits,164153
FY20-21,Human Services Department,Expense,2252,Civilian Fringe Benefits,86215
FY20-21,Human Services Department,Expense,2252,Civilian Fringe Benefits,106252
FY20-21,Human Services Department,Expense,2252,Civilian Fringe Benefits,103061
FY20-21,Human Services Department,Expense,2252,Civilian Fringe Benefits,30491
FY20-21,City Administrator,Expense,2270,Civilian Fringe Benefits,65917
FY20-21,Finance Department,Expense,2270,Civilian Fringe Benefits,50678
FY20-21,Finance Department,Expense,2270,Civilian Fringe Benefits,77929
FY20-21,Oakland Public Works Department,Expense,2270,Civilian Fringe Benefits,116529
FY20-21,Human Services Department,Expense,2270,Civilian Fringe Benefits,37570
FY20-21,Human Services Department,Expense,2270,Civilian Fringe Benefits,56699
FY20-21,Finance Department,Expense,2310,Civilian Fringe Benefits,6341
FY20-21,Oakland Public Works Department,Expense,2310,Civilian Fringe Benefits,85952
FY20-21,Oakland Public Works Department,Expense,2310,Civilian Fringe Benefits,478688
FY20-21,Oakland Public Works Department,Expense,2310,Civilian Fringe Benefits,41283
FY20-21,Oakland Public Works Department,Expense,2310,Civilian Fringe Benefits,33498
FY20-21,Oakland Public Works Department,Expense,2310,Civilian Fringe Benefits,435514
FY20-21,Oakland Public Works Department,Expense,2310,Civilian Fringe Benefits,3650
FY20-21,Oakland Public Works Department,Expense,2310,Civilian Fringe Benefits,433979
FY20-21,Oakland Parks and Recreation Department,Expense,2310,Civilian Fringe Benefits,20269
FY20-21,Oakland Public Works Department,Expense,2331,Civilian Fringe Benefits,6951
FY20-21,Oakland Public Works Department,Expense,2332,Civilian Fringe Benefits,27803
FY20-21,Oakland Public Works Department,Expense,2332,Civilian Fringe Benefits,29302
FY20-21,Police Department,Expense,2411,Civilian Fringe Benefits,68945
FY20-21,Police Department,Expense,2411,Civilian Fringe Benefits,39408
FY20-21,Police Department,Expense,2411,Civilian Fringe Benefits,54866
FY20-21,Information Technology Department,Expense,2411,Civilian Fringe Benefits,53132
FY20-21,Fire Department,Expense,2412,Civilian Fringe Benefits,42397
FY20-21,Fire Department,Expense,2412,Civilian Fringe Benefits,316984
FY20-21,Fire Department,Expense,2412,Civilian Fringe Benefits,3731
FY20-21,City Administrator,Expense,2413,Civilian Fringe Benefits,8092
FY20-21,City Attorney,Expense,2413,Civilian Fringe Benefits,28035
FY20-21,City Attorney,Expense,2413,Civilian Fringe Benefits,29518
FY20-21,City Attorney,Expense,2413,Civilian Fringe Benefits,49186
FY20-21,City Attorney,Expense,2413,Civilian Fringe Benefits,59325
FY20-21,City Attorney,Expense,2413,Civilian Fringe Benefits,54232
FY20-21,City Attorney,Expense,2413,Civilian Fringe Benefits,48900
FY20-21,Finance Department,Expense,2413,Civilian Fringe Benefits,20890
FY20-21,Finance Department,Expense,2413,Civilian Fringe Benefits,7269
FY20-21,Finance Department,Expense,2413,Civilian Fringe Benefits,76896
FY20-21,Housing and Community Development Department,Expense,2413,Civilian Fringe Benefits,4659
FY20-21,Housing and Community Development Department,Expense,2413,Civilian Fringe Benefits,53968
FY20-21,Housing and Community Development Department,Expense,2413,Civilian Fringe Benefits,28145
FY20-21,Housing and Community Development Department,Expense,2413,Civilian Fringe Benefits,15452
FY20-21,Housing and Community Development Department,Expense,2413,Civilian Fringe Benefits,866632
FY20-21,Housing and Community Development Department,Expense,2413,Civilian Fringe Benefits,54737
FY20-21,Mayor,Expense,2415,Civilian Fringe Benefits,55645
FY20-21,City Administrator,Expense,2415,Civilian Fringe Benefits,36321
FY20-21,City Administrator,Expense,2415,Civilian Fringe Benefits,99519
FY20-21,City Administrator,Expense,2415,Civilian Fringe Benefits,24279
FY20-21,City Administrator,Expense,2415,Civilian Fringe Benefits,12862
FY20-21,City Administrator,Expense,2415,Civilian Fringe Benefits,24594
FY20-21,City Attorney,Expense,2415,Civilian Fringe Benefits,31059
FY20-21,City Attorney,Expense,2415,Civilian Fringe Benefits,44692
FY20-21,City Attorney,Expense,2415,Civilian Fringe Benefits,24843
FY20-21,City Attorney,Expense,2415,Civilian Fringe Benefits,55789
FY20-21,City Attorney,Expense,2415,Civilian Fringe Benefits,66601
FY20-21,City Attorney,Expense,2415,Civilian Fringe Benefits,43934
FY20-21,City Attorney,Expense,2415,Civilian Fringe Benefits,14643
FY20-21,City Attorney,Expense,2415,Civilian Fringe Benefits,32537
FY20-21,City Attorney,Expense,2415,Civilian Fringe Benefits,27803
FY20-21,Human Resources Management Department,Expense,2415,Civilian Fringe Benefits,71957
FY20-21,Human Resources Management Department,Expense,2415,Civilian Fringe Benefits,36232
FY20-21,Finance Department,Expense,2415,Civilian Fringe Benefits,16350
FY20-21,Finance Department,Expense,2415,Civilian Fringe Benefits,48035
FY20-21,Finance Department,Expense,2415,Civilian Fringe Benefits,3953
FY20-21,Finance Department,Expense,2415,Civilian Fringe Benefits,12160
FY20-21,Finance Department,Expense,2415,Civilian Fringe Benefits,40787
FY20-21,Oakland Public Works Department,Expense,2415,Civilian Fringe Benefits,22778
FY20-21,Oakland Public Works Department,Expense,2415,Civilian Fringe Benefits,144840
FY20-21,Information Technology Department,Expense,2415,Civilian Fringe Benefits,9206
FY20-21,Information Technology Department,Expense,2415,Civilian Fringe Benefits,23446
FY20-21,Information Technology Department,Expense,2415,Civilian Fringe Benefits,22948
FY20-21,Information Technology Department,Expense,2415,Civilian Fringe Benefits,64372
FY20-21,Information Technology Department,Expense,2415,Civilian Fringe Benefits,12459
FY20-21,Information Technology Department,Expense,2415,Civilian Fringe Benefits,23911
FY20-21,Planning and Building Department,Expense,2415,Civilian Fringe Benefits,526696
FY20-21,Planning and Building Department,Expense,2415,Civilian Fringe Benefits,401796
FY20-21,Planning and Building Department,Expense,2415,Civilian Fringe Benefits,18229
FY20-21,Planning and Building Department,Expense,2415,Civilian Fringe Benefits,58090
FY20-21,Planning and Building Department,Expense,2415,Civilian Fringe Benefits,17752
FY20-21,Planning and Building Department,Expense,2415,Civilian Fringe Benefits,98937
FY20-21,Planning and Building Department,Expense,2415,Civilian Fringe Benefits,453525
FY20-21,Planning and Building Department,Expense,2415,Civilian Fringe Benefits,68411
FY20-21,Planning and Building Department,Expense,2415,Civilian Fringe Benefits,1071128
FY20-21,Planning and Building Department,Expense,2415,Civilian Fringe Benefits,62781
FY20-21,Planning and Building Department,Expense,2415,Civilian Fringe Benefits,43117
FY20-21,Planning and Building Department,Expense,2415,Civilian Fringe Benefits,156786
FY20-21,Planning and Building Department,Expense,2415,Civilian Fringe Benefits,162899
FY20-21,Planning and Building Department,Expense,2415,Civilian Fringe Benefits,351814
FY20-21,Planning and Building Department,Expense,2415,Civilian Fringe Benefits,35962
FY20-21,Planning and Building Department,Expense,2415,Civilian Fringe Benefits,664215
FY20-21,Planning and Building Department,Expense,2415,Civilian Fringe Benefits,311433
FY20-21,Planning and Building Department,Expense,2415,Civilian Fringe Benefits,758672
FY20-21,Planning and Building Department,Expense,2415,Civilian Fringe Benefits,32334
FY20-21,Planning and Building Department,Expense,2415,Civilian Fringe Benefits,577221
FY20-21,Planning and Building Department,Expense,2415,Civilian Fringe Benefits,32334
FY20-21,Planning and Building Department,Expense,2415,Civilian Fringe Benefits,64932
FY20-21,Planning and Building Department,Expense,2415,Civilian Fringe Benefits,547925
FY20-21,Planning and Building Department,Expense,2415,Civilian Fringe Benefits,40152
FY20-21,Planning and Building Department,Expense,2415,Civilian Fringe Benefits,30256
FY20-21,Planning and Building Department,Expense,2415,Civilian Fringe Benefits,100317
FY20-21,Planning and Building Department,Expense,2415,Civilian Fringe Benefits,66878
FY20-21,Economic and Workforce Development Department,Expense,2415,Civilian Fringe Benefits,28035
FY20-21,Department of Transportation,Expense,2415,Civilian Fringe Benefits,9226
FY20-21,Department of Transportation,Expense,2415,Civilian Fringe Benefits,9179
