budget_year,account_type,department,fund_code,account_category,amount
FY16-17,Expense,Information Technology,1010,,199898
FY16-17,Expense,Information Technology,1760,,20565
FY16-17,Expense,Information Technology,1760,,10378
FY16-17,Expense,Information Technology,1010,,2100
FY16-17,Expense,Information Technology,1760,,6108
FY16-17,Expense,Information Technology,4200,,9165
FY16-17,Expense,Information Technology,7760,,-142131
FY16-17,Expense,Information Technology,2415,,15469
FY16-17,Expense,Information Technology,1010,,673016
FY16-17,Expense,Information Technology,3100,,3525
FY16-17,Expense,Information Technology,4200,,10073
FY16-17,Expense,Information Technology,3100,,37408
FY16-17,Expense,Information Technology,1010,,9500
FY16-17,Expense,Information Technology,1010,,210
FY16-17,Expense,Information Technology,1010,,1370
FY16-17,Expense,Information Technology,1010,,4930
FY16-17,Expense,Information Technology,1010,,1000
FY16-17,Expense,Information Technology,1010,,1120
FY16-17,Expense,Information Technology,1760,,8699
FY16-17,Expense,Information Technology,4200,,23507
FY16-17,Expense,Information Technology,2415,,5565
FY16-17,Expense,Information Technology,1010,,44082
FY16-17,Expense,Information Technology,4200,,51198
FY16-17,Expense,Information Technology,4200,,15207
FY16-17,Expense,Information Technology,2415,,21837
FY16-17,Expense,Information Technology,1760,,10138
FY16-17,Expense,Information Technology,1760,,17225
FY16-17,Expense,Information Technology,1010,,40106
FY16-17,Expense,Information Technology,2415,,6486
FY16-17,Expense,Information Technology,1010,,87349
FY16-17,Expense,Information Technology,1760,,15672
FY16-17,Expense,Information Technology,2415,,11021
FY16-17,Expense,Information Technology,4200,,13049
FY16-17,Expense,Information Technology,1010,,25944
FY16-17,Expense,Information Technology,1760,,34132
FY16-17,Expense,Information Technology,4200,,25838
FY16-17,Expense,Information Technology,2415,,10026
FY16-17,Expense,Information Technology,1010,,283203
FY16-17,Expense,Information Technology,1010,,130031
FY16-17,Expense,Information Technology,1010,,142924
FY16-17,Expense,Information Technology,1010,,84116
FY16-17,Expense,Information Technology,4200,,58984
FY16-17,Expense,Information Technology,4200,,106261
FY16-17,Expense,Information Technology,4200,,29312
FY16-17,Expense,Information Technology,1010,,102708
FY16-17,Expense,Information Technology,4200,,116798
FY16-17,Expense,Information Technology,4200,,18962
FY16-17,Expense,Information Technology,1010,,112892
FY16-17,Expense,Information Technology,1010,,223695
FY16-17,Expense,Information Technology,4200,,32219
FY16-17,Expense,Information Technology,4200,,231431
FY16-17,Expense,Information Technology,4200,,63841
FY16-17,Expense,Information Technology,1010,,66441
FY16-17,Expense,Information Technology,4200,,68741
FY16-17,Expense,Information Technology,4200,,16271
FY16-17,Expense,Information Technology,2411,,190
FY16-17,Expense,Information Technology,1010,,184317
FY16-17,Expense,Information Technology,1010,,93018
FY16-17,Expense,Information Technology,2411,,26680
FY16-17,Expense,Information Technology,1010,,2100
FY16-17,Expense,Information Technology,2411,,89826
FY16-17,Expense,Information Technology,1010,,54745
FY16-17,Expense,Information Technology,4200,,16215
FY16-17,Expense,Information Technology,4200,,25066
FY16-17,Expense,Information Technology,1010,,84628
FY16-17,Expense,Information Technology,4200,,2100
FY16-17,Expense,Information Technology,2411,,45332
FY16-17,Expense,Information Technology,2411,,8070
FY16-17,Expense,Information Technology,2411,,613
FY16-17,Expense,Information Technology,2411,,22893
FY16-17,Expense,Information Technology,4200,,54593
FY16-17,Expense,Information Technology,2411,,41243
FY16-17,Expense,Information Technology,4200,,27551
FY16-17,Expense,Information Technology,4200,,13914
FY16-17,Expense,Oakland Parks & Recreation,1820,,15264
FY16-17,Expense,Oakland Parks & Recreation,1010,,36910
FY16-17,Expense,Oakland Parks & Recreation,1010,,46986
FY16-17,Expense,Oakland Parks & Recreation,1010,,156485
FY16-17,Expense,Oakland Parks & Recreation,1010,,11900
FY16-17,Expense,Oakland Parks & Recreation,1010,,71849
FY16-17,Expense,Oakland Parks & Recreation,3200,,295966
FY16-17,Expense,Oakland Parks & Recreation,1010,,9465
FY16-17,Expense,Oakland Parks & Recreation,1010,,2500
FY16-17,Expense,Oakland Parks & Recreation,1010,,21390
FY16-17,Expense,Oakland Parks & Recreation,3200,,200
FY16-17,Expense,Oakland Parks & Recreation,1010,,780
FY16-17,Expense,Oakland Parks & Recreation,1010,,4022789
FY16-17,Expense,Oakland Parks & Recreation,1010,,200
FY16-17,Expense,Oakland Parks & Recreation,1010,,300
FY16-17,Expense,Oakland Parks & Recreation,1010,,1200
FY16-17,Expense,Oakland Parks & Recreation,1010,,1000
FY16-17,Expense,Oakland Parks & Recreation,1010,,79860
FY16-17,Expense,Oakland Parks & Recreation,2310,,460
FY16-17,Expense,Oakland Parks & Recreation,1010,,1000
FY16-17,Expense,Oakland Parks & Recreation,1010,,40056
FY16-17,Expense,Oakland Parks & Recreation,1010,,14723
FY16-17,Expense,Oakland Parks & Recreation,1010,,5479
FY16-17,Expense,Oakland Parks & Recreation,1010,,37740
FY16-17,Expense,Oakland Parks & Recreation,1010,,30000
FY16-17,Expense,Oakland Parks & Recreation,1010,,10000
FY16-17,Expense,Oakland Parks & Recreation,1100,,60000
FY16-17,Expense,Oakland Parks & Recreation,7999,,23441
FY16-17,Expense,Oakland Parks & Recreation,1010,,240000
FY16-17,Expense,Oakland Parks & Recreation,7999,,440
FY16-17,Expense,Oakland Parks & Recreation,3200,,60
FY16-17,Expense,Oakland Parks & Recreation,1010,,100
FY16-17,Expense,Oakland Parks & Recreation,7999,,330
FY16-17,Expense,Oakland Parks & Recreation,2310,,1408
FY16-17,Expense,Oakland Parks & Recreation,1820,,20400
FY16-17,Expense,Oakland Parks & Recreation,1820,,6080
FY16-17,Expense,Oakland Parks & Recreation,1010,,321669
FY16-17,Expense,Oakland Parks & Recreation,7999,,270
FY16-17,Expense,Oakland Parks & Recreation,1010,,599
FY16-17,Expense,Oakland Parks & Recreation,1010,,571
FY16-17,Expense,Oakland Parks & Recreation,2310,,2550487
FY16-17,Expense,Oakland Parks & Recreation,7999,,37629
FY16-17,Expense,Oakland Parks & Recreation,1010,,2500
FY16-17,Expense,Oakland Parks & Recreation,1010,,26360
FY16-17,Expense,Oakland Parks & Recreation,3200,,29815
FY16-17,Expense,Oakland Parks & Recreation,1010,,9020
FY16-17,Expense,Oakland Parks & Recreation,1100,,354922
FY16-17,Expense,Oakland Parks & Recreation,7999,,7160
FY16-17,Expense,Oakland Parks & Recreation,1010,,1050
FY16-17,Expense,Oakland Parks & Recreation,1010,,490
FY16-17,Expense,Oakland Parks & Recreation,1010,,800
FY16-17,Expense,Oakland Parks & Recreation,1010,,25806
FY16-17,Expense,Oakland Parks & Recreation,1010,,136500
FY16-17,Expense,Oakland Parks & Recreation,1010,,10000
FY16-17,Expense,Oakland Parks & Recreation,1010,,1320
FY16-17,Expense,Oakland Parks & Recreation,1010,,7910
FY16-17,Expense,Oakland Parks & Recreation,1010,,79956
FY16-17,Expense,Oakland Parks & Recreation,1010,,1650
FY16-17,Expense,Oakland Parks & Recreation,1010,,72474
FY16-17,Expense,Oakland Parks & Recreation,1010,,51000
FY16-17,Expense,Oakland Parks & Recreation,1010,,79447
FY16-17,Expense,Oakland Parks & Recreation,1010,,36576
FY16-17,Expense,Oakland Parks & Recreation,1010,,45900
FY16-17,Expense,Oakland Parks & Recreation,1010,,14520
FY16-17,Expense,Oakland Parks & Recreation,1010,,21526
FY16-17,Expense,Oakland Parks & Recreation,1010,,33276
FY16-17,Expense,Oakland Parks & Recreation,1010,,87325
FY16-17,Expense,Oakland Parks & Recreation,1010,,780
FY16-17,Expense,Oakland Parks & Recreation,1010,,2500
FY16-17,Expense,Oakland Parks & Recreation,1010,,173033
FY16-17,Expense,Oakland Parks & Recreation,1010,,51395
FY16-17,Expense,Oakland Parks & Recreation,1010,,273105
FY16-17,Expense,Oakland Parks & Recreation,1010,,18018
FY16-17,Expense,Oakland Parks & Recreation,1010,,134535
FY16-17,Expense,Oakland Parks & Recreation,1010,,41254
FY16-17,Expense,Oakland Parks & Recreation,1010,,20000
FY16-17,Expense,Oakland Parks & Recreation,1010,,5219
FY16-17,Expense,Oakland Parks & Recreation,1010,,3500
FY16-17,Expense,Oakland Parks & Recreation,1010,,54320
FY16-17,Expense,Oakland Parks & Recreation,1010,,89850
FY16-17,Expense,Oakland Parks & Recreation,1010,,31321
FY16-17,Expense,Oakland Parks & Recreation,1010,,49654
FY16-17,Expense,Oakland Parks & Recreation,1820,,16453
FY16-17,Expense,Oakland Parks & Recreation,1010,,2500
FY16-17,Expense,Oakland Parks & Recreation,1010,,6000
FY16-17,Expense,Oakland Parks & Recreation,1010,,54578
FY16-17,Expense,Oakland Parks & Recreation,1820,,10643
FY16-17,Expense,Oakland Parks & Recreation,1010,,108145
FY16-17,Expense,Oakland Parks & Recreation,1820,,35835
FY16-17,Expense,Oakland Parks & Recreation,1820,,18084
FY16-17,Expense,Oakland Parks & Recreation,1010,,32122
FY16-17,Expense,Oakland Parks & Recreation,1010,,76860
FY16-17,Expense,Oakland Parks & Recreation,1010,,22828
FY16-17,Expense,Oakland Parks & Recreation,1010,,38788
FY16-17,Expense,Oakland Parks & Recreation,1010,,35289
FY16-17,Expense,Oakland Parks & Recreation,1010,,5500
FY16-17,Expense,Oakland Parks & Recreation,1820,,28256
FY16-17,Expense,Oakland Parks & Recreation,1820,,783
FY16-17,Expense,Oakland Parks & Recreation,1820,,1170
FY16-17,Expense,Oakland Parks & Recreation,1820,,1334
FY16-17,Expense,Oakland Parks & Recreation,1820,,80
FY16-17,Expense,Oakland Parks & Recreation,1820,,1347
FY16-17,Expense,Oakland Parks & Recreation,1820,,696
FY16-17,Expense,Oakland Parks & Recreation,1820,,159975
FY16-17,Expense,Oakland Parks & Recreation,1820,,275039
FY16-17,Expense,Oakland Parks & Recreation,1820,,323403
FY16-17,Expense,Oakland Parks & Recreation,1820,,12309
FY16-17,Expense,Oakland Parks & Recreation,1820,,18935
FY16-17,Expense,Oakland Parks & Recreation,1820,,500
FY16-17,Expense,Oakland Parks & Recreation,1820,,1216
FY16-17,Expense,Oakland Parks & Recreation,1820,,1567
FY16-17,Expense,Oakland Parks & Recreation,1820,,1486
FY16-17,Expense,Oakland Parks & Recreation,1820,,2048
FY16-17,Expense,Oakland Parks & Recreation,1820,,336
FY16-17,Expense,Oakland Parks & Recreation,1820,,20194
FY16-17,Expense,Oakland Parks & Recreation,1820,,20
FY16-17,Expense,Oakland Parks & Recreation,1820,,86522
FY16-17,Expense,Oakland Parks & Recreation,1820,,159
FY16-17,Expense,Oakland Parks & Recreation,1820,,126283
FY16-17,Expense,Oakland Parks & Recreation,1820,,500
FY16-17,Expense,Oakland Parks & Recreation,1820,,955
FY16-17,Expense,Oakland Parks & Recreation,1820,,5150
FY16-17,Expense,Oakland Parks & Recreation,1820,,1175
FY16-17,Expense,Oakland Parks & Recreation,1010,,70047
FY16-17,Expense,Oakland Parks & Recreation,1820,,2021
FY16-17,Expense,Oakland Parks & Recreation,1010,,13019
FY16-17,Expense,Oakland Parks & Recreation,1010,,36191
FY16-17,Expense,Oakland Parks & Recreation,1820,,3931
FY16-17,Expense,Oakland Parks & Recreation,1010,,490
FY16-17,Expense,Oakland Parks & Recreation,1010,,800
FY16-17,Expense,Oakland Parks & Recreation,1820,,1044
FY16-17,Expense,Oakland Parks & Recreation,1010,,488
FY16-17,Expense,Oakland Parks & Recreation,1010,,1474
FY16-17,Expense,Oakland Parks & Recreation,1010,,70
FY16-17,Expense,Oakland Parks & Recreation,1010,,730
FY16-17,Expense,Oakland Parks & Recreation,1820,,30296
FY16-17,Expense,Oakland Parks & Recreation,1820,,4500
FY16-17,Expense,Oakland Parks & Recreation,1010,,32162
FY16-17,Expense,Oakland Parks & Recreation,1010,,40
FY16-17,Expense,Oakland Parks & Recreation,1820,,29180
FY16-17,Expense,Oakland Parks & Recreation,1010,,20805
FY16-17,Expense,Oakland Parks & Recreation,1010,,-539895
FY16-17,Expense,Oakland Parks & Recreation,1010,,539895
FY16-17,Expense,Oakland Parks & Recreation,1010,,364429
FY16-17,Expense,Oakland Parks & Recreation,1820,,8190
FY16-17,Expense,Oakland Parks & Recreation,1820,,15514
FY16-17,Expense,Oakland Parks & Recreation,1010,,517
FY16-17,Expense,Oakland Parks & Recreation,1010,,13337
FY16-17,Expense,Oakland Parks & Recreation,1820,,25478
FY16-17,Expense,Oakland Parks & Recreation,1820,,23982
FY16-17,Expense,Oakland Parks & Recreation,1820,,52232
FY16-17,Expense,Oakland Parks & Recreation,1820,,26360
FY16-17,Expense,Oakland Parks & Recreation,1010,,459
FY16-17,Expense,Oakland Parks & Recreation,1820,,14562
FY16-17,Expense,Oakland Parks & Recreation,1820,,17725
FY16-17,Expense,Oakland Parks & Recreation,1820,,89864
FY16-17,Expense,Oakland Parks & Recreation,1010,,890
FY16-17,Expense,Oakland Parks & Recreation,1820,,3486
FY16-17,Expense,Oakland Parks & Recreation,1820,,38604
FY16-17,Expense,Oakland Parks & Recreation,1010,,5000
FY16-17,Expense,Oakland Parks & Recreation,1010,,9500
FY16-17,Expense,Oakland Parks & Recreation,1010,,232742
FY16-17,Expense,Oakland Parks & Recreation,1010,,106862
FY16-17,Expense,Oakland Parks & Recreation,1010,,117458
FY16-17,Expense,Oakland Parks & Recreation,1010,,69129
FY16-17,Expense,Oakland Parks & Recreation,1010,,2910
FY16-17,Expense,Oakland Parks & Recreation,1010,,22312
FY16-17,Expense,Oakland Parks & Recreation,1820,,200
FY16-17,Expense,Oakland Parks & Recreation,1010,,10964
FY16-17,Expense,Oakland Parks & Recreation,1820,,177
FY16-17,Expense,Oakland Parks & Recreation,1820,,500
FY16-17,Expense,Oakland Parks & Recreation,1010,,700
FY16-17,Expense,Oakland Parks & Recreation,1820,,598
FY16-17,Expense,Oakland Parks & Recreation,1010,,375
FY16-17,Expense,Oakland Parks & Recreation,1010,,685
FY16-17,Expense,Oakland Parks & Recreation,1820,,1966
FY16-17,Expense,Oakland Parks & Recreation,1010,,12051
FY16-17,Expense,Oakland Parks & Recreation,1820,,1028
FY16-17,Expense,Oakland Parks & Recreation,1010,,23878
FY16-17,Expense,Oakland Parks & Recreation,1010,,48596
FY16-17,Expense,Oakland Parks & Recreation,1010,,7092
FY16-17,Expense,Oakland Parks & Recreation,1010,,24525
FY16-17,Expense,Oakland Parks & Recreation,1010,,115
FY16-17,Expense,Oakland Parks & Recreation,1820,,531
FY16-17,Expense,Oakland Parks & Recreation,1010,,14434
FY16-17,Expense,Oakland Parks & Recreation,1820,,600
FY16-17,Expense,Oakland Parks & Recreation,1820,,15408
FY16-17,Expense,Oakland Parks & Recreation,1820,,2035
FY16-17,Expense,Oakland Parks & Recreation,1820,,50
FY16-17,Expense,Oakland Parks & Recreation,1820,,2456
FY16-17,Expense,Oakland Parks & Recreation,1820,,3230
FY16-17,Expense,Oakland Parks & Recreation,1820,,63325
FY16-17,Expense,Oakland Parks & Recreation,1010,,69229
FY16-17,Expense,Oakland Parks & Recreation,1820,,50
FY16-17,Expense,Oakland Parks & Recreation,1820,,2900
FY16-17,Expense,Oakland Parks & Recreation,1820,,65
FY16-17,Expense,Oakland Parks & Recreation,1820,,4225
FY16-17,Expense,Oakland Parks & Recreation,1820,,2182
FY16-17,Expense,Oakland Parks & Recreation,1820,,5236
FY16-17,Expense,Oakland Parks & Recreation,1010,,20563
FY16-17,Expense,Oakland Parks & Recreation,1010,,200
FY16-17,Expense,Oakland Parks & Recreation,1820,,1377
FY16-17,Expense,Oakland Parks & Recreation,1820,,909
FY16-17,Expense,Oakland Parks & Recreation,1820,,200
FY16-17,Expense,Oakland Parks & Recreation,1820,,8436
FY16-17,Expense,Oakland Parks & Recreation,1820,,200
FY16-17,Expense,Oakland Parks & Recreation,1010,,31786
FY16-17,Expense,Oakland Parks & Recreation,1820,,7000
FY16-17,Expense,Oakland Parks & Recreation,1010,,490
FY16-17,Expense,Oakland Parks & Recreation,1010,,1185
FY16-17,Expense,Oakland Parks & Recreation,1010,,34938
FY16-17,Expense,Oakland Parks & Recreation,1820,,800
FY16-17,Expense,Oakland Parks & Recreation,1820,,1677
FY16-17,Expense,Oakland Parks & Recreation,1010,,621
FY16-17,Expense,Oakland Parks & Recreation,1010,,12700
FY16-17,Expense,Oakland Parks & Recreation,1010,,1329
FY16-17,Expense,Oakland Parks & Recreation,1820,,254
FY16-17,Expense,Oakland Parks & Recreation,1820,,493
FY16-17,Expense,Oakland Parks & Recreation,1010,,19633
FY16-17,Expense,Oakland Parks & Recreation,1010,,50
FY16-17,Expense,Oakland Parks & Recreation,1820,,7377
FY16-17,Expense,Oakland Parks & Recreation,1010,,42760
FY16-17,Expense,Oakland Parks & Recreation,1820,,300
FY16-17,Expense,Oakland Parks & Recreation,1820,,287
FY16-17,Expense,Oakland Parks & Recreation,1010,,21579
FY16-17,Expense,Oakland Parks & Recreation,1010,,38605
FY16-17,Expense,Oakland Parks & Recreation,1010,,2500
FY16-17,Expense,Oakland Parks & Recreation,1010,,22721
FY16-17,Expense,Oakland Parks & Recreation,1820,,980
FY16-17,Expense,Oakland Parks & Recreation,1010,,35122
FY16-17,Expense,Oakland Parks & Recreation,1820,,2311
FY16-17,Expense,Oakland Parks & Recreation,1820,,4478
FY16-17,Expense,Oakland Parks & Recreation,1820,,67113
FY16-17,Expense,Oakland Parks & Recreation,1820,,5324
FY16-17,Expense,Oakland Parks & Recreation,1010,,76496
FY16-17,Expense,Oakland Parks & Recreation,1820,,2685
FY16-17,Expense,Oakland Parks & Recreation,1820,,2604
FY16-17,Expense,Oakland Parks & Recreation,1010,,1625
FY16-17,Expense,Oakland Parks & Recreation,1820,,18300
FY16-17,Expense,Oakland Parks & Recreation,1820,,732
FY16-17,Expense,Oakland Parks & Recreation,1820,,200
FY16-17,Expense,Oakland Parks & Recreation,1820,,330
FY16-17,Expense,Oakland Parks & Recreation,1010,,360
FY16-17,Expense,Oakland Parks & Recreation,1820,,17474
FY16-17,Expense,Oakland Parks & Recreation,1820,,8407
FY16-17,Expense,Oakland Parks & Recreation,1820,,2500
FY16-17,Expense,Oakland Parks & Recreation,1820,,101
FY16-17,Expense,Oakland Parks & Recreation,1820,,3000
FY16-17,Expense,Oakland Parks & Recreation,1820,,39857
FY16-17,Expense,Oakland Parks & Recreation,1010,,36049
FY16-17,Expense,Oakland Parks & Recreation,1820,,10525
FY16-17,Expense,Oakland Parks & Recreation,1010,,78514
FY16-17,Expense,Oakland Parks & Recreation,1820,,31030
FY16-17,Expense,Oakland Parks & Recreation,1010,,39623
FY16-17,Expense,Oakland Parks & Recreation,1820,,9410
FY16-17,Expense,Oakland Parks & Recreation,1820,,6347
FY16-17,Expense,Oakland Parks & Recreation,1820,,500
FY16-17,Expense,Oakland Parks & Recreation,1010,,300
FY16-17,Expense,Oakland Parks & Recreation,1820,,1500
FY16-17,Expense,Oakland Parks & Recreation,1820,,163603
FY16-17,Expense,Oakland Parks & Recreation,1010,,70
FY16-17,Expense,Oakland Parks & Recreation,1010,,23320
FY16-17,Expense,Oakland Parks & Recreation,1820,,1190
FY16-17,Expense,Oakland Parks & Recreation,1010,,34938
FY16-17,Expense,Oakland Parks & Recreation,1820,,1500
FY16-17,Expense,Oakland Parks & Recreation,1820,,900
FY16-17,Expense,Oakland Parks & Recreation,1820,,52990
FY16-17,Expense,Oakland Parks & Recreation,1820,,3535
FY16-17,Expense,Oakland Parks & Recreation,1820,,500
FY16-17,Expense,Oakland Parks & Recreation,1010,,31786
FY16-17,Expense,Oakland Parks & Recreation,1820,,1000
FY16-17,Expense,Oakland Parks & Recreation,1820,,7903
FY16-17,Expense,Oakland Parks & Recreation,1010,,20563
FY16-17,Expense,Oakland Parks & Recreation,1820,,1826
FY16-17,Expense,Oakland Parks & Recreation,1010,,69229
FY16-17,Expense,Oakland Parks & Recreation,1820,,1000
FY16-17,Expense,Oakland Parks & Recreation,1010,,1875
FY16-17,Expense,Oakland Parks & Recreation,1820,,2056
FY16-17,Expense,Oakland Parks & Recreation,1010,,1060
FY16-17,Expense,Oakland Parks & Recreation,1010,,200
FY16-17,Expense,Oakland Parks & Recreation,1010,,70257
FY16-17,Expense,Oakland Parks & Recreation,1010,,315
FY16-17,Expense,Oakland Parks & Recreation,1820,,369
FY16-17,Expense,Oakland Parks & Recreation,1010,,35457
FY16-17,Expense,Oakland Parks & Recreation,1820,,100
FY16-17,Expense,Oakland Parks & Recreation,1820,,10701
FY16-17,Expense,Oakland Parks & Recreation,1820,,1538
FY16-17,Expense,Oakland Parks & Recreation,1820,,4095
FY16-17,Expense,Oakland Parks & Recreation,1010,,300
FY16-17,Expense,Oakland Parks & Recreation,1820,,200
FY16-17,Expense,Oakland Parks & Recreation,1010,,20868
FY16-17,Expense,Oakland Parks & Recreation,1820,,415
FY16-17,Expense,Oakland Parks & Recreation,1820,,100
FY16-17,Expense,Oakland Parks & Recreation,1820,,714
FY16-17,Expense,Oakland Parks & Recreation,1010,,32258
FY16-17,Expense,Oakland Parks & Recreation,1010,,1670
FY16-17,Expense,Oakland Parks & Recreation,1820,,300
FY16-17,Expense,Oakland Parks & Recreation,1010,,330
FY16-17,Expense,Oakland Parks & Recreation,1010,,6871
FY16-17,Expense,Oakland Parks & Recreation,1010,,40551
FY16-17,Expense,Oakland Parks & Recreation,1820,,11261
FY16-17,Expense,Oakland Parks & Recreation,1820,,2667
FY16-17,Expense,Oakland Parks & Recreation,1820,,119400
FY16-17,Expense,Oakland Parks & Recreation,1010,,200
FY16-17,Expense,Oakland Parks & Recreation,1010,,258
FY16-17,Expense,Oakland Parks & Recreation,1010,,234
FY16-17,Expense,Oakland Parks & Recreation,1010,,600
FY16-17,Expense,Oakland Parks & Recreation,1820,,3727
FY16-17,Expense,Oakland Parks & Recreation,1010,,23605
FY16-17,Expense,Oakland Parks & Recreation,1010,,1626
FY16-17,Expense,Oakland Parks & Recreation,1010,,79474
FY16-17,Expense,Oakland Parks & Recreation,1010,,36490
FY16-17,Expense,Oakland Parks & Recreation,1820,,7943
FY16-17,Expense,Oakland Parks & Recreation,1820,,4618
FY16-17,Expense,Oakland Parks & Recreation,1010,,778
FY16-17,Expense,Oakland Parks & Recreation,1010,,2500
FY16-17,Expense,Oakland Parks & Recreation,1010,,490
FY16-17,Expense,Oakland Parks & Recreation,1820,,656
FY16-17,Expense,Oakland Parks & Recreation,1820,,1645
FY16-17,Expense,Oakland Parks & Recreation,1010,,39668
FY16-17,Expense,Oakland Parks & Recreation,1820,,1250
FY16-17,Expense,Oakland Parks & Recreation,1010,,86395
FY16-17,Expense,Oakland Parks & Recreation,1820,,2589
FY16-17,Expense,Oakland Parks & Recreation,1010,,940
FY16-17,Expense,Oakland Parks & Recreation,1820,,602
FY16-17,Expense,Oakland Parks & Recreation,1010,,50
FY16-17,Expense,Oakland Parks & Recreation,1820,,38813
FY16-17,Expense,Oakland Parks & Recreation,1010,,20
FY16-17,Expense,Oakland Parks & Recreation,1010,,450
FY16-17,Expense,Oakland Parks & Recreation,1010,,10
FY16-17,Expense,Oakland Parks & Recreation,1010,,1000
FY16-17,Expense,Oakland Parks & Recreation,1010,,25661
FY16-17,Expense,Oakland Parks & Recreation,1010,,50000
FY16-17,Expense,Oakland Parks & Recreation,1820,,3619
FY16-17,Expense,Oakland Parks & Recreation,1820,,5160
FY16-17,Expense,Oakland Parks & Recreation,1010,,43601
FY16-17,Expense,Oakland Parks & Recreation,1010,,1500
FY16-17,Expense,Oakland Parks & Recreation,1820,,270
FY16-17,Expense,Oakland Parks & Recreation,1010,,980
FY16-17,Expense,Oakland Parks & Recreation,1010,,1360
FY16-17,Expense,Oakland Parks & Recreation,1010,,380
FY16-17,Expense,Oakland Parks & Recreation,1820,,113
FY16-17,Expense,Oakland Parks & Recreation,1010,,1000
FY16-17,Expense,Oakland Parks & Recreation,1820,,1506
FY16-17,Expense,Oakland Parks & Recreation,1820,,2902
FY16-17,Expense,Oakland Parks & Recreation,1820,,1337
FY16-17,Expense,Oakland Parks & Recreation,1820,,862
FY16-17,Expense,Oakland Parks & Recreation,1820,,1668
FY16-17,Expense,Oakland Parks & Recreation,1820,,25009
FY16-17,Expense,Oakland Parks & Recreation,1820,,970
FY16-17,Expense,Oakland Parks & Recreation,1820,,3563
FY16-17,Expense,Oakland Parks & Recreation,1010,,2662
FY16-17,Expense,Oakland Parks & Recreation,1820,,3776
FY16-17,Expense,Oakland Parks & Recreation,1010,,68634
FY16-17,Expense,Oakland Parks & Recreation,1010,,2364
FY16-17,Expense,Oakland Parks & Recreation,1820,,2195
FY16-17,Expense,Oakland Parks & Recreation,1820,,7658
FY16-17,Expense,Oakland Parks & Recreation,1820,,56587
FY16-17,Expense,Oakland Parks & Recreation,1010,,11671
FY16-17,Expense,Oakland Parks & Recreation,1010,,4579
FY16-17,Expense,Oakland Parks & Recreation,1820,,1949
FY16-17,Expense,Oakland Parks & Recreation,1010,,8558
FY16-17,Expense,Oakland Parks & Recreation,1010,,3828
FY16-17,Expense,Oakland Parks & Recreation,1820,,702
FY16-17,Expense,Oakland Parks & Recreation,1820,,10524
FY16-17,Expense,Oakland Parks & Recreation,1820,,408
FY16-17,Expense,Oakland Parks & Recreation,1010,,57379
FY16-17,Expense,Oakland Parks & Recreation,1820,,363
FY16-17,Expense,Oakland Parks & Recreation,1820,,1597
FY16-17,Expense,Oakland Parks & Recreation,1010,,1977
FY16-17,Expense,Oakland Parks & Recreation,1010,,2226
FY16-17,Expense,Oakland Parks & Recreation,1820,,22851
FY16-17,Expense,Oakland Parks & Recreation,1820,,161812
FY16-17,Expense,Oakland Parks & Recreation,1820,,10797
FY16-17,Expense,Oakland Parks & Recreation,1820,,6277
FY16-17,Expense,Oakland Parks & Recreation,1820,,5573
FY16-17,Expense,Oakland Parks & Recreation,1010,,81651
FY16-17,Expense,Oakland Parks & Recreation,1010,,12367
FY16-17,Expense,Oakland Parks & Recreation,1010,,3168
FY16-17,Expense,Oakland Parks & Recreation,1010,,2813
FY16-17,Expense,Oakland Parks & Recreation,1010,,5448
FY16-17,Expense,Oakland Parks & Recreation,1010,,500
FY16-17,Expense,Oakland Parks & Recreation,1820,,87811
FY16-17,Expense,Oakland Parks & Recreation,1820,,400
FY16-17,Expense,Oakland Parks & Recreation,1820,,48093
FY16-17,Expense,Oakland Parks & Recreation,1820,,917
FY16-17,Expense,Oakland Parks & Recreation,1010,,500
FY16-17,Expense,Oakland Parks & Recreation,1820,,13432
FY16-17,Expense,Oakland Parks & Recreation,1820,,4100
FY16-17,Expense,Oakland Parks & Recreation,1820,,3406
FY16-17,Expense,Oakland Parks & Recreation,1010,,1125
FY16-17,Expense,Oakland Parks & Recreation,1820,,30130
FY16-17,Expense,Oakland Parks & Recreation,1820,,17308
FY16-17,Expense,Oakland Parks & Recreation,1820,,1412
FY16-17,Expense,Oakland Parks & Recreation,1010,,500
FY16-17,Expense,Oakland Parks & Recreation,1820,,22082
FY16-17,Expense,Oakland Parks & Recreation,1010,,500
FY16-17,Expense,Oakland Parks & Recreation,1010,,35643
FY16-17,Expense,Oakland Parks & Recreation,1010,,200
FY16-17,Expense,Oakland Parks & Recreation,1010,,423177
FY16-17,Expense,Oakland Parks & Recreation,1010,,66686
FY16-17,Expense,Oakland Parks & Recreation,1010,,50328
FY16-17,Expense,Oakland Parks & Recreation,1010,,2000
FY16-17,Expense,Oakland Parks & Recreation,1010,,76399
FY16-17,Expense,Oakland Parks & Recreation,1820,,2630
FY16-17,Expense,Oakland Parks & Recreation,1010,,16779
FY16-17,Expense,Oakland Parks & Recreation,1010,,16355
FY16-17,Expense,Oakland Parks & Recreation,1010,,500
FY16-17,Expense,Oakland Parks & Recreation,1010,,6000
FY16-17,Expense,Oakland Parks & Recreation,1010,,1400
FY16-17,Expense,Oakland Parks & Recreation,1010,,35078
FY16-17,Expense,Oakland Parks & Recreation,1010,,1960
