budget_year,department,fund_code,account_type,account_category,amount
FY14-15,Administrative Services,1010,Expense,,400
FY14-15,Administrative Services,1010,Expense,,768
FY14-15,Administrative Services,1010,Expense,,600
FY14-15,Administrative Services,1010,Expense,,1000
FY14-15,Administrative Services,1010,Expense,,141604
FY14-15,Administrative Services,1010,Expense,,335820
FY14-15,Administrative Services,1010,Expense,,23109
FY14-15,Administrative Services,1010,Expense,,38087
FY14-15,Administrative Services,1010,Expense,,1200
FY14-15,Administrative Services,1010,Expense,,366141
FY14-15,Administrative Services,1010,Expense,,7140
FY14-15,Administrative Services,1750,Expense,,5100
FY14-15,Administrative Services,1750,Expense,,22200
FY14-15,Administrative Services,1750,Expense,,4000
FY14-15,Administrative Services,1750,Expense,,50800
FY14-15,Administrative Services,1750,Expense,,1700000
FY14-15,Administrative Services,1750,Expense,,370250
FY14-15,Fire Department,1010,Expense,,130160
FY14-15,Fire Department,1010,Expense,,159741
FY14-15,Fire Department,1010,Expense,,572
FY14-15,Fire Department,1010,Expense,,10569
FY14-15,Fire Department,1010,Expense,,35967
FY14-15,Fire Department,1010,Expense,,51641
FY14-15,Fire Department,1010,Expense,,48343
FY14-15,Fire Department,1010,Expense,,67669
FY14-15,Fire Department,1010,Expense,,65704
FY14-15,Fire Department,1010,Expense,,86181
FY14-15,Fire Department,1010,Expense,,-140
FY14-15,Fire Department,1010,Expense,,17870
FY14-15,Fire Department,1010,Expense,,10000
FY14-15,Fire Department,1010,Expense,,20
FY14-15,Fire Department,1010,Expense,,100
FY14-15,Fire Department,1010,Expense,,12000
FY14-15,Fire Department,1010,Expense,,3700
FY14-15,Fire Department,1010,Expense,,1000
FY14-15,Fire Department,1010,Expense,,26440
FY14-15,Fire Department,1010,Expense,,280
FY14-15,Fire Department,1010,Expense,,1300
FY14-15,Fire Department,1010,Expense,,500
FY14-15,Fire Department,1010,Expense,,18600
FY14-15,Fire Department,1010,Expense,,26000
FY14-15,Fire Department,1010,Expense,,100
FY14-15,Fire Department,1010,Expense,,2000
FY14-15,Fire Department,1010,Expense,,470
FY14-15,Fire Department,1010,Expense,,1000
FY14-15,Fire Department,1010,Expense,,2700
FY14-15,Fire Department,1010,Expense,,800
FY14-15,Fire Department,1010,Expense,,2250
FY14-15,Fire Department,1010,Expense,,1250
FY14-15,Fire Department,1010,Expense,,2000
FY14-15,Fire Department,1010,Expense,,5000
FY14-15,Fire Department,1010,Expense,,80
FY14-15,Fire Department,1010,Expense,,560
FY14-15,Fire Department,1010,Expense,,511119
FY14-15,Fire Department,1010,Expense,,10620
FY14-15,Fire Department,1010,Expense,,4520
FY14-15,Fire Department,1010,Expense,,51739
FY14-15,Fire Department,1010,Expense,,141235
FY14-15,Fire Department,1010,Expense,,189833
FY14-15,Fire Department,1010,Expense,,258006
FY14-15,Fire Department,1010,Expense,,1800
FY14-15,Fire Department,1010,Expense,,250
FY14-15,Fire Department,1010,Expense,,9600
FY14-15,Fire Department,1010,Expense,,250
FY14-15,Fire Department,1010,Expense,,29150
FY14-15,Fire Department,1010,Expense,,274910
FY14-15,Fire Department,1010,Expense,,18800
FY14-15,Fire Department,1010,Expense,,2500
FY14-15,Fire Department,1010,Expense,,-190
FY14-15,Fire Department,1010,Expense,,10500
FY14-15,Fire Department,1010,Expense,,200
FY14-15,Fire Department,1010,Expense,,4770
FY14-15,Fire Department,1010,Expense,,50
FY14-15,Fire Department,1010,Expense,,1000
FY14-15,Fire Department,1010,Expense,,680
FY14-15,Fire Department,1010,Expense,,80
FY14-15,Fire Department,1010,Expense,,530
FY14-15,Fire Department,1010,Expense,,1000
FY14-15,Fire Department,1010,Expense,,750
FY14-15,Fire Department,1010,Expense,,764838
FY14-15,Fire Department,1010,Expense,,156152
FY14-15,Fire Department,1010,Expense,,15240
FY14-15,Fire Department,1010,Expense,,48170
FY14-15,Fire Department,1010,Expense,,13618
FY14-15,Fire Department,1010,Expense,,43149
FY14-15,Fire Department,1010,Expense,,57996
FY14-15,Fire Department,1010,Expense,,78824
FY14-15,Fire Department,2412,Expense,,517846
FY14-15,Fire Department,2412,Expense,,27850
FY14-15,Fire Department,2412,Expense,,251910
FY14-15,Fire Department,2412,Expense,,59781
FY14-15,Fire Department,2412,Expense,,6233
FY14-15,Fire Department,2412,Expense,,143096
FY14-15,Fire Department,2412,Expense,,192333
FY14-15,Fire Department,2412,Expense,,261404
FY14-15,Fire Department,2412,Expense,,86682
FY14-15,Fire Department,2412,Expense,,31855
FY14-15,Fire Department,2412,Expense,,50000
FY14-15,Fire Department,2412,Expense,,18179
FY14-15,Fire Department,2412,Expense,,1220
FY14-15,Fire Department,2412,Expense,,105076
FY14-15,Fire Department,2412,Expense,,1618
FY14-15,Fire Department,3100,Expense,,53349
FY14-15,Fire Department,3100,Expense,,3240
FY14-15,Fire Department,3100,Expense,,17530
FY14-15,Fire Department,3100,Expense,,6809
FY14-15,Fire Department,3100,Expense,,14742
FY14-15,Fire Department,3100,Expense,,19814
FY14-15,Fire Department,3100,Expense,,26930
FY14-15,Fire Department,3100,Expense,,9926
FY14-15,Fire Department,1010,Expense,,192438
FY14-15,Fire Department,1010,Expense,,144537
FY14-15,Fire Department,1010,Expense,,1790
FY14-15,Fire Department,1010,Expense,,572
FY14-15,Fire Department,1010,Expense,,9563
FY14-15,Fire Department,1010,Expense,,53176
FY14-15,Fire Department,1010,Expense,,46725
FY14-15,Fire Department,1010,Expense,,71474
FY14-15,Fire Department,1010,Expense,,61245
FY14-15,Fire Department,1010,Expense,,97140
FY14-15,Fire Department,1010,Expense,,77978
FY14-15,Fire Department,1010,Expense,,14370
FY14-15,Fire Department,1010,Expense,,2190
FY14-15,Fire Department,1010,Expense,,1500
FY14-15,Fire Department,1010,Expense,,150
FY14-15,Fire Department,1010,Expense,,1100
FY14-15,Fire Department,1010,Expense,,170
FY14-15,Fire Department,1010,Expense,,33040
FY14-15,Fire Department,1010,Expense,,2500
FY14-15,Fire Department,1010,Expense,,22610
FY14-15,Fire Department,1010,Expense,,-270
FY14-15,Fire Department,1010,Expense,,2750
FY14-15,Fire Department,1010,Expense,,1300
FY14-15,Fire Department,1010,Expense,,4560
FY14-15,Fire Department,1010,Expense,,2300
FY14-15,Fire Department,1010,Expense,,15960
FY14-15,Fire Department,1010,Expense,,500
FY14-15,Fire Department,1010,Expense,,1000
FY14-15,Fire Department,1010,Expense,,11840
FY14-15,Fire Department,1010,Expense,,6370
FY14-15,Fire Department,1010,Expense,,2000
FY14-15,Fire Department,1010,Expense,,300
FY14-15,Fire Department,1010,Expense,,750
FY14-15,Fire Department,1010,Expense,,230
FY14-15,Fire Department,1010,Expense,,100
FY14-15,Fire Department,1010,Expense,,3250
FY14-15,Fire Department,1010,Expense,,230
FY14-15,Fire Department,1010,Expense,,190
FY14-15,Fire Department,1740,Expense,,88611
FY14-15,Fire Department,1740,Expense,,24486
FY14-15,Fire Department,1740,Expense,,32911
FY14-15,Fire Department,1740,Expense,,44730
FY14-15,Fire Department,1740,Expense,,12633
FY14-15,Fire Department,2321,Expense,,59973
FY14-15,Fire Department,2321,Expense,,10000
FY14-15,Fire Department,2321,Expense,,10000
FY14-15,Fire Department,2321,Expense,,16572
FY14-15,Fire Department,2321,Expense,,22274
FY14-15,Fire Department,2321,Expense,,30273
FY14-15,Fire Department,2321,Expense,,22090
FY14-15,Fire Department,2321,Expense,,850
FY14-15,Fire Department,2321,Expense,,500
FY14-15,Fire Department,2321,Expense,,3890
FY14-15,Fire Department,2321,Expense,,3000
FY14-15,Fire Department,2321,Expense,,21000
FY14-15,Fire Department,2321,Expense,,260410
FY14-15,Fire Department,2321,Expense,,22810
FY14-15,Fire Department,2321,Expense,,15000
FY14-15,Fire Department,2321,Expense,,18646
FY14-15,Fire Department,2321,Expense,,15000
FY14-15,Fire Department,2321,Expense,,35000
FY14-15,Fire Department,2321,Expense,,1553646
FY14-15,Fire Department,2321,Expense,,110
FY14-15,Fire Department,2321,Expense,,536
FY14-15,Fire Department,2321,Expense,,291
FY14-15,Fire Department,3100,Expense,,220
FY14-15,Fire Department,1720,Expense,,430
FY14-15,Fire Department,1720,Expense,,1060
FY14-15,Fire Department,1720,Expense,,500
FY14-15,Fire Department,1720,Expense,,500
FY14-15,Fire Department,1720,Expense,,29170
FY14-15,Fire Department,1720,Expense,,22340
FY14-15,Fire Department,1720,Expense,,6000
FY14-15,Fire Department,1720,Expense,,500
FY14-15,Fire Department,1720,Expense,,8040
FY14-15,Fire Department,1720,Expense,,40
FY14-15,Fire Department,1720,Expense,,3090
FY14-15,Fire Department,1720,Expense,,400
FY14-15,Fire Department,1720,Expense,,700
FY14-15,Fire Department,1720,Expense,,100
FY14-15,Fire Department,1720,Expense,,6250
FY14-15,Fire Department,1740,Expense,,269408
FY14-15,Fire Department,1740,Expense,,74445
FY14-15,Fire Department,1740,Expense,,100062
FY14-15,Fire Department,1740,Expense,,135994
FY14-15,Fire Department,1740,Expense,,32400
FY14-15,Fire Department,1740,Expense,,1500
FY14-15,Fire Department,1740,Expense,,2140
FY14-15,Fire Department,1740,Expense,,36590
FY14-15,Fire Department,1740,Expense,,17670
FY14-15,Fire Department,1740,Expense,,500
FY14-15,Fire Department,1740,Expense,,1500
FY14-15,Fire Department,1740,Expense,,2000
FY14-15,Fire Department,1740,Expense,,500
FY14-15,Fire Department,1740,Expense,,44333
FY14-15,Fire Department,1740,Expense,,1300
FY14-15,Fire Department,1740,Expense,,1000
FY14-15,Fire Department,1740,Expense,,2800
FY14-15,Fire Department,1740,Expense,,1000
FY14-15,Fire Department,1740,Expense,,1300
FY14-15,Fire Department,1740,Expense,,850
FY14-15,Fire Department,1740,Expense,,560
FY14-15,Fire Department,1740,Expense,,3150
FY14-15,Fire Department,1740,Expense,,1150
FY14-15,Fire Department,1740,Expense,,1129
FY14-15,Fire Department,1740,Expense,,38408
FY14-15,Fire Department,3100,Expense,,59519
FY14-15,Fire Department,3100,Expense,,16447
FY14-15,Fire Department,3100,Expense,,22106
FY14-15,Fire Department,3100,Expense,,30044
FY14-15,Fire Department,3100,Expense,,8485
FY14-15,Fire Department,1010,Expense,,362791
FY14-15,Fire Department,1010,Expense,,55650
FY14-15,Fire Department,1010,Expense,,100247
FY14-15,Fire Department,1010,Expense,,134742
FY14-15,Fire Department,1010,Expense,,183130
FY14-15,Fire Department,1010,Expense,,2440
FY14-15,Fire Department,1010,Expense,,32730
FY14-15,Fire Department,1010,Expense,,32970
FY14-15,Fire Department,1010,Expense,,2600
FY14-15,Fire Department,1010,Expense,,260559
FY14-15,Fire Department,1010,Expense,,1716
FY14-15,Fire Department,1010,Expense,,7965
FY14-15,Fire Department,1010,Expense,,20688
FY14-15,Fire Department,1010,Expense,,84231
FY14-15,Fire Department,1010,Expense,,114087
FY14-15,Fire Department,1010,Expense,,140571
FY14-15,Fire Department,1010,Expense,,131418
FY14-15,Fire Department,1010,Expense,,36314
FY14-15,Fire Department,1010,Expense,,48810
FY14-15,Fire Department,1010,Expense,,66338
FY14-15,Fire Department,1010,Expense,,160892
FY14-15,Fire Department,1010,Expense,,102765
FY14-15,Fire Department,1010,Expense,,76917
FY14-15,Fire Department,1010,Expense,,1372
FY14-15,Fire Department,1010,Expense,,3489
FY14-15,Fire Department,1010,Expense,,3141
FY14-15,Fire Department,1010,Expense,,8159
FY14-15,Fire Department,1010,Expense,,44458
FY14-15,Fire Department,1010,Expense,,33221
FY14-15,Fire Department,1010,Expense,,59756
FY14-15,Fire Department,1010,Expense,,44964
FY14-15,Fire Department,1010,Expense,,87176
FY14-15,Fire Department,1010,Expense,,55442
FY14-15,Fire Department,1010,Expense,,2884
FY14-15,Fire Department,1010,Expense,,6400
FY14-15,Fire Department,1010,Expense,,1000
FY14-15,Fire Department,1010,Expense,,106550
FY14-15,Fire Department,1710,Expense,,48870
FY14-15,Fire Department,1720,Expense,,7510
FY14-15,Fire Department,1720,Expense,,110
FY14-15,Fire Department,2330,Expense,,3000
FY14-15,Fire Department,2330,Expense,,3200
FY14-15,Fire Department,1010,Expense,,262096
FY14-15,Fire Department,1010,Expense,,37983230
FY14-15,Fire Department,1010,Expense,,95361
FY14-15,Fire Department,1010,Expense,,270556
FY14-15,Fire Department,1010,Expense,,572
FY14-15,Fire Department,1010,Expense,,14102
FY14-15,Fire Department,1010,Expense,,4509
FY14-15,Fire Department,1010,Expense,,248440
FY14-15,Fire Department,1010,Expense,,1382170
FY14-15,Fire Department,1010,Expense,,2915
FY14-15,Fire Department,1010,Expense,,3021596
FY14-15,Fire Department,1010,Expense,,7571
FY14-15,Fire Department,1010,Expense,,1950
FY14-15,Fire Department,1010,Expense,,12129
FY14-15,Fire Department,1010,Expense,,12349546
FY14-15,Fire Department,1010,Expense,,30828
FY14-15,Fire Department,1010,Expense,,16303
FY14-15,Fire Department,1010,Expense,,16875441
FY14-15,Fire Department,1010,Expense,,41737
FY14-15,Fire Department,1010,Expense,,22158
FY14-15,Fire Department,1010,Expense,,20609651
FY14-15,Fire Department,1010,Expense,,51447
FY14-15,Fire Department,1010,Expense,,-3900000
FY14-15,Fire Department,1010,Expense,,12710
FY14-15,Fire Department,1010,Expense,,5000
FY14-15,Fire Department,1010,Expense,,-270
FY14-15,Fire Department,1010,Expense,,13130
FY14-15,Fire Department,1010,Expense,,25000
FY14-15,Fire Department,1010,Expense,,-160
FY14-15,Fire Department,1010,Expense,,12000
FY14-15,Fire Department,1010,Expense,,2000
FY14-15,Fire Department,1010,Expense,,4500
FY14-15,Fire Department,1010,Expense,,7000
FY14-15,Fire Department,1010,Expense,,2399231
FY14-15,Fire Department,1010,Expense,,60660
FY14-15,Fire Department,1010,Expense,,10269
FY14-15,Fire Department,1010,Expense,,102050
FY14-15,Fire Department,1100,Expense,,943902
FY14-15,Fire Department,2251,Expense,,4000000
FY14-15,Fire Department,1010,Expense,,44400
FY14-15,Fire Department,1010,Expense,,12269
FY14-15,Fire Department,1010,Expense,,16491
FY14-15,Fire Department,1010,Expense,,22413
FY14-15,Fire Department,1010,Expense,,5980
FY14-15,Fire Department,1010,Expense,,6000
FY14-15,Fire Department,1010,Expense,,-530
FY14-15,Fire Department,1010,Expense,,11810
FY14-15,Fire Department,1010,Expense,,2000
FY14-15,Fire Department,1010,Expense,,2000
FY14-15,Fire Department,2250,Expense,,6408
FY14-15,Fire Department,2250,Expense,,1771
FY14-15,Fire Department,2250,Expense,,2380
FY14-15,Fire Department,2250,Expense,,3235
FY14-15,Fire Department,2250,Expense,,914
FY14-15,Fire Department,1010,Expense,,214553
FY14-15,Fire Department,1010,Expense,,9000
FY14-15,Fire Department,1010,Expense,,59285
FY14-15,Fire Department,1010,Expense,,79687
FY14-15,Fire Department,1010,Expense,,108302
FY14-15,Fire Department,1740,Expense,,5550
FY14-15,Fire Department,1740,Expense,,1534
FY14-15,Fire Department,1740,Expense,,2061
FY14-15,Fire Department,1740,Expense,,2802
FY14-15,Fire Department,1740,Expense,,791
FY14-15,Fire Department,2412,Expense,,6408
FY14-15,Fire Department,2412,Expense,,1771
FY14-15,Fire Department,2412,Expense,,2380
FY14-15,Fire Department,2412,Expense,,3235
FY14-15,Fire Department,2412,Expense,,914
FY14-15,Fire Department,2124,Expense,,5550
FY14-15,Fire Department,2124,Expense,,1534
FY14-15,Fire Department,2124,Expense,,2061
FY14-15,Fire Department,2124,Expense,,2802
FY14-15,Fire Department,2124,Expense,,791
FY14-15,Fire Department,1010,Expense,,51807
FY14-15,Fire Department,1010,Expense,,14316
FY14-15,Fire Department,1010,Expense,,19242
FY14-15,Fire Department,1010,Expense,,26152
FY14-15,Fire Department,1010,Expense,,42595
FY14-15,Fire Department,1010,Expense,,11770
FY14-15,Fire Department,1010,Expense,,15820
FY14-15,Fire Department,1010,Expense,,21501
FY14-15,Fire Department,1010,Expense,,85113
FY14-15,Fire Department,1010,Expense,,23519
FY14-15,Fire Department,1010,Expense,,31612
FY14-15,Fire Department,1010,Expense,,42964
FY14-15,Fire Department,1010,Expense,,8100
FY14-15,Fire Department,1010,Expense,,3600
FY14-15,Fire Department,1010,Expense,,1510
FY14-15,Fire Department,1010,Expense,,1000
FY14-15,Fire Department,1010,Expense,,1380
FY14-15,Fire Department,1010,Expense,,540
FY14-15,Fire Department,1010,Expense,,2200
FY14-15,Fire Department,1010,Expense,,16580
FY14-15,Fire Department,1010,Expense,,12060
FY14-15,Fire Department,1010,Expense,,-800
FY14-15,Fire Department,1010,Expense,,45240
FY14-15,Fire Department,1010,Expense,,500
FY14-15,Fire Department,1010,Expense,,24340
FY14-15,Fire Department,1010,Expense,,30000
FY14-15,Fire Department,1010,Expense,,820
FY14-15,Fire Department,1010,Expense,,-50
FY14-15,Fire Department,1010,Expense,,1500
FY14-15,Fire Department,1010,Expense,,2250
FY14-15,Fire Department,1010,Expense,,1300
FY14-15,Fire Department,1010,Expense,,2000
FY14-15,Fire Department,1010,Expense,,1130
FY14-15,Fire Department,1010,Expense,,210
FY14-15,Fire Department,1010,Expense,,26343
FY14-15,Fire Department,1010,Expense,,143
FY14-15,Fire Department,1010,Expense,,805
FY14-15,Fire Department,1010,Expense,,2092
FY14-15,Fire Department,1010,Expense,,8516
FY14-15,Fire Department,1010,Expense,,11525
FY14-15,Fire Department,1010,Expense,,14212
FY14-15,Fire Department,2250,Expense,,79030
FY14-15,Fire Department,2250,Expense,,429
FY14-15,Fire Department,2250,Expense,,2416
FY14-15,Fire Department,2250,Expense,,6275
FY14-15,Fire Department,2250,Expense,,25548
FY14-15,Fire Department,2250,Expense,,34576
FY14-15,Fire Department,2250,Expense,,42637
FY14-15,Fire Department,1010,Expense,,180126
FY14-15,Fire Department,1010,Expense,,5413
FY14-15,Fire Department,1010,Expense,,49772
FY14-15,Fire Department,1010,Expense,,66900
FY14-15,Fire Department,1010,Expense,,90924
FY14-15,Fire Department,1010,Expense,,2620
FY14-15,Fire Department,1010,Expense,,1840
FY14-15,Fire Department,1010,Expense,,1920
FY14-15,Fire Department,1010,Expense,,16330
FY14-15,Fire Department,1010,Expense,,11560
FY14-15,Fire Department,1010,Expense,,25000
FY14-15,Fire Department,1010,Expense,,10000
FY14-15,Fire Department,1010,Expense,,800
FY14-15,Fire Department,1010,Expense,,860
FY14-15,Fire Department,1010,Expense,,20000
FY14-15,Fire Department,1010,Expense,,5000
FY14-15,Fire Department,1010,Expense,,330
FY14-15,Fire Department,1010,Expense,,2950
FY14-15,Fire Department,1010,Expense,,2150
FY14-15,Fire Department,1010,Expense,,100
FY14-15,Fire Department,1010,Expense,,3100
FY14-15,Fire Department,1010,Expense,,2650
FY14-15,Fire Department,1010,Expense,,9800
FY14-15,Fire Department,1010,Expense,,510
FY14-15,Fire Department,1010,Expense,,17029
FY14-15,Fire Department,2123,Expense,,5550
FY14-15,Fire Department,2123,Expense,,65264
FY14-15,Fire Department,2123,Expense,,246511
FY14-15,Fire Department,2123,Expense,,32883
FY14-15,Fire Department,2123,Expense,,75771
FY14-15,Fire Department,2123,Expense,,56539
FY14-15,Fire Department,2123,Expense,,51413
FY14-15,Fire Department,2123,Expense,,34819
FY14-15,Fire Department,2123,Expense,,90492
FY14-15,Fire Department,2123,Expense,,1534
FY14-15,Fire Department,2123,Expense,,20938
FY14-15,Fire Department,2123,Expense,,9087
FY14-15,Fire Department,2123,Expense,,15623
FY14-15,Fire Department,2123,Expense,,14206
FY14-15,Fire Department,2123,Expense,,18034
FY14-15,Fire Department,2123,Expense,,68118
FY14-15,Fire Department,2123,Expense,,2061
FY14-15,Fire Department,2123,Expense,,12213
FY14-15,Fire Department,2123,Expense,,24240
FY14-15,Fire Department,2123,Expense,,28142
FY14-15,Fire Department,2123,Expense,,19095
FY14-15,Fire Department,2123,Expense,,20999
FY14-15,Fire Department,2123,Expense,,91557
FY14-15,Fire Department,2123,Expense,,2802
FY14-15,Fire Department,2123,Expense,,131449
FY14-15,Fire Department,2123,Expense,,28540
FY14-15,Fire Department,2123,Expense,,38249
FY14-15,Fire Department,2123,Expense,,16599
FY14-15,Fire Department,2123,Expense,,35642
FY14-15,Fire Department,2123,Expense,,25952
FY14-15,Fire Department,2123,Expense,,1306
FY14-15,Fire Department,2123,Expense,,3393
FY14-15,Fire Department,2123,Expense,,2900
FY14-15,Fire Department,2146,Expense,,28273
FY14-15,Fire Department,2146,Expense,,1804
FY14-15,Fire Department,2146,Expense,,7812
FY14-15,Fire Department,2146,Expense,,10501
FY14-15,Fire Department,2146,Expense,,14271
FY14-15,Fire Department,2160,Expense,,46800
FY14-15,Fire Department,2160,Expense,,3627
FY14-15,Fire Department,2160,Expense,,1755
FY14-15,Fire Department,1010,Expense,,132432
FY14-15,Fire Department,1010,Expense,,36593
FY14-15,Fire Department,1010,Expense,,49187
FY14-15,Fire Department,1010,Expense,,66849
FY14-15,Fire Department,1010,Expense,,20000
FY14-15,Fire Department,1010,Expense,,5000
FY14-15,Fire Department,1010,Expense,,600
FY14-15,Fire Department,1010,Expense,,148960
FY14-15,Fire Department,1010,Expense,,40000
FY14-15,Fire Department,1010,Expense,,8000
FY14-15,Fire Department,1010,Expense,,-1600
FY14-15,Fire Department,1010,Expense,,1000
FY14-15,Fire Department,1010,Expense,,3000
FY14-15,Fire Department,1010,Expense,,2000
FY14-15,Fire Department,1010,Expense,,2000
FY14-15,Fire Department,1010,Expense,,30000
FY14-15,Fire Department,1010,Expense,,200
FY14-15,Fire Department,1150,Expense,,9275
FY14-15,Fire Department,1150,Expense,,2563
FY14-15,Fire Department,1150,Expense,,3445
FY14-15,Fire Department,1150,Expense,,4682
FY14-15,Fire Department,1150,Expense,,1322
FY14-15,Fire Department,2190,Expense,,2759
FY14-15,Fire Department,2190,Expense,,214
FY14-15,Fire Department,2190,Expense,,103
FY14-15,Fire Department,2190,Expense,,15516
FY14-15,Fire Department,2190,Expense,,6060
FY14-15,Fire Department,1010,Expense,,1706999
FY14-15,Fire Department,1010,Expense,,13728
FY14-15,Fire Department,1010,Expense,,6262
FY14-15,Fire Department,1010,Expense,,6012
FY14-15,Fire Department,1010,Expense,,6012
FY14-15,Fire Department,1010,Expense,,59770
FY14-15,Fire Department,1010,Expense,,135527
FY14-15,Fire Department,1010,Expense,,5010
FY14-15,Fire Department,1010,Expense,,551831
FY14-15,Fire Department,1010,Expense,,757557
FY14-15,Fire Department,1010,Expense,,920926
FY14-15,Fire Department,1010,Expense,,74580
FY14-15,Fire Department,1010,Expense,,15000
FY14-15,Fire Department,1010,Expense,,12000
FY14-15,Fire Department,1010,Expense,,94430
FY14-15,Fire Department,1010,Expense,,66500
FY14-15,Fire Department,1010,Expense,,22000
FY14-15,Fire Department,1010,Expense,,35760
FY14-15,Fire Department,1010,Expense,,35000
FY14-15,Fire Department,1010,Expense,,9000
FY14-15,Fire Department,1010,Expense,,3000
FY14-15,Fire Department,1010,Expense,,6000
FY14-15,Fire Department,1010,Expense,,32000
FY14-15,Fire Department,1010,Expense,,200
FY14-15,Fire Department,2123,Expense,,56341
FY14-15,Fire Department,2123,Expense,,572
FY14-15,Fire Department,2123,Expense,,1722
FY14-15,Fire Department,2123,Expense,,4473
FY14-15,Fire Department,2123,Expense,,18214
FY14-15,Fire Department,2123,Expense,,24730
FY14-15,Fire Department,2123,Expense,,30396
FY14-15,Fire Department,2124,Expense,,126995
FY14-15,Fire Department,2124,Expense,,84240
FY14-15,Fire Department,2124,Expense,,572
FY14-15,Fire Department,2124,Expense,,41055
FY14-15,Fire Department,2124,Expense,,51278
FY14-15,Fire Department,2124,Expense,,6528
FY14-15,Fire Department,2124,Expense,,68514
FY14-15,Fire Department,2124,Expense,,3159
FY14-15,Fire Department,1010,Expense,,46935
FY14-15,Fire Department,1010,Expense,,95361
FY14-15,Fire Department,1010,Expense,,572
FY14-15,Fire Department,1010,Expense,,9224
FY14-15,Fire Department,1010,Expense,,7571
FY14-15,Fire Department,1010,Expense,,12969
FY14-15,Fire Department,1010,Expense,,30828
FY14-15,Fire Department,1010,Expense,,17432
FY14-15,Fire Department,1010,Expense,,43655
FY14-15,Fire Department,1010,Expense,,23692
FY14-15,Fire Department,1010,Expense,,51447
FY14-15,Fire Department,1010,Expense,,20032
FY14-15,Fire Department,1010,Expense,,4000
FY14-15,Fire Department,1010,Expense,,10000
FY14-15,Fire Department,1010,Expense,,5000
FY14-15,Fire Department,1010,Expense,,3000
FY14-15,Fire Department,1010,Expense,,3000
FY14-15,Fire Department,1010,Expense,,-1300
FY14-15,Fire Department,1010,Expense,,254710
FY14-15,Fire Department,1010,Expense,,278150
FY14-15,Fire Department,1010,Expense,,4100
FY14-15,Fire Department,1010,Expense,,36000
FY14-15,Fire Department,1010,Expense,,2200
FY14-15,Fire Department,1010,Expense,,1500
FY14-15,Fire Department,1010,Expense,,3106597
FY14-15,Fire Department,2250,Expense,,365777
FY14-15,Fire Department,2250,Expense,,65782
FY14-15,Fire Department,2250,Expense,,101072
FY14-15,Fire Department,2250,Expense,,135852
FY14-15,Fire Department,2250,Expense,,189737
FY14-15,Fire Department,2250,Expense,,2467
FY14-15,Fire Department,2250,Expense,,20003
FY14-15,Fire Department,2250,Expense,,16500
FY14-15,Fire Department,2250,Expense,,26276
FY14-15,Fire Department,2250,Expense,,700
FY14-15,Fire Department,2250,Expense,,8900
FY14-15,Fire Department,2250,Expense,,60140
FY14-15,Fire Department,2250,Expense,,394532
FY14-15,Fire Department,2250,Expense,,16660
FY14-15,Fire Department,2250,Expense,,17000
FY14-15,Fire Department,2250,Expense,,32000
FY14-15,Fire Department,2250,Expense,,25000
FY14-15,Fire Department,2250,Expense,,500
FY14-15,Fire Department,2250,Expense,,670
FY14-15,Fire Department,2250,Expense,,1681
FY14-15,Fire Department,2250,Expense,,3720
FY14-15,Fire Department,2250,Expense,,6350
FY14-15,Fire Department,2250,Expense,,59495
FY14-15,Fire Department,2412,Expense,,80367
FY14-15,Fire Department,2412,Expense,,22207
FY14-15,Fire Department,2412,Expense,,29849
FY14-15,Fire Department,2412,Expense,,40568
FY14-15,Fire Department,2412,Expense,,11458
FY14-15,Fire Department,2124,Expense,,42296
FY14-15,Fire Department,2124,Expense,,11687
FY14-15,Fire Department,2124,Expense,,15709
FY14-15,Fire Department,2124,Expense,,21350
FY14-15,Fire Department,2160,Expense,,350000
FY14-15,Fire Department,2160,Expense,,523515
FY14-15,Fire Department,2160,Expense,,80000
FY14-15,Public Works,1100,Expense,,4524821
FY14-15,Public Works,1720,Expense,,200000
FY14-15,Public Works,2310,Expense,,327904
FY14-15,Public Works,3100,Expense,,2001863
FY14-15,Public Works,4100,Expense,,479025
FY14-15,Public Works,4400,Expense,,32701
FY14-15,Public Works,7760,Expense,,284179
FY14-15,Public Works,7760,Expense,,8400
FY14-15,Public Works,7760,Expense,,78526
FY14-15,Public Works,7760,Expense,,105547
FY14-15,Public Works,7760,Expense,,143450
FY14-15,Public Works,7760,Expense,,15000
FY14-15,Public Works,7760,Expense,,5000
FY14-15,Public Works,7760,Expense,,17000
FY14-15,Public Works,7760,Expense,,300
FY14-15,Public Works,7760,Expense,,100
FY14-15,Public Works,7760,Expense,,-5000
FY14-15,Public Works,7760,Expense,,60000
FY14-15,Public Works,7760,Expense,,5000
FY14-15,Public Works,7760,Expense,,1500
FY14-15,Public Works,7760,Expense,,5000
FY14-15,Public Works,7760,Expense,,6000
FY14-15,Public Works,7760,Expense,,15000
FY14-15,Public Works,7760,Expense,,7000
FY14-15,Public Works,7760,Expense,,20000
FY14-15,Public Works,7760,Expense,,4000
FY14-15,Public Works,7760,Expense,,3500
FY14-15,Public Works,7760,Expense,,5000
FY14-15,Public Works,7760,Expense,,3000
FY14-15,Public Works,7760,Expense,,20000
FY14-15,Public Works,7760,Expense,,3000
FY14-15,Public Works,7760,Expense,,342167
FY14-15,Public Works,7760,Expense,,2754
FY14-15,Public Works,7760,Expense,,4200
