budget_year,department,account_type,fund_code,account_category,amount
FY18-19,Human Services,Expense,2128,Overhead Allocations,595.0
FY18-19,Human Services,Expense,2103,Contract Services,596.0
FY18-19,Police,Expense,1010,Internal Services & Work Orders,596.0
FY18-19,Public Works,Expense,7760,Services & Supplies,596.0
FY18-19,Housing & Community Development,Expense,1610,Internal Services & Work Orders,596.0
FY18-19,Housing & Community Development,Expense,1610,Civilian Salaries,597.0
FY18-19,Police,Expense,1010,Internal Services & Work Orders,598.0
FY18-19,Police,Expense,1010,Internal Services & Work Orders,598.0
FY18-19,Fire,Expense,2190,Overhead Allocations,598.0
FY18-19,Human Services,Expense,1010,Internal Services & Work Orders,598.0
FY18-19,Information Technology,Expense,4200,Other Expenditures and Disbursments,599.0
FY18-19,Housing & Community Development,Expense,1610,Internal Services & Work Orders,599.0
FY18-19,Human Services,Expense,1010,Internal Services & Work Orders,600.0
FY18-19,Human Services,Expense,2128,Contract Services,600.0
FY18-19,Human Services,Expense,2128,Contract Services,600.0
FY18-19,Mayor,Expense,1010,Travel & Education,600.0
FY18-19,City Auditor,Expense,1010,Services & Supplies,600.0
FY18-19,City Auditor,Expense,1010,Travel & Education,600.0
FY18-19,Finance,Expense,4550,Services & Supplies,600.0
FY18-19,Finance,Expense,4550,Travel & Education,600.0
FY18-19,Finance,Expense,1010,Services & Supplies,600.0
FY18-19,Police,Expense,1010,Services & Supplies,600.0
FY18-19,Police,Expense,1010,Travel & Education,600.0
FY18-19,Fire,Expense,1010,Services & Supplies,600.0
FY18-19,Public Works,Expense,2310,Travel & Education,600.0
FY18-19,Transportation,Expense,2415,Services & Supplies,600.0
FY18-19,Transportation,Expense,7760,Services & Supplies,600.0
FY18-19,Transportation,Expense,7760,Contract Services,600.0
FY18-19,Transportation,Expense,1010,Services & Supplies,600.0
FY18-19,Parks & Recreation,Expense,1820,Services & Supplies,600.0
FY18-19,Parks & Recreation,Expense,1010,Services & Supplies,600.0
FY18-19,Parks & Recreation,Expense,1010,Services & Supplies,600.0
FY18-19,Parks & Recreation,Expense,1820,Travel & Education,600.0
FY18-19,Parks & Recreation,Expense,1820,Services & Supplies,600.0
FY18-19,Finance,Expense,4550,Civilian Overtime,680.0
FY18-19,Parks & Recreation,Expense,1010,Services & Supplies,600.0
FY18-19,Parks & Recreation,Expense,1010,Services & Supplies,600.0
FY18-19,Parks & Recreation,Expense,1010,Services & Supplies,600.0
FY18-19,Public Library,Expense,2163,Civilian Retirement,600.0
FY18-19,Human Services,Expense,2213,Travel & Education,600.0
FY18-19,Human Services,Expense,1010,Internal Services & Work Orders,600.0
FY18-19,Planning & Building,Expense,2415,Travel & Education,600.0
FY18-19,Planning & Building,Expense,2415,Travel & Education,600.0
FY18-19,City Council,Expense,1010,Contract Services,600.0
FY18-19,City Council,Expense,1010,Contract Services,600.0
FY18-19,Transportation,Expense,7760,Internal Services & Work Orders,601.0
FY18-19,Public Works,Expense,3100,Internal Services & Work Orders,602.0
FY18-19,Parks & Recreation,Expense,1820,Services & Supplies,602.0
FY18-19,Finance,Expense,1700,Internal Services & Work Orders,603.0
FY18-19,Public Works,Expense,3100,Internal Services & Work Orders,603.0
FY18-19,City Attorney,Expense,1150,Internal Services & Work Orders,604.0
FY18-19,Police,Expense,1010,Internal Services & Work Orders,604.0
FY18-19,Police,Expense,1010,Internal Services & Work Orders,604.0
FY18-19,Police,Expense,1010,Internal Services & Work Orders,604.0
FY18-19,Police,Expense,1010,Internal Services & Work Orders,604.0
FY18-19,Police,Expense,1010,Internal Services & Work Orders,604.0
FY18-19,Planning & Building,Expense,2415,Internal Services & Work Orders,605.0
FY18-19,Transportation,Expense,2215,Internal Services & Work Orders,606.0
FY18-19,Police,Expense,2416,Internal Services & Work Orders,607.0
FY18-19,Fire,Expense,1010,Internal Services & Work Orders,607.0
FY18-19,Public Library,Expense,1010,Internal Services & Work Orders,607.0
FY18-19,Transportation,Expense,2416,Internal Services & Work Orders,608.0
FY18-19,Information Technology,Expense,4200,Internal Services & Work Orders,608.0
FY18-19,Human Services,Expense,2120,Internal Services & Work Orders,608.0
FY18-19,Transportation,Expense,7760,Travel & Education,640.0
FY18-19,Human Services,Expense,1010,Internal Services & Work Orders,608.0
FY18-19,Human Services,Expense,1010,Overhead Allocations,608.0
FY18-19,Housing & Community Development,Expense,1610,Internal Services & Work Orders,608.0
FY18-19,Public Works,Expense,7760,Internal Services & Work Orders,609.0
FY18-19,Human Services,Expense,1010,Civilian Retirement,609.0
FY18-19,City Clerk,Expense,1010,Travel & Education,610.0
FY18-19,Parks & Recreation,Expense,1820,Civilian Fringe Benefits,610.0
FY18-19,Parks & Recreation,Expense,1820,Civilian Salaries,610.0
FY18-19,Parks & Recreation,Expense,1010,Services & Supplies,610.0
FY18-19,Human Services,Expense,1010,Contract Services,610.0
FY18-19,Parks & Recreation,Expense,1820,Internal Services & Work Orders,611.0
FY18-19,Police,Expense,1010,Civilian Salaries,612.0
FY18-19,Economic & Workforce Development,Expense,2195,Civilian Fringe Benefits,612.0
FY18-19,Human Services,Expense,2103,Civilian Salaries,614.0
FY18-19,Human Resources Management,Expense,1150,Internal Services & Work Orders,617.0
FY18-19,Economic & Workforce Development,Expense,1010,Travel & Education,617.0
FY18-19,Fire,Expense,2250,Internal Services & Work Orders,618.0
FY18-19,Parks & Recreation,Expense,1010,Civilian Salaries,618.0
FY18-19,Police,Expense,1010,Internal Services & Work Orders,619.0
FY18-19,Police,Expense,2999,Misc. Personnel Adjustments,620.0
FY18-19,Human Services,Expense,1010,Travel & Education,620.0
FY18-19,Human Services,Expense,1010,Travel & Education,620.0
FY18-19,Human Services,Expense,1010,Travel & Education,620.0
FY18-19,Human Services,Expense,1010,Travel & Education,620.0
FY18-19,Planning & Building,Expense,2415,Internal Services & Work Orders,620.0
FY18-19,Economic & Workforce Development,Expense,2195,Internal Services & Work Orders,620.0
FY18-19,Parks & Recreation,Expense,1010,Travel & Education,621.0
FY18-19,Public Works,Expense,4400,Internal Services & Work Orders,622.0
FY18-19,Parks & Recreation,Expense,1010,Civilian Retirement,623.0
FY18-19,Parks & Recreation,Expense,1010,Civilian Retirement,623.0
FY18-19,Transportation,Expense,7760,Internal Services & Work Orders,623.0
FY18-19,Public Library,Expense,2241,Services & Supplies,625.0
FY18-19,Parks & Recreation,Expense,1010,Services & Supplies,625.0
FY18-19,Police,Expense,1010,Internal Services & Work Orders,628.0
FY18-19,Transportation,Expense,2211,Services & Supplies,630.0
FY18-19,City Administrator,Expense,1870,Allowances & Premiums,630.0
FY18-19,City Attorney,Expense,2415,Allowances & Premiums,630.0
FY18-19,Information Technology,Expense,1700,Internal Services & Work Orders,638.0
FY18-19,Human Resources Management,Expense,1010,Services & Supplies,630.0
FY18-19,Transportation,Expense,2215,Services & Supplies,630.0
FY18-19,City Attorney,Expense,1010,Internal Services & Work Orders,2230.0
FY18-19,Information Technology,Expense,2415,Allowances & Premiums,630.0
FY18-19,Housing & Community Development,Expense,2413,Allowances & Premiums,630.0
FY18-19,Planning & Building,Expense,2415,Internal Services & Work Orders,631.0
FY18-19,Human Services,Expense,2128,Allowances & Premiums,632.0
FY18-19,Parks & Recreation,Expense,1010,Internal Services & Work Orders,633.0
FY18-19,Police,Expense,1010,Internal Services & Work Orders,634.0
FY18-19,Police,Expense,1010,Internal Services & Work Orders,636.0
FY18-19,City Attorney,Expense,3100,Internal Services & Work Orders,637.0
FY18-19,Finance,Expense,4200,Internal Services & Work Orders,638.0
FY18-19,City Council,Expense,1010,Services & Supplies,800.0
FY18-19,Information Technology,Expense,2415,Internal Services & Work Orders,640.0
FY18-19,Information Technology,Expense,1010,Civilian Overtime,640.0
FY18-19,Finance,Expense,1010,Internal Services & Work Orders,641.0
FY18-19,Fire,Expense,1010,Allowances & Premiums,641.0
FY18-19,Fire,Expense,1010,Allowances & Premiums,641.0
FY18-19,Fire,Expense,1010,Allowances & Premiums,641.0
FY18-19,Fire,Expense,2124,Allowances & Premiums,641.0
FY18-19,Fire,Expense,1010,Allowances & Premiums,641.0
FY18-19,Fire,Expense,1010,Allowances & Premiums,641.0
FY18-19,City Attorney,Expense,3100,Allowances & Premiums,642.0
FY18-19,Finance,Expense,2211,Internal Services & Work Orders,642.0
FY18-19,Police,Expense,1010,Internal Services & Work Orders,643.0
FY18-19,Police,Expense,1010,Internal Services & Work Orders,645.0
FY18-19,Police,Expense,1010,Internal Services & Work Orders,645.0
FY18-19,City Attorney,Expense,3100,Internal Services & Work Orders,647.0
FY18-19,Human Services,Expense,1010,Internal Services & Work Orders,647.0
FY18-19,Transportation,Expense,2216,Internal Services & Work Orders,648.0
FY18-19,Human Resources Management,Expense,1150,Internal Services & Work Orders,649.0
FY18-19,Police,Expense,1010,Internal Services & Work Orders,649.0
FY18-19,Police,Expense,1010,Allowances & Premiums,650.0
FY18-19,Police,Expense,1010,Allowances & Premiums,650.0
FY18-19,Police,Expense,1010,Allowances & Premiums,650.0
FY18-19,Police,Expense,1010,Allowances & Premiums,650.0
FY18-19,Police,Expense,1010,Allowances & Premiums,650.0
FY18-19,Police,Expense,1010,Allowances & Premiums,650.0
FY18-19,Police,Expense,1010,Allowances & Premiums,650.0
FY18-19,Police,Expense,1010,Allowances & Premiums,650.0
FY18-19,Police,Expense,1010,Allowances & Premiums,650.0
FY18-19,Police,Expense,1010,Services & Supplies,650.0
FY18-19,Police,Expense,1010,Allowances & Premiums,650.0
FY18-19,Police,Expense,2172,Services & Supplies,650.0
FY18-19,Police,Expense,1010,Allowances & Premiums,650.0
FY18-19,Police,Expense,1010,Services & Supplies,650.0
FY18-19,Police,Expense,1010,Internal Services & Work Orders,650.0
FY18-19,Police,Expense,1010,Allowances & Premiums,650.0
FY18-19,Police,Expense,2252,Allowances & Premiums,650.0
FY18-19,Police,Expense,1010,Allowances & Premiums,650.0
FY18-19,Police,Expense,1010,Allowances & Premiums,650.0
FY18-19,Police,Expense,2252,Allowances & Premiums,650.0
FY18-19,Police,Expense,1010,Allowances & Premiums,650.0
FY18-19,Police,Expense,2252,Allowances & Premiums,650.0
FY18-19,Police,Expense,2252,Allowances & Premiums,650.0
FY18-19,Police,Expense,1010,Allowances & Premiums,650.0
FY18-19,Police,Expense,1010,Allowances & Premiums,650.0
FY18-19,Police,Expense,2252,Allowances & Premiums,650.0
FY18-19,Police,Expense,1010,Allowances & Premiums,650.0
FY18-19,Transportation,Expense,2230,Allowances & Premiums,2654.0
FY18-19,Parks & Recreation,Expense,1010,Internal Services & Work Orders,650.0
FY18-19,Parks & Recreation,Expense,1820,Services & Supplies,650.0
FY18-19,Police Commission,Expense,1010,Services & Supplies,650.0
FY18-19,Human Services,Expense,1010,Services & Supplies,650.0
FY18-19,Finance,Expense,1010,Internal Services & Work Orders,675.0
FY18-19,Mayor,Expense,2216,Internal Services & Work Orders,651.0
FY18-19,Transportation,Expense,7760,Internal Services & Work Orders,651.0
FY18-19,Public Library,Expense,2241,Services & Supplies,653.0
FY18-19,Public Works,Expense,1710,Internal Services & Work Orders,653.0
FY18-19,Parks & Recreation,Expense,1010,Allowances & Premiums,655.0
FY18-19,Parks & Recreation,Expense,1820,Services & Supplies,656.0
FY18-19,Housing & Community Development,Expense,2109,Internal Services & Work Orders,656.0
FY18-19,Police,Expense,1010,Internal Services & Work Orders,657.0
FY18-19,Planning & Building,Expense,2415,Internal Services & Work Orders,657.0
FY18-19,Planning & Building,Expense,2415,Internal Services & Work Orders,657.0
FY18-19,Police,Expense,1010,Allowances & Premiums,658.0
FY18-19,Planning & Building,Expense,2415,Internal Services & Work Orders,658.0
FY18-19,City Attorney,Expense,1010,Internal Services & Work Orders,659.0
FY18-19,Parks & Recreation,Expense,1820,Civilian Retirement,659.0
FY18-19,Parks & Recreation,Expense,1010,Civilian Retirement,659.0
FY18-19,Human Services,Expense,2128,Internal Services & Work Orders,659.0
FY18-19,Human Services,Expense,2213,Internal Services & Work Orders,659.0
FY18-19,City Clerk,Expense,1010,Travel & Education,660.0
FY18-19,Public Library,Expense,1010,Internal Services & Work Orders,660.0
FY18-19,Planning & Building,Expense,2415,Internal Services & Work Orders,660.0
FY18-19,Police,Expense,1010,Internal Services & Work Orders,661.0
FY18-19,Police,Expense,1010,Internal Services & Work Orders,662.0
FY18-19,Public Works,Expense,2310,Internal Services & Work Orders,662.0
FY18-19,Public Works,Expense,7760,Internal Services & Work Orders,663.0
FY18-19,City Clerk,Expense,1010,Internal Services & Work Orders,664.0
FY18-19,Finance,Expense,1010,Internal Services & Work Orders,667.0
FY18-19,Transportation,Expense,2211,Internal Services & Work Orders,667.0
FY18-19,Police,Expense,1010,Internal Services & Work Orders,668.0
FY18-19,Parks & Recreation,Expense,1820,Internal Services & Work Orders,668.0
FY18-19,Public Works,Expense,7760,Internal Services & Work Orders,670.0
FY18-19,City Attorney,Expense,1010,Services & Supplies,3000.0
FY18-19,Parks & Recreation,Expense,1010,Contract Services,670.0
FY18-19,Parks & Recreation,Expense,1820,Internal Services & Work Orders,670.0
FY18-19,Planning & Building,Expense,2415,Internal Services & Work Orders,670.0
FY18-19,Economic & Workforce Development,Expense,1010,Services & Supplies,670.0
FY18-19,Public Library,Expense,1010,Internal Services & Work Orders,671.0
FY18-19,Public Library,Expense,1010,Internal Services & Work Orders,673.0
FY18-19,Economic & Workforce Development,Expense,2195,Civilian Retirement,674.0
FY18-19,Finance,Expense,1010,Internal Services & Work Orders,675.0
FY18-19,Police,Expense,2411,Internal Services & Work Orders,675.0
FY18-19,Parks & Recreation,Expense,1820,Services & Supplies,675.0
FY18-19,Parks & Recreation,Expense,1010,Services & Supplies,675.0
FY18-19,Human Services,Expense,2120,Services & Supplies,675.0
FY18-19,Transportation,Expense,7760,Civilian Salaries,676.0
FY18-19,Public Library,Expense,2241,Contract Services,676.0
FY18-19,Parks & Recreation,Expense,1820,Internal Services & Work Orders,676.0
FY18-19,Public Library,Expense,1010,Internal Services & Work Orders,676.0
FY18-19,Planning & Building,Expense,2415,Internal Services & Work Orders,676.0
FY18-19,Economic & Workforce Development,Expense,1010,Civilian Salaries,676.0
FY18-19,Housing & Community Development,Expense,2108,Civilian Salaries,676.0
FY18-19,Human Services,Expense,1010,Civilian Fringe Benefits,679.0
FY18-19,Human Services,Expense,1010,Civilian Fringe Benefits,679.0
FY18-19,Fire,Expense,1010,Travel & Education,680.0
FY18-19,Public Works,Expense,4400,Services & Supplies,680.0
FY18-19,Transportation,Expense,7760,Internal Services & Work Orders,680.0
FY18-19,Public Library,Expense,2241,Services & Supplies,680.0
FY18-19,City Attorney,Expense,1710,Internal Services & Work Orders,681.0
FY18-19,Economic & Workforce Development,Expense,2195,Services & Supplies,681.0
FY18-19,Public Library,Expense,2241,Services & Supplies,682.0
FY18-19,Public Works,Expense,7760,Internal Services & Work Orders,682.0
FY18-19,Public Works,Expense,2211,Internal Services & Work Orders,682.0
FY18-19,Police,Expense,1010,Allowances & Premiums,683.0
FY18-19,Police,Expense,1010,Allowances & Premiums,683.0
FY18-19,Public Works,Expense,7760,Allowances & Premiums,683.0
FY18-19,Public Works,Expense,2310,Allowances & Premiums,683.0
FY18-19,Planning & Building,Expense,2415,Allowances & Premiums,683.0
FY18-19,Economic & Workforce Development,Expense,1010,Allowances & Premiums,683.0
FY18-19,Economic & Workforce Development,Expense,5643,Allowances & Premiums,683.0
FY18-19,Public Library,Expense,1010,Internal Services & Work Orders,684.0
FY18-19,Parks & Recreation,Expense,1010,Services & Supplies,685.0
FY18-19,Planning & Building,Expense,2415,Internal Services & Work Orders,685.0
FY18-19,Police,Expense,1010,Internal Services & Work Orders,686.0
FY18-19,Police,Expense,1010,Internal Services & Work Orders,687.0
FY18-19,Parks & Recreation,Expense,1820,Civilian Retirement,687.0
FY18-19,Finance,Expense,3100,Internal Services & Work Orders,688.0
FY18-19,Police,Expense,1010,Sworn Overtime,700.0
FY18-19,Parks & Recreation,Expense,1820,Civilian Fringe Benefits,688.0
FY18-19,Parks & Recreation,Expense,1010,Internal Services & Work Orders,688.0
FY18-19,Police,Expense,1010,Civilian Retirement,689.0
FY18-19,Fire,Expense,1010,Internal Services & Work Orders,689.0
FY18-19,Parks & Recreation,Expense,1010,Internal Services & Work Orders,689.0
FY18-19,City Clerk,Expense,1760,Internal Services & Work Orders,690.0
FY18-19,Information Technology,Expense,4200,Internal Services & Work Orders,691.0
FY18-19,Police,Expense,1010,Civilian Salaries,692.0
FY18-19,Economic & Workforce Development,Expense,1010,Internal Services & Work Orders,694.0
FY18-19,Police,Expense,2113,Allowances & Premiums,696.0
FY18-19,Police,Expense,2113,Allowances & Premiums,696.0
FY18-19,City Attorney,Expense,2415,Internal Services & Work Orders,3442.0
FY18-19,Parks & Recreation,Expense,1010,Civilian Retirement,696.0
FY18-19,Public Library,Expense,1010,Internal Services & Work Orders,696.0
FY18-19,Police,Expense,1010,Internal Services & Work Orders,697.0
FY18-19,Public Works,Expense,2310,Civilian Retirement,697.0
FY18-19,Parks & Recreation,Expense,1010,Internal Services & Work Orders,698.0
FY18-19,Police,Expense,1010,Internal Services & Work Orders,699.0
FY18-19,Police,Expense,1010,Internal Services & Work Orders,699.0
FY18-19,Parks & Recreation,Expense,1820,Internal Services & Work Orders,699.0
FY18-19,Transportation,Expense,2211,Travel & Education,700.0
FY18-19,Mayor,Expense,1010,Travel & Education,700.0
FY18-19,City Clerk,Expense,1010,Travel & Education,700.0
FY18-19,Parks & Recreation,Expense,1010,Services & Supplies,700.0
FY18-19,Human Resources Management,Expense,1010,Services & Supplies,700.0
FY18-19,Finance,Expense,1010,Travel & Education,700.0
FY18-19,Police,Expense,1010,Services & Supplies,700.0
FY18-19,Fire,Expense,1720,Travel & Education,700.0
FY18-19,Fire,Expense,2250,Services & Supplies,700.0
FY18-19,Public Works,Expense,3100,Services & Supplies,700.0
FY18-19,Public Works,Expense,1710,Services & Supplies,700.0
FY18-19,Public Works,Expense,2310,Services & Supplies,700.0
FY18-19,Transportation,Expense,7760,Services & Supplies,700.0
FY18-19,Transportation,Expense,2215,Travel & Education,700.0
FY18-19,Transportation,Expense,2415,Services & Supplies,700.0
FY18-19,Planning & Building,Expense,2415,Services & Supplies,700.0
FY18-19,City Council,Expense,1010,Travel & Education,700.0
FY18-19,Transportation,Expense,1010,Internal Services & Work Orders,701.0
FY18-19,City Administrator,Expense,2252,Allowances & Premiums,702.0
FY18-19,Transportation,Expense,7760,Internal Services & Work Orders,702.0
FY18-19,Public Library,Expense,1010,Allowances & Premiums,702.0
FY18-19,Finance,Expense,2413,Internal Services & Work Orders,703.0
FY18-19,Police,Expense,1010,Internal Services & Work Orders,704.0
FY18-19,Public Works,Expense,3100,Internal Services & Work Orders,704.0
FY18-19,Human Services,Expense,1010,Internal Services & Work Orders,704.0
FY18-19,Finance,Expense,1010,Services & Supplies,705.0
FY18-19,Finance,Expense,1700,Internal Services & Work Orders,705.0
FY18-19,Police,Expense,1010,Internal Services & Work Orders,708.0
FY18-19,Parks & Recreation,Expense,1820,Civilian Salaries,708.0
FY18-19,Public Library,Expense,2241,Civilian Salaries,708.0
FY18-19,Parks & Recreation,Expense,1010,Internal Services & Work Orders,709.0
FY18-19,Parks & Recreation,Expense,1010,Internal Services & Work Orders,709.0
FY18-19,Parks & Recreation,Expense,1010,Internal Services & Work Orders,709.0
FY18-19,Human Resources Management,Expense,1150,Services & Supplies,710.0
FY18-19,Police,Expense,1010,Sworn Overtime,710.0
FY18-19,Fire,Expense,1010,Internal Services & Work Orders,710.0
FY18-19,Parks & Recreation,Expense,1010,Services & Supplies,710.0
FY18-19,Parks & Recreation,Expense,1010,Civilian Retirement,711.0
FY18-19,Parks & Recreation,Expense,1820,Internal Services & Work Orders,711.0
FY18-19,Human Services,Expense,1010,Internal Services & Work Orders,711.0
FY18-19,Public Library,Expense,1010,Internal Services & Work Orders,712.0
FY18-19,Human Services,Expense,2103,Internal Services & Work Orders,713.0
FY18-19,Parks & Recreation,Expense,1820,Internal Services & Work Orders,714.0
FY18-19,Human Services,Expense,2159,Internal Services & Work Orders,714.0
FY18-19,Transportation,Expense,7760,Internal Services & Work Orders,717.0
FY18-19,Housing & Community Development,Expense,1610,Internal Services & Work Orders,718.0
FY18-19,City Clerk,Expense,1010,Travel & Education,720.0
FY18-19,City Clerk,Expense,1010,Services & Supplies,720.0
FY18-19,Finance,Expense,4550,Services & Supplies,720.0
FY18-19,Finance,Expense,1010,Services & Supplies,768.0
FY18-19,Public Works,Expense,7760,Travel & Education,720.0
FY18-19,Parks & Recreation,Expense,1820,Travel & Education,720.0
FY18-19,Human Services,Expense,1010,Contract Services,720.0
FY18-19,Human Services,Expense,1010,Contract Services,720.0
FY18-19,Human Services,Expense,1010,Contract Services,720.0
FY18-19,Human Services,Expense,7760,Services & Supplies,720.0
FY18-19,Human Services,Expense,1010,Internal Services & Work Orders,720.0
FY18-19,Human Services,Expense,2128,Internal Services & Work Orders,720.0
FY18-19,Police,Expense,1010,Internal Services & Work Orders,721.0
FY18-19,Finance,Expense,4500,Internal Services & Work Orders,722.0
FY18-19,Transportation,Expense,2216,Internal Services & Work Orders,722.0
FY18-19,City Administrator,Expense,1010,Contract Services,723.0
FY18-19,City Attorney,Expense,1010,Allowances & Premiums,723.0
FY18-19,Police,Expense,1010,Internal Services & Work Orders,723.0
FY18-19,Fire,Expense,1720,Internal Services & Work Orders,724.0
FY18-19,Police,Expense,1010,Internal Services & Work Orders,725.0
FY18-19,Planning & Building,Expense,2415,Internal Services & Work Orders,725.0
FY18-19,Economic & Workforce Development,Expense,2195,Internal Services & Work Orders,725.0
FY18-19,Planning & Building,Expense,2415,Internal Services & Work Orders,726.0
FY18-19,Transportation,Expense,7760,Internal Services & Work Orders,727.0
FY18-19,Finance,Expense,1010,Services & Supplies,750.0
FY18-19,Public Library,Expense,1010,Internal Services & Work Orders,728.0
FY18-19,Housing & Community Development,Expense,2108,Internal Services & Work Orders,728.0
FY18-19,Police,Expense,1010,Internal Services & Work Orders,729.0
FY18-19,Public Works,Expense,4400,Services & Supplies,730.0
FY18-19,Information Technology,Expense,2415,Internal Services & Work Orders,730.0
FY18-19,Information Technology,Expense,4200,Internal Services & Work Orders,730.0
FY18-19,Parks & Recreation,Expense,1010,Services & Supplies,730.0
FY18-19,Human Services,Expense,7760,Travel & Education,730.0
FY18-19,City Council,Expense,1010,Services & Supplies,730.0
FY18-19,Parks & Recreation,Expense,1010,Civilian Retirement,731.0
FY18-19,Parks & Recreation,Expense,1820,Services & Supplies,732.0
FY18-19,Parks & Recreation,Expense,1820,Civilian Fringe Benefits,734.0
FY18-19,Finance,Expense,2415,Internal Services & Work Orders,750.0
FY18-19,Public Works,Expense,3100,Internal Services & Work Orders,736.0
FY18-19,Parks & Recreation,Expense,1010,Internal Services & Work Orders,736.0
FY18-19,City Clerk,Expense,1010,Services & Supplies,4460.0
FY18-19,Human Services,Expense,1010,Internal Services & Work Orders,736.0
FY18-19,Finance,Expense,1010,Internal Services & Work Orders,738.0
FY18-19,City Clerk,Expense,1610,Internal Services & Work Orders,740.0
FY18-19,Human Resources Management,Expense,1010,Travel & Education,740.0
FY18-19,Finance,Expense,1010,Contract Services,740.0
FY18-19,Finance,Expense,1010,Travel & Education,740.0
FY18-19,Information Technology,Expense,1010,Services & Supplies,740.0
FY18-19,Human Services,Expense,7760,Travel & Education,740.0
FY18-19,Transportation,Expense,2216,Internal Services & Work Orders,742.0
FY18-19,Police,Expense,1010,Services & Supplies,750.0
FY18-19,Public Works,Expense,2310,Internal Services & Work Orders,744.0
FY18-19,Transportation,Expense,7760,Civilian Retirement,744.0
FY18-19,Fire,Expense,2190,Civilian Salaries,4522.0
FY18-19,Planning & Building,Expense,2415,Internal Services & Work Orders,746.0
FY18-19,Police,Expense,1010,Internal Services & Work Orders,749.0
FY18-19,Human Services,Expense,1010,Civilian Retirement,749.0
FY18-19,Human Services,Expense,1010,Civilian Retirement,749.0
FY18-19,City Administrator,Expense,1010,Travel & Education,750.0
FY18-19,Human Resources Management,Expense,1010,Travel & Education,750.0
FY18-19,Human Resources Management,Expense,1010,Travel & Education,750.0
FY18-19,Human Resources Management,Expense,1010,Travel & Education,750.0
FY18-19,Human Resources Management,Expense,1010,Travel & Education,750.0
FY18-19,Finance,Expense,1010,Services & Supplies,750.0
FY18-19,Police,Expense,1010,Services & Supplies,750.0
FY18-19,Police,Expense,1010,Services & Supplies,750.0
FY18-19,Police,Expense,1010,Services & Supplies,750.0
FY18-19,Police,Expense,1010,Services & Supplies,750.0
FY18-19,Police,Expense,1010,Services & Supplies,750.0
FY18-19,Fire,Expense,1010,Travel & Education,750.0
FY18-19,Fire,Expense,1010,Travel & Education,750.0
FY18-19,Fire,Expense,1010,Internal Services & Work Orders,750.0
FY18-19,Public Works,Expense,2310,Internal Services & Work Orders,750.0
FY18-19,Parks & Recreation,Expense,1820,Travel & Education,750.0
FY18-19,Human Services,Expense,1010,Services & Supplies,750.0
FY18-19,Human Services,Expense,2128,Travel & Education,750.0
FY18-19,Human Services,Expense,2128,Travel & Education,750.0
FY18-19,Human Services,Expense,2128,Travel & Education,750.0
FY18-19,Human Services,Expense,2128,Travel & Education,750.0
FY18-19,City Council,Expense,1010,Contract Services,750.0
FY18-19,City Council,Expense,1010,Travel & Education,750.0
FY18-19,City Council,Expense,1010,Travel & Education,750.0
FY18-19,Information Technology,Expense,1760,Internal Services & Work Orders,752.0
FY18-19,Economic & Workforce Development,Expense,2195,Civilian Salaries,752.0
FY18-19,Economic & Workforce Development,Expense,2195,Civilian Salaries,752.0
FY18-19,Police,Expense,1010,Internal Services & Work Orders,754.0
FY18-19,Parks & Recreation,Expense,1010,Internal Services & Work Orders,754.0
FY18-19,Fire,Expense,1010,Internal Services & Work Orders,755.0
FY18-19,City Attorney,Expense,2108,Internal Services & Work Orders,756.0
FY18-19,City Attorney,Expense,3100,Internal Services & Work Orders,756.0
FY18-19,Finance,Expense,2415,Allowances & Premiums,756.0
FY18-19,Finance,Expense,1700,Allowances & Premiums,756.0
FY18-19,Police,Expense,1010,Internal Services & Work Orders,756.0
FY18-19,Housing & Community Development,Expense,1870,Allowances & Premiums,756.0
FY18-19,Transportation,Expense,2216,Internal Services & Work Orders,757.0
FY18-19,Public Works,Expense,3100,Internal Services & Work Orders,758.0
FY18-19,Human Services,Expense,1010,Internal Services & Work Orders,758.0
FY18-19,Human Resources Management,Expense,1150,Internal Services & Work Orders,759.0
FY18-19,Public Works,Expense,7760,Internal Services & Work Orders,775.0
FY18-19,Police,Expense,1150,Internal Services & Work Orders,759.0
FY18-19,Public Works,Expense,1720,Internal Services & Work Orders,759.0
FY18-19,Human Services,Expense,2128,Services & Supplies,760.0
FY18-19,Mayor,Expense,2216,Internal Services & Work Orders,760.0
FY18-19,City Clerk,Expense,1010,Contract Services,760.0
FY18-19,Police,Expense,1010,Internal Services & Work Orders,760.0
FY18-19,Transportation,Expense,7760,Internal Services & Work Orders,760.0
FY18-19,Transportation,Expense,7760,Civilian Retirement,761.0
FY18-19,Transportation,Expense,7760,Civilian Retirement,761.0
FY18-19,Public Library,Expense,1010,Civilian Fringe Benefits,761.0
FY18-19,Human Services,Expense,2128,Internal Services & Work Orders,761.0
FY18-19,Economic & Workforce Development,Expense,1010,Civilian Retirement,761.0
FY18-19,Economic & Workforce Development,Expense,1010,Civilian Retirement,761.0
FY18-19,Housing & Community Development,Expense,2108,Civilian Retirement,761.0
FY18-19,City Attorney,Expense,2415,Internal Services & Work Orders,762.0
FY18-19,Police,Expense,1010,Internal Services & Work Orders,762.0
FY18-19,Economic & Workforce Development,Expense,2195,Internal Services & Work Orders,762.0
FY18-19,Planning & Building,Expense,2415,Internal Services & Work Orders,764.0
FY18-19,Fire,Expense,1010,Internal Services & Work Orders,765.0
