budget_year,department,fund_code,account_type,account_category,amount
FY14-15,Police Department,1010,Expense,,3810
FY14-15,Police Department,1010,Expense,,650
FY14-15,Police Department,1010,Expense,,650
FY14-15,Police Department,1010,Expense,,650
FY14-15,Police Department,1010,Expense,,1300
FY14-15,Police Department,1010,Expense,,7955
FY14-15,Police Department,2251,Expense,,3900
FY14-15,Police Department,1010,Expense,,11411
FY14-15,Police Department,2251,Expense,,1950
FY14-15,Police Department,1010,Expense,,1300
FY14-15,Police Department,2251,Expense,,650
FY14-15,Police Department,1010,Expense,,1950
FY14-15,Police Department,1010,Expense,,6353
FY14-15,Police Department,1010,Expense,,650
FY14-15,Police Department,1010,Expense,,650
FY14-15,Police Department,1010,Expense,,3810
FY14-15,Police Department,1010,Expense,,650
FY14-15,Fire Department,2412,Expense,,6421
FY14-15,Fire Department,1010,Expense,,1950
FY14-15,Fire Department,1010,Expense,,5576
FY14-15,Fire Department,2146,Expense,,1859
FY14-15,Fire Department,1010,Expense,,5160
FY14-15,Public Works,7760,Expense,,650
FY14-15,Public Works,1720,Expense,,2510
FY14-15,Public Works,2211,Expense,,65
FY14-15,Public Works,7760,Expense,,585
FY14-15,Public Works,2211,Expense,,432
FY14-15,Public Works,7760,Expense,,3884
FY14-15,Public Works,2415,Expense,,6374
FY14-15,Public Works,2415,Expense,,7058
FY14-15,Public Works,2230,Expense,,325
FY14-15,Public Works,2231,Expense,,325
FY14-15,Public Works,3100,Expense,,2834
FY14-15,Public Works,2230,Expense,,1591
FY14-15,Public Works,2231,Expense,,2274
FY14-15,Public Works,3100,Expense,,1992
FY14-15,Public Works,4400,Expense,,3567
FY14-15,Public Works,4400,Expense,,2109
FY14-15,Public Works,1720,Expense,,6086
FY14-15,Public Works,4400,Expense,,7334
FY14-15,Public Works,1720,Expense,,6080
FY14-15,Parks & Recreation,1820,Expense,,2510
FY14-15,Parks & Recreation,1010,Expense,,3754
FY14-15,Parks & Recreation,1010,Expense,,3151
FY14-15,Parks & Recreation,1010,Expense,,2216
FY14-15,Parks & Recreation,1010,Expense,,3754
FY14-15,Parks & Recreation,1010,Expense,,2994
FY14-15,Library,1010,Expense,,3576
FY14-15,Library,2241,Expense,,4551
FY14-15,Library,2241,Expense,,4162
FY14-15,Library,2241,Expense,,700
FY14-15,Library,1010,Expense,,2873
FY14-15,Library,2241,Expense,,1071
FY14-15,Library,2241,Expense,,3697
FY14-15,Library,1010,Expense,,1724
FY14-15,Library,2241,Expense,,6474
FY14-15,Library,2241,Expense,,4170
FY14-15,Library,2241,Expense,,4791
FY14-15,Library,1010,Expense,,3697
FY14-15,Library,2241,Expense,,3697
FY14-15,Library,1010,Expense,,1637
FY14-15,Library,2241,Expense,,3255
FY14-15,Library,2241,Expense,,3485
FY14-15,Library,2241,Expense,,4070
FY14-15,Library,2241,Expense,,7551
FY14-15,Library,1010,Expense,,3093
FY14-15,Library,2241,Expense,,612
FY14-15,Library,1010,Expense,,3697
FY14-15,Library,1010,Expense,,4208
FY14-15,Library,2241,Expense,,7016
FY14-15,Library,1010,Expense,,8668
FY14-15,Library,2241,Expense,,17489
FY14-15,Library,1010,Expense,,650
FY14-15,Library,2241,Expense,,3942
FY14-15,Library,2241,Expense,,8530
FY14-15,Library,2241,Expense,,1428
FY14-15,Library,2241,Expense,,612
FY14-15,Library,2241,Expense,,1170
FY14-15,City Administrator,1760,Expense,,4346
FY14-15,Human Services,1010,Expense,,1213
FY14-15,Human Services,2128,Expense,,12177
FY14-15,Human Services,1010,Expense,,2510
FY14-15,Human Services,2128,Expense,,9898
FY14-15,Human Services,2128,Expense,,58039
FY14-15,Human Services,2128,Expense,,2516
FY14-15,Human Services,2128,Expense,,5009
FY14-15,Human Services,2128,Expense,,314
FY14-15,Human Services,2128,Expense,,2510
FY14-15,Human Services,2103,Expense,,563
FY14-15,Human Services,2103,Expense,,150
FY14-15,Human Services,2108,Expense,,2929
FY14-15,Human Services,2160,Expense,,113
FY14-15,Planning & Building,2415,Expense,,3576
FY14-15,Planning & Building,2415,Expense,,6665
FY14-15,Planning & Building,2415,Expense,,13402
FY14-15,Planning & Building,2415,Expense,,2510
FY14-15,Planning & Building,2415,Expense,,15069
FY14-15,Planning & Building,2415,Expense,,5032
FY14-15,Planning & Building,2415,Expense,,12207
FY14-15,Planning & Building,2415,Expense,,8138
FY14-15,Planning & Building,2415,Expense,,2324
FY14-15,Planning & Building,2415,Expense,,3882
FY14-15,Planning & Building,2415,Expense,,4069
FY14-15,Planning & Building,2415,Expense,,4561
FY14-15,Economic & Workforce Development,2195,Expense,,4345
FY14-15,Housing & Community Development,2413,Expense,,3567
FY14-15,City Administrator,1010,Expense,,680
FY14-15,City Attorney,1010,Expense,,360
FY14-15,City Attorney,1010,Expense,,442
FY14-15,City Attorney,1100,Expense,,340
FY14-15,City Attorney,1710,Expense,,340
FY14-15,City Attorney,3100,Expense,,238
FY14-15,City Attorney,3100,Expense,,320
FY14-15,Finance Department,1010,Expense,,544
FY14-15,Finance Department,2310,Expense,,136
FY14-15,Finance Department,1010,Expense,,680
FY14-15,Finance Department,1700,Expense,,680
FY14-15,Public Works,2310,Expense,,680
FY14-15,Human Services,2128,Expense,,680
FY14-15,Human Services,2128,Expense,,680
FY14-15,Planning & Building,2415,Expense,,680
FY14-15,Planning & Building,2415,Expense,,680
FY14-15,Planning & Building,2415,Expense,,680
FY14-15,Economic & Workforce Development,1010,Expense,,340
FY14-15,Economic & Workforce Development,1610,Expense,,340
FY14-15,Economic & Workforce Development,1770,Expense,,680
FY14-15,Housing & Community Development,1610,Expense,,680
FY14-15,City Council,1010,Expense,,23917
FY14-15,City Council,1010,Expense,,37147
FY14-15,City Council,1010,Expense,,37147
FY14-15,City Council,1010,Expense,,36961
FY14-15,City Council,1010,Expense,,36961
FY14-15,City Council,1010,Expense,,36961
FY14-15,City Council,1010,Expense,,37535
FY14-15,City Council,1010,Expense,,36961
FY14-15,City Council,1010,Expense,,36961
FY14-15,Mayor,1010,Expense,,174150
FY14-15,Mayor,2251,Expense,,8469
FY14-15,City Administrator,1010,Expense,,12948
FY14-15,City Administrator,1010,Expense,,402545
FY14-15,City Administrator,1010,Expense,,12617
FY14-15,City Administrator,1010,Expense,,26223
FY14-15,City Administrator,1010,Expense,,26919
FY14-15,City Administrator,1610,Expense,,64934
FY14-15,City Administrator,1750,Expense,,4402
FY14-15,City Administrator,1760,Expense,,7714
FY14-15,City Administrator,2251,Expense,,10785
FY14-15,City Administrator,2251,Expense,,4182
FY14-15,City Administrator,2415,Expense,,29132
FY14-15,City Administrator,2415,Expense,,4273
FY14-15,City Administrator,1010,Expense,,3746
FY14-15,City Attorney,3100,Expense,,21409
FY14-15,City Administrator,1010,Expense,,21225
FY14-15,City Administrator,1010,Expense,,18820
FY14-15,City Administrator,2251,Expense,,12040
FY14-15,City Administrator,2251,Expense,,12673
FY14-15,City Administrator,1010,Expense,,80543
FY14-15,City Administrator,1010,Expense,,93833
FY14-15,City Administrator,1010,Expense,,36733
FY14-15,City Administrator,1010,Expense,,115390
FY14-15,City Administrator,1010,Expense,,13939
FY14-15,City Administrator,1010,Expense,,61329
FY14-15,City Administrator,1010,Expense,,14674
FY14-15,City Administrator,1010,Expense,,110219
FY14-15,City Administrator,1010,Expense,,10344
FY14-15,City Administrator,5671,Expense,,18465
FY14-15,City Administrator,1010,Expense,,38314
FY14-15,City Administrator,1010,Expense,,98935
FY14-15,City Administrator,1610,Expense,,19483
FY14-15,City Clerk,1010,Expense,,16137
FY14-15,City Clerk,1010,Expense,,68053
FY14-15,City Clerk,1010,Expense,,25778
FY14-15,City Clerk,1010,Expense,,32774
FY14-15,City Clerk,1610,Expense,,1144
FY14-15,City Clerk,1610,Expense,,5491
FY14-15,City Attorney,1010,Expense,,60973
FY14-15,City Attorney,1010,Expense,,153409
FY14-15,City Attorney,1010,Expense,,9564
FY14-15,City Attorney,1100,Expense,,5108
FY14-15,City Attorney,1100,Expense,,7151
FY14-15,City Attorney,1100,Expense,,99341
FY14-15,City Attorney,1610,Expense,,7357
FY14-15,City Attorney,1710,Expense,,7357
FY14-15,City Attorney,2413,Expense,,14714
FY14-15,City Attorney,2415,Expense,,24312
FY14-15,City Attorney,3100,Expense,,5150
FY14-15,City Attorney,3100,Expense,,24428
FY14-15,City Attorney,1010,Expense,,32190
FY14-15,City Attorney,1010,Expense,,16095
FY14-15,City Attorney,1010,Expense,,12290
FY14-15,City Attorney,1100,Expense,,268473
FY14-15,City Attorney,1150,Expense,,31871
FY14-15,City Attorney,2231,Expense,,4916
FY14-15,City Attorney,2415,Expense,,12422
FY14-15,City Attorney,2415,Expense,,14197
FY14-15,City Attorney,1010,Expense,,147519
FY14-15,City Attorney,1010,Expense,,19864
FY14-15,City Attorney,1100,Expense,,165151
FY14-15,City Attorney,1100,Expense,,27315
FY14-15,City Attorney,1150,Expense,,27180
FY14-15,City Attorney,1610,Expense,,155351
FY14-15,City Attorney,1610,Expense,,17746
FY14-15,City Attorney,1710,Expense,,32194
FY14-15,City Attorney,2108,Expense,,6117
FY14-15,City Attorney,2211,Expense,,3796
FY14-15,City Attorney,2231,Expense,,10272
FY14-15,City Attorney,2413,Expense,,31942
FY14-15,City Attorney,2415,Expense,,6163
FY14-15,City Attorney,2415,Expense,,7300
FY14-15,City Attorney,2415,Expense,,21900
FY14-15,City Attorney,3100,Expense,,28189
FY14-15,City Attorney,3100,Expense,,6621
FY14-15,City Attorney,7100,Expense,,12877
FY14-15,City Attorney,7120,Expense,,3219
FY14-15,Human Resources Management,1010,Expense,,67343
FY14-15,Human Resources Management,1150,Expense,,9219
FY14-15,Human Resources Management,7130,Expense,,1603
FY14-15,Human Resources Management,1010,Expense,,5793
FY14-15,Human Resources Management,1010,Expense,,16260
FY14-15,Human Resources Management,1010,Expense,,16137
FY14-15,Human Resources Management,1010,Expense,,3612
FY14-15,Human Resources Management,1010,Expense,,325337
FY14-15,Human Resources Management,1610,Expense,,2402
FY14-15,Human Resources Management,1010,Expense,,12040
FY14-15,Human Resources Management,1010,Expense,,18820
FY14-15,Human Resources Management,1010,Expense,,23975
FY14-15,Human Resources Management,1610,Expense,,3089
FY14-15,Human Resources Management,7130,Expense,,12355
FY14-15,Human Resources Management,1150,Expense,,63120
FY14-15,Human Resources Management,1150,Expense,,45239
FY14-15,Human Resources Management,1150,Expense,,55831
FY14-15,Human Resources Management,7130,Expense,,3066
FY14-15,City Auditor,1010,Expense,,152983
FY14-15,Finance Department,1010,Expense,,61289
FY14-15,Finance Department,1610,Expense,,11811
FY14-15,Finance Department,1010,Expense,,137459
FY14-15,Finance Department,1150,Expense,,4561
FY14-15,Finance Department,1610,Expense,,27729
FY14-15,Finance Department,2108,Expense,,17510
FY14-15,Finance Department,2195,Expense,,13431
FY14-15,Finance Department,2415,Expense,,9121
FY14-15,Finance Department,3100,Expense,,4332
FY14-15,Finance Department,7100,Expense,,11128
FY14-15,Finance Department,7120,Expense,,4743
FY14-15,Finance Department,1010,Expense,,66859
FY14-15,Finance Department,4500,Expense,,41335
FY14-15,Finance Department,4550,Expense,,98869
FY14-15,Finance Department,1010,Expense,,108665
FY14-15,Finance Department,1610,Expense,,21241
FY14-15,Finance Department,2211,Expense,,5404
FY14-15,Finance Department,1010,Expense,,96454
FY14-15,Finance Department,1700,Expense,,12100
FY14-15,Finance Department,1750,Expense,,5199
FY14-15,Finance Department,1760,Expense,,4736
FY14-15,Finance Department,2413,Expense,,3727
FY14-15,Finance Department,3100,Expense,,1501
FY14-15,Finance Department,1010,Expense,,13549
FY14-15,Finance Department,1010,Expense,,220879
FY14-15,Public Works,2310,Expense,,221984
FY14-15,Finance Department,2310,Expense,,3160
FY14-15,Finance Department,2413,Expense,,15799
FY14-15,Finance Department,1010,Expense,,186358
FY14-15,Finance Department,2413,Expense,,12125
FY14-15,Finance Department,2413,Expense,,10396
FY14-15,Finance Department,1010,Expense,,111027
FY14-15,Finance Department,1700,Expense,,84546
FY14-15,Finance Department,2413,Expense,,8234
FY14-15,Finance Department,1010,Expense,,29348
FY14-15,Finance Department,1610,Expense,,3727
FY14-15,Finance Department,1010,Expense,,104516
FY14-15,Finance Department,1610,Expense,,15553
FY14-15,Finance Department,6587,Expense,,7582
FY14-15,Finance Department,1010,Expense,,8234
FY14-15,Finance Department,1010,Expense,,182511
FY14-15,Finance Department,1610,Expense,,10272
FY14-15,Finance Department,1610,Expense,,6063
FY14-15,Finance Department,2415,Expense,,6063
FY14-15,Finance Department,4200,Expense,,5161
FY14-15,Finance Department,1010,Expense,,10295
FY14-15,Finance Department,7100,Expense,,58995
FY14-15,Library,1010,Expense,,4637
FY14-15,Finance Department,7100,Expense,,12380
FY14-15,Finance Department,7120,Expense,,8724
FY14-15,Finance Department,7120,Expense,,2809
FY14-15,Finance Department,1010,Expense,,126761
FY14-15,Finance Department,1010,Expense,,20676
FY14-15,Finance Department,1010,Expense,,10868
FY14-15,Finance Department,1010,Expense,,17783
FY14-15,Finance Department,1010,Expense,,86028
FY14-15,Police Department,1010,Expense,,13939
FY14-15,Police Department,1010,Expense,,111439
FY14-15,Police Department,1010,Expense,,13939
FY14-15,Police Department,2159,Expense,,17379
FY14-15,Police Department,2251,Expense,,9358
FY14-15,Police Department,1010,Expense,,9319
FY14-15,Police Department,1010,Expense,,56278
FY14-15,Police Department,1010,Expense,,76350
FY14-15,Police Department,1010,Expense,,52770
FY14-15,Police Department,1010,Expense,,32547
FY14-15,Police Department,1010,Expense,,13939
FY14-15,Police Department,1010,Expense,,9319
FY14-15,Police Department,1010,Expense,,70579
FY14-15,Police Department,1010,Expense,,44322
FY14-15,Police Department,1010,Expense,,16984
FY14-15,Police Department,1010,Expense,,31704
FY14-15,Police Department,1010,Expense,,27878
FY14-15,Police Department,1010,Expense,,39059
FY14-15,Police Department,1010,Expense,,20187
FY14-15,Police Department,1010,Expense,,10868
FY14-15,Police Department,1010,Expense,,13939
FY14-15,Police Department,1010,Expense,,10868
FY14-15,Police Department,1010,Expense,,9319
FY14-15,Police Department,1010,Expense,,45598
FY14-15,Police Department,1010,Expense,,50717
FY14-15,Police Department,1010,Expense,,9319
FY14-15,Police Department,1010,Expense,,529850
FY14-15,Police Department,2112,Expense,,23347
FY14-15,Police Department,2159,Expense,,22867
FY14-15,Police Department,1010,Expense,,9319
FY14-15,Police Department,1010,Expense,,222198
FY14-15,Police Department,1010,Expense,,37514
FY14-15,Police Department,1010,Expense,,222616
FY14-15,Police Department,1010,Expense,,12985
FY14-15,Police Department,1010,Expense,,10868
FY14-15,Police Department,1010,Expense,,1143904
FY14-15,Police Department,1010,Expense,,21570
FY14-15,Police Department,2411,Expense,,52457
FY14-15,Police Department,1010,Expense,,40771
FY14-15,Police Department,1010,Expense,,113872
FY14-15,Police Department,1010,Expense,,13939
FY14-15,Police Department,1150,Expense,,21570
FY14-15,Police Department,1150,Expense,,13939
FY14-15,Police Department,2411,Expense,,13939
FY14-15,Police Department,1010,Expense,,11931
FY14-15,Police Department,1010,Expense,,123250
FY14-15,Police Department,2112,Expense,,18634
FY14-15,Police Department,2411,Expense,,28585
FY14-15,Police Department,1010,Expense,,9713
FY14-15,Police Department,1010,Expense,,26998
FY14-15,Police Department,1010,Expense,,129668
FY14-15,Police Department,1010,Expense,,46060
FY14-15,Police Department,1010,Expense,,180117
FY14-15,Police Department,1010,Expense,,149302
FY14-15,Police Department,1010,Expense,,23961
FY14-15,Police Department,1010,Expense,,11931
FY14-15,Police Department,1010,Expense,,11330
FY14-15,Police Department,2172,Expense,,11931
FY14-15,Police Department,2416,Expense,,27176
FY14-15,Police Department,1010,Expense,,47802
FY14-15,Police Department,1010,Expense,,10787
FY14-15,Police Department,1010,Expense,,355041
FY14-15,Police Department,1010,Expense,,40122
FY14-15,Police Department,1010,Expense,,11931
FY14-15,Police Department,1010,Expense,,23261
FY14-15,Police Department,1010,Expense,,32061
FY14-15,Police Department,1010,Expense,,10868
FY14-15,Police Department,1010,Expense,,107410
FY14-15,Police Department,1010,Expense,,19426
FY14-15,Police Department,1010,Expense,,46210
FY14-15,Police Department,1010,Expense,,111227
FY14-15,Police Department,1010,Expense,,93430
FY14-15,Fire Department,1010,Expense,,37053
FY14-15,Fire Department,1010,Expense,,145499
FY14-15,Fire Department,1010,Expense,,44452
FY14-15,Fire Department,2412,Expense,,147415
FY14-15,Fire Department,3100,Expense,,15187
FY14-15,Fire Department,1010,Expense,,67393
FY14-15,Fire Department,1720,Expense,,3784
FY14-15,Fire Department,1740,Expense,,8829
FY14-15,Fire Department,2321,Expense,,16260
FY14-15,Fire Department,1740,Expense,,76693
FY14-15,Fire Department,3100,Expense,,16943
FY14-15,Fire Department,1010,Expense,,103275
FY14-15,Fire Department,1010,Expense,,36704
FY14-15,Fire Department,1010,Expense,,45801
FY14-15,Fire Department,1010,Expense,,12496
FY14-15,Fire Department,1010,Expense,,12639
FY14-15,Fire Department,2250,Expense,,1824
FY14-15,Fire Department,1010,Expense,,59786
FY14-15,Fire Department,1740,Expense,,1580
FY14-15,Fire Department,2412,Expense,,1824
FY14-15,Fire Department,2124,Expense,,1580
FY14-15,Fire Department,1010,Expense,,14748
FY14-15,Fire Department,1010,Expense,,12125
FY14-15,Fire Department,1010,Expense,,24229
FY14-15,Fire Department,1010,Expense,,51276
FY14-15,Fire Department,2123,Expense,,125674
FY14-15,Fire Department,2123,Expense,,14635
FY14-15,Fire Department,2123,Expense,,8987
FY14-15,Fire Department,2123,Expense,,1580
FY14-15,Fire Department,2146,Expense,,8048
FY14-15,Fire Department,1010,Expense,,36906
FY14-15,Fire Department,1150,Expense,,2535
FY14-15,Fire Department,1010,Expense,,13361
FY14-15,Fire Department,2250,Expense,,104126
FY14-15,Fire Department,2412,Expense,,22878
FY14-15,Fire Department,2124,Expense,,12040
FY14-15,Public Works,7760,Expense,,80896
FY14-15,Public Works,1150,Expense,,24444
FY14-15,Public Works,7760,Expense,,193716
FY14-15,Public Works,5321,Expense,,18242
FY14-15,Public Works,7760,Expense,,228922
FY14-15,Public Works,1720,Expense,,21736
FY14-15,Public Works,2230,Expense,,9319
FY14-15,Public Works,3100,Expense,,18820
FY14-15,Public Works,7760,Expense,,36056
FY14-15,Public Works,7760,Expense,,12100
FY14-15,Public Works,3100,Expense,,5347
FY14-15,Public Works,5321,Expense,,21390
FY14-15,Public Works,7760,Expense,,79470
FY14-15,Public Works,7760,Expense,,24021
FY14-15,Public Works,1010,Expense,,3124
FY14-15,Public Works,2211,Expense,,14563
FY14-15,Public Works,7760,Expense,,11439
FY14-15,Public Works,7760,Expense,,21576
FY14-15,Public Works,7760,Expense,,32831
FY14-15,Public Works,2211,Expense,,11210
FY14-15,Public Works,3100,Expense,,62973
FY14-15,Public Works,7760,Expense,,43260
FY14-15,Public Works,7760,Expense,,14420
FY14-15,Public Works,7760,Expense,,355703
FY14-15,Public Works,7760,Expense,,21390
FY14-15,Public Works,7760,Expense,,5347
FY14-15,Public Works,4400,Expense,,10298
FY14-15,Public Works,7760,Expense,,52934
FY14-15,Public Works,7760,Expense,,114883
FY14-15,Public Works,7760,Expense,,15551
FY14-15,Public Works,7760,Expense,,62205
FY14-15,Public Works,7760,Expense,,45327
FY14-15,Public Works,2211,Expense,,30345
FY14-15,Public Works,3100,Expense,,3733
FY14-15,Public Works,7760,Expense,,294695
FY14-15,Public Works,2415,Expense,,281623
FY14-15,Public Works,2415,Expense,,52314
FY14-15,Public Works,7760,Expense,,14420
FY14-15,Public Works,2211,Expense,,1963
FY14-15,Public Works,3100,Expense,,16638
FY14-15,Public Works,3100,Expense,,71285
FY14-15,Public Works,7760,Expense,,152728
FY14-15,Public Works,2990,Expense,,18820
FY14-15,Public Works,3100,Expense,,30696
FY14-15,Public Works,5321,Expense,,18820
FY14-15,Public Works,5321,Expense,,15328
FY14-15,Public Works,7760,Expense,,30470
FY14-15,Public Works,1750,Expense,,10005
FY14-15,Public Works,5611,Expense,,1130
FY14-15,Public Works,5613,Expense,,5002
FY14-15,Public Works,7760,Expense,,51790
FY14-15,Public Works,1750,Expense,,38872
FY14-15,Public Works,2211,Expense,,70763
FY14-15,Public Works,2416,Expense,,3737
FY14-15,Public Works,7760,Expense,,113337
FY14-15,Public Works,1750,Expense,,108638
FY14-15,Public Works,2211,Expense,,32052
FY14-15,Public Works,7760,Expense,,16174
FY14-15,Public Works,2211,Expense,,49718
FY14-15,Public Works,2415,Expense,,22762
FY14-15,Public Works,7760,Expense,,25757
FY14-15,Public Works,7760,Expense,,28384
FY14-15,Public Works,7760,Expense,,64477
FY14-15,Public Works,2230,Expense,,20524
FY14-15,Public Works,2230,Expense,,18531
FY14-15,Public Works,2231,Expense,,112153
FY14-15,Public Works,2231,Expense,,98163
FY14-15,Public Works,2231,Expense,,78590
FY14-15,Public Works,2416,Expense,,8916
FY14-15,Public Works,2416,Expense,,6719
FY14-15,Public Works,2230,Expense,,221716
FY14-15,Public Works,2416,Expense,,17065
FY14-15,Public Works,1010,Expense,,100354
FY14-15,Public Works,2230,Expense,,12496
FY14-15,Public Works,3100,Expense,,29203
FY14-15,Public Works,3100,Expense,,13875
FY14-15,Public Works,3100,Expense,,318002
FY14-15,Public Works,3100,Expense,,889462
FY14-15,Public Works,1010,Expense,,32739
FY14-15,Public Works,2230,Expense,,141713
FY14-15,Public Works,2231,Expense,,190058
FY14-15,Public Works,3100,Expense,,160742
FY14-15,Public Works,4100,Expense,,804673
FY14-15,Public Works,7760,Expense,,67420
FY14-15,Public Works,4400,Expense,,73506
FY14-15,Public Works,4400,Expense,,195328
FY14-15,Public Works,4400,Expense,,143085
FY14-15,Public Works,4400,Expense,,153546
FY14-15,Public Works,2310,Expense,,195337
FY14-15,Public Works,4400,Expense,,119895
FY14-15,Public Works,4400,Expense,,79018
FY14-15,Public Works,1010,Expense,,11299
FY14-15,Public Works,1720,Expense,,208911
FY14-15,Public Works,2310,Expense,,319426
FY14-15,Public Works,4400,Expense,,7829
FY14-15,Public Works,4400,Expense,,207698
FY14-15,Public Works,4400,Expense,,220922
FY14-15,Public Works,1720,Expense,,12496
FY14-15,Public Works,1720,Expense,,326742
FY14-15,Public Works,1010,Expense,,13272
FY14-15,Public Works,1720,Expense,,105549
FY14-15,Public Works,1720,Expense,,551732
FY14-15,Public Works,3100,Expense,,14081
FY14-15,Public Works,1710,Expense,,27234
FY14-15,Public Works,1710,Expense,,14738
FY14-15,Public Works,1710,Expense,,106178
FY14-15,Public Works,7760,Expense,,25640
FY14-15,Public Works,1710,Expense,,24158
FY14-15,Public Works,1720,Expense,,41733
FY14-15,Public Works,2990,Expense,,6224
FY14-15,Public Works,3100,Expense,,27716
FY14-15,Public Works,7760,Expense,,33249
FY14-15,Public Works,1710,Expense,,23961
FY14-15,Public Works,3100,Expense,,13939
FY14-15,Public Works,4400,Expense,,39223
FY14-15,Public Works,4450,Expense,,16137
FY14-15,Public Works,7760,Expense,,28367
FY14-15,Information Technology,1010,Expense,,45967
FY14-15,Information Technology,4200,Expense,,10489
FY14-15,Information Technology,4200,Expense,,15799
FY14-15,Information Technology,4300,Expense,,53779
FY14-15,Information Technology,1010,Expense,,43870
FY14-15,Information Technology,1010,Expense,,108187
FY14-15,Information Technology,2241,Expense,,31409
FY14-15,Information Technology,7760,Expense,,15367
FY14-15,Information Technology,1010,Expense,,78260
FY14-15,Information Technology,1010,Expense,,66337
FY14-15,Information Technology,1010,Expense,,45886
FY14-15,Information Technology,4200,Expense,,4424
FY14-15,Information Technology,1010,Expense,,278426
FY14-15,Information Technology,4200,Expense,,17748
FY14-15,Information Technology,1010,Expense,,186744
FY14-15,Information Technology,1760,Expense,,5487
FY14-15,Information Technology,2415,Expense,,16764
FY14-15,Information Technology,3100,Expense,,20649
FY14-15,Information Technology,3100,Expense,,1961
FY14-15,Information Technology,4200,Expense,,5325
FY14-15,Information Technology,4200,Expense,,17220
FY14-15,Information Technology,7760,Expense,,17653
FY14-15,Information Technology,1010,Expense,,37504
FY14-15,Information Technology,1760,Expense,,8650
FY14-15,Information Technology,2415,Expense,,6132
FY14-15,Information Technology,1010,Expense,,97452
FY14-15,Information Technology,1010,Expense,,64938
FY14-15,Information Technology,4200,Expense,,17030
FY14-15,Information Technology,4200,Expense,,79261
FY14-15,Information Technology,1010,Expense,,69988
FY14-15,Information Technology,2411,Expense,,21626
FY14-15,Parks & Recreation,1010,Expense,,48834
FY14-15,Parks & Recreation,1010,Expense,,18850
FY14-15,Parks & Recreation,1010,Expense,,46154
FY14-15,Parks & Recreation,1010,Expense,,24029
FY14-15,Parks & Recreation,1010,Expense,,30367
FY14-15,Parks & Recreation,1820,Expense,,10062
FY14-15,Parks & Recreation,1010,Expense,,20459
FY14-15,Parks & Recreation,1820,Expense,,65361
FY14-15,Parks & Recreation,1010,Expense,,16908
FY14-15,Parks & Recreation,1820,Expense,,13936
FY14-15,Parks & Recreation,1820,Expense,,10297
FY14-15,Parks & Recreation,1010,Expense,,94314
FY14-15,Parks & Recreation,1010,Expense,,5762
FY14-15,Parks & Recreation,1010,Expense,,13646
FY14-15,Parks & Recreation,1010,Expense,,19712
FY14-15,Parks & Recreation,1010,Expense,,12007
FY14-15,Parks & Recreation,1010,Expense,,21480
FY14-15,Parks & Recreation,1010,Expense,,21457
FY14-15,Parks & Recreation,1820,Expense,,9593
FY14-15,Parks & Recreation,1010,Expense,,18850
FY14-15,Parks & Recreation,1010,Expense,,19712
FY14-15,Parks & Recreation,1010,Expense,,19945
FY14-15,Parks & Recreation,1010,Expense,,24260
FY14-15,Parks & Recreation,1820,Expense,,12007
FY14-15,Parks & Recreation,1010,Expense,,20510
FY14-15,Parks & Recreation,1010,Expense,,10352
FY14-15,Parks & Recreation,1010,Expense,,5762
FY14-15,Parks & Recreation,1820,Expense,,68285
FY14-15,Parks & Recreation,1010,Expense,,5204
FY14-15,Parks & Recreation,1010,Expense,,5204
FY14-15,Parks & Recreation,1820,Expense,,14748
FY14-15,Parks & Recreation,1010,Expense,,30720
FY14-15,Parks & Recreation,3200,Expense,,8394
FY14-15,Parks & Recreation,2310,Expense,,9593
FY14-15,Parks & Recreation,1010,Expense,,12007
FY14-15,Parks & Recreation,1010,Expense,,22319
FY14-15,Parks & Recreation,1820,Expense,,4164
FY14-15,Parks & Recreation,1010,Expense,,17211
FY14-15,Parks & Recreation,1010,Expense,,17997
FY14-15,Parks & Recreation,1010,Expense,,21734
FY14-15,Parks & Recreation,1820,Expense,,10885
FY14-15,Parks & Recreation,1010,Expense,,18850
FY14-15,Parks & Recreation,1010,Expense,,15501
FY14-15,Parks & Recreation,1820,Expense,,19408
FY14-15,Parks & Recreation,1010,Expense,,15501
FY14-15,Parks & Recreation,1820,Expense,,6507
FY14-15,Parks & Recreation,1010,Expense,,21457
FY14-15,Parks & Recreation,1010,Expense,,21457
FY14-15,Parks & Recreation,1010,Expense,,18169
FY14-15,Parks & Recreation,1010,Expense,,13334
FY14-15,Parks & Recreation,1820,Expense,,16524
FY14-15,Parks & Recreation,1010,Expense,,21329
FY14-15,Parks & Recreation,1010,Expense,,18850
FY14-15,Parks & Recreation,1010,Expense,,16906
FY14-15,Parks & Recreation,1010,Expense,,17172
FY14-15,Parks & Recreation,2310,Expense,,40712
FY14-15,Parks & Recreation,1010,Expense,,5204
FY14-15,Parks & Recreation,1820,Expense,,13936
FY14-15,Library,1010,Expense,,54457
FY14-15,Library,2241,Expense,,23782
FY14-15,Library,1010,Expense,,106709
FY14-15,Library,2241,Expense,,16968
FY14-15,Library,2241,Expense,,25537
FY14-15,Library,1010,Expense,,10668
FY14-15,Library,2241,Expense,,34833
FY14-15,Library,1010,Expense,,43590
FY14-15,Library,2241,Expense,,57912
FY14-15,Library,1010,Expense,,18820
FY14-15,Library,2241,Expense,,22354
