Fiscal Year,Account Type,Department,Division,ORG_NAME,Org Description,Fund Code,Fund Description,Account Category,Account Code,Account Description,Amount
FY19,Expense,Engineering,Engineering Services,Administration,1000 - Administration,6220,Engineering Services,Other Services and Charges,8010,Contractual Services,304583
FY19,Expense,Engineering,Engineering Services,Administration,1000 - Administration,6220,Engineering Services,Other Services and Charges,8240,Fees,1500
FY19,Expense,Engineering,Engineering Services,Administration,1000 - Administration,6220,Engineering Services,Other Services and Charges,8450,Claims,55549
FY19,Expense,Engineering,Engineering Services,Administration,1000 - Administration,6220,Engineering Services,Other Services and Charges,8500,Telephone,17000
FY19,Expense,Engineering,Engineering Services,Administration,1000 - Administration,6220,Engineering Services,Other Services and Charges,8505,Employee Phone Reimbursement,3000
FY19,Expense,Engineering,Engineering Services,Administration,1000 - Administration,6220,Engineering Services,Other Services and Charges,8510,Postage,1500
FY19,Expense,Engineering,Engineering Services,Administration,1000 - Administration,6220,Engineering Services,Other Services and Charges,8800,Community Promotion,170713
FY19,Expense,Engineering,Engineering Services,Administration,1000 - Administration,6220,Engineering Services,Other Services and Charges,9000,Printing & Publishing,1500
FY19,Expense,Engineering,Engineering Services,Administration,1000 - Administration,6220,Engineering Services,Other Services and Charges,9100,Professional Development,19500
FY19,Expense,Engineering,Engineering Services,Administration,1000 - Administration,6220,Engineering Services,Other Services and Charges,9130,Local Business Expense,675
FY19,Expense,Engineering,Engineering Services,Administration,1000 - Administration,6220,Engineering Services,Other Services and Charges,9150,Memberships,4497
FY19,Expense,Engineering,Engineering Services,Administration,1000 - Administration,6220,Engineering Services,Other Services and Charges,9410,Equipment Rentals or Lease,19742
FY19,Expense,Engineering,Engineering Services,Administration,1000 - Administration,6220,Engineering Services,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,168490
FY19,Expense,Engineering,Engineering Services,Administration,1000 - Administration,6220,Engineering Services,Other Services and Charges,9440,Fleet Management Equipment Charges,43218
FY19,Expense,Engineering,Engineering Services,Administration,1000 - Administration,6220,Engineering Services,Other Services and Charges,9450,311 Call Center Services,30333
FY19,Expense,Engineering,Engineering Services,Administration,1000 - Administration,6220,Engineering Services,Other Services and Charges,9470,Employee Parking,69155
FY19,Expense,Engineering,Engineering Services,Administration,1000 - Administration,6220,Engineering Services,Other Services and Charges,9480,Computer Services-from IT,169906
FY19,Expense,Engineering,Engineering Services,Administration,1000 - Administration,6220,Engineering Services,Other Financing,9952,Operating Transfers-A87 Cost,432452
FY19,Expense,Engineering,Engineering Services,Non-Projects Engineering,2000 - Non-Projects Engineering,6220,Engineering Services,Personnel Services,7020,Full Time Employees,87778
FY19,Expense,Engineering,Engineering Services,Non-Projects Engineering,2000 - Non-Projects Engineering,6220,Engineering Services,Personnel Services,7105,Employers FICA,6710
FY19,Expense,Engineering,Engineering Services,Non-Projects Engineering,2000 - Non-Projects Engineering,6220,Engineering Services,Personnel Services,7110,Hospitalization Insurance,13680
FY19,Expense,Engineering,Engineering Services,Non-Projects Engineering,2000 - Non-Projects Engineering,6220,Engineering Services,Personnel Services,7115,Retiree Health Care-OPEB,10848
FY19,Expense,Engineering,Engineering Services,Non-Projects Engineering,2000 - Non-Projects Engineering,6220,Engineering Services,Personnel Services,7120,Retirement Fund Contribution,19940
FY19,Expense,Engineering,Engineering Services,Non-Projects Engineering,2000 - Non-Projects Engineering,6220,Engineering Services,Personnel Services,7135,Unemployment Compensation,132
FY19,Expense,Engineering,Engineering Services,Development Center,5000 - Development Center,6220,Engineering Services,Other Financing,9954,Operating Trans-Dev Center,1988
FY19,Expense,Engineering,Engineering Services,Projects Engineering,6000 - Projects Engineering,6220,Engineering Services,Personnel Services,7020,Full Time Employees,1596375
FY19,Expense,Engineering,Engineering Services,Projects Engineering,6000 - Projects Engineering,6220,Engineering Services,Personnel Services,7040,Temporary Noncontract Employees,25100
FY19,Expense,Engineering,Engineering Services,Projects Engineering,6000 - Projects Engineering,6220,Engineering Services,Personnel Services,7105,Employers FICA,122147
FY19,Expense,Engineering,Engineering Services,Projects Engineering,6000 - Projects Engineering,6220,Engineering Services,Personnel Services,7110,Hospitalization Insurance,309600
FY19,Expense,Engineering,Engineering Services,Projects Engineering,6000 - Projects Engineering,6220,Engineering Services,Personnel Services,7115,Retiree Health Care-OPEB,197097
FY19,Expense,Engineering,Engineering Services,Projects Engineering,6000 - Projects Engineering,6220,Engineering Services,Personnel Services,7120,Retirement Fund Contribution,362427
FY19,Expense,Engineering,Engineering Services,Projects Engineering,6000 - Projects Engineering,6220,Engineering Services,Personnel Services,7135,Unemployment Compensation,2220
FY19,Expense,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,Personnel Services,7020,Full Time Employees,195036
FY19,Expense,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,Personnel Services,7055,Time & One-half,5000
FY19,Expense,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,Personnel Services,7105,Employers FICA,15308
FY19,Expense,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,Personnel Services,7110,Hospitalization Insurance,48528
FY19,Expense,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,Personnel Services,7115,Retiree Health Care-OPEB,24092
FY19,Expense,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,Personnel Services,7120,Retirement Fund Contribution,44272
FY19,Expense,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,Personnel Services,7135,Unemployment Compensation,276
FY19,Expense,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,Supplies,7520,Supplies,7600
FY19,Expense,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,Other Services and Charges,8010,Contractual Services,1810000
FY19,Expense,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,Other Services and Charges,8240,Fees,200
FY19,Expense,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,Other Services and Charges,8450,Claims,40152
FY19,Expense,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,Other Services and Charges,8500,Telephone,2300
FY19,Expense,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,Other Services and Charges,8510,Postage,1500
FY19,Expense,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,Other Services and Charges,8800,Community Promotion,2400
FY19,Expense,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,Other Services and Charges,9100,Professional Development,3500
FY19,Expense,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,Other Services and Charges,9440,Fleet Management Equipment Charges,7810
FY19,Expense,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,Other Services and Charges,9450,311 Call Center Services,16467
FY19,Expense,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,Other Services and Charges,9470,Employee Parking,979
FY19,Expense,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,Other Services and Charges,9480,Computer Services-from IT,58924
FY19,Expense,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,Other Financing,9952,Operating Transfers-A87 Cost,30457
FY19,Expense,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,Other Financing,9955,Operating Trans-Misc,64883
FY19,Expense,Engineering,Engineering Services,Capital Projects,9000 - Capital Projects,4010,Capital Improvement,Capital Outlays,9880,Construction In Progress,9800000
FY19,Expense,Engineering,Engineering Services,Capital Projects,9000 - Capital Projects,4050,Streets-Capital Projects,Capital Outlays,9880,Construction In Progress,203000
FY19,Expense,Executive Office,311 Customer Service,311 Service-Operations,2000 - 311 Service-Operations,6110,Customer Service,Personnel Services,7020,Full Time Employees,820186
FY19,Expense,Executive Office,311 Customer Service,311 Service-Operations,2000 - 311 Service-Operations,6110,Customer Service,Personnel Services,7055,Time & One-half,3000
FY19,Expense,Executive Office,311 Customer Service,311 Service-Operations,2000 - 311 Service-Operations,6110,Customer Service,Personnel Services,7105,Employers FICA,62988
FY19,Expense,Executive Office,311 Customer Service,311 Service-Operations,2000 - 311 Service-Operations,6110,Customer Service,Personnel Services,7110,Hospitalization Insurance,201600
FY19,Expense,Executive Office,311 Customer Service,311 Service-Operations,2000 - 311 Service-Operations,6110,Customer Service,Personnel Services,7115,Retiree Health Care-OPEB,101416
FY19,Expense,Executive Office,311 Customer Service,311 Service-Operations,2000 - 311 Service-Operations,6110,Customer Service,Personnel Services,7120,Retirement Fund Contribution,186528
FY19,Expense,Executive Office,311 Customer Service,311 Service-Operations,2000 - 311 Service-Operations,6110,Customer Service,Personnel Services,7135,Unemployment Compensation,1109
FY19,Expense,Executive Office,311 Customer Service,311 Service-Operations,2000 - 311 Service-Operations,6110,Customer Service,Supplies,7520,Supplies,6071
FY19,Expense,Executive Office,311 Customer Service,311 Service-Operations,2000 - 311 Service-Operations,6110,Customer Service,Supplies,7910,Subscriptions and Publications,250
FY19,Expense,Executive Office,311 Customer Service,311 Service-Operations,2000 - 311 Service-Operations,6110,Customer Service,Other Services and Charges,8011,Contract Employees-Temporary Services,70000
FY19,Expense,Executive Office,311 Customer Service,311 Service-Operations,2000 - 311 Service-Operations,6110,Customer Service,Other Services and Charges,8450,Claims,15220
FY19,Expense,Executive Office,311 Customer Service,311 Service-Operations,2000 - 311 Service-Operations,6110,Customer Service,Other Services and Charges,8505,Employee Phone Reimbursement,541
FY19,Expense,Executive Office,311 Customer Service,311 Service-Operations,2000 - 311 Service-Operations,6110,Customer Service,Other Services and Charges,8800,Community Promotion,500
FY19,Expense,Executive Office,311 Customer Service,311 Service-Operations,2000 - 311 Service-Operations,6110,Customer Service,Other Services and Charges,9000,Printing & Publishing,500
FY19,Expense,Executive Office,311 Customer Service,311 Service-Operations,2000 - 311 Service-Operations,6110,Customer Service,Other Services and Charges,9100,Professional Development,500
FY19,Expense,Executive Office,311 Customer Service,311 Service-Operations,2000 - 311 Service-Operations,6110,Customer Service,Other Services and Charges,9110,Other Travel & Training,500
FY19,Expense,Executive Office,311 Customer Service,311 Service-Operations,2000 - 311 Service-Operations,6110,Customer Service,Other Services and Charges,9130,Local Business Expense,250
FY19,Expense,Executive Office,311 Customer Service,311 Service-Operations,2000 - 311 Service-Operations,6110,Customer Service,Other Services and Charges,9150,Memberships,250
FY19,Expense,Executive Office,311 Customer Service,311 Service-Operations,2000 - 311 Service-Operations,6110,Customer Service,Other Services and Charges,9410,Equipment Rentals or Lease,6800
FY19,Expense,Executive Office,311 Customer Service,311 Service-Operations,2000 - 311 Service-Operations,6110,Customer Service,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,54524
FY19,Expense,Executive Office,311 Customer Service,311 Service-Operations,2000 - 311 Service-Operations,6110,Customer Service,Other Services and Charges,9470,Employee Parking,11880
FY19,Expense,Executive Office,311 Customer Service,311 Service-Operations,2000 - 311 Service-Operations,6110,Customer Service,Other Services and Charges,9480,Computer Services-from IT,93706
FY19,Expense,Executive Office,311 Customer Service,311 Service-Operations,2000 - 311 Service-Operations,6110,Customer Service,Capital Outlays,9760,Equipment,2800
FY19,Expense,Executive Office,311 Customer Service,311 Service-Operations,2000 - 311 Service-Operations,6110,Customer Service,Other Financing,9952,Operating Transfers-A87 Cost,86084
FY19,Expense,Executive Office,311 Customer Service,Web Content Mgmt System-WCMS,3000 - Web Content Mgmt System-WCMS,6110,Customer Service,Other Services and Charges,8010,Contractual Services,157555
FY19,Expense,Executive Office,City Commission,Administration,1000 - Administration,1010,General Fund Operating,Personnel Services,7020,Full Time Employees,270181
FY19,Expense,Executive Office,City Commission,Administration,1000 - Administration,1010,General Fund Operating,Personnel Services,7105,Employers FICA,20733
FY19,Expense,Executive Office,City Commission,Administration,1000 - Administration,1010,General Fund Operating,Personnel Services,7110,Hospitalization Insurance,115200
FY19,Expense,Executive Office,City Commission,Administration,1000 - Administration,1010,General Fund Operating,Personnel Services,7115,Retiree Health Care-OPEB,33714
FY19,Expense,Executive Office,City Commission,Administration,1000 - Administration,1010,General Fund Operating,Personnel Services,7120,Retirement Fund Contribution,61945
FY19,Expense,Executive Office,City Commission,Administration,1000 - Administration,1010,General Fund Operating,Personnel Services,7135,Unemployment Compensation,385
FY19,Expense,Executive Office,City Commission,Administration,1000 - Administration,1010,General Fund Operating,Supplies,7910,Subscriptions and Publications,300
FY19,Expense,Executive Office,City Commission,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,8800,Community Promotion,5000
FY19,Expense,Executive Office,City Commission,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9100,Professional Development,500
FY19,Expense,Executive Office,City Commission,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9110,Other Travel & Training,12000
FY19,Expense,Executive Office,City Commission,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9150,Memberships,300
FY19,Expense,Executive Office,City Commission,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9440,Fleet Management Equipment Charges,14937
FY19,Expense,Executive Office,Executive Office,Administration,1000 - Administration,1010,General Fund Operating,Personnel Services,7020,Full Time Employees,249672
FY19,Expense,Executive Office,Executive Office,Administration,1000 - Administration,1010,General Fund Operating,Personnel Services,7105,Employers FICA,19092
FY19,Expense,Executive Office,Executive Office,Administration,1000 - Administration,1010,General Fund Operating,Personnel Services,7110,Hospitalization Insurance,28800
FY19,Expense,Executive Office,Executive Office,Administration,1000 - Administration,1010,General Fund Operating,Personnel Services,7115,Retiree Health Care-OPEB,30888
FY19,Expense,Executive Office,Executive Office,Administration,1000 - Administration,1010,General Fund Operating,Personnel Services,7120,Retirement Fund Contribution,56808
FY19,Expense,Executive Office,Executive Office,Administration,1000 - Administration,1010,General Fund Operating,Personnel Services,7135,Unemployment Compensation,348
FY19,Expense,Executive Office,Executive Office,Administration,1000 - Administration,1010,General Fund Operating,Personnel Services,7175,Food-Clean-Car Allowance,8400
FY19,Expense,Executive Office,Executive Office,Administration,1000 - Administration,1010,General Fund Operating,Supplies,7910,Subscriptions and Publications,200
FY19,Expense,Executive Office,Executive Office,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,8010,Contractual Services,5000
FY19,Expense,Executive Office,Executive Office,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9100,Professional Development,2000
FY19,Expense,Executive Office,Executive Office,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9150,Memberships,2500
FY19,Expense,Executive Office,Executive Office,Administration,1000 - Administration,4011,Capital Reserve,Debt Service,9910,Principal,2056390
FY19,Expense,Executive Office,Executive Office,Administration,1000 - Administration,4011,Capital Reserve,Debt Service,9930,Paying Agent Fees,1339963
FY19,Expense,Executive Office,Executive Office,Administration,1000 - Administration,4011,Capital Reserve,Other Financing,9951,Operating Trans Out-Subsidies,2364369
FY19,Expense,Executive Office,Executive Office,Administration,1000 - Administration,4011,Capital Reserve,Other Financing,9952,Operating Transfers-A87 Cost,64490
FY19,Expense,Executive Office,Executive Office,Administration,1000 - Administration,4011,Capital Reserve,Other Financing,9953,Operating Trans-Capt Projects,7338690
FY19,Expense,Executive Office,Executive Office,Management Services,2001 - Management Services,1010,General Fund Operating,Personnel Services,7020,Full Time Employees,221539
FY19,Expense,Executive Office,Executive Office,Management Services,2001 - Management Services,1010,General Fund Operating,Personnel Services,7105,Employers FICA,16954
FY19,Expense,Executive Office,Executive Office,Management Services,2001 - Management Services,1010,General Fund Operating,Personnel Services,7110,Hospitalization Insurance,31680
FY19,Expense,Executive Office,Executive Office,Management Services,2001 - Management Services,1010,General Fund Operating,Personnel Services,7115,Retiree Health Care-OPEB,27622
FY19,Expense,Executive Office,Executive Office,Management Services,2001 - Management Services,1010,General Fund Operating,Personnel Services,7120,Retirement Fund Contribution,50790
FY19,Expense,Executive Office,Executive Office,Management Services,2001 - Management Services,1010,General Fund Operating,Personnel Services,7135,Unemployment Compensation,300
FY19,Expense,Executive Office,Executive Office,Management Services,2001 - Management Services,1010,General Fund Operating,Supplies,7910,Subscriptions and Publications,200
FY19,Expense,Executive Office,Executive Office,Management Services,2001 - Management Services,1010,General Fund Operating,Other Services and Charges,8010,Contractual Services,5000
FY19,Expense,Executive Office,Executive Office,Management Services,2001 - Management Services,1010,General Fund Operating,Other Services and Charges,8800,Community Promotion,10000
FY19,Expense,Executive Office,Executive Office,Management Services,2001 - Management Services,1010,General Fund Operating,Other Services and Charges,9100,Professional Development,4000
FY19,Expense,Executive Office,Executive Office,Management Services,2001 - Management Services,1010,General Fund Operating,Other Services and Charges,9150,Memberships,1000
FY19,Expense,Executive Office,Executive Office,Police Community Relations,2100 - Police Community Relations,1010,General Fund Operating,Other Services and Charges,8010,Contractual Services,1000000
FY19,Expense,Executive Office,Executive Office,Neighborhoods,2200 - Neighborhoods,1010,General Fund Operating,Other Services and Charges,8010,Contractual Services,33000
FY19,Expense,Executive Office,Executive Office,Neighborhoods,2200 - Neighborhoods,1010,General Fund Operating,Other Services and Charges,8800,Community Promotion,75000
FY19,Expense,Executive Office,Executive Office,Neighborhoods,2200 - Neighborhoods,1010,General Fund Operating,Other Services and Charges,9130,Local Business Expense,50000
FY19,Expense,Executive Office,Executive Office,Communications,5000 - Communications,1010,General Fund Operating,Personnel Services,7020,Full Time Employees,541798
FY19,Expense,Executive Office,Executive Office,Communications,5000 - Communications,1010,General Fund Operating,Personnel Services,7040,Temporary Noncontract Employees,30120
FY19,Expense,Executive Office,Executive Office,Communications,5000 - Communications,1010,General Fund Operating,Personnel Services,7105,Employers FICA,43743
FY19,Expense,Executive Office,Executive Office,Communications,5000 - Communications,1010,General Fund Operating,Personnel Services,7110,Hospitalization Insurance,100800
FY19,Expense,Executive Office,Executive Office,Communications,5000 - Communications,1010,General Fund Operating,Personnel Services,7115,Retiree Health Care-OPEB,67170
FY19,Expense,Executive Office,Executive Office,Communications,5000 - Communications,1010,General Fund Operating,Personnel Services,7120,Retirement Fund Contribution,123491
FY19,Expense,Executive Office,Executive Office,Communications,5000 - Communications,1010,General Fund Operating,Personnel Services,7135,Unemployment Compensation,745
FY19,Expense,Executive Office,Executive Office,Communications,5000 - Communications,1010,General Fund Operating,Supplies,7910,Subscriptions and Publications,500
FY19,Expense,Executive Office,Executive Office,Communications,5000 - Communications,1010,General Fund Operating,Other Services and Charges,8010,Contractual Services,47000
FY19,Expense,Executive Office,Executive Office,Communications,5000 - Communications,1010,General Fund Operating,Other Services and Charges,8011,Contract Employees-Temporary Services,60000
FY19,Expense,Executive Office,Executive Office,Communications,5000 - Communications,1010,General Fund Operating,Other Services and Charges,8510,Postage,17000
FY19,Expense,Executive Office,Executive Office,Communications,5000 - Communications,1010,General Fund Operating,Other Services and Charges,8800,Community Promotion,2000
FY19,Expense,Executive Office,Executive Office,Communications,5000 - Communications,1010,General Fund Operating,Other Services and Charges,9000,Printing & Publishing,32000
FY19,Expense,Executive Office,Executive Office,Communications,5000 - Communications,1010,General Fund Operating,Other Services and Charges,9010,Advertising - Any Media,5000
FY19,Expense,Executive Office,Executive Office,Communications,5000 - Communications,1010,General Fund Operating,Other Services and Charges,9100,Professional Development,2500
FY19,Expense,Executive Office,Executive Office,Communications,5000 - Communications,1010,General Fund Operating,Other Services and Charges,9150,Memberships,500
FY19,Expense,Executive Office,Executive Office,Communications,5000 - Communications,1010,General Fund Operating,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,34888
FY19,Expense,Executive Office,Executive Office,Communications,5000 - Communications,1010,General Fund Operating,Capital Outlays,9800,Furniture,40000
FY19,Expense,Executive Office,Executive Office,Communications,5000 - Communications,1010,General Fund Operating,Capital Outlays,9805,Computer Equipment,10500
FY19,Expense,Executive Office,Executive Office,Dept Unassigned,8000 - Dept Unassigned,1010,General Fund Operating,Supplies,7520,Supplies,13000
FY19,Expense,Executive Office,Executive Office,Dept Unassigned,8000 - Dept Unassigned,1010,General Fund Operating,Other Services and Charges,8450,Claims,21774
FY19,Expense,Executive Office,Executive Office,Dept Unassigned,8000 - Dept Unassigned,1010,General Fund Operating,Other Services and Charges,8500,Telephone,5000
FY19,Expense,Executive Office,Executive Office,Dept Unassigned,8000 - Dept Unassigned,1010,General Fund Operating,Other Services and Charges,8505,Employee Phone Reimbursement,6000
FY19,Expense,Executive Office,Executive Office,Dept Unassigned,8000 - Dept Unassigned,1010,General Fund Operating,Other Services and Charges,8510,Postage,500
FY19,Expense,Executive Office,Executive Office,Dept Unassigned,8000 - Dept Unassigned,1010,General Fund Operating,Other Services and Charges,9000,Printing & Publishing,200
FY19,Expense,Executive Office,Executive Office,Dept Unassigned,8000 - Dept Unassigned,1010,General Fund Operating,Other Services and Charges,9130,Local Business Expense,10000
FY19,Expense,Executive Office,Executive Office,Dept Unassigned,8000 - Dept Unassigned,1010,General Fund Operating,Other Services and Charges,9340,Maintenance Service,250
FY19,Expense,Executive Office,Executive Office,Dept Unassigned,8000 - Dept Unassigned,1010,General Fund Operating,Other Services and Charges,9410,Equipment Rentals or Lease,7500
FY19,Expense,Executive Office,Executive Office,Dept Unassigned,8000 - Dept Unassigned,1010,General Fund Operating,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,169281
FY19,Expense,Executive Office,Executive Office,Dept Unassigned,8000 - Dept Unassigned,1010,General Fund Operating,Other Services and Charges,9450,311 Call Center Services,1560
FY19,Expense,Executive Office,Executive Office,Dept Unassigned,8000 - Dept Unassigned,1010,General Fund Operating,Other Services and Charges,9470,Employee Parking,43736
FY19,Expense,Executive Office,Executive Office,Dept Unassigned,8000 - Dept Unassigned,1010,General Fund Operating,Other Services and Charges,9480,Computer Services-from IT,50089
FY19,Expense,Executive Office,Executive Office,Dept Unassigned,8000 - Dept Unassigned,1010,General Fund Operating,Capital Outlays,9800,Furniture,5000
FY19,Expense,Executive Office,Executive Office,Dept Unassigned,8000 - Dept Unassigned,1010,General Fund Operating,Capital Outlays,9805,Computer Equipment,4500
FY19,Expense,Executive Office,Executive Office,Capital Projects,9000 - Capital Projects,4011,Capital Reserve,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,166706
FY19,Expense,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Personnel Services,7020,Full Time Employees,589517
FY19,Expense,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Personnel Services,7055,Time & One-half,18000
FY19,Expense,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Personnel Services,7105,Employers FICA,46473
FY19,Expense,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Personnel Services,7110,Hospitalization Insurance,109800
FY19,Expense,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Personnel Services,7115,Retiree Health Care-OPEB,72851
FY19,Expense,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Personnel Services,7120,Retirement Fund Contribution,133953
FY19,Expense,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Personnel Services,7135,Unemployment Compensation,799
FY19,Expense,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Supplies,7520,Supplies,22000
FY19,Expense,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Supplies,7670,Clothing,1500
FY19,Expense,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Supplies,7910,Subscriptions and Publications,1500
FY19,Expense,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Other Services and Charges,8010,Contractual Services,7500
FY19,Expense,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Other Services and Charges,8011,Contract Employees-Temporary Services,20000
FY19,Expense,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Other Services and Charges,8400,Insurance Premiums,1400
FY19,Expense,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Other Services and Charges,8450,Claims,26078
FY19,Expense,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Other Services and Charges,8500,Telephone,10100
FY19,Expense,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Other Services and Charges,8505,Employee Phone Reimbursement,1250
FY19,Expense,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Other Services and Charges,9100,Professional Development,5000
FY19,Expense,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Other Services and Charges,9110,Other Travel & Training,5000
FY19,Expense,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Other Services and Charges,9150,Memberships,3000
FY19,Expense,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Other Services and Charges,9410,Equipment Rentals or Lease,4400
FY19,Expense,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Other Services and Charges,9460,Engineering Services,5100
FY19,Expense,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Other Services and Charges,9470,Employee Parking,13260
FY19,Expense,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Other Services and Charges,9480,Computer Services-from IT,186183
FY19,Expense,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Capital Outlays,9760,Equipment,5000
FY19,Expense,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Capital Outlays,9800,Furniture,30000
FY19,Expense,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Capital Outlays,9805,Computer Equipment,20000
FY19,Expense,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Capital Outlays,9840,Software,5000
FY19,Expense,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Other Financing,9952,Operating Transfers-A87 Cost,266779
FY19,Expense,Facilities & Fleet Management,Facilities Management,Administration,1000 - Administration,6310,Facilities Mgmt-Operating,Other Financing,9959,Appropriation Lapse,-51243
FY19,Expense,Facilities & Fleet Management,Facilities Management,1120 Monroe Complex,2010 - 1120 Monroe Complex,6310,Facilities Mgmt-Operating,Personnel Services,7020,Full Time Employees,14678
FY19,Expense,Facilities & Fleet Management,Facilities Management,1120 Monroe Complex,2010 - 1120 Monroe Complex,6310,Facilities Mgmt-Operating,Personnel Services,7105,Employers FICA,1127
FY19,Expense,Facilities & Fleet Management,Facilities Management,1120 Monroe Complex,2010 - 1120 Monroe Complex,6310,Facilities Mgmt-Operating,Personnel Services,7110,Hospitalization Insurance,4320
FY19,Expense,Facilities & Fleet Management,Facilities Management,1120 Monroe Complex,2010 - 1120 Monroe Complex,6310,Facilities Mgmt-Operating,Personnel Services,7115,Retiree Health Care-OPEB,1817
