Fiscal Year,Account Type,Department,Division,ORG_NAME,Org Description,Fund Code,Fund Description,Account Category,Account Code,Account Description,Amount
FY18,Expense,Comptroller,Comptroller,Payroll Office,5000 - Payroll Office,1010,General Fund Operating,Other Services and Charges,8510,Postage,100
FY18,Expense,Comptroller,Comptroller,Payroll Office,5000 - Payroll Office,1010,General Fund Operating,Other Services and Charges,9100,Professional Development,2500
FY18,Expense,Comptroller,Comptroller,Payroll Office,5000 - Payroll Office,1010,General Fund Operating,Other Services and Charges,9150,Memberships,400
FY18,Expense,Comptroller,Comptroller,Payroll Office,5000 - Payroll Office,1010,General Fund Operating,Other Services and Charges,9470,Employee Parking,1956
FY18,Revenue,Comptroller,Comptroller,Payroll Office,5000 - Payroll Office,1010,General Fund Operating,Charges for Services,6260,Service Fees-General,350
FY18,Expense,Comptroller,Comptroller,Accounts Payable,4000 - Accounts Payable,1010,General Fund Operating,Supplies,7520,Supplies,6000
FY18,Expense,Comptroller,Comptroller,Accounts Payable,4000 - Accounts Payable,1010,General Fund Operating,Personal Services,7020,Full Time Employees,171968
FY18,Expense,Comptroller,Comptroller,Accounts Payable,4000 - Accounts Payable,1010,General Fund Operating,Personal Services,7105,Employers FICA,13156
FY18,Expense,Comptroller,Comptroller,Accounts Payable,4000 - Accounts Payable,1010,General Fund Operating,Personal Services,7110,Hospitalization Insurance,37002
FY18,Expense,Comptroller,Comptroller,Accounts Payable,4000 - Accounts Payable,1010,General Fund Operating,Personal Services,7115,Retiree Health Care-OPEB,21490
FY18,Expense,Comptroller,Comptroller,Accounts Payable,4000 - Accounts Payable,1010,General Fund Operating,Personal Services,7120,Retirement Fund Contribution,41972
FY18,Expense,Comptroller,Comptroller,Accounts Payable,4000 - Accounts Payable,1010,General Fund Operating,Personal Services,7135,Unemployment Compensation,239
FY18,Expense,Comptroller,Comptroller,Accounts Payable,4000 - Accounts Payable,1010,General Fund Operating,Other Services and Charges,8010,Contractual Services,1200
FY18,Expense,Comptroller,Comptroller,Accounts Payable,4000 - Accounts Payable,1010,General Fund Operating,Other Services and Charges,8011,Contract Employees-Temporary Services,40000
FY18,Expense,Comptroller,Comptroller,Accounts Payable,4000 - Accounts Payable,1010,General Fund Operating,Other Services and Charges,9100,Professional Development,2500
FY18,Expense,Comptroller,Comptroller,Accounts Payable,4000 - Accounts Payable,1010,General Fund Operating,Other Services and Charges,9150,Memberships,250
FY18,Expense,Comptroller,Comptroller,Accounts Payable,4000 - Accounts Payable,1010,General Fund Operating,Other Services and Charges,9340,Maintenance Service,3700
FY18,Expense,Comptroller,Comptroller,Accounts Payable,4000 - Accounts Payable,1010,General Fund Operating,Other Services and Charges,9470,Employee Parking,3293
FY18,Expense,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,Supplies,7520,Supplies,6500
FY18,Expense,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,Other Financing,9952,Operating Transfers-A87 Cost,8740
FY18,Expense,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,Other Financing,9955,Operating Trans-Misc,1272824
FY18,Expense,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,Personal Services,7020,Full Time Employees,197230
FY18,Expense,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,Personal Services,7055,Time & One-half,5000
FY18,Expense,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,Personal Services,7105,Employers FICA,15471
FY18,Expense,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,Personal Services,7110,Hospitalization Insurance,43416
FY18,Expense,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,Personal Services,7115,Retiree Health Care-OPEB,24648
FY18,Expense,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,Personal Services,7120,Retirement Fund Contribution,48141
FY18,Expense,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,Personal Services,7135,Unemployment Compensation,274
FY18,Expense,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,Other Services and Charges,8010,Contractual Services,1500000
FY18,Expense,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,Other Services and Charges,8240,Fees,200
FY18,Expense,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,Other Services and Charges,8450,Claims,58938
FY18,Expense,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,Other Services and Charges,8500,Telephone,2300
FY18,Expense,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,Other Services and Charges,8510,Postage,1500
FY18,Expense,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,Other Services and Charges,8800,Community Promotion,8985
FY18,Expense,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,Other Services and Charges,9100,Professional Development,3500
FY18,Expense,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,Other Services and Charges,9410,Equipment Rentals or Lease,181
FY18,Expense,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,Other Services and Charges,9440,Fleet Management Equipment Charges,7621
FY18,Expense,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,Other Services and Charges,9450,311 Call Center Services,14725
FY18,Expense,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,Other Services and Charges,9470,Employee Parking,683
FY18,Expense,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,Other Services and Charges,9480,Computer Services-from IT,56569
FY18,Revenue,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,Other Revenues,6723,Interest-Penalties on Special Assessment,3000
FY18,Revenue,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,Other Revenues,6761,Reimbursements,50000
FY18,Revenue,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,Licenses & Permits,4796,Sidewalks-Builders License,4000
FY18,Revenue,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,Licenses & Permits,4798,Snow Plow License,7500
FY18,Revenue,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,Licenses & Permits,4930,Sidewalks-Form-Final Inspection,25000
FY18,Revenue,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,Charges for Services,6260,Service Fees-General,6500
FY18,Revenue,Engineering,Engineering Services,Sidewalks,8000 - Sidewalks,2460,Sidewalk Repair,Other Financing Sources,6995,Operating Transfers-Misc,2083588
FY18,Expense,Engineering,Engineering Services,Administration,1000 - Administration,6220,Engineering Services,Supplies,7520,Supplies,102197
FY18,Expense,Engineering,Engineering Services,Administration,1000 - Administration,6220,Engineering Services,Supplies,7910,Subscriptions and Publications,1500
FY18,Expense,Engineering,Engineering Services,Administration,1000 - Administration,6220,Engineering Services,Other Financing,9952,Operating Transfers-A87 Cost,329310
FY18,Expense,Engineering,Engineering Services,Administration,1000 - Administration,6220,Engineering Services,Personal Services,7020,Full Time Employees,1064978
FY18,Expense,Engineering,Engineering Services,Administration,1000 - Administration,6220,Engineering Services,Personal Services,7025,Acting Assignment,9000
FY18,Expense,Engineering,Engineering Services,Administration,1000 - Administration,6220,Engineering Services,Personal Services,7055,Time & One-half,10000
FY18,Expense,Engineering,Engineering Services,Administration,1000 - Administration,6220,Engineering Services,Personal Services,7105,Employers FICA,82925
FY18,Expense,Engineering,Engineering Services,Administration,1000 - Administration,6220,Engineering Services,Personal Services,7110,Hospitalization Insurance,167126
FY18,Expense,Engineering,Engineering Services,Administration,1000 - Administration,6220,Engineering Services,Personal Services,7115,Retiree Health Care-OPEB,133220
FY18,Expense,Engineering,Engineering Services,Administration,1000 - Administration,6220,Engineering Services,Personal Services,7120,Retirement Fund Contribution,260198
FY18,Expense,Engineering,Engineering Services,Administration,1000 - Administration,6220,Engineering Services,Personal Services,7135,Unemployment Compensation,1481
FY18,Expense,Engineering,Engineering Services,Administration,1000 - Administration,6220,Engineering Services,Other Services and Charges,8010,Contractual Services,273417
FY18,Expense,Engineering,Engineering Services,Administration,1000 - Administration,6220,Engineering Services,Other Services and Charges,8240,Fees,1500
FY18,Expense,Engineering,Engineering Services,Administration,1000 - Administration,6220,Engineering Services,Other Services and Charges,8450,Claims,45502
FY18,Expense,Engineering,Engineering Services,Administration,1000 - Administration,6220,Engineering Services,Other Services and Charges,8500,Telephone,17000
FY18,Expense,Engineering,Engineering Services,Administration,1000 - Administration,6220,Engineering Services,Other Services and Charges,8510,Postage,1500
FY18,Expense,Engineering,Engineering Services,Administration,1000 - Administration,6220,Engineering Services,Other Services and Charges,8800,Community Promotion,170713
FY18,Expense,Engineering,Engineering Services,Administration,1000 - Administration,6220,Engineering Services,Other Services and Charges,9000,Printing & Publishing,1500
FY18,Expense,Engineering,Engineering Services,Administration,1000 - Administration,6220,Engineering Services,Other Services and Charges,9100,Professional Development,19500
FY18,Expense,Engineering,Engineering Services,Administration,1000 - Administration,6220,Engineering Services,Other Services and Charges,9130,Local Business Expense,675
FY18,Expense,Engineering,Engineering Services,Administration,1000 - Administration,6220,Engineering Services,Other Services and Charges,9150,Memberships,5123
FY18,Expense,Engineering,Engineering Services,Administration,1000 - Administration,6220,Engineering Services,Other Services and Charges,9410,Equipment Rentals or Lease,19094
FY18,Expense,Engineering,Engineering Services,Administration,1000 - Administration,6220,Engineering Services,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,162902
FY18,Expense,Engineering,Engineering Services,Administration,1000 - Administration,6220,Engineering Services,Other Services and Charges,9440,Fleet Management Equipment Charges,42237
FY18,Expense,Engineering,Engineering Services,Administration,1000 - Administration,6220,Engineering Services,Other Services and Charges,9450,311 Call Center Services,27125
FY18,Expense,Engineering,Engineering Services,Administration,1000 - Administration,6220,Engineering Services,Other Services and Charges,9470,Employee Parking,70723
FY18,Expense,Engineering,Engineering Services,Administration,1000 - Administration,6220,Engineering Services,Other Services and Charges,9480,Computer Services-from IT,164127
FY18,Revenue,Engineering,Engineering Services,Administration,1000 - Administration,6220,Engineering Services,Charges for Services,6260,Service Fees-General,7500
FY18,Expense,Engineering,Engineering Services,Capital Projects,9000 - Capital Projects,4010,Capital Improvement,Capital Outlays,9880,Construction In Progress,400000
FY18,Revenue,Engineering,Engineering Services,Capital Projects,9000 - Capital Projects,4010,Capital Improvement,Other Financing Sources,6993,Operating Transfers-Capital Projects,400000
FY18,Expense,Engineering,Engineering Services,Development Center,5000 - Development Center,6220,Engineering Services,Other Financing,9954,Operating Trans-Dev Center,1961
FY18,Expense,Engineering,Engineering Services,Development Center,5000 - Development Center,6220,Engineering Services,Personal Services,7020,Full Time Employees,25071
FY18,Expense,Engineering,Engineering Services,Development Center,5000 - Development Center,6220,Engineering Services,Personal Services,7105,Employers FICA,1918
FY18,Expense,Engineering,Engineering Services,Development Center,5000 - Development Center,6220,Engineering Services,Personal Services,7110,Hospitalization Insurance,6167
FY18,Expense,Engineering,Engineering Services,Development Center,5000 - Development Center,6220,Engineering Services,Personal Services,7115,Retiree Health Care-OPEB,3133
FY18,Expense,Engineering,Engineering Services,Development Center,5000 - Development Center,6220,Engineering Services,Personal Services,7120,Retirement Fund Contribution,6119
FY18,Expense,Engineering,Engineering Services,Development Center,5000 - Development Center,6220,Engineering Services,Personal Services,7135,Unemployment Compensation,35
FY18,Revenue,Engineering,Engineering Services,Development Center,5000 - Development Center,6220,Engineering Services,Licenses & Permits,4918,Utility Construction Permits,8500
FY18,Revenue,Engineering,Engineering Services,Development Center,5000 - Development Center,6220,Engineering Services,Licenses & Permits,4920,Temporary Occupancy Permits,80000
FY18,Revenue,Engineering,Engineering Services,Development Center,5000 - Development Center,6220,Engineering Services,Licenses & Permits,4922,Encroachment Permits,8000
FY18,Expense,Engineering,Engineering Services,Projects Engineering,6000 - Projects Engineering,6220,Engineering Services,Personal Services,7020,Full Time Employees,1450644
FY18,Expense,Engineering,Engineering Services,Projects Engineering,6000 - Projects Engineering,6220,Engineering Services,Personal Services,7040,Temporary Noncontract Employees,25100
FY18,Expense,Engineering,Engineering Services,Projects Engineering,6000 - Projects Engineering,6220,Engineering Services,Personal Services,7105,Employers FICA,112894
FY18,Expense,Engineering,Engineering Services,Projects Engineering,6000 - Projects Engineering,6220,Engineering Services,Personal Services,7110,Hospitalization Insurance,253464
FY18,Expense,Engineering,Engineering Services,Projects Engineering,6000 - Projects Engineering,6220,Engineering Services,Personal Services,7115,Retiree Health Care-OPEB,181277
FY18,Expense,Engineering,Engineering Services,Projects Engineering,6000 - Projects Engineering,6220,Engineering Services,Personal Services,7120,Retirement Fund Contribution,354058
FY18,Expense,Engineering,Engineering Services,Projects Engineering,6000 - Projects Engineering,6220,Engineering Services,Personal Services,7135,Unemployment Compensation,2967
FY18,Revenue,Engineering,Engineering Services,Projects Engineering,6000 - Projects Engineering,6220,Engineering Services,Charges for Services,6263,Prelim-Design-Constr Engineering,5428743
FY18,Expense,Engineering,Engineering Services,Non-Projects Engineering,2000 - Non-Projects Engineering,6220,Engineering Services,Personal Services,7020,Full Time Employees,85094
FY18,Expense,Engineering,Engineering Services,Non-Projects Engineering,2000 - Non-Projects Engineering,6220,Engineering Services,Personal Services,7105,Employers FICA,6510
FY18,Expense,Engineering,Engineering Services,Non-Projects Engineering,2000 - Non-Projects Engineering,6220,Engineering Services,Personal Services,7110,Hospitalization Insurance,11717
FY18,Expense,Engineering,Engineering Services,Non-Projects Engineering,2000 - Non-Projects Engineering,6220,Engineering Services,Personal Services,7115,Retiree Health Care-OPEB,10634
FY18,Expense,Engineering,Engineering Services,Non-Projects Engineering,2000 - Non-Projects Engineering,6220,Engineering Services,Personal Services,7120,Retirement Fund Contribution,20769
FY18,Expense,Engineering,Engineering Services,Non-Projects Engineering,2000 - Non-Projects Engineering,6220,Engineering Services,Personal Services,7135,Unemployment Compensation,118
FY18,Revenue,Engineering,Engineering Services,Non-Projects Engineering,2000 - Non-Projects Engineering,6220,Engineering Services,Charges for Services,6261,Administration Services,279561
FY18,Expense,Clerk's Office,Clerk,Records,4100 - Records,1010,General Fund Operating,Personal Services,7020,Full Time Employees,55191
FY18,Expense,Clerk's Office,Clerk,Records,4100 - Records,1010,General Fund Operating,Personal Services,7055,Time & One-half,500
FY18,Expense,Clerk's Office,Clerk,Records,4100 - Records,1010,General Fund Operating,Personal Services,7105,Employers FICA,4260
FY18,Expense,Clerk's Office,Clerk,Records,4100 - Records,1010,General Fund Operating,Personal Services,7110,Hospitalization Insurance,12334
FY18,Expense,Clerk's Office,Clerk,Records,4100 - Records,1010,General Fund Operating,Personal Services,7115,Retiree Health Care-OPEB,6897
FY18,Expense,Clerk's Office,Clerk,Records,4100 - Records,1010,General Fund Operating,Personal Services,7120,Retirement Fund Contribution,13471
FY18,Expense,Clerk's Office,Clerk,Records,4100 - Records,1010,General Fund Operating,Personal Services,7135,Unemployment Compensation,77
FY18,Expense,Clerk's Office,Clerk,Records,4100 - Records,1010,General Fund Operating,Other Services and Charges,9000,Printing & Publishing,42000
FY18,Expense,Clerk's Office,Clerk,Records,4100 - Records,1010,General Fund Operating,Other Services and Charges,9470,Employee Parking,433
FY18,Expense,Clerk's Office,Clerk,Archives,4110 - Archives,1010,General Fund Operating,Supplies,7520,Supplies,16000
FY18,Expense,Clerk's Office,Clerk,Archives,4110 - Archives,1010,General Fund Operating,Supplies,7910,Subscriptions and Publications,200
FY18,Expense,Clerk's Office,Clerk,Archives,4110 - Archives,1010,General Fund Operating,Capital Outlays,9760,Equipment,5000
FY18,Expense,Clerk's Office,Clerk,Archives,4110 - Archives,1010,General Fund Operating,Personal Services,7020,Full Time Employees,107746
FY18,Expense,Clerk's Office,Clerk,Archives,4110 - Archives,1010,General Fund Operating,Personal Services,7055,Time & One-half,500
FY18,Expense,Clerk's Office,Clerk,Archives,4110 - Archives,1010,General Fund Operating,Personal Services,7105,Employers FICA,8281
FY18,Expense,Clerk's Office,Clerk,Archives,4110 - Archives,1010,General Fund Operating,Personal Services,7110,Hospitalization Insurance,24668
FY18,Expense,Clerk's Office,Clerk,Archives,4110 - Archives,1010,General Fund Operating,Personal Services,7115,Retiree Health Care-OPEB,13464
FY18,Expense,Clerk's Office,Clerk,Archives,4110 - Archives,1010,General Fund Operating,Personal Services,7120,Retirement Fund Contribution,26297
FY18,Expense,Clerk's Office,Clerk,Archives,4110 - Archives,1010,General Fund Operating,Personal Services,7135,Unemployment Compensation,150
FY18,Expense,Clerk's Office,Clerk,Archives,4110 - Archives,1010,General Fund Operating,Other Services and Charges,9100,Professional Development,500
FY18,Expense,Clerk's Office,Clerk,Archives,4110 - Archives,1010,General Fund Operating,Other Services and Charges,9150,Memberships,500
FY18,Expense,Clerk's Office,Clerk,Archives,4110 - Archives,1010,General Fund Operating,Other Services and Charges,9410,Equipment Rentals or Lease,2757
FY18,Expense,Clerk's Office,Clerk,Archives,4110 - Archives,1010,General Fund Operating,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,140076
FY18,Revenue,Clerk's Office,Clerk,Archives,4110 - Archives,1010,General Fund Operating,Charges for Services,6131,Processing Fees,2000
FY18,Expense,Clerk's Office,Clerk,Licensing,3000 - Licensing,1010,General Fund Operating,Supplies,7520,Supplies,5000
FY18,Expense,Clerk's Office,Clerk,Licensing,3000 - Licensing,1010,General Fund Operating,Personal Services,7020,Full Time Employees,108328
FY18,Expense,Clerk's Office,Clerk,Licensing,3000 - Licensing,1010,General Fund Operating,Personal Services,7055,Time & One-half,500
FY18,Expense,Clerk's Office,Clerk,Licensing,3000 - Licensing,1010,General Fund Operating,Personal Services,7105,Employers FICA,8325
FY18,Expense,Clerk's Office,Clerk,Licensing,3000 - Licensing,1010,General Fund Operating,Personal Services,7110,Hospitalization Insurance,24668
FY18,Expense,Clerk's Office,Clerk,Licensing,3000 - Licensing,1010,General Fund Operating,Personal Services,7115,Retiree Health Care-OPEB,13537
FY18,Expense,Clerk's Office,Clerk,Licensing,3000 - Licensing,1010,General Fund Operating,Personal Services,7120,Retirement Fund Contribution,26440
FY18,Expense,Clerk's Office,Clerk,Licensing,3000 - Licensing,1010,General Fund Operating,Personal Services,7135,Unemployment Compensation,151
FY18,Expense,Clerk's Office,Clerk,Licensing,3000 - Licensing,1010,General Fund Operating,Other Services and Charges,8010,Contractual Services,5000
FY18,Expense,Clerk's Office,Clerk,Licensing,3000 - Licensing,1010,General Fund Operating,Other Services and Charges,9470,Employee Parking,866
FY18,Revenue,Clerk's Office,Clerk,Licensing,3000 - Licensing,1010,General Fund Operating,Licenses & Permits,4760,Miscellaneous Licenses,185000
FY18,Expense,Clerk's Office,Clerk,Administration,1000 - Administration,1010,General Fund Operating,Supplies,7520,Supplies,18100
FY18,Expense,Clerk's Office,Clerk,Administration,1000 - Administration,1010,General Fund Operating,Supplies,7910,Subscriptions and Publications,300
FY18,Expense,Clerk's Office,Clerk,Administration,1000 - Administration,1010,General Fund Operating,Personal Services,7020,Full Time Employees,320551
FY18,Expense,Clerk's Office,Clerk,Administration,1000 - Administration,1010,General Fund Operating,Personal Services,7055,Time & One-half,2000
FY18,Expense,Clerk's Office,Clerk,Administration,1000 - Administration,1010,General Fund Operating,Personal Services,7105,Employers FICA,24675
FY18,Expense,Clerk's Office,Clerk,Administration,1000 - Administration,1010,General Fund Operating,Personal Services,7110,Hospitalization Insurance,49336
FY18,Expense,Clerk's Office,Clerk,Administration,1000 - Administration,1010,General Fund Operating,Personal Services,7115,Retiree Health Care-OPEB,40173
FY18,Expense,Clerk's Office,Clerk,Administration,1000 - Administration,1010,General Fund Operating,Personal Services,7120,Retirement Fund Contribution,78463
FY18,Expense,Clerk's Office,Clerk,Administration,1000 - Administration,1010,General Fund Operating,Personal Services,7135,Unemployment Compensation,447
FY18,Expense,Clerk's Office,Clerk,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,8450,Claims,11865
FY18,Expense,Clerk's Office,Clerk,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,8500,Telephone,1200
FY18,Expense,Clerk's Office,Clerk,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,8505,Employee Phone Reimbursement,600
FY18,Expense,Clerk's Office,Clerk,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,8510,Postage,5000
FY18,Expense,Clerk's Office,Clerk,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9100,Professional Development,6000
FY18,Expense,Clerk's Office,Clerk,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9110,Other Travel & Training,1000
FY18,Expense,Clerk's Office,Clerk,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9130,Local Business Expense,1500
FY18,Expense,Clerk's Office,Clerk,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9150,Memberships,600
FY18,Expense,Clerk's Office,Clerk,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9340,Maintenance Service,500
FY18,Expense,Clerk's Office,Clerk,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9410,Equipment Rentals or Lease,7907
FY18,Expense,Clerk's Office,Clerk,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,83514
FY18,Expense,Clerk's Office,Clerk,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9450,311 Call Center Services,25110
FY18,Expense,Clerk's Office,Clerk,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9470,Employee Parking,9500
FY18,Expense,Clerk's Office,Clerk,Administration,1000 - Administration,1010,General Fund Operating,Other Services and Charges,9480,Computer Services-from IT,52648
FY18,Revenue,Clerk's Office,Clerk,Administration,1000 - Administration,1010,General Fund Operating,Charges for Services,6260,Service Fees-General,2500
FY18,Expense,Clerk's Office,Clerk,Passport Sales,4300 - Passport Sales,1010,General Fund Operating,Supplies,7520,Supplies,500
FY18,Expense,Clerk's Office,Clerk,Passport Sales,4300 - Passport Sales,1010,General Fund Operating,Other Services and Charges,8510,Postage,2500
FY18,Expense,Clerk's Office,Clerk,Passport Sales,4300 - Passport Sales,1010,General Fund Operating,Other Services and Charges,9410,Equipment Rentals or Lease,500
FY18,Revenue,Clerk's Office,Clerk,Passport Sales,4300 - Passport Sales,1010,General Fund Operating,Charges for Services,6131,Processing Fees,85000
FY18,Expense,Clerk's Office,Clerk,Voter Registration,2100 - Voter Registration,1010,General Fund Operating,Personal Services,7020,Full Time Employees,96520
FY18,Expense,Clerk's Office,Clerk,Voter Registration,2100 - Voter Registration,1010,General Fund Operating,Personal Services,7105,Employers FICA,7384
FY18,Expense,Clerk's Office,Clerk,Voter Registration,2100 - Voter Registration,1010,General Fund Operating,Personal Services,7110,Hospitalization Insurance,24668
FY18,Expense,Clerk's Office,Clerk,Voter Registration,2100 - Voter Registration,1010,General Fund Operating,Personal Services,7115,Retiree Health Care-OPEB,12061
FY18,Expense,Clerk's Office,Clerk,Voter Registration,2100 - Voter Registration,1010,General Fund Operating,Personal Services,7120,Retirement Fund Contribution,23558
FY18,Expense,Clerk's Office,Clerk,Voter Registration,2100 - Voter Registration,1010,General Fund Operating,Personal Services,7135,Unemployment Compensation,134
FY18,Expense,Clerk's Office,Clerk,Voter Registration,2100 - Voter Registration,1010,General Fund Operating,Other Services and Charges,9470,Employee Parking,866
FY18,Revenue,Clerk's Office,Clerk,Election Admin-Billing,2200 - Election Admin-Billing,1010,General Fund Operating,Other Revenues,6769,Reimbursement-Special Elections,100000
FY18,Expense,Clerk's Office,Clerk,Election Admin-Non Billing,2210 - Election Admin-Non Billing,1010,General Fund Operating,Supplies,7520,Supplies,36250
FY18,Expense,Clerk's Office,Clerk,Election Admin-Non Billing,2210 - Election Admin-Non Billing,1010,General Fund Operating,Personal Services,7050,Regular Hourly Rate,40000
FY18,Expense,Clerk's Office,Clerk,Election Admin-Non Billing,2210 - Election Admin-Non Billing,1010,General Fund Operating,Personal Services,7055,Time & One-half,15000
FY18,Expense,Clerk's Office,Clerk,Election Admin-Non Billing,2210 - Election Admin-Non Billing,1010,General Fund Operating,Personal Services,7105,Employers FICA,4208
FY18,Expense,Clerk's Office,Clerk,Election Admin-Non Billing,2210 - Election Admin-Non Billing,1010,General Fund Operating,Personal Services,7170,Election Wrkr-Brd Members Pay,200000
FY18,Expense,Clerk's Office,Clerk,Election Admin-Non Billing,2210 - Election Admin-Non Billing,1010,General Fund Operating,Other Services and Charges,8010,Contractual Services,13500
FY18,Expense,Clerk's Office,Clerk,Election Admin-Non Billing,2210 - Election Admin-Non Billing,1010,General Fund Operating,Other Services and Charges,8500,Telephone,1500
FY18,Expense,Clerk's Office,Clerk,Election Admin-Non Billing,2210 - Election Admin-Non Billing,1010,General Fund Operating,Other Services and Charges,8510,Postage,25000
FY18,Expense,Clerk's Office,Clerk,Election Admin-Non Billing,2210 - Election Admin-Non Billing,1010,General Fund Operating,Other Services and Charges,9000,Printing & Publishing,2000
FY18,Expense,Clerk's Office,Clerk,Election Admin-Non Billing,2210 - Election Admin-Non Billing,1010,General Fund Operating,Other Services and Charges,9130,Local Business Expense,1000
FY18,Expense,Clerk's Office,Clerk,Election Admin-Non Billing,2210 - Election Admin-Non Billing,1010,General Fund Operating,Other Services and Charges,9340,Maintenance Service,9500
FY18,Expense,Clerk's Office,Clerk,Election Admin-Non Billing,2210 - Election Admin-Non Billing,1010,General Fund Operating,Other Services and Charges,9410,Equipment Rentals or Lease,6000
FY18,Expense,Clerk's Office,Clerk,Election Admin-Non Billing,2210 - Election Admin-Non Billing,1010,General Fund Operating,Other Services and Charges,9430,Buildings Rentals or Lease-Facility Mgmt,58671
FY18,Expense,Clerk's Office,Clerk,Election Admin-Non Billing,2210 - Election Admin-Non Billing,1010,General Fund Operating,Other Services and Charges,9470,Employee Parking,7000
FY18,Expense,District Court,61st District Court,Administration,1000 - Administration,7400,61st District Court,Supplies,7520,Supplies,85594
FY18,Expense,District Court,61st District Court,Administration,1000 - Administration,7400,61st District Court,Supplies,7670,Clothing,2100
FY18,Expense,District Court,61st District Court,Administration,1000 - Administration,7400,61st District Court,Supplies,7910,Subscriptions and Publications,5745
FY18,Expense,District Court,61st District Court,Administration,1000 - Administration,7400,61st District Court,Capital Outlays,9760,Equipment,37792
FY18,Expense,District Court,61st District Court,Administration,1000 - Administration,7400,61st District Court,Other Financing,9952,Operating Transfers-A87 Cost,345643
FY18,Expense,District Court,61st District Court,Administration,1000 - Administration,7400,61st District Court,Other Financing,9959,Appropriation Lapse,-420868
FY18,Expense,District Court,61st District Court,Administration,1000 - Administration,7400,61st District Court,Personal Services,7020,Full Time Employees,4487976
FY18,Expense,District Court,61st District Court,Administration,1000 - Administration,7400,61st District Court,Personal Services,7025,Acting Assignment,3300
FY18,Expense,District Court,61st District Court,Administration,1000 - Administration,7400,61st District Court,Personal Services,7040,Temporary Noncontract Employees,106285
FY18,Expense,District Court,61st District Court,Administration,1000 - Administration,7400,61st District Court,Personal Services,7055,Time & One-half,38000
FY18,Expense,District Court,61st District Court,Administration,1000 - Administration,7400,61st District Court,Personal Services,7105,Employers FICA,351461
FY18,Expense,District Court,61st District Court,Administration,1000 - Administration,7400,61st District Court,Personal Services,7110,Hospitalization Insurance,999054
