AccountType,FiscalYear,FundCode,FundDescription,OperatingUnit,OperatingUnitDescription,ProgramID,ProgramName,LineOfBusinessID,LOBName,Account,Account Description,Budget
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,3300901,CONSTR INSPECTION/QUALITY CTRL,33009,Field Services,53040019,NONTARGET REPAIR PARTS,1500
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5500206,PERFORMANCE SUPPORT,55002,Parks Civic Center,53040031,OTHER EQUIPMENT,2000
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5500206,PERFORMANCE SUPPORT,55002,Parks Civic Center,53160008,SAFETY EQUIPMENT & SUPPLIES,500
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5500206,PERFORMANCE SUPPORT,55002,Parks Civic Center,53890022,OTHER SUPPLIES,4000
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5500206,PERFORMANCE SUPPORT,55002,Parks Civic Center,52890001,OTHER SERVICES AND CHARGES,1000
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800502,ANIMAL SHELTER,58005,Animal Welfare,51010004,PART TIME & TEMPORARY WAGES,37589
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,9800007,NON-DEPARTMENTAL - RISK MGMT,98000,Non-Departmental - Operating,51510032,OPEB EXPENSE,18815501
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200621,POLICE PATROL,42006,Police Operational,52340019,BUILDING MAINTENANCE,8000
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,4200625,POLICE YOUTH SERVICES,42006,Police Operational,51010001,SALARIES AND WAGES,60514
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800201,PERMITS,58002,Development Center,51070004,RETIREMENT PENSION CONTRIB,57837
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800201,PERMITS,58002,Development Center,51010001,SALARIES AND WAGES,957877
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800201,PERMITS,58002,Development Center,51070001,HEALTH AND WELFARE INSURANCE,227223
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800201,PERMITS,58002,Development Center,51000004,BUDGET-VACANCY DISCOUNT,-20318
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5500410,WILL ROGERS GARDENS,55004,Parks Horticulture & Gardens,52280019,CHARGEBACK-VEHICLE MAINTENANCE,4468
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,400204,CM Office of Sustainability,4002,Policy & Executive Leadership,53010001,OFFICE SUPPLIES,3547
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,400204,CM Office of Sustainability,4002,Policy & Executive Leadership,52040046,PROFESSIONAL SERVICES-OTHER,53750
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,400204,CM Office of Sustainability,4002,Policy & Executive Leadership,51070004,RETIREMENT PENSION CONTRIB,17429
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,400204,CM Office of Sustainability,4002,Policy & Executive Leadership,51010001,SALARIES AND WAGES,288636
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,400204,CM Office of Sustainability,4002,Policy & Executive Leadership,51070001,HEALTH AND WELFARE INSURANCE,46372
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,400204,CM Office of Sustainability,4002,Policy & Executive Leadership,51000004,BUDGET-VACANCY DISCOUNT,-6121
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,400204,CM Office of Sustainability,4002,Policy & Executive Leadership,51000013,BUDGET-SALARY RESERVE,21745
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,400204,CM Office of Sustainability,4002,Policy & Executive Leadership,51510004,EMPLOYEE PARKING,2052
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800302,CODE ADMINISTRATION,58003,Current Planning,51070004,RETIREMENT PENSION CONTRIB,45904
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800302,CODE ADMINISTRATION,58003,Current Planning,51010001,SALARIES AND WAGES,760229
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800302,CODE ADMINISTRATION,58003,Current Planning,51070001,HEALTH AND WELFARE INSURANCE,104337
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800302,CODE ADMINISTRATION,58003,Current Planning,51000004,BUDGET-VACANCY DISCOUNT,-16122
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800402,CODE INSPECTIONS,58004,Code Enforcement,51070004,RETIREMENT PENSION CONTRIB,117888
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800402,CODE INSPECTIONS,58004,Code Enforcement,51010001,SALARIES AND WAGES,1952426
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800402,CODE INSPECTIONS,58004,Code Enforcement,51070001,HEALTH AND WELFARE INSURANCE,376772
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800402,CODE INSPECTIONS,58004,Code Enforcement,51000004,BUDGET-VACANCY DISCOUNT,-41406
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800203,CONSTRUCTION INSPECTIONS,58002,Development Center,51070004,RETIREMENT PENSION CONTRIB,162412
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800203,CONSTRUCTION INSPECTIONS,58002,Development Center,51010001,SALARIES AND WAGES,2689812
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800203,CONSTRUCTION INSPECTIONS,58002,Development Center,51070001,HEALTH AND WELFARE INSURANCE,528641
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800203,CONSTRUCTION INSPECTIONS,58002,Development Center,51000004,BUDGET-VACANCY DISCOUNT,-57048
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800401,NUISANCE ABATEMENT,58004,Code Enforcement,51070004,RETIREMENT PENSION CONTRIB,30387
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800401,NUISANCE ABATEMENT,58004,Code Enforcement,51010001,SALARIES AND WAGES,503228
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800401,NUISANCE ABATEMENT,58004,Code Enforcement,51070001,HEALTH AND WELFARE INSURANCE,110134
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800401,NUISANCE ABATEMENT,58004,Code Enforcement,51000004,BUDGET-VACANCY DISCOUNT,-10673
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800501,ANIMAL CONTROL,58005,Animal Welfare,51070004,RETIREMENT PENSION CONTRIB,57917
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800501,ANIMAL CONTROL,58005,Animal Welfare,51010001,SALARIES AND WAGES,959218
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800501,ANIMAL CONTROL,58005,Animal Welfare,51070001,HEALTH AND WELFARE INSURANCE,231745
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800501,ANIMAL CONTROL,58005,Animal Welfare,51000004,BUDGET-VACANCY DISCOUNT,-20344
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800502,ANIMAL SHELTER,58005,Animal Welfare,51070004,RETIREMENT PENSION CONTRIB,60453
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800502,ANIMAL SHELTER,58005,Animal Welfare,51010001,SALARIES AND WAGES,1001184
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800502,ANIMAL SHELTER,58005,Animal Welfare,51070001,HEALTH AND WELFARE INSURANCE,289710
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800502,ANIMAL SHELTER,58005,Animal Welfare,51000004,BUDGET-VACANCY DISCOUNT,-21233
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800503,VETERINARY SERVICES,58005,Animal Welfare,51070004,RETIREMENT PENSION CONTRIB,23790
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800503,VETERINARY SERVICES,58005,Animal Welfare,51010001,SALARIES AND WAGES,393996
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800503,VETERINARY SERVICES,58005,Animal Welfare,51070001,HEALTH AND WELFARE INSURANCE,81381
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800503,VETERINARY SERVICES,58005,Animal Welfare,51000004,BUDGET-VACANCY DISCOUNT,-8356
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5500410,WILL ROGERS GARDENS,55004,Parks Horticulture & Gardens,52280022,CHARGEBACK FUEL,10857
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800201,PERMITS,58002,Development Center,53010001,OFFICE SUPPLIES,18033
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800402,CODE INSPECTIONS,58004,Code Enforcement,51010004,PART TIME & TEMPORARY WAGES,32340
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800402,CODE INSPECTIONS,58004,Code Enforcement,52280019,CHARGEBACK-VEHICLE MAINTENANCE,52867
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800402,CODE INSPECTIONS,58004,Code Enforcement,52280022,CHARGEBACK FUEL,80759
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800501,ANIMAL CONTROL,58005,Animal Welfare,52280019,CHARGEBACK-VEHICLE MAINTENANCE,104176
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800501,ANIMAL CONTROL,58005,Animal Welfare,52280022,CHARGEBACK FUEL,118381
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800501,ANIMAL CONTROL,58005,Animal Welfare,52310001,PRINTING & BINDING,200
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800501,ANIMAL CONTROL,58005,Animal Welfare,52340013,NONTARGET REPAIR LABOR,1869
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800501,ANIMAL CONTROL,58005,Animal Welfare,52340016,MACHINERY AND EQUIPMENT MTCE,1000
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800501,ANIMAL CONTROL,58005,Animal Welfare,52890001,OTHER SERVICES AND CHARGES,2000
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800501,ANIMAL CONTROL,58005,Animal Welfare,53010001,OFFICE SUPPLIES,3000
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800501,ANIMAL CONTROL,58005,Animal Welfare,53040031,OTHER EQUIPMENT,2000
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800501,ANIMAL CONTROL,58005,Animal Welfare,53890004,CLOTHING & OTHER,10000
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800502,ANIMAL SHELTER,58005,Animal Welfare,52010028,MISCELLANEOUS SRVCS CONTRACTS,31200
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800502,ANIMAL SHELTER,58005,Animal Welfare,52070001,ELECTRICITY,100126
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800502,ANIMAL SHELTER,58005,Animal Welfare,52070004,"WATER, SEWER & REFUSE",23681
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800502,ANIMAL SHELTER,58005,Animal Welfare,52070007,NATURAL GAS,32982
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800502,ANIMAL SHELTER,58005,Animal Welfare,52130001,MEMBERSHIPS,250
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800502,ANIMAL SHELTER,58005,Animal Welfare,52310004,POSTAGE,750
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800502,ANIMAL SHELTER,58005,Animal Welfare,52890001,OTHER SERVICES AND CHARGES,6000
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800502,ANIMAL SHELTER,58005,Animal Welfare,53010001,OFFICE SUPPLIES,16000
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800502,ANIMAL SHELTER,58005,Animal Welfare,53040001,JANITOR SUPPLIES,50000
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800502,ANIMAL SHELTER,58005,Animal Welfare,53040013,REPAIR & MAINTENANCE PARTS,18000
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800502,ANIMAL SHELTER,58005,Animal Welfare,53040031,OTHER EQUIPMENT,5000
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800502,ANIMAL SHELTER,58005,Animal Welfare,53190004,ANIMAL-FOOD,25000
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800502,ANIMAL SHELTER,58005,Animal Welfare,53890004,CLOTHING & OTHER,7230
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800502,ANIMAL SHELTER,58005,Animal Welfare,53890022,OTHER SUPPLIES,30000
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800503,VETERINARY SERVICES,58005,Animal Welfare,52040046,PROFESSIONAL SERVICES-OTHER,18065
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800503,VETERINARY SERVICES,58005,Animal Welfare,52340016,MACHINERY AND EQUIPMENT MTCE,4800
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800503,VETERINARY SERVICES,58005,Animal Welfare,52890001,OTHER SERVICES AND CHARGES,4000
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800503,VETERINARY SERVICES,58005,Animal Welfare,53190001,VETERINARY DRUGS,263947
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800503,VETERINARY SERVICES,58005,Animal Welfare,53890004,CLOTHING & OTHER,1500
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800402,CODE INSPECTIONS,58004,Code Enforcement,51010007,OVERTIME WAGES,500
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800402,CODE INSPECTIONS,58004,Code Enforcement,51130004,CAR ALLOWANCE,1500
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800402,CODE INSPECTIONS,58004,Code Enforcement,51510004,EMPLOYEE PARKING,10384
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800402,CODE INSPECTIONS,58004,Code Enforcement,52130001,MEMBERSHIPS,1000
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800402,CODE INSPECTIONS,58004,Code Enforcement,52250001,ADVERTISING,4000
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800402,CODE INSPECTIONS,58004,Code Enforcement,52310001,PRINTING & BINDING,50
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800402,CODE INSPECTIONS,58004,Code Enforcement,52340013,NONTARGET REPAIR LABOR,2258
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800402,CODE INSPECTIONS,58004,Code Enforcement,52340016,MACHINERY AND EQUIPMENT MTCE,1752
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800402,CODE INSPECTIONS,58004,Code Enforcement,52890001,OTHER SERVICES AND CHARGES,500
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800402,CODE INSPECTIONS,58004,Code Enforcement,53010001,OFFICE SUPPLIES,8047
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800402,CODE INSPECTIONS,58004,Code Enforcement,53010007,COMPUTER SUPPLIES,8400
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800402,CODE INSPECTIONS,58004,Code Enforcement,53010016,NON-CAPITAL FURNITURE & FIXTUR,8600
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800402,CODE INSPECTIONS,58004,Code Enforcement,53040013,REPAIR & MAINTENANCE PARTS,1048
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800402,CODE INSPECTIONS,58004,Code Enforcement,53040031,OTHER EQUIPMENT,10305
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800402,CODE INSPECTIONS,58004,Code Enforcement,53890004,CLOTHING & OTHER,4736
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800402,CODE INSPECTIONS,58004,Code Enforcement,53890022,OTHER SUPPLIES,4675
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800401,NUISANCE ABATEMENT,58004,Code Enforcement,51010007,OVERTIME WAGES,500
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800401,NUISANCE ABATEMENT,58004,Code Enforcement,51130004,CAR ALLOWANCE,1500
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800401,NUISANCE ABATEMENT,58004,Code Enforcement,51510004,EMPLOYEE PARKING,10384
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800401,NUISANCE ABATEMENT,58004,Code Enforcement,52130001,MEMBERSHIPS,1000
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800401,NUISANCE ABATEMENT,58004,Code Enforcement,52250001,ADVERTISING,4000
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800401,NUISANCE ABATEMENT,58004,Code Enforcement,52310001,PRINTING & BINDING,50
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800401,NUISANCE ABATEMENT,58004,Code Enforcement,52340013,NONTARGET REPAIR LABOR,2258
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800401,NUISANCE ABATEMENT,58004,Code Enforcement,52340016,MACHINERY AND EQUIPMENT MTCE,2252
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800401,NUISANCE ABATEMENT,58004,Code Enforcement,52400007,OTHER EQUIPMENT RENTAL,1000
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800401,NUISANCE ABATEMENT,58004,Code Enforcement,52890001,OTHER SERVICES AND CHARGES,1500
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800401,NUISANCE ABATEMENT,58004,Code Enforcement,53010001,OFFICE SUPPLIES,8047
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800401,NUISANCE ABATEMENT,58004,Code Enforcement,53010007,COMPUTER SUPPLIES,9400
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800401,NUISANCE ABATEMENT,58004,Code Enforcement,53010016,NON-CAPITAL FURNITURE & FIXTUR,2000
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800401,NUISANCE ABATEMENT,58004,Code Enforcement,53040013,REPAIR & MAINTENANCE PARTS,1048
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800401,NUISANCE ABATEMENT,58004,Code Enforcement,53040031,OTHER EQUIPMENT,8007
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800401,NUISANCE ABATEMENT,58004,Code Enforcement,53890004,CLOTHING & OTHER,1100
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800401,NUISANCE ABATEMENT,58004,Code Enforcement,53890022,OTHER SUPPLIES,10000
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800101,EXECUTIVE LEADERSHIP,58001,Administration,51130004,CAR ALLOWANCE,3000
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800101,EXECUTIVE LEADERSHIP,58001,Administration,51510004,EMPLOYEE PARKING,6713
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800110,BUSINESS SERVICES,58001,Administration,52130001,MEMBERSHIPS,2170
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800110,BUSINESS SERVICES,58001,Administration,52280004,CHARGEBACK-IT,1372060
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800110,BUSINESS SERVICES,58001,Administration,52280007,CHARGEBACK-RISK MANAGEMENT,302293
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800110,BUSINESS SERVICES,58001,Administration,52280013,CHARGEBACK-PRINT SHOP,28178
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800110,BUSINESS SERVICES,58001,Administration,52890001,OTHER SERVICES AND CHARGES,2000
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800110,BUSINESS SERVICES,58001,Administration,53010001,OFFICE SUPPLIES,4200
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800110,BUSINESS SERVICES,58001,Administration,53010007,COMPUTER SUPPLIES,4558
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800110,BUSINESS SERVICES,58001,Administration,53010013,NON-CAPITAL OFFICE MACHINES,4763
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800110,BUSINESS SERVICES,58001,Administration,53010016,NON-CAPITAL FURNITURE & FIXTUR,2400
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800110,BUSINESS SERVICES,58001,Administration,51070004,RETIREMENT PENSION CONTRIB,8606
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800110,BUSINESS SERVICES,58001,Administration,51010001,SALARIES AND WAGES,142530
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800110,BUSINESS SERVICES,58001,Administration,51070001,HEALTH AND WELFARE INSURANCE,23186
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800110,BUSINESS SERVICES,58001,Administration,51000004,BUDGET-VACANCY DISCOUNT,-3023
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800101,EXECUTIVE LEADERSHIP,58001,Administration,51070004,RETIREMENT PENSION CONTRIB,16625
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800101,EXECUTIVE LEADERSHIP,58001,Administration,51010001,SALARIES AND WAGES,274032
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800101,EXECUTIVE LEADERSHIP,58001,Administration,51070001,HEALTH AND WELFARE INSURANCE,23186
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800101,EXECUTIVE LEADERSHIP,58001,Administration,51000004,BUDGET-VACANCY DISCOUNT,-5813
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800202,PLAN REVIEW,58002,Development Center,51070004,RETIREMENT PENSION CONTRIB,86301
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800202,PLAN REVIEW,58002,Development Center,51010001,SALARIES AND WAGES,1424036
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800202,PLAN REVIEW,58002,Development Center,51070001,HEALTH AND WELFARE INSURANCE,229541
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800202,PLAN REVIEW,58002,Development Center,51000004,BUDGET-VACANCY DISCOUNT,-30206
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800202,PLAN REVIEW,58002,Development Center,51010007,OVERTIME WAGES,60
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800202,PLAN REVIEW,58002,Development Center,51130010,MILEAGE REIMBURSEMENT,300
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800202,PLAN REVIEW,58002,Development Center,52040046,PROFESSIONAL SERVICES-OTHER,2660
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800202,PLAN REVIEW,58002,Development Center,52130001,MEMBERSHIPS,1084
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800202,PLAN REVIEW,58002,Development Center,52340016,MACHINERY AND EQUIPMENT MTCE,700
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800202,PLAN REVIEW,58002,Development Center,52890001,OTHER SERVICES AND CHARGES,1157
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800202,PLAN REVIEW,58002,Development Center,53010001,OFFICE SUPPLIES,14033
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800202,PLAN REVIEW,58002,Development Center,53010007,COMPUTER SUPPLIES,4786
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800202,PLAN REVIEW,58002,Development Center,53010013,NON-CAPITAL OFFICE MACHINES,6379
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800202,PLAN REVIEW,58002,Development Center,53010016,NON-CAPITAL FURNITURE & FIXTUR,1609
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800202,PLAN REVIEW,58002,Development Center,53040013,REPAIR & MAINTENANCE PARTS,133
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800202,PLAN REVIEW,58002,Development Center,53040025,SMALL TOOLS & MINOR EQUIP,713
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800202,PLAN REVIEW,58002,Development Center,53100001,EDUCATIONAL & TRAINING,500
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800202,PLAN REVIEW,58002,Development Center,53890022,OTHER SUPPLIES,3051
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800201,PERMITS,58002,Development Center,51010007,OVERTIME WAGES,3686
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800201,PERMITS,58002,Development Center,52340016,MACHINERY AND EQUIPMENT MTCE,699
Expense,fy15-16,1,GENERAL FUND,1,GENERAL OPERATIONS-UASN,5800201,PERMITS,58002,Development Center,52400007,OTHER EQUIPMENT RENTAL,14086
